Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/6020,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/7908,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/3451,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/7196,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/6566,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07
77,19:00-19:15,45.5,44.33,0,14.66,0,15.16,0,44.33,0,15.17,0.93,100.9,2,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0.05,32,6.7,0.05,21.79,28.76,2.42,0.06,0,48.42,226.19,96.85,48.42,68.31,24.21,0,1,0,0.19,0,44.02,1

78,19:15-19:30,45,43.67,0,14.66,0,15,0,43.67,0,15,0,100.9,1,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0.02,32,6.7,0.02,21.79,28.76,2.42,0.02,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,44.02,1

79,19:30-19:45,60,49,0,18,0,20,0,49,0,20,0,100.9,0,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.7,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,44.02,0

80,19:45-20:00,60,48,0,18,0,20,0,48,0,20,0,100.9,0,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.7,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,43.82,0

81,20:00-20:15,59.5,47,0,18,0,19.84,0,47,0,19.83,0,100.9,0,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,44.42,0

82,20:15-20:30,59,45.67,0,18,0,19.66,0,45.67,0,19.67,0,100.9,0,32,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,44.02,0

83,20:30-20:45,48.5,44.67,0,18,0,16.16,0,44.67,0,16.17,0,100.9,0,32,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,43.82,0

84,20:45-21:00,47.5,43.67,0,17.34,0,15.84,0,43.67,0,15.83,0,100.9,0,32,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,43.42,0

85,21:00-21:15,47,42.33,0,16.34,0,15.66,0,42.33,0,15.67,0,100.9,0,10.3765,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.25,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,43.02,0

86,21:15-21:30,46,41.67,0,15,0,15.34,0,41.67,0,15.33,0,100.9,0,10.3765,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,28.25,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.82,0

87,21:30-21:45,52.5,40.67,0,14,0,17.5,0,40.67,0,17.5,0,100.9,0,10.3765,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,27.75,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.62,0

88,21:45-22:00,52,39.33,0,13,0,17.34,0,39.33,0,17.33,0,100.9,0,10.3765,116.14,0,0,12.47,14.15,0,24.8,96.85,273.84,0,32,6.52,0,21.79,27.75,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.22,0

89,22:00-22:15,51.5,38.33,0,12,0,17.16,0,38.33,0,17.17,0,100.9,0,10.3765,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,32,6.33,0,21.79,28.26,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.02,0

90,22:15-22:30,51,38.33,0,12.34,0,17,0,38.33,0,17,0,100.9,0,10.3765,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,32,6.33,0,21.79,28.26,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.02,0

91,22:30-22:45,51,38.33,0,12.34,0,17,0,38.33,0,17,0,100.9,0,26.9071,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.33,0,21.79,29.27,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.02,0

92,22:45-23:00,51,38.33,0,12.34,0,17,0,38.33,0,17,0,100.9,0,26.9071,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.33,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,41.82,0

93,23:00-23:15,50,38.33,0,12.66,0,16.66,0,38.33,0,16.67,0,100.9,0,26.9071,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.15,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,41.82,0

94,23:15-23:30,50.5,38.33,0,13,0,16.84,0,38.33,0,16.83,0,100.9,0,26.9071,116.14,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.15,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.02,0

95,23:30-23:45,51.5,38.33,0,13.34,0,17.16,0,38.33,0,17.17,0,100.9,0,26.9071,94.88,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.15,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.42,0

96,23:45-24:00,51.5,38.33,0,13.34,0,17.16,0,38.33,0,17.17,0,100.9,0,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,273.84,0,26.9071,6.15,0,21.79,28.76,2.42,0,0,48.42,262.95,96.85,48.42,87.36,24.21,0,0,0,0,0,42.62,0

