Block,Time Block,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,VALLURNTECL,UNCHAHAR4,ANTA_RF,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,UNCHAHAR1,URI,ANTA_LF,KGSU1AND2,KGSU3AND4,FSTPP I & II,DULHASTI,JHAJJAR,RSTPSU1TO6,DHAULIGNGA,DADRT2,NLCIIST1,NLCEXP,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,KHSTPP-I,KHSTPP-II,NJPC,KOTESHWR,KKNP,KKNPPU2,KUDGI,NAPP,KOLDAM,KISHANGANGA,MAPS,BRBCL,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,RIHAND3,RAMPUR,NTPL,RAPPB,PARBATI3,RIHAND2,NLCIIST2,NLCTS2EXP,RIHAND1,RAPPC,NNTPP,AURY_GF,AURY_CRF,AURY_LF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,134.12,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,24.5,94.75,0,17.04,0,0,0,42.35,0,0,0,15.61,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,134.12,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,24.5,94.75,0,17.04,0,0,0,42.35,0,0,0,16.38,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,134.12,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,17.36,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,134.12,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,17.07,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,126.62,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,15.82,0,0,0,0,59.68,0,0,0,0,91.55,0,0,60.8,51.05,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,329.43,0,0,0.62,0,0,0,0,0,1.34,0,122.26,0,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,14.65,0,0,0,0,59.68,0,0,0,0,91.55,0,0,60.8,51.05,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,329.43,0,0,0.62,0,0,0,0,0,8.92,0,122.26,13.42,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,15.61,0,0,0,0,59.68,0,0,0,0,91.55,0,0,60.8,51.05,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,329.43,0,0,0.62,0,0,0,0,0,40.16,0,122.26,13.42,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,15.71,0,0,0,0,59.68,0,0,0,0,91.55,0,0,60.8,51.05,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,329.43,0,0,0.62,0,0,0,0,0,40.16,0,134.11,13.42,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,18.03,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,329.43,0,0,0.62,0,0,0,0,0,40.16,0,134.12,26.86,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,17.52,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,329.43,0,0,0.6,0,0,0,0,0,40.16,0,134.12,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,329.43,0,0,0.6,0,0,0,0,0,40.16,0,134.12,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,329.43,0,0,0.6,0,0,0,0,0,40.16,0,134.12,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,329.43,0,0,0.6,0,0,0,0,0,8.92,0,122.26,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,332.33,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,329.43,0,0,0.6,0,0,0,0,0,1.34,0,122.26,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,35.05,114.42,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,329.43,0,0,0.6,0,0,0,0,0,1.34,0,122.26,40.29,0,0,0,0,4.14,14.35,0,22.71,5.76,0.43,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,35.33,114.42,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,122.26,40.29,0,0,0,0,4.14,16.96,0,27.29,6.11,0.43,0,0,0,12.88,0,248.58,0,0,387.05,0,0,0,0,0,0,35.33,114.42,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,122.26,40.29,0,0,0,0,4.14,16.96,0,27.29,6.11,0.43,0,0,0,13.33,0,248.58,0,0,391.86,0,0,0,0,0,0,35.33,114.42,20.01,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,122.26,40.29,0,0,0,0,4.14,19.17,0,30.92,6.97,0.43,0,0,0,16.09,15.82,294.66,0,7.74,431.37,0,0,0,0,0,0,35.33,114.42,40.01,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,20.46,0,32.9,7.33,0.43,0,0,0,16.09,15.82,352.27,0,7.86,431.37,0,0,0,13.49,0,9.29,35.33,114.42,55.73,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,20.46,0,32.9,7.33,0.53,0,0,0,16.09,31.64,412.6,0,7.86,435.42,0,0,7.67,26.93,2.11,9.29,35.33,114.42,80.01,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,134.12,53.71,0,0,0,0,4.14,20.46,0,32.9,7.33,0.53,0,0,0,16.09,31.64,414.65,0,17.54,435.42,0,0,37.93,40.47,12.52,18.61,35.33,114.42,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,134.12,53.71,0,0,0,0,4.14,20.46,0,32.9,7.33,0.53,0,0,0,19.96,31.64,414.65,0,17.54,435.34,0,0,37.93,40.47,12.52,18.61,43.75,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.86,134.12,53.71,0,0,0,0,4.14,24.93,0,40.16,8.74,0.53,0,0,0,19.97,31.64,417.31,0,17.54,435.34,0,0,37.93,40.47,12.52,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.86,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,19.97,31.64,417.31,0,17.54,483.34,0,0,37.93,40.47,12.52,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.86,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,19.97,31.64,417.31,0,17.54,531.35,0,0,37.93,40.47,12.52,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,7.86,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,29.15,0,0,0,19.97,31.64,417.31,0,17.54,544.72,0,0,37.93,40.47,12.52,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,29.15,0,0,0,19.97,15.82,417.31,0,17.54,539.91,0,0,2.55,26.93,2.11,9.29,44,142.38,109.11,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,29.15,0,0,0,19.97,0,383.17,0,15.22,527.33,0,0,0,13.49,0,0,44,142.38,80.1,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,1.07,0,0,0,19.97,0,314.56,0,8.78,447.54,0,0,0,13.49,0,0,44,142.38,60.02,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,1.07,0,0,0,19.97,0,251.24,0,8.78,492.92,0,0,0,0,0,0,44,142.38,40.01,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,255.98,0,0,0.6,5.53,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,1.07,0,0,0,19.97,0,251.24,0,0,565.79,0,0,0,0,0,0,44,142.38,18.18,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,1.07,0,0,0,19.97,0,251.24,0,0,517.78,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,53.71,0,0,0,0,4.14,25.35,0,40.7,8.78,1.07,0,0,0,19.97,0,251.24,0,0,469.78,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,22.97,0,36.88,7.57,1.07,0,0,0,19.97,0,251.24,0,0,431.37,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,19.24,0,30.5,6.29,3.18,0,0,0,19.97,0,231.64,0,0,361.13,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,19.24,0,30.5,6.29,25.43,0,0,0,19.97,0,231.64,0,0,361.13,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,17.23,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,19.24,0,30.5,6.29,25.43,0,0,0,19.97,0,231.64,0,0,361.13,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,18.83,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,4.14,19.24,0,30.5,6.29,0.53,0,0,0,19.97,0,231.64,0,0,361.13,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,18.58,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.29,0,0,0,0,10.33,19.24,0,30.5,6.29,0.53,0,0,0,19.97,0,231.64,0,0,361.13,0,0,0,0,0,0,44,142.38,0,25.56,0,0,0,42.35,0,0,0,17.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,40.29,0,0,0,0,10.33,14.35,0,22.71,5.76,0.53,0,0,0,18.17,0,229.52,0,0,361.13,0,0,0,0,0,0,37.92,142.38,0,25.56,0,0,0,42.35,0,0,0,15.58,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,40.29,0,0,0,0,10.33,14.35,0,22.71,5.76,0.53,0,0,0,17.2,0,229.52,0,0,361.13,0,0,0,0,0,0,37.92,142.38,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,40.29,0,0,0,0,10.33,14.35,0,22.71,5.76,0.53,0,0,0,15.02,0,229.52,0,0,350.58,0,0,0,0,0,0,37.92,122.72,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,52.02,0,0,0,0,10.33,14.35,0,22.71,5.76,0.53,0,0,0,15.02,0,229.52,0,0,273.77,0,0,0,0,0,0,37.92,122.72,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,52.02,0,0,0,0,10.33,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,26.74,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,52.02,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,24.5,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.34,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,24.5,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,24.5,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,265.12,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,332.33,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,255.98,0,0,0.6,1.97,0,0,0,0,8.92,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,24.5,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,24.5,78.32,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

