Block,Time Block,DULHASTI,DHAULIGNGA,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,CHAMERA1,BSIUL,BRBCL,CHAMERA3,CHAMERA2,DADRT2,KKNP,KHSTPP-II,KISHANGANGA,KKNPPU2,KOTESHWR,KOLDAM,KUDGI,MAPS,NAPP,NJPC,NLCIIST2,NLCTS2EXP,NLCEXP,NLCIIST1,NNTPP,NTPL,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST2,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,PARBATI3,TALA,SINGRAULI_HYDRO,TALST2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
21,05:00-05:15,52.06,39.1,13.69,111.41,0,0,32.61,27.2,18.93,19.37,31.05,42.8,430.35,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,135.43,17,9.17,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,415.61,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,135.43,17,9.08,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,405.23,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,135.43,23.12,8.59,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,371.24,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,135.43,52.37,7.97,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,408.74,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.93,52.37,7.8,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,507.35,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.93,52.37,7.57,0,0,31.47,18.96,11.16,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,507.35,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.93,52.37,7.63,0,0,31.47,18.96,11.16,0,30.6,42.21,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,457.51,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.93,52.37,7.8,0,0,31.47,18.96,11.16,0,30.6,42.21,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,471.37,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,52.37,8.3,0,0,31.47,18.96,11.16,0,30.6,42.21,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,470.4,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,8.48,0,0,31.47,18.96,11.16,0,30.6,42.21,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,443.3,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,8.54,0,0,31.47,18.96,11.16,0,30.6,46.48,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,423.94,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,400.17,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,8.54,0,0,31.47,18.96,11.16,0,30.6,46.48,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,417.16,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,404.65,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,8.54,0,0,31.47,18.96,12.52,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,401.68,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,12.52,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,52.06,39.1,13.69,111.41,0,0,23.72,27.2,18.93,19.37,31.05,42.8,383.29,0,69.13,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,52.06,39.1,13.69,111.41,0,0,23.72,27.2,18.93,19.37,31.05,42.8,376.51,0,69.13,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,414.26,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,52.06,39.1,13.69,111.41,0,0,27.44,27.2,18.93,19.37,31.05,42.8,432.65,0,80.86,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,52.06,39.1,13.69,111.41,0,0,24,24.62,18.93,19.37,31.05,42.8,456.85,0,69.13,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,52.06,39.1,13.69,111.41,0,0,29.16,24.62,18.93,19.37,31.05,42.8,480.08,0,83.98,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,52.06,39.1,13.69,111.41,0,0,29.16,12.31,18.93,19.37,31.05,42.8,505.24,0,83.98,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,52.06,39.1,13.69,111.41,0,0,29.16,0,18.93,19.37,31.05,42.8,525.57,0,83.98,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,10.81,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,52.06,39.1,13.69,111.41,0,0,29.16,0,18.93,19.37,31.05,42.8,540.09,0,83.98,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.25,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,52.06,39.1,13.69,111.41,0,0,29.16,0,18.93,19.37,31.05,42.8,543.96,0,83.98,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.25,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,52.06,39.1,13.69,111.41,0,0,28.74,0,18.93,19.37,31.05,42.8,479.11,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.25,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,52.06,39.1,13.69,111.41,0,0,28.74,0,18.93,19.37,31.05,42.8,430.72,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.25,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,52.06,39.1,13.69,111.41,0,0,28.74,0,18.93,19.37,31.05,42.8,365.87,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,52.06,39.1,13.69,111.41,0,0,28.74,0,18.93,19.37,31.05,42.8,365.87,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,52.06,39.1,13.69,111.41,0,0,28.74,0,6.31,19.37,31.05,42.8,422,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,52.06,39.1,13.69,111.41,0,0,28.74,0,6.31,19.37,31.05,42.8,422,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,441.36,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,455.88,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,436.52,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,446.2,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,465.56,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,52.06,39.1,13.69,111.41,0,0,28.74,0,12.62,19.37,31.05,42.8,494.6,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

