Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,BSIUL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,BRBCL,DADRI_CRF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,AURY_LF,DADRI_GF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_GF,DADRI_RF,TALA,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,SALAL,TANAKPUR,VALLURNTECL,UNCHAHAR4,TelanganaSTPP,UNCHAHAR2,URI2,TEHRI,UNCHAHAR1,URI,UNCHAHAR3,RIHAND3,RSTPSU1TO6,RSTPSU7,RAPPB,NLCEXP,NLCIIST1,RIHAND2,NLCIIST2,NJPC,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,KUDGI,KOTESHWR,KOLDAM,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KGSU1AND2,KISHANGANGA,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,8.74,17.2,31.63,0,0,0,2.3,288.24,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,13.39,11.43,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,30.04,142.31,0,0,234.56,0,0,0,0,0,0,0,0

11,02:30-02:45,8.74,17.2,31.63,0,0,0,2.3,265.79,0,17.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,31.05,142.31,0,0,234.56,0,0,0,0,0,0,0,0

12,02:45-03:00,8.74,17.2,31.63,0,0,0,2.3,266.79,0,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,31.05,142.31,0,0,234.56,0,0,0,0,0,0,0,0

13,03:00-03:15,0,17.2,31.63,0,0,0,2.3,266.79,0,17.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,31.05,142.31,0,0,234.56,0,0,0,0,0,0,0,0

14,03:15-03:30,0,17.2,31.63,0,0,0,2.3,263.79,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,31.57,142.31,0,0,234.56,0,0,0,0,0,0,0,0

15,03:30-03:45,0,17.2,31.63,0,0,0,2.3,261.8,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,31.57,142.31,0,0,234.56,0,0,0,0,0,0,0,0

16,03:45-04:00,0,17.2,31.63,0,0,0,2.3,259.8,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.08,142.31,0,0,234.56,0,0,0,0,0,0,0,0

17,04:00-04:15,0,17.2,31.63,0,0,0,2.3,222.78,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.08,142.31,0,0,234.56,0,0,0,0,0,0,0,0

18,04:15-04:30,0,17.2,31.63,0,0,0,2.3,211.9,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,142.31,0,0,234.56,0,0,0,0,0,0,0,0

19,04:30-04:45,0,17.2,31.63,0,0,0,2.3,209.9,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,142.31,0,0,234.56,0,0,0,0,0,0,0,0

20,04:45-05:00,0,17.2,31.63,0,0,0,2.3,208.9,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,19.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,142.31,0,0,234.56,0,0,0,0,0,0,0,0

21,05:00-05:15,0,17.2,31.63,0,0,0,2.3,212.9,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,40.72,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,142.31,0,0,234.56,0,0,0,0,0,0,0,0

22,05:15-05:30,8.74,19.96,31.63,0,0,9.29,2.3,209.9,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,35.39,4.39,14.33,17.6,1.59,22.14,119.3,0,0,0,0,0,113.96,0,66.79,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

23,05:30-05:45,8.74,19.96,47.43,0,1.06,18.58,7.68,243.33,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.93,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,88.87,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

24,05:45-06:00,17.49,19.96,47.43,0,2.11,18.58,12.53,262.52,11.37,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,14.63,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,112.23,88.28,0,0,0,49.93,40.38,0,2.45,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

25,06:00-06:15,26.37,19.96,47.43,0,6.26,18.58,25.28,288.24,13.48,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,6.1,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

26,06:15-06:30,36.13,19.96,47.43,0,18.77,27.89,37.91,288.24,13.48,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,18.92,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

27,06:30-06:45,36.13,19.96,47.43,0,18.77,27.89,37.91,288.24,13.48,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,18.92,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

28,06:45-07:00,36.13,19.96,47.43,0,18.77,27.89,37.91,288.24,13.48,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,18.92,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

29,07:00-07:15,36.13,19.96,47.43,0,18.77,27.89,37.91,256.81,11.37,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,2.24,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,18.92,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

30,07:15-07:30,36.13,19.96,47.43,0,18.77,27.89,37.91,239.84,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,99.95,0,401.85,0,17.84,5.53,0,0,0,30.49,4.39,29.87,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,18.92,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

31,07:30-07:45,26.37,19.96,31.63,0,6.26,18.58,25.28,214.89,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,76.17,5.53,0,0,0,30.49,4.39,14.33,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,109.05,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

32,07:45-08:00,17.49,19.96,31.63,0,1.06,9.29,11.52,224.97,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,76.17,5.53,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,81.97,88.28,0,0,0,49.93,40.38,0,4.88,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

33,08:00-08:15,8.74,17.77,31.63,0,0,9.29,11.52,227.97,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,76.17,11.43,0,0,0,30.49,4.39,0,14.86,37.61,19.23,119.3,0,0,0,0,0,113.96,0,70.97,88.28,0,0,0,49.93,40.38,0,2.45,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

34,08:15-08:30,0,17.2,31.63,0,0,9.29,11.52,229.89,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,76.17,11.43,0,0,0,30.49,4.39,0,14.86,37.61,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

35,08:30-08:45,0,15.01,31.63,0,0,9.29,2.3,264.44,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,13.39,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,22.45,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

36,08:45-09:00,0,15.01,31.63,0,0,9.29,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,22.45,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,142.31,0,0,234.56,0,0,0,0,0,0,0,0

37,09:00-09:15,0,15.01,15.81,0,0,9.29,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

38,09:15-09:30,0,15.01,15.81,0,0,9.29,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

39,09:30-09:45,0,17.2,15.81,0,0,9.29,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

40,09:45-10:00,0,17.2,15.81,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

41,10:00-10:15,0,17.2,15.81,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

42,10:15-10:30,0,17.2,15.81,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

43,10:30-10:45,0,17.2,15.81,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,37.61,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

44,10:45-11:00,0,17.2,15.81,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,37.61,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

45,11:00-11:15,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

46,11:15-11:30,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

47,11:30-11:45,0,17.2,31.63,0,0,0,2.3,283.63,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

48,11:45-12:00,0,17.2,31.63,0,0,0,2.3,264.44,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

49,12:00-12:15,0,17.2,31.63,0,0,0,2.3,262.52,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

50,12:15-12:30,0,17.2,31.63,0,0,0,2.3,269.23,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

51,12:30-12:45,0,17.2,31.63,0,0,0,2.3,264.44,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

52,12:45-13:00,0,17.2,31.63,0,0,0,2.3,250.04,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

53,13:00-13:15,0,17.2,31.63,0,0,0,2.3,200.62,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

54,13:15-13:30,0,17.2,31.63,0,0,0,2.3,180.27,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,10.33,0,14.86,25.42,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

55,13:30-13:45,0,17.2,31.63,0,0,0,2.3,180.27,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,10.33,0,14.86,25.42,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

56,13:45-14:00,0,17.2,31.63,0,0,0,2.3,180.27,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,10.33,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

57,14:00-14:15,0,17.2,31.63,0,0,0,2.3,215.3,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,10.33,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

58,14:15-14:30,0,17.2,31.63,0,0,0,2.3,235.65,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,4.92,0,0,0,30.49,10.33,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

59,14:30-14:45,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,10.33,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

60,14:45-15:00,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,11.43,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

