Block,Time,BRBCL,DADRT2,KHSTPP-II,KOLDAM,NLCIIST2,DADRI_LF,DADRI_RF,CHAMERA3,NNTPP,TALA,ANTA_CRF,ANTA_LF,AURY_GF,CHAMERA1,KGSU3AND4,MAPS,NAPP,RAPPC,SINGRAULI,TEHRI,TEHRIPSP,UNCHAHAR3,URI2,VALLURNTECL,AURY_RF,DADRI_GF,CHAMERA2,DULHASTI,FSTPP I & II,JHAJJAR,NJPC,RAPPD,RSTPSU1TO6,SEWA2,TALST2,TelanganaSTPP,AURY_CRF,RAMPUR,RIHAND2,SASAN,SIMHST1,SIMHST2,AURY_LF,DHAULIGNGA,KHSTPP-I,NLCEXP,NLCIIST1,NLCTS2EXP,NTPL,PARBATI2,PARBATI3,RIHAND3,RSTPSU7,SALAL,TANDA2,URI,ANTA_GF,DADRI_CRF,KKNP,KKNPPU2,KOTESHWR,KUDGI,RAPPB,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR4,ANTA_RF,BSIUL,KGSU1AND2,KISHANGANGA,RIHAND1,UNCHAHAR2
9,02:00-02:15,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,37.41,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,63.92,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.34,0,0,6.97,48.09,44.52

10,02:15-02:30,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,37.41,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,63.92,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.34,0,0,6.97,48.09,44.52

11,02:30-02:45,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,37.41,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,61.59,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.47,0,0,6.97,48.09,44.52

12,02:45-03:00,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,37.41,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,61.59,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.47,0,0,6.97,48.09,44.52

13,03:00-03:15,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,59.26,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.43,0,0,6.97,48.09,44.52

14,03:15-03:30,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,59.26,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.43,0,0,6.97,48.09,44.52

15,03:30-03:45,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,56.94,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.43,0,0,6.97,48.09,44.52

16,03:45-04:00,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,56.94,5.25,16.56,0,0,0,0,45.08,0,0,0,13.11,21.65,3.23,52.55,0,0,6.97,48.09,44.52

17,04:00-04:15,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,16.56,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.55,0,0,6.97,48.09,44.52

18,04:15-04:30,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,16.56,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.55,0,0,6.97,48.09,44.52

19,04:30-04:45,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.93,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.55,0,0,6.97,48.09,44.52

20,04:45-05:00,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.87,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.55,0,0,6.97,48.09,44.52

21,05:00-05:15,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.67,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,49.97,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.04,0,0,6.97,48.09,44.52

22,05:15-05:30,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.52,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,49.97,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.04,0,0,6.97,48.09,44.52

23,05:30-05:45,18.75,689.39,148.3,8.63,0,0,105.4,0,0,18.13,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.04,0,0,6.97,48.09,44.52

24,05:45-06:00,18.75,689.39,148.3,8.63,0,0,105.4,0,0,17.9,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,13.25,0,0,0,0,45.08,0,0,0,11.91,21.65,3.23,52.04,0,0,6.97,48.09,44.52

25,06:00-06:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.85,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,2.95,4.41,0,0,0,0,45.08,0,0,0,11.91,21.65,1.52,51.79,0,0,6.97,48.09,44.52

26,06:15-06:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.85,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,2.95,4.41,0,0,0,0,45.08,0,0,0,11.91,21.65,1.52,51.7,0,0,6.97,48.09,44.52

27,06:30-06:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.73,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,2.95,4.41,0,0,0,0,45.08,0,0,0,11.91,21.65,1.52,51.7,0,0,6.97,48.09,44.52

28,06:45-07:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.7,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,26.71,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,2.95,4.41,0,0,0,0,45.08,0,0,0,11.91,21.65,1.52,51.7,0,0,6.97,48.09,43.16

29,07:00-07:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.76,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,3.25,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.7,0,0,6.97,48.09,44.52

30,07:15-07:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.78,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,180,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,52.28,5.25,39.75,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.7,0,0,6.97,48.09,44.52

31,07:30-07:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.93,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,196.88,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,39.75,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.7,0,0,6.97,48.09,44.52

32,07:45-08:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.09,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,208.12,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,39.75,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.7,0,0,6.97,48.09,44.52

33,08:00-08:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.64,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,213.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.45,0,0,6.97,48.09,44.52

34,08:15-08:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.64,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,219.38,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.45,0,0,6.97,48.09,44.52

35,08:30-08:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.64,0,0,0,42.15,0,0,24.23,65.76,113.75,41.18,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.45,0,0,6.97,48.09,44.52

36,08:45-09:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.64,0,0,0,42.15,0,0,24.23,65.76,113.75,0,103.98,27.38,33.52,0,80.79,0,0,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.58,0,0,6.97,48.09,44.52

37,09:00-09:15,18.75,689.39,148.3,8.63,0,0,102.77,11.3,0,18.09,0,0,0,42.15,0,0,24.23,65.76,113.75,0,103.98,27.38,33.52,0,80.79,0,15.71,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.2,0,0,6.97,48.09,44.52

38,09:15-09:30,18.75,689.39,148.3,8.63,0,0,102.77,11.3,0,18.09,0,0,0,42.15,0,0,24.23,65.76,113.75,0,103.98,27.38,33.52,0,80.79,0,15.71,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.2,0,0,6.97,48.09,44.52

39,09:30-09:45,18.75,689.39,148.3,8.63,0,0,102.77,22.63,0,18.09,0,0,0,42.15,0,0,24.23,65.76,113.75,0,103.98,27.38,33.52,0,80.79,0,31.41,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,39.75,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.2,0,0,6.97,48.09,44.52

40,09:45-10:00,18.75,689.39,148.3,8.63,0,0,102.77,22.63,0,18.37,0,0,0,42.15,0,0,24.23,65.76,113.75,0,103.98,27.38,33.52,0,80.79,0,31.41,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,225,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,39.75,0,0,0,0,45.08,0,0,0,10.89,21.65,3.23,51.2,0,0,6.97,48.09,44.52

41,10:00-10:15,18.75,689.39,148.3,8.63,0,0,102.77,22.61,0,17.75,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,241.88,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,3.23,50.69,0,0,0.86,48.09,44.52

42,10:15-10:30,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.75,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,258.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,53.45,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,3.23,50.69,0,0,0,48.09,44.52

43,10:30-10:45,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.75,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,270,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,53.45,5.73,11.04,0,0,0,0,45.08,0,0,0,0,21.65,3.23,50.44,0,0,0,48.09,44.52

44,10:45-11:00,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.61,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,270,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,53.45,5.73,11.04,0,0,0,0,45.08,0,0,0,0,21.65,3.23,50.44,0,0,0,48.09,44.52

45,11:00-11:15,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.81,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,292.5,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.94,0,0,0,48.09,44.52

46,11:15-11:30,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.81,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,303.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.94,0,0,0,48.09,44.52

47,11:30-11:45,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.63,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,315,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.94,0,0,0,48.09,44.52

48,11:45-12:00,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.55,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,18.34,0,0,0,5.68,125.27,315,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.94,0,0,0,48.09,44.52

49,12:00-12:15,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.55,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.53,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,326.25,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.6,0,0,0,48.09,44.52

50,12:15-12:30,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.69,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.27,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,337.5,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.73,0,0,0,48.09,44.52

51,12:30-12:45,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.79,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.27,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.73,0,0,0,48.09,44.52

52,12:45-13:00,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,17.79,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.27,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.73,0,0,0,48.09,44.52

53,13:00-13:15,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,12.49,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.27,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,38.35,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.48,0,0,0,48.09,44.52

54,13:15-13:30,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,12.49,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,33.52,0,80.27,0,47.12,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,69.72,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.48,0,0,0,48.09,44.52

