Block,Time,CHAMERA3,NNTPP,RAPPB,SASAN,TEHRI,AURY_CRF,KKNPPU2,MAPS,NJPC,NLCIIST1,SINGRAULI_HYDRO,UNCHAHAR3,URI2,CHAMERA1,DULHASTI,NTPL,RAMPUR,RAPPC,RSTPSU7,SEWA2,TALST2,TANAKPUR,ANTA_LF,CHAMERA2,KHSTPP-I,KHSTPP-II,KOTESHWR,NAPP,NLCIIST2,NLCTS2EXP,SIMHST1,SINGRAULI,ANTA_GF,AURY_LF,DADRI_GF,KGSU3AND4,KKNP,RIHAND1,SIMHST2,TANDA2,URI,ANTA_CRF,DADRI_RF,FSTPP I & II,RIHAND2,RSTPSU1TO6,SALAL,TALA,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,KGSU1AND2,KISHANGANGA,NLCEXP,PARBATI3,RIHAND3,UNCHAHAR1,VALLURNTECL,ANTA_RF,BRBCL,BSIUL,DADRT2,KOLDAM,KUDGI,UNCHAHAR2,AURY_GF,AURY_RF
65,16:00-16:15,0,0,0,418.77,15.56,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

66,16:15-16:30,0,0,0,418.77,31.12,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

67,16:30-16:45,0,0,0,418.77,45.49,0,0,0,23.39,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,9.29,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

68,16:45-17:00,0,0,0,418.77,45.49,0,0,0,46.79,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,682.79,0,0,42.39,0,70.59

69,17:00-17:15,0,0,0,418.77,45.49,0,0,0,70.17,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,3.33,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.26,20,1.1,682.79,0,0,42.39,0,70.59

70,17:15-17:30,9.67,0,0,418.77,45.49,0,0,0,92.05,0,0,26.39,4.31,12.01,32.95,0,0,53.93,0,7.9,0,0,0,13.17,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.57,20,6.52,682.79,0,0,42.39,0,70.59

71,17:30-17:45,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,7.9,0,5.76,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,9.14,654.3,0,0,0,0,124.32,20.56,0,44.41,20,13.04,682.79,0,0,42.39,0,70.59

72,17:45-18:00,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,7.9,0,5.76,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,17.57,654.3,0,0,0,0,124.32,20.56,0,44.41,20,13.04,682.79,0,0,42.39,0,70.59

73,18:00-18:15,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,18.83,28.1,32.95,0,0,53.93,0,7.9,0,5.76,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.21,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,44.63,20,13.04,682.79,0,0,42.39,0,70.59

74,18:15-18:30,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,18.83,28.1,32.95,0,0,53.93,0,7.9,0,5.76,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.21,0,67.41,16.68,118.75,0,9.29,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,44.83,20,13.04,682.79,0,0,42.39,0,70.59

75,18:30-18:45,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,18.83,12.01,32.95,0,0,53.93,0,7.9,0,5.76,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,8.83,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,44.83,20,13.04,682.79,0,0,42.39,0,70.59

76,18:45-19:00,9.67,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,18.83,0,32.95,0,0,53.93,0,0,0,5.76,0,3.33,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,44.83,20,6.52,682.79,0,0,42.39,0,70.59

77,19:00-19:15,0,0,0,418.77,46.68,0,0,0,93.46,0,0,26.39,18.83,0,32.95,0,0,53.93,0,0,0,5.76,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,27.41,654.3,0,0,0,3.82,124.32,20.56,0,45.05,20,1.1,682.79,0,0,42.39,0,70.59

78,19:15-19:30,0,0,0,418.77,46.68,0,0,0,46.79,0,0,26.39,18.83,0,32.95,0,0,53.93,0,0,0,5.76,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,16.37,654.3,0,0,0,16.55,124.32,20.56,0,45.05,20,0,682.79,0,0,42.39,0,70.59

79,19:30-19:45,0,0,0,418.77,31.12,0,0,0,23.39,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,5.76,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,7.92,654.3,0,0,0,16.55,124.32,20.56,0,44.41,20,0,682.78,0,0,42.39,0,70.59

80,19:45-20:00,0,0,0,418.77,31.12,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,16.55,124.32,20.56,0,44.41,20,0,682.78,0,0,42.39,0,70.59

81,20:00-20:15,0,0,0,418.77,31.12,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,16.55,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

82,20:15-20:30,0,0,0,418.77,15.56,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,8.83,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,16.55,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

83,20:30-20:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,16.55,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

84,20:45-21:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,3.56,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

85,21:00-21:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

86,21:15-21:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

87,21:30-21:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

88,21:45-22:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.41,20,0,683.14,0,0,42.39,0,71.46

89,22:00-22:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.63,20,0,683.14,0,0,42.39,0,71.46

90,22:15-22:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

91,22:30-22:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,6.72,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,15.45,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

92,22:45-23:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,6.72,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,7.73,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

93,23:00-23:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,7.13,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

94,23:15-23:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,7.13,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

95,23:30-23:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,7.13,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

96,23:45-24:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,7.13,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,2.33,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

