Block,Time Block,KGSU3AND4,KHSTPP-I,DULHASTI,FSTPP I & II,DHAULIGNGA,KGSU1AND2,JHAJJAR,CHAMERA2,CHAMERA3,DADRT2,CHAMERA1,BSIUL,BRBCL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,TALST2,TEHRIPSP,URI2,TANAKPUR,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,RAPPD,NLCIIST1,RAMPUR,NLCIIST2,RIHAND3,RAPPC,NLCTS2EXP,NNTPP,RIHAND2,RSTPSU1TO6,NTPL,PARBATI3,RIHAND1,RAPPB,PARBATI2,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TALA,SASAN,SINGRAULI_HYDRO,SIMHST1,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,MAPS,KISHANGANGA,NLCEXP,NAPP,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,44.15,57.49,17.57,10.59,0,431.67,47.2,33.87,531.68,27.12,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.03,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,48.95,62.18,0,43.67,0,0,82.44,6.09,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

7,01:30-01:45,0,44.15,57.49,17.57,10.59,0,428.41,47.2,33.87,531.68,27.12,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.03,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,6.09,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

8,01:45-02:00,0,44.15,57.49,17.57,10.59,0,428.41,47.2,33.87,531.68,27.12,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.03,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,5.4,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

9,02:00-02:15,0,44.15,56.74,17.57,10.59,0,398.06,47.2,33.87,425.7,25.84,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.02,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,5.04,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

10,02:15-02:30,0,44.15,56.74,17.57,10.59,0,334.51,47.2,33.87,307.49,25.77,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.02,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

11,02:30-02:45,0,44.15,56.74,17.57,10.59,0,272.86,47.2,33.87,197.13,25.77,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.02,50.08,6.09,21.07,0,2.31,25.23,0,4.29,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,4.67,0,8.41,0,24.41,106.96,0,0,0,0,0

12,02:45-03:00,0,44.15,56.74,17.57,10.59,0,233.56,47.2,33.87,103.87,25.77,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.01,50.08,5.96,21.07,0,2.31,25.23,0,5.36,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,4.67,0,8.41,0,24.41,133.72,0,0,0,0,0

13,03:00-03:15,0,44.15,56.74,17.57,10.59,0,221.8,47.2,33.87,103.87,25.77,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.36,50.08,5.96,21.07,0,2.31,25.23,0,5.36,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,4.67,0,8.41,0,24.41,133.72,0,0,0,0,0

14,03:15-03:30,0,44.15,56.74,17.57,10.59,0,221.8,47.2,33.87,103.87,25.77,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.93,18.17,0,43.36,50.08,5.96,21.07,0,2.31,25.23,0,5.36,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,82.44,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,4.67,0,8.41,0,24.41,133.72,0,0,0,0,0

15,03:30-03:45,0,44.15,56.74,17.57,10.59,0,221.8,47.2,33.87,152.13,25.77,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.93,18.17,0,43.36,50.08,6.16,21.07,0,2.31,25.23,0,5.36,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,64.49,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,7.01,0,8.41,0,24.41,133.72,0,0,0,0,0

16,03:45-04:00,0,44.15,56.74,17.57,10.59,0,221.8,47.2,33.87,130.42,13.56,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.93,18.17,0,43.36,50.08,6.16,21.07,0,2.31,25.23,0,5.36,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,64.49,0,148.73,2.84,401.76,1.12,0,7.28,0,143.14,0,0,7.01,0,8.41,0,24.41,133.72,0,0,0,0,0

17,04:00-04:15,0,44.15,56.74,17.57,21.16,0,212.76,47.2,33.87,53.23,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.39,18.17,0,42.77,50.08,3.74,20.74,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,64.49,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,9.35,0,8.41,0,24.41,151.58,0,0,0,0,0

18,04:15-04:30,0,44.15,56.74,17.57,21.16,0,207.34,47.2,33.87,53.23,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.39,18.17,0,42.77,50.08,3.74,20.74,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,64.49,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,9.35,0,8.41,0,24.41,151.58,0,0,0,0,0

19,04:30-04:45,0,44.15,56.74,17.57,21.16,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.39,18.17,0,42.77,50.08,3.74,20.74,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,9.35,0,8.41,0,24.41,151.58,0,0,0,0,0

20,04:45-05:00,0,44.15,56.74,17.57,21.16,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,26.39,18.17,0,42.77,50.08,3.74,20.74,0,1.53,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,9.35,0,8.41,0,24.41,151.58,0,0,0,0,0

21,05:00-05:15,0,44.15,56.74,17.57,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,26.39,18.17,0,42.77,50.08,3.74,20.74,0,3.27,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,9.35,0,8.41,0,24.41,151.58,0,0,0,0,0

22,05:15-05:30,0,44.15,56.74,17.57,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,22.88,9.08,0,37.12,50.08,3.74,17.9,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,7.01,0,8.41,0,24.41,151.58,0,0,0,0,0

23,05:30-05:45,0,44.15,56.74,14.1,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,19.07,9.08,0,31.02,50.08,3.74,16.01,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,7.01,0,8.41,0,24.41,151.58,0,0,0,0,0

24,05:45-06:00,0,44.15,56.74,14.1,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,1.36,20.97,9.08,0,33.8,50.08,3.74,16.52,0,1.93,25.23,0,6.07,0,89.16,66.01,0,0,93.1,0,0,56.37,62.18,0,50.94,0,0,76.26,0,148.73,5.44,401.76,1.12,0,7.28,0,143.14,0,0,4.67,0,8.41,0,24.41,151.58,0,0,0,0,0

25,06:00-06:15,0,39.36,56.74,14.1,31.75,0,207.34,47.2,33.87,69.93,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,20.97,0,0,33.8,50.08,1.94,16.52,0,0.16,25.23,0,6.07,0,93.75,66.01,0,0,97.22,0,0,56.37,65.86,0,50.94,0,0,76.26,0,133.58,5.44,401.76,1.12,0,7.28,0,114.85,0,0,2.27,0,8.41,0,24.41,151.58,0,0,0,0,0

26,06:15-06:30,0,35.4,56.74,12.09,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,17.46,0,0,28.15,50.08,1.94,13.7,0,1.85,25.23,0,6.07,0,93.75,66.01,0,0,97.22,0,0,56.37,65.86,0,50.94,0,0,76.26,0,133.58,5.44,401.76,1.12,0,7.28,0,114.85,0,0,2.03,0,8.41,0,24.41,151.58,0,0,0,0,0

27,06:30-06:45,0,35.4,56.74,12.09,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,17.46,0,0,28.15,50.08,1.94,13.7,0,1.34,25.23,0,6.07,0,127.76,66.01,0,0,121.76,0,0,56.37,95.62,0,50.94,0,0,76.26,0,133.58,6.58,401.76,1.12,0,7.28,0,114.85,0,0,2.27,0,8.41,0,24.41,151.58,0,0,0,0,0

28,06:45-07:00,0,24.63,56.74,12.09,31.75,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,17.46,0,0,28.15,50.08,1.94,13.7,0,0.74,25.23,0,6.8,0,127.76,66.01,0,0,121.76,0,0,56.37,95.62,0,50.94,0,0,76.26,0,133.58,6.58,401.76,1.12,0,7.28,0,95.08,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

29,07:00-07:15,0,29.33,56.74,12.09,10.59,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,17.46,0,0,28.15,50.08,1.94,13.7,0,0.73,25.23,0,6.8,0,125.05,66.01,0,0,119.32,0,0,56.37,93.39,0,50.94,0,0,76.26,0,129.02,6.58,404.04,1.12,0,10.08,0,114.84,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

30,07:15-07:30,0,29.33,56.74,12.09,10.59,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,17.46,0,0,28.15,50.08,1.94,13.7,0,0.73,25.23,0,6.8,0,125.05,66.01,0,0,119.32,0,0,56.37,93.39,0,50.94,0,0,76.26,0,129.02,6.58,404.2,1.12,0,10.08,0,114.85,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

31,07:30-07:45,0,29.33,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,125.05,66.01,0,0,119.32,0,0,56.37,93.39,0,50.94,0,0,69.54,0,129.02,7.4,404.2,1.12,0,10.08,0,96.02,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

32,07:45-08:00,0,29.33,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,105.13,0,0,56.37,93.39,0,50.94,0,0,69.54,0,92.5,7.4,404.2,1.12,0,10.08,0,95.08,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

33,08:00-08:15,0,27.1,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,105.13,0,0,56.37,93.39,0,50.94,0,0,69.54,0,92.5,7.4,404.2,1.12,0,10.08,0,97,0,0,1.89,0,8.41,0,24.41,174.86,0,0,0,0,0

34,08:15-08:30,0,27.57,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,105.13,0,0,56.37,93.39,0,50.94,0,0,69.54,0,92.51,7.4,404.2,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

35,08:30-08:45,0,24.63,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,56.37,82.91,0,50.94,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,94.13,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

36,08:45-09:00,0,24.63,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,56.37,81.52,0,50.94,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,94.13,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

37,09:00-09:15,0,28.05,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,32.63,81.52,0,36.39,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

38,09:15-09:30,0,28.05,56.74,9.57,21.16,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,32.63,81.52,0,36.39,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

39,09:30-09:45,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

40,09:45-10:00,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,82.59,7.4,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

41,10:00-10:15,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,90.97,4.83,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

42,10:15-10:30,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,90.97,4.83,375.01,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

43,10:30-10:45,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,90.97,4.83,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

44,10:45-11:00,0,28.05,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,50.08,1.94,10.09,0,0.73,25.23,0,6.8,0,100.68,66.01,0,0,89.26,0,0,37.98,81.52,0,36.39,0,0,69.54,0,90.97,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,174.86,0,0,0,0,0

45,11:00-11:15,0,29.96,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,5.36,0,119.73,66.01,0,0,105.9,0,0,37.08,93.07,0,36.39,0,0,69.54,0,145.6,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,133.72,0,0,0,0,0

46,11:15-11:30,0,29.96,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,4.29,0,125.05,66.01,0,0,119.94,0,0,37.08,94.11,0,36.39,0,0,69.54,0,145.6,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

47,11:30-11:45,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,3.21,0,125.05,66.01,0,0,119.94,0,0,37.08,94.11,0,36.39,0,0,69.54,0,145.6,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,80.23,0,0,0,0,0

48,11:45-12:00,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,125.05,66.01,0,0,119.94,0,0,37.08,94.11,0,36.39,0,0,69.54,0,145.6,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

49,12:00-12:15,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,91.04,66.01,0,0,95.41,0,0,37.08,64.34,0,36.39,0,0,69.54,0,130.46,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

50,12:15-12:30,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,91.04,66.01,0,0,95.41,0,0,37.08,64.34,0,36.39,0,0,69.54,0,130.46,4.54,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

51,12:30-12:45,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,119.19,66.01,0,0,116.52,0,0,32.63,88.12,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

52,12:45-13:00,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,125.05,66.01,0,0,119.94,0,0,32.63,94.11,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

53,13:00-13:15,0,29.96,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,125.05,66.01,0,0,119.94,0,0,37.98,94.11,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

