Column1,Block,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/4651,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,GNA/WR/2025/01/01/8625,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/8036,WR/2025/26427/A/55870,WR/2025/26582/A/56090,WR/2025/26499/A/56092,NR/2025/25461/C,NR/2025/25159/A/55817,NR/2025/25462/C,GNA/WR/2025/01/01/9606,WR/2025/26426/A/55869,GNARE/NR/2024/12/20/3668,Total
30,07:15-07:30,31.43,31.43,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.58,0,0,167.43,0.89,401.25

31,07:30-07:45,31.43,31.43,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.58,0,0,167.43,4.15,404.51

32,07:45-08:00,31.43,31.43,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.58,0,0,167.43,8.76,409.12

33,08:00-08:15,31.43,31.43,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.96,0,0,0,15.42,248.73

34,08:15-08:30,31.43,31.43,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.96,0,0,0,23.77,257.08

35,08:30-08:45,32,32,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.96,0,0,0,32.47,266.9200000000001

36,08:45-09:00,32,32,4.5,22.06,0,12.47,0,0,0,36.45,17.27,0,0,36.45,0,0,40.29,0,0.96,0,0,0,41.54,275.99000000000007

37,09:00-09:15,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,49.79,303.64

38,09:15-09:30,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,57.98,311.83

39,09:30-09:45,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,66.53,320.38

40,09:45-10:00,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,75.08,328.93

41,10:00-10:15,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,82.31,336.15999999999997

42,10:15-10:30,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,87.32,341.16999999999996

43,10:30-10:45,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,96.35,350.2

44,10:45-11:00,25.65,32,4.4,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,353.85

45,11:00-11:15,26.87,26.87,4.32,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,349.86

46,11:15-11:30,26.87,26.87,4.32,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,349.86

47,11:30-11:45,26.87,26.87,4.32,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,349.86

48,11:45-12:00,26.87,26.87,4.32,22.06,0,12.47,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,349.86

49,12:00-12:15,26.87,26.87,4.22,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.91999999999996

50,12:15-12:30,26.87,26.87,4.22,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.91999999999996

51,12:30-12:45,26.87,26.87,4.22,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.91999999999996

52,12:45-13:00,26.87,26.87,4.22,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.91999999999996

53,13:00-13:15,26.87,26.87,4.13,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.83000000000004

54,13:15-13:30,26.87,26.87,4.13,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.83000000000004

55,13:30-13:45,26.87,26.87,4.13,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.83000000000004

56,13:45-14:00,26.87,26.87,4.13,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.83000000000004

57,14:00-14:15,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.74

58,14:15-14:30,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.74

59,14:30-14:45,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.74

60,14:45-15:00,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.91,38.37,0,0,100,345.74

61,15:00-15:15,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.67,38.37,0,0,98.33,343.83

62,15:15-15:30,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.67,38.37,0,0,95,340.5

63,15:30-15:45,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.67,38.37,0,0,88.97,334.46999999999997

64,15:45-16:00,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.67,38.37,0,0,83.17,328.66999999999996

65,16:00-16:15,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.53,38.37,0,0,75.59,320.95

66,16:15-16:30,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.53,38.37,0,0,68.63,313.99

67,16:30-16:45,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.53,38.37,0,0,64.17,309.53

68,16:45-17:00,26.87,26.87,4.04,22.06,0,8.63,0,0,0,23.02,17.27,0,0,23.02,0,0,40.29,14.39,0.53,38.37,0,0,54.87,300.22999999999996

69,17:00-17:15,26.87,26.87,3.95,22.06,0,12.47,0,0,0,34.53,17.27,100,0,34.53,0,0,40.29,0,0.53,0,0,0,44.4,363.77

70,17:15-17:30,26.87,26.87,3.95,22.06,0,12.47,0,0,0,34.53,17.27,100,0,34.53,0,0,40.29,0,0.53,0,0,0,36.9,356.27

71,17:30-17:45,26.87,26.87,3.95,22.06,0,12.47,0,0,0,34.53,17.27,100,0,34.53,0,0,40.29,0,0.53,0,0,0,26.43,345.8

72,17:45-18:00,26.87,26.87,3.95,22.06,0,12.47,0,0,0,34.53,17.27,100,0,34.53,0,0,40.29,0,0.53,0,0,0,17.9,337.27

73,18:00-18:15,31.43,31.43,3.95,22.06,0,12.47,0,0,0,36.45,17.27,100,0,36.45,0,0,40.29,0,0.53,0,100,0,10.4,442.73

74,18:15-18:30,31.43,31.43,3.95,22.06,0,12.47,0,0,0,36.45,17.27,100,0,36.45,0,0,40.29,0,0.53,0,100,0,5.93,438.26000000000005

75,18:30-18:45,31.43,31.43,3.95,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.53,0,100,0,2.17,484.50000000000006

76,18:45-19:00,31.43,31.43,3.95,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.53,0,100,0,0.13,482.46000000000004

77,19:00-19:15,31.43,31.43,3.86,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,0,0.33,482.66

78,19:15-19:30,31.43,31.43,3.86,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,0,0.33,482.66

79,19:30-19:45,31.43,31.43,3.86,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,0,0,482.33000000000004

80,19:45-20:00,31.43,31.43,3.86,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,0,0,482.33000000000004

81,20:00-20:15,32,32,3.76,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,47.96,0,531.33

82,20:15-20:30,32,32,3.76,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,47.96,0,531.33

83,20:30-20:45,5.95,32,3.76,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,47.96,0,505.28000000000003

84,20:45-21:00,21.56,32,3.76,22.06,0,12.47,0,0,0,36.45,17.27,100,50,36.45,0,0,40.29,0,0.62,0,100,47.96,0,520.8900000000001

85,21:00-21:15,25.56,32,3.76,22.06,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0,0,40.29,0,0.62,0,100,47.96,0,498.03

86,21:15-21:30,25.65,32,3.76,22.06,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0,0,40.29,0,0.62,0,100,47.96,0,498.12

87,21:30-21:45,25.65,32,3.76,22.06,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0,0,40.29,0,0.62,0,100,47.96,0,498.12

88,21:45-22:00,25.65,32,3.76,22.06,0,12.47,0,0,0,23.02,17.27,100,50,23.02,0,0,40.29,0,0.62,0,100,47.96,0,498.12

89,22:00-22:15,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,23.98,23.98,40.29,0,0.53,0,100,47.96,0,791.8299999999999

90,22:15-22:30,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,23.98,23.98,40.29,0,0.53,0,100,47.96,0,791.8299999999999

91,22:30-22:45,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,23.98,23.98,40.29,0,0.53,0,100,47.96,0,791.8299999999999

92,22:45-23:00,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,100,50,23.02,23.98,23.98,40.29,0,0.53,0,100,47.96,0,791.8299999999999

93,23:00-23:15,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,23.98,23.98,40.29,0,0.48,0,100,47.96,0,691.78

94,23:15-23:30,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,23.98,23.98,40.29,0,0.48,0,100,47.96,0,691.78

95,23:30-23:45,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,23.98,23.98,40.29,0,0.48,0,100,47.96,0,691.78

96,23:45-24:00,26.87,26.87,3.67,22.06,63.42,8.63,0,0,190.26,23.02,17.27,0,50,23.02,23.98,23.98,40.29,0,0.48,0,100,47.96,0,691.78

