Block,Time,DULHASTI,KKNPPU2,SINGRAULI_HYDRO,URI2,AURY_CRF,AURY_LF,DHAULIGNGA,KOLDAM,NAPP,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,DADRI_GF,DADRI_LF,NTPL,PARBATI3,RAMPUR,RIHAND1,RIHAND2,SEWA2,TALA,TALST2,UNCHAHAR4,ANTA_RF,CHAMERA2,KOTESHWR,NLCIIST2,NNTPP,SASAN,TANAKPUR,TEHRI,TEHRIPSP,ANTA_GF,ANTA_LF,DADRI_RF,BSIUL,DADRT2,FSTPP I & II,KKNP,NJPC,NLCEXP,NLCTS2EXP,SINGRAULI,VALLURNTECL,KHSTPP-II,KUDGI,RAPPB,RAPPD,RSTPSU7,URI,DADRI_CRF,BRBCL,CHAMERA3,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,RIHAND3,RSTPSU1TO6,CHAMERA1,MAPS,NLCIIST1,PARBATI2,RAPPC,SALAL,SIMHST1,SIMHST2,TANDA2,ANTA_CRF,AURY_GF,AURY_RF
19,04:30-04:45,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,31.61,0,3.98,52.32,48.9,10.44,0,0,405,11.91,39.56,0,0,0,76.68,19.56,590.85,20.02,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

20,04:45-05:00,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,31.61,0,3.98,52.32,48.9,10.44,0,0,405,11.91,39.56,0,0,0,76.68,19.56,590.85,20.02,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

21,05:00-05:15,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,29.68,0,0,0,76.68,19.56,690.85,20.02,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

22,05:15-05:30,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,19.86,0,0,0,76.68,19.56,690.85,20.02,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

23,05:30-05:45,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,19.86,0,0,0,76.68,19.56,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

24,05:45-06:00,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,9.89,0,0,0,76.68,19.56,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

25,06:00-06:15,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,0,0,0,0,76.68,19.56,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

26,06:15-06:30,58.17,0,1.16,35.41,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,52.32,48.9,10.44,0,0,405,11.91,0,0,0,0,76.68,19.56,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

27,06:30-06:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.58,0,3.98,52.32,48.9,10.44,0,0,405,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

28,06:45-07:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.58,0,3.98,52.32,48.9,10.44,0,0,405,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

29,07:00-07:15,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,29.69,0,3.98,51.93,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

30,07:15-07:30,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,29.69,0,3.98,51.93,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

31,07:30-07:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,51.93,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

32,07:45-08:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.87,0,3.98,51.93,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

33,08:00-08:15,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,31.46,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

34,08:15-08:30,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,31.46,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

35,08:30-08:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.05,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

36,08:45-09:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.05,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

37,09:00-09:15,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.46,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

38,09:15-09:30,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.46,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,28.1,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

39,09:30-09:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,28.1,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

40,09:45-10:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,14.05,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

41,10:00-10:15,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

42,10:15-10:30,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

43,10:30-10:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

44,10:45-11:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,51.27,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

45,11:00-11:15,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,50.62,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

46,11:15-11:30,58.17,0,1.16,28.96,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,50.62,48.9,0,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

47,11:30-11:45,58.17,0,1.16,28.96,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,50.62,48.9,0,0,0,416.25,11.91,0,0,0,0,76.68,6.52,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

48,11:45-12:00,58.17,0,1.16,28.96,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,30.99,0,3.98,50.62,48.9,0,0,0,416.25,11.91,0,0,0,0,76.68,6.52,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

49,12:00-12:15,58.17,0,1.16,28.96,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.52,0,3.98,49.95,48.9,0,0,0,416.25,11.91,0,0,0,0,76.68,6.52,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

50,12:15-12:30,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.52,0,3.98,49.95,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

51,12:30-12:45,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.95,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

52,12:45-13:00,58.17,0,1.16,33.8,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.95,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,52.99,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

53,13:00-13:15,58.17,0,1.16,33.8,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.95,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

54,13:15-13:30,58.17,0,1.16,33.8,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.3,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

