Block,Time Block,KISHANGANGA,KHSTPP-II,KGSU3AND4,JHAJJAR,KGSU1AND2,KHSTPP-I,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,URI2,PARBATI3,RIHAND3,RAPPB,RIHAND2,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,RAPPC,TelanganaSTPP,NNTPP,DULHASTI,DHAULIGNGA,FSTPP I & II,MAPS,NAPP,KKNP,KOTESHWR,KKNPPU2,KOLDAM,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,BSIUL,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,DADRT2,SALAL,SEWA2,TANDA2,TALST2,SINGRAULI_HYDRO,SIMHST2,TANAKPUR,SASAN,TALA,SINGRAULI,SIMHST1,TEHRI,RSTPSU7,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,91.02,0,235.66,0,43.31,19.32,20.43,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,15.74,0,1.54,0,549.12,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,91.02,0,235.66,0,43.31,19.32,20.43,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,15.28,0,1.54,0,549.12,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,91.02,0,235.66,0,43.31,19.32,20.43,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,14.52,0,1.54,0,549.12,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,91.02,0,233.96,0,43.31,19.32,18.68,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,14.93,0,1.54,0,549.12,13.45,0,0,0,0,0,9.88,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,91.02,0,233.96,0,43.31,19.32,15.43,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,16.38,0,1.54,0,500.92,67.22,0,0,0,0,0,9.88,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,91.02,0,234.28,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,15.26,0,1.54,0,500.92,67.22,0,0,0,0,0,9.88,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,91.02,0,234.44,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,14.7,0,1.54,0,500.92,67.22,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,91.02,0,234.44,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,16.85,0,1.54,0,500.92,67.22,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,91.02,0,234.59,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,13.45,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,91.02,0,234.59,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,91.02,0,234.92,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,91.02,0,235.24,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,22.55,0,0,0,19.28,0,1.54,0,549.12,12.32,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,45.1,0,0,0,19.28,0,1.54,0,577.68,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,67.65,0,0,0,19.28,0,1.54,0,577.68,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,17.28,0,40.15,0,8.55,0,0,0,0,0,90.2,0,0,0,19.28,0,1.54,0,577.68,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,17.61,17.28,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,1.06,19.28,9.33,3.6,0,549.12,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,3.68,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,26.42,20.05,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,3.18,19.28,18.66,7.71,11.42,500.92,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,0,91.02,0,235.66,0,43.31,19.32,15.31,1.6,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,19.01,0,0,0,0,0,135.3,0,0,18.86,19.28,28.02,38.09,27.04,452.71,2.25,5.08,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,19.01,0,0,0,0,0,135.3,0,0,18.86,19.28,28.02,38.09,40.59,452.71,2.25,10.16,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,19.01,0,0,0,0,0,135.3,0,0,18.86,19.28,28.02,38.09,40.59,404.51,2.25,10.16,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,91.02,0,235.66,0,43.31,19.32,15.31,1.28,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,19.01,0,0,0,0,0,135.3,0,0,18.86,19.28,28.02,38.09,38.08,404.51,2.25,10.16,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,19.01,0,0,0,0,0,135.3,0,0,18.86,19.28,28.02,38.09,27.04,404.51,2.25,5.08,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,15.96,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,26.42,20.05,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,2.12,19.28,18.66,3.86,11.42,452.71,13.45,0,0,0,0,0,4.32,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,3.43,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,17.61,20.05,0,40.15,0,8.55,0,0,0,0,0,90.2,0,0,0,19.28,9.33,1.54,0,452.71,67.22,0,0,0,0,0,4.32,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,67.65,0,0,0,19.28,0,1.54,0,452.71,67.22,0,0,0,0,0,4.32,336.45,0,121.45,0,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,38.81,0,0,0,19.28,0,1.54,0,500.92,67.22,0,0,0,0,0,11.12,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,18.15,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,22.55,0,0,0,19.28,0,1.54,0,500.92,67.22,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,18.15,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,13.45,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,91.02,0,235.66,0,43.31,19.32,15.31,1.28,14.93,0,18.15,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,18.15,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,12.32,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,452.71,12.32,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,452.71,2.25,0,0,0,0,0,11.12,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,91.02,0,235.66,0,43.31,19.32,15.31,2.66,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,404.51,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,18.49,0,1.54,0,362.24,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,18.39,0,1.54,0,362.24,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,91.02,0,235.66,0,43.31,19.32,15.31,2.66,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.17,0,1.54,0,362.24,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,16.84,0,1.54,0,362.24,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,91.02,0,235.66,0,43.31,19.32,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,91.02,0,235.66,0,43.31,19.32,15.31,34.06,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,91.02,0,235.66,0,43.31,0,15.31,1.6,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,91.02,0,235.66,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,11.12,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,17.28,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,9.88,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,91.02,0,231.87,0,43.31,0,15.31,0.64,14.93,0,10.37,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,362.24,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,91.02,0,235.66,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,404.51,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

