Block,Time,LT-31,SH-06,LT-35,L_NR_2012_01,L_NR_2012_02,L_NR_2012_04,LT-36,L_NR_2019_11,LT_MEJA_Delhi,L_NR_2019_19,L_NR_2020_02,LT-59,L_NR_2012_07,SH-07,L_NR_2020_05,L_NR_2019_05,L_NR_2021_16,L_NR_2021_13,L_NR_2022_10,L_NR_2020_07,L_NR_2021_15,LT-05,L_NR_2019_07,L_NR_2018_61,L_NR_2021_17,L_NR_2020_06,L_NR_2021_14,L_NR_2022_08,L_NR_2022_09,L_NR_2019_06,L_NR_2021_12
43,10:30-10:45,13.040000,26.030000,13.040000,48.370000,102.680000,271.270000,13.360000,3.380000,11.440000,127.500000,3.250000,3.490000,30.890000,26.030000,75.32,31.33,91.34,41.96,45.55,25.11,38.45,66.220000,31.34,6.5,45.66,25.1,78.45,4.8,45.55,31.33,209.78

44,10:45-11:00,13.480000,26.030000,13.480000,48.370000,102.680000,271.270000,13.810000,3.380000,11.440000,131.170000,3.250000,3.490000,30.890000,26.030000,74.79,31.33,89.34,43.4,46.22,24.93,39.43,66.220000,31.34,6.52,44.66,24.93,84.48,9.98,46.22,31.33,217

45,11:00-11:15,13.750000,26.030000,13.750000,48.370000,102.680000,271.270000,14.080000,3.380000,11.440000,133.250000,3.250000,3.110000,30.890000,26.030000,74.26,31.33,88.67,44.85,46.55,24.77,41.43,66.220000,31.34,6.53,44.33,24.75,85.46,9.8,46.55,31.33,224.25

46,11:15-11:30,14.070000,26.030000,14.070000,48.370000,102.680000,271.270000,14.430000,3.380000,11.440000,133.510000,3.250000,3.110000,30.890000,26.030000,73.74,31.33,87.34,44.77,46.22,24.58,42.1,66.220000,31.34,6.56,43.66,24.58,85.96,9.66,46.22,31.33,223.84

47,11:30-11:45,14.300000,26.030000,14.300000,48.370000,102.680000,271.270000,14.660000,3.380000,11.440000,132.820000,3.250000,3.340000,30.890000,26.030000,73.21,31.33,86.67,45,45.51,24.42,42.87,66.220000,31.34,6.53,43.33,24.4,86.03,9.52,45.51,31.33,225

48,11:45-12:00,13.570000,26.030000,13.570000,48.370000,130.500000,271.270000,13.910000,3.380000,11.440000,132.900000,3.250000,3.340000,30.890000,26.030000,72,31.33,86,45,56.88,23.99,43.51,66.220000,31.34,6.52,43,24,89.83,9.32,56.88,31.33,225

49,12:00-12:15,13.750000,26.030000,13.750000,48.370000,130.500000,271.270000,14.090000,3.380000,11.440000,132.140000,3.340000,3.340000,30.890000,26.030000,71.47,31.33,86,45,55.72,23.83,43.94,66.220000,31.34,6.49,43,23.82,89.82,11.1,55.72,31.33,225

50,12:15-12:30,13.790000,26.030000,13.790000,48.370000,130.500000,271.270000,14.130000,3.380000,11.440000,131.230000,3.340000,3.340000,30.890000,26.030000,70.94,31.33,85.34,45,55.14,23.65,44.11,66.220000,31.34,6.53,42.66,23.65,89.85,10.91,55.14,31.33,225

51,12:30-12:45,13.850000,26.030000,13.850000,57.870000,90.850000,271.270000,14.200000,3.380000,11.440000,130.400000,3.340000,3.340000,30.550000,26.030000,70.6,31.33,85.34,45,55.63,23.54,47.5,66.220000,31.34,10.07,42.66,23.53,89.83,12.3,55.63,31.33,225

52,12:45-13:00,13.890000,26.030000,13.890000,57.870000,90.850000,271.270000,14.240000,3.380000,11.440000,129.400000,3.340000,3.340000,30.550000,26.030000,67.44,31.33,85.34,45,55.22,22.48,46.36,66.220000,31.34,10.47,42.66,22.48,89.8,12.06,55.22,31.33,225

53,13:00-13:15,13.770000,26.030000,13.770000,67.520000,66.730000,192.900000,14.110000,3.530000,11.440000,128.450000,3.340000,3.340000,30.550000,26.030000,64.96,31.33,85.34,45,53.78,21.67,44.67,70.390000,31.34,10.87,42.66,21.65,89.7,12.03,53.78,31.33,225

54,13:15-13:30,13.660000,26.030000,13.660000,67.520000,61.090000,149.190000,14.000000,3.530000,11.440000,127.320000,3.340000,3.340000,30.550000,26.030000,62.78,31.33,86,45,53.83,20.93,42.17,70.390000,31.34,11.25,43,20.93,89.65,11.98,53.83,31.33,225

55,13:30-13:45,13.510000,26.030000,13.510000,67.520000,61.090000,212.190000,13.840000,3.530000,11.440000,124.950000,3.340000,3.340000,30.550000,26.030000,60.27,31.33,86.67,45,53.98,20.09,38.53,66.220000,31.34,11.87,43.33,20.09,89.7,11.86,53.98,31.33,225

56,13:45-14:00,13.140000,26.030000,13.140000,67.520000,61.090000,271.270000,13.470000,3.530000,11.440000,121.710000,3.340000,3.340000,30.550000,26.030000,49.67,31.33,87.34,45,54.05,16.56,34.88,66.220000,31.34,12.51,43.66,16.56,89.47,11.89,54.05,31.33,225

57,14:00-14:15,12.960000,26.110000,12.960000,67.520000,85.200000,271.270000,13.290000,3.530000,11.440000,117.540000,3.520000,3.340000,30.550000,26.110000,49.64,31.33,84.67,45,43.37,16.54,40.22,70.390000,31.34,12.47,42.33,16.55,88.58,12.25,43.37,31.33,225

58,14:15-14:30,12.660000,26.110000,12.660000,53.050000,90.850000,271.270000,12.980000,3.530000,11.440000,111.850000,3.520000,3.340000,46.190000,26.110000,48.91,31.33,78.67,45,43.6,16.3,39.05,70.390000,31.34,12.14,39.33,16.31,88.03,12.55,43.6,31.33,225

59,14:30-14:45,12.200000,26.110000,12.200000,53.050000,90.850000,271.270000,12.510000,3.530000,11.440000,104.940000,3.520000,1.550000,46.190000,26.110000,48.37,31.33,72.67,45,43.79,16.13,40.21,94.610000,31.34,11.5,36.33,16.12,86.97,12.77,43.79,31.33,225

60,14:45-15:00,11.770000,26.110000,11.770000,53.050000,110.140000,271.270000,12.060000,3.530000,11.440000,97.580000,3.520000,1.550000,46.190000,26.110000,48.17,31.33,67.34,44.79,44.03,16.06,40.14,115.800000,31.34,6.76,33.66,16.06,76.68,13.36,44.03,31.33,223.98

61,15:00-15:15,11.220000,26.110000,11.220000,62.690000,129.430000,271.270000,11.500000,3.530000,11.440000,88.550000,3.710000,0.770000,46.190000,26.110000,48.19,31.33,62.67,30.04,44.77,16.06,39.49,115.800000,31.34,6.87,31.33,16.07,73.05,13.75,44.77,31.33,150.21

62,15:15-15:30,10.510000,26.110000,10.510000,62.690000,129.430000,271.270000,10.760000,3.530000,11.440000,77.640000,3.710000,0.770000,46.190000,26.110000,48.28,31.33,58,28.37,45.41,16.09,38.52,115.800000,31.34,6.88,29,16.1,68.86,11.32,45.41,31.33,141.88

63,15:30-15:45,9.910000,26.110000,9.910000,67.520000,105.310000,271.270000,10.160000,3.450000,11.440000,66.640000,3.710000,1.940000,46.190000,26.110000,55.26,31.33,54.67,26.71,40.21,18.42,28.21,115.800000,31.34,6.71,27.33,18.42,64.97,11.46,40.21,31.33,133.54

64,15:45-16:00,9.260000,26.110000,9.260000,77.160000,90.850000,271.270000,9.490000,3.450000,11.440000,56.450000,3.710000,1.940000,46.190000,26.110000,56.29,31.33,52.67,25.87,40.61,18.77,26.01,115.800000,31.34,6.9,26.33,18.76,53.48,11.65,40.61,31.33,129.38

65,16:00-16:15,7.380000,26.110000,7.380000,101.030000,90.850000,271.270000,7.560000,3.450000,11.440000,47.000000,3.710000,3.570000,56.190000,26.110000,57.26,31.33,50.67,25.04,41.78,19.08,23.51,115.800000,31.34,6.45,25.33,19.09,50.14,12.12,41.78,31.33,125.19

66,16:15-16:30,6.700000,26.110000,6.700000,101.030000,105.310000,271.270000,6.860000,3.450000,11.440000,37.750000,3.710000,3.570000,56.190000,26.110000,58.26,31.33,52.67,16.1,43.61,19.42,20.87,115.800000,31.34,6.04,26.33,19.42,45.53,12.53,43.61,31.33,80.49

67,16:30-16:45,5.950000,26.110000,5.950000,101.030000,110.140000,271.270000,6.090000,3.450000,11.440000,29.330000,3.710000,3.570000,56.190000,26.110000,59.62,31.33,50,14.74,46.12,19.87,19.07,115.800000,31.34,6.1,25,19.88,40.44,13.07,46.12,31.33,73.7

68,16:45-17:00,5.090000,26.110000,5.090000,101.030000,110.140000,271.270000,5.210000,3.450000,11.440000,21.450000,3.710000,3.570000,56.190000,26.110000,62.76,31.33,46.67,12.56,48.15,20.92,17.11,115.800000,31.34,6.12,23.33,20.92,34.83,13.98,48.15,31.33,62.83

69,17:00-17:15,4.260000,26.110000,4.260000,101.030000,130.500000,271.270000,4.370000,3.530000,11.440000,15.610000,3.900000,3.570000,56.190000,26.110000,75.12,33,44,11.36,51.45,25.05,15.66,115.800000,25,6.13,22,25.04,28.78,12.79,51.45,33,56.8

70,17:15-17:30,3.420000,26.110000,3.420000,101.030000,130.500000,271.270000,3.510000,3.530000,11.440000,11.670000,3.900000,3.570000,56.190000,26.110000,76.62,21.59,32.67,7.59,51.75,25.55,13.28,115.800000,15,6.16,16.33,25.54,25.22,13.04,51.75,33,37.97

71,17:30-17:45,2.620000,26.110000,2.620000,101.030000,130.500000,271.270000,2.680000,3.530000,11.440000,8.400000,3.900000,3.570000,56.190000,26.110000,78.12,9.51,26.67,7.5,52.31,26.05,10.57,115.800000,8.74,6.13,13.33,26.04,21.85,13.5,52.31,18.97,37.5

72,17:45-18:00,1.900000,26.110000,1.900000,101.030000,130.500000,271.270000,1.950000,3.530000,11.440000,5.590000,3.900000,3.570000,56.190000,26.110000,80.26,4.76,20,7.5,53.72,26.76,7.85,115.800000,2.7,6.12,10,26.75,18.49,17.78,53.72,12.03,37.5

73,18:00-18:15,1.240000,25.290000,1.240000,101.030000,130.500000,271.270000,1.270000,3.530000,11.440000,2.900000,4.260000,3.570000,56.190000,25.290000,81.39,0,13.33,6.67,59.36,27.14,5.42,115.800000,0,6.09,6.67,27.13,14.15,17.59,59.36,0,33.33

74,18:15-18:30,0.770000,25.290000,0.770000,101.030000,130.500000,271.270000,0.790000,3.530000,11.440000,1.330000,4.260000,3.570000,56.190000,25.290000,79.81,0,6.67,4.55,59.5,26.61,3.3,115.800000,0,6.13,3.33,26.6,8.15,17.22,59.5,0,22.74

75,18:30-18:45,0.400000,25.290000,0.400000,101.030000,130.500000,271.270000,0.410000,3.530000,11.440000,0.460000,4.260000,3.880000,56.190000,25.290000,79.65,0,3.33,2.84,59.58,26.55,1.32,115.800000,0,6.1,1.67,26.55,5.12,16.97,59.58,0,14.2

76,18:45-19:00,0.000000,25.290000,0.000000,101.030000,130.500000,271.270000,0.000000,3.530000,11.440000,0.000000,4.260000,3.880000,56.190000,25.290000,79.06,0,1.33,1.35,59.22,26.35,0.24,115.800000,0,6.12,0.67,26.35,2.55,16.95,59.22,0,6.77

77,19:00-19:15,0.000000,23.030000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.260000,2.950000,75.480000,23.030000,78.77,0,0.03,0.14,58.74,26.25,0,115.800000,0,6.13,0.01,26.26,0.78,16.85,58.74,0,0.68

78,19:15-19:30,0.000000,23.030000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.260000,2.950000,76.120000,23.030000,91.68,0,0,0.07,58.52,30.55,0,115.800000,0,6.16,0,30.56,0.03,16.86,58.52,0,0.34

79,19:30-19:45,0.000000,23.030000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.260000,2.950000,76.120000,23.030000,91.09,0,0,0,57.81,30.37,0,115.800000,0,6.13,0,30.36,0.03,16.55,57.81,0,0

80,19:45-20:00,0.000000,23.030000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.260000,2.950000,76.120000,23.030000,90.26,0,0,0,57.72,30.09,0,115.800000,0,6.09,0,30.09,0.03,15.87,57.72,0,0

81,20:00-20:15,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.640000,3.110000,76.120000,22.460000,90.48,0,0,0,53.45,30.16,0,115.800000,0,6.1,0,30.16,0,11.49,53.45,0,0

82,20:15-20:30,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.640000,3.110000,76.120000,22.460000,90.62,0,0,0,53.27,30.21,0,115.800000,0,6.12,0,30.21,0,10.92,53.27,0,0

83,20:30-20:45,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.640000,3.110000,76.120000,22.460000,67.31,0,0,0,52.49,22.43,0,115.800000,0,6.13,0,22.44,0,10.52,52.49,0,0

84,20:45-21:00,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.680000,11.440000,0.000000,4.640000,3.110000,76.120000,22.460000,66.83,0,0,0,51.66,22.27,0,115.800000,0,6.16,0,22.28,0,10.34,51.66,0,0

85,21:00-21:15,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.530000,11.440000,0.000000,4.460000,3.570000,76.120000,22.460000,66.36,0,0,0,41.2,22.13,0,115.800000,0,6.13,0,22.12,0,10.25,41.2,0,0

86,21:15-21:30,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.530000,11.440000,0.000000,4.460000,3.570000,76.120000,22.460000,66.04,0,0,0,40.9,22.02,0,115.800000,0,6.12,0,22.01,0,8.14,40.9,0,0

87,21:30-21:45,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.530000,11.440000,0.000000,4.460000,3.570000,76.120000,22.460000,65.75,0,0,0,40.66,21.9,0,115.800000,0,6.09,0,21.92,0,8.12,40.66,0,0

88,21:45-22:00,0.000000,22.460000,0.000000,101.030000,130.500000,271.270000,0.000000,3.530000,11.440000,0.000000,4.460000,3.570000,76.120000,22.460000,65.78,0,0,0,40,21.91,0,115.800000,0,6.13,0,21.93,0,8.23,40,0,0

89,22:00-22:15,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.220000,3.570000,76.120000,22.900000,46.26,0,0,0,39.86,15.42,0,115.800000,0,6.1,0,15.42,0,8.13,39.86,0,0

90,22:15-22:30,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.220000,3.570000,76.120000,22.900000,47.26,0,0,0,31.78,15.76,0,115.800000,0,6.12,0,15.75,0,6.01,31.78,0,0

91,22:30-22:45,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.220000,3.570000,76.120000,22.900000,48.13,0,0,0,32.11,16.04,0,115.800000,0,6.13,0,16.05,0,5.98,32.11,0,0

92,22:45-23:00,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.220000,3.570000,76.120000,22.900000,48.18,0,0,0,32.79,16.06,0,115.800000,0,6.16,0,16.06,0,5.78,32.79,0,0

93,23:00-23:15,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.080000,3.570000,76.120000,22.900000,48.64,0,0,0,33.41,16.22,0,115.800000,0,6.13,0,16.21,0,5.49,33.41,0,0

94,23:15-23:30,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.080000,3.570000,76.120000,22.900000,48.67,0,0,0,35.08,16.22,0,115.800000,0,6.09,0,16.22,0,5.32,35.08,0,0

95,23:30-23:45,0.000000,22.900000,0.000000,101.030000,130.500000,271.270000,0.000000,3.450000,11.440000,0.000000,4.080000,3.570000,76.120000,22.900000,49.51,0,0,0,36.45,16.51,0,115.800000,0,6.05,0,16.5,0,5.18,36.45,0,0

