Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/7459,GNA/SR/2025/04/01/2597,GNA/WR/2025/04/01/4420,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/7960,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/1831,NR/30092023/31122025/SH-07,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/1333,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/5285,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/6216,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/16/2139,NR/01102023/31052040/LT-31,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_02
9,02:00-02:15,34.17,102.5,0,0,0,0,0,0,0,0,0,0,31.67,80,80,34.16,4,0,0,0,2.89,48.12,28.87,9.62,0,0,5.04,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,11.05,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,29.26,96.23,0,72.17,9.62,260.4

10,02:15-02:30,34.17,102.5,0,0,0,0,0,0,0,0,0,0,28.67,80,80,34.16,4,0,0,0,2.89,48.12,28.87,9.62,0,0,5.04,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,11.05,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,28.76,96.23,0,72.17,9.62,260.4

11,02:30-02:45,34.17,102.5,0,0,0,0,0,0,0,0,0,0,28.33,80,80,34.16,4,0,0,0,2.89,48.12,28.87,9.62,0,0,5.04,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,11.05,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,28.76,96.23,0,72.17,9.62,260.4

12,02:45-03:00,34.17,102.5,0,0,0,0,0,0,0,0,0,0,28.67,80,80,34.16,4,0,0,0,2.89,48.12,28.87,9.62,0,0,5.04,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,11.05,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,28.76,96.23,0,72.17,9.62,260.4

13,03:00-03:15,34.17,102.49,0,0,0,0,0,0,0,0,0,0,32,79.33,79.34,34.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.85,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,10.86,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,28.76,96.23,0,72.17,9.62,260.4

14,03:15-03:30,34.17,102.49,0,0,0,0,0,0,0,0,0,0,31.67,79,79,34.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.85,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,10.86,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,28.76,96.23,0,72.17,9.62,260.4

15,03:30-03:45,34.17,102.49,0,0,0,0,0,0,0,0,0,0,31.33,78.33,78.34,34.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.85,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,10.86,5.27,24.1,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,29.26,96.23,0,72.17,9.62,260.4

16,03:45-04:00,34.17,102.49,0,0,0,0,0,0,0,0,0,0,31.33,78,78,34.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.85,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.22,10.86,5.27,24.1,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,29.26,96.23,0,72.17,9.62,200.51

17,04:00-04:15,34.17,102.49,0,0,0,0,0,0,0,0,0,0,30.67,77.33,77.34,34.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.67,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.52,10.59,5.27,24.1,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,29.26,96.23,0,72.17,9.62,200.51

18,04:15-04:30,33.83,101.51,0,0,0,0,0,0,0,0,0,0,30,76.67,76.66,33.83,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.67,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.52,10.59,5.27,24.1,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,29.26,96.23,0,72.17,9.62,200.51

19,04:30-04:45,30.83,92.5,0,0,0,0,0,0,0,0,0,0,29.33,76,76,30.84,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.67,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.52,10.59,5.27,26.86,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,29.26,96.23,0,72.17,9.62,200.51

20,04:45-05:00,31.17,93.5,0,0,0,0,0,0,0,0,0,0,29.33,75,75,31.16,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.67,43.74,115.06,100.25,14.58,10.42,0,1.92,30,19.25,2.89,6.52,10.59,5.27,26.86,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,28.76,96.23,0,72.17,9.62,200.51

21,05:00-05:15,27.5,82.5,0,0,0,0,0,0,0,0,0,0,21.67,74,74,27.5,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.52,43.74,115.06,100.25,14.58,10.42,0,1.92,25.51,19.25,2.89,6.29,10.4,5.27,25.51,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,28.76,96.23,0,72.17,9.62,200.51

22,05:15-05:30,27.5,82.5,0,0,0,0,0,0,0,0,0,0,21.67,73.67,73.66,27.5,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.52,43.74,115.06,100.25,14.58,10.42,0,1.92,25.51,19.25,2.89,6.29,10.4,5.27,25.51,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,28.76,96.23,0,72.17,9.62,200.51

23,05:30-05:45,27.83,83.51,0,0,0,0,0,0,0,0,0,0,21.67,73,73,27.83,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.52,43.74,115.06,100.25,14.58,10.42,0,1.92,25.51,19.25,2.89,6.29,10.4,5.27,25.51,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,28.25,96.23,0,72.17,9.62,200.51

24,05:45-06:00,28.17,84.49,0,0,0,0,0,0,0,0,0,0,21.67,72.67,72.66,28.17,5,0,0,0,2.89,48.12,28.87,9.62,0,0,4.52,43.74,115.06,100.25,14.58,10.42,0,1.92,25.51,19.25,2.89,6.29,10.4,5.27,25.51,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,27.75,96.23,0,72.17,9.62,200.51

25,06:00-06:15,28.67,85.99,0,0,0,0,0,0,0,0,0,0,22.33,73.33,73.34,28.67,5,0.42,0,3,2.89,48.12,28.87,9.62,0,0,4.39,43.74,115.06,100.25,14.58,10.42,0,1.92,24.1,19.25,2.89,6.29,10.13,5.27,30,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,27.75,96.23,0,72.17,9.62,200.51

26,06:15-06:30,29.17,87.49,6.61,0,0,0,0,0.27,0.16,0.81,0,0,22.33,73.33,73.34,29.17,5,3.17,0,9.69,2.89,48.12,28.87,9.62,0,0,4.39,43.74,115.06,100.25,14.58,10.42,0,1.92,24.1,19.25,2.89,6.29,10.13,5.27,30,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,27.75,96.23,0,72.17,9.62,200.51

27,06:30-06:45,29.5,88.5,14.58,1,0,0,1,1.44,0.71,3.53,1,0,23,73.33,73.34,29.5,5,7.21,1,18.06,2.89,48.12,28.87,9.62,0,0,4.39,43.74,115.06,100.25,14.58,10.42,0,1.92,24.1,19.25,2.89,6.29,10.13,5.27,30,2.89,272.09,4.04,9.62,72.73,0,72.17,7.74,27.24,96.23,0,72.17,9.62,200.51

28,06:45-07:00,30,90,24.82,2,1,1,3,3.85,1.98,9.87,4,1,23.33,73.33,73.34,30,5,13.23,4,26.48,2.89,48.12,28.87,9.62,0,0,4.39,43.74,115.06,100.25,14.58,10.42,0.64,1.92,24.1,19.25,2.89,6.29,10.13,5.27,30,2.89,272.09,4.04,9.62,72.73,0.5,72.17,7.74,26.74,96.23,0.64,72.17,9.62,200.51

29,07:00-07:15,30,90,32.18,3,6,3,5,7.41,3.72,18.57,14,7,24,72.33,72.34,30,5,20.77,9,32.18,2.89,48.12,28.87,9.62,0,0,4.39,43.74,106.57,100.25,14.58,8.04,1.35,1.92,26.86,19.25,2.89,6.06,11.51,5.27,26.86,2.89,272.09,4.04,9.62,60.54,1.04,72.17,7.74,26.74,96.23,1.35,72.17,9.62,164.25

30,07:15-07:30,30,90,32.72,8,12,5,7,11.84,6.11,30.53,28,10,25,71.67,71.66,30,5,29.4,13.99,32.72,2.89,48.12,28.87,9.62,0,0,4.39,43.74,98.09,100.25,14.58,8.04,2.15,1.92,26.86,19.25,2.89,6.06,11.51,5.27,26.86,2.89,272.09,4.04,9.62,60.54,1.66,72.17,7.74,26.74,96.23,2.15,72.17,9.62,200.51

31,07:30-07:45,30,90,32.1,13,18,5,11,17.71,9.19,45.97,42,10,25.67,71,71,30,5,38.44,22,32.1,2.89,48.12,28.87,9.62,0,0,4.39,43.74,89.6,100.25,14.58,8.04,3.34,1.92,26.86,19.25,2.89,6.06,11.51,5.27,26.86,2.89,230.95,4.04,9.62,62.23,3.34,72.17,7.74,26.23,96.23,3.34,72.17,9.62,190.24

32,07:45-08:00,30,90,30.5,19,24,8,15,24.84,12.55,62.74,56,17,26,70,70,30,5,47.63,28,30.5,2.89,48.12,28.87,9.62,0,0,4.39,43.74,81.11,100.25,14.58,8.04,4.45,1.92,26.86,19.25,2.89,6.06,11.51,5.27,26.86,2.89,192.46,4.04,9.62,50.04,4.45,72.17,7.74,26.23,96.23,4.45,72.17,9.62,128.95

33,08:00-08:15,30,90,32.4,28,25,15,19,32.62,16.84,84.19,60,30,26.33,69,69,30,5,56.92,32.4,32.4,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,5.66,1.92,26.86,19.25,2.89,6.06,11.33,5.27,26.86,2.89,149.65,4.04,9.62,50.04,5.66,72.17,7.74,26.74,96.23,5.66,72.17,9.62,128.95

34,08:15-08:30,30,90,33,37,31,20,23,40.57,20.93,104.65,74,40,26.67,69,69,30,5,66.07,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,6.61,1.92,26.86,19.25,2.89,6.06,11.33,5.27,26.86,2.89,149.65,4.04,9.62,50.04,6.61,72.17,7.74,27.24,96.23,6.61,72.17,9.62,128.95

35,08:30-08:45,30,90,33,42,39,23,25,48.73,24.75,123.77,91,45,27.67,70.33,70.34,30,5,74.81,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,8.03,1.92,26.86,19.25,2.89,6.06,11.33,5.27,26.86,2.89,149.65,4.04,9.62,50.04,8.03,72.17,7.74,28.25,96.23,8.03,72.17,9.62,128.95

36,08:45-09:00,30,90,33,51,46,28,27,56.51,28.74,143.71,109,55,28.67,71.33,71.34,30,5,83.26,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,9.42,1.92,26.86,19.25,2.89,6.06,11.33,5.27,26.86,2.89,149.65,4.04,9.62,50.04,9.42,72.17,7.74,28.76,96.23,9.42,72.17,9.62,128.95

37,09:00-09:15,32.5,97.5,33,58,54,32,33,63.96,32.54,162.71,126,63,28.67,69.67,69.66,32.5,5,88,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,10.82,1.92,26.88,19.25,2.89,5.83,11.05,5.27,26.88,2.89,149.65,4.04,9.62,50.04,10.82,72.17,7.74,27.76,96.23,10.82,72.17,9.62,128.95

38,09:15-09:30,33,99,33,66,64,34,35,70.9,36.07,180.36,151,69,29.33,71.67,71.66,33,5,95.54,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,11.98,1.92,26.88,19.25,2.89,5.83,11.05,5.27,26.88,2.89,149.65,4.04,9.62,50.04,11.98,72.17,7.74,27.76,96.23,11.98,72.17,9.62,128.95

39,09:30-09:45,33.33,100.01,33,73,70,38,39,74.35,39.41,197.03,165,75,31.67,73.67,73.66,33.33,5,102.71,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,13.07,1.92,26.88,19.25,2.89,5.83,11.05,5.27,26.88,2.89,149.65,4.04,9.62,50.04,13.07,72.17,7.74,28.26,96.23,13.07,72.17,9.62,128.95

40,09:45-10:00,34.17,102.49,33,77,76,41,41,80.09,42.44,212.17,179,82,32.67,75.33,75.34,34.17,5,109.54,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,14.02,1.92,26.88,19.25,2.89,5.83,11.05,5.27,26.88,2.89,149.65,4.04,9.62,50.04,14.02,72.17,7.74,28.26,96.23,14.02,72.17,9.62,128.95

41,10:00-10:15,32.5,97.5,33,82,81,43,43,85.46,45.82,229.07,189,87,28.67,80,80,32.5,5,115.39,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,14.99,1.92,26.88,19.25,2.89,5.83,10.86,5.27,26.88,2.89,149.65,4.04,9.62,50.04,14.99,72.17,7.74,28.26,96.23,14.99,72.17,9.62,128.95

42,10:15-10:30,32.5,97.5,33,87,84,45,45,90.37,47.94,239.72,196,90,29,80,80,32.5,5,120.01,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,15.75,1.92,26.88,19.25,2.89,5.83,10.86,5.27,26.88,2.89,149.65,4.04,9.62,50.04,15.75,72.17,7.74,28.26,96.23,15.75,72.17,9.62,128.95

43,10:30-10:45,35,105,33,92,84,47,47,96.48,49.33,246.67,196,93,31.67,80,80,35,5,124.06,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,16.45,1.92,26.88,19.25,2.89,5.83,10.86,5.27,26.88,2.89,149.65,4.04,9.62,50.04,16.45,72.17,7.74,28.26,96.23,16.45,72.17,9.62,128.95

44,10:45-11:00,35.83,107.51,33,95,84,48,48,100,49.33,246.67,196,95,31.67,80,80,35.83,5,127.16,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.06,1.92,26.88,19.25,2.89,5.83,10.86,5.27,26.88,2.89,149.65,4.04,9.62,50.04,17.06,72.17,7.74,28.26,96.23,17.06,72.17,9.62,128.95

45,11:00-11:15,30.83,92.51,33,98,90,49,48,100,49.33,246.67,210,98,31.67,80,80,30.83,5,129.77,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.61,1.92,26.88,19.25,2.89,5.83,10.59,5.27,26.88,2.89,149.65,4.04,9.62,50.04,17.61,72.17,7.74,28.26,96.23,17.61,72.17,9.62,128.95

46,11:15-11:30,31.33,94.01,33,98,90,50,49,100,49.33,246.67,210,100,29.33,80,80,31.33,5,131.61,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.88,19.25,2.89,5.83,10.59,5.27,26.88,2.89,149.65,4.04,9.62,50.04,17.78,72.17,7.74,28.26,96.23,17.78,72.17,9.62,128.95

47,11:30-11:45,31.33,94.01,33,98,90,50,49,100,49.33,246.67,210,100,30,80,80,31.33,5,132.73,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.88,19.25,2.89,5.83,10.59,5.35,26.88,2.89,173.21,4.04,9.62,50.04,17.78,72.17,7.74,28.26,96.23,17.78,72.17,9.62,128.95

48,11:45-12:00,31.33,94.01,33,98,90,50,50,100,49.33,246.67,210,100,30.67,80,80,31.33,5,123.21,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.88,19.25,2.89,5.83,10.59,5.35,26.88,2.89,192.46,4.04,9.62,50.04,17.78,72.17,7.74,28.26,96.23,17.78,72.17,9.62,128.95

49,12:00-12:15,32,96,33,98,90,50,50,100,49.33,246.67,210,100,35,80,80,32,5,117.69,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.32,5.35,26.89,2.89,149.65,4.04,9.62,50.04,17.78,72.17,7.74,28.77,96.23,17.78,72.17,9.62,128.95

50,12:15-12:30,32.5,97.5,33,98,90,50,50,100,49.33,246.67,210,100,36,80,80,32.5,5,120.76,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.32,5.35,26.89,2.89,149.65,4.04,9.62,50.04,17.78,72.17,7.74,28.77,96.23,17.78,72.17,9.62,128.95

51,12:30-12:45,33,99,33,98,90,50,50,100,49.33,246.67,210,100,38.33,80,80,33,5,122.67,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.32,5.35,26.89,2.89,149.65,4.04,9.62,50.04,17.78,72.17,7.74,28.77,96.23,17.78,72.17,9.62,128.95

52,12:45-13:00,33.17,99.49,33,98,90,50,50,100,49.33,246.67,210,100,39.33,80,80,33.17,5,152.24,33,33,2.89,48.12,28.87,9.62,0,0,4.06,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.32,5.35,26.89,2.89,149.65,4.04,9.62,50.04,17.78,72.17,7.74,28.77,96.23,17.78,72.17,9.62,128.95

53,13:00-13:15,34.17,102.49,33,98,90,50,49,100,49.33,246.67,210,100,40,85,85,34.17,6,149.47,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.04,5.35,26.89,2.89,149.65,0.92,9.62,50.04,17.78,72.17,7.74,29.27,96.23,17.78,72.17,9.62,128.95

54,13:15-13:30,35.83,107.51,33,98,90,50,49,100,49.33,246.67,210,100,41.67,85,85,35.83,6.4,146.01,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.04,5.35,26.89,2.89,149.65,0,9.62,50.04,17.78,72.17,7.74,29.27,96.23,17.78,72.17,9.62,128.95

55,13:30-13:45,36.67,109.99,33,98,90,50,49,100,49.33,246.67,210,100,43.33,85,85,36.67,6.6,140.45,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.04,5.35,26.89,2.89,149.65,0,9.62,50.04,17.78,72.17,7.74,29.27,96.23,17.78,72.17,9.62,128.95

56,13:45-14:00,37.5,112.5,33,98,90,48,48,100,49.33,246.67,210,97,44.33,85,85,37.5,6.6,135.43,33,33,2.89,48.12,28.87,9.62,0,0,4.2,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.68,10.04,5.35,26.89,2.89,192.46,0,9.62,50.04,17.78,72.17,7.74,29.27,96.23,17.78,72.17,9.62,128.95

57,14:00-14:15,38.33,115.01,33,93,82,45,47,100,49.33,246.67,193,90,41.67,85,85,38.33,8.6,129.29,33,33,2.89,48.12,28.87,9.62,0,0,4.44,43.74,70.17,52.93,14.58,8.04,17.78,1.92,26.89,19.25,2.89,5.99,9.76,5.35,26.89,2.89,230.95,0.58,9.62,62.23,17.78,72.17,7.74,28.26,96.23,17.78,72.17,9.62,128.95

58,14:15-14:30,38.33,115.01,33,91,78,43,46,100,49.17,245.83,182,87,41.67,85,85,38.33,9.4,122.67,33,33,2.89,48.12,28.87,9.62,0,0,4.44,43.74,70.17,52.93,14.58,8.04,17.55,1.92,26.89,19.25,2.89,5.99,9.76,5.35,26.89,2.89,272.09,1.15,9.62,62.23,17.55,72.17,7.74,28.76,96.23,17.55,72.17,9.62,128.95

59,14:30-14:45,38.33,115.01,33,89,75,43,44,100,48.33,241.67,175,85,41.67,85,85,38.33,9.8,115.57,33,33,2.89,48.12,28.87,9.62,0,0,4.44,43.74,70.17,52.93,14.58,8.04,16.97,1.92,26.89,19.25,2.89,5.99,9.76,5.35,26.89,2.89,272.09,1.15,9.62,62.23,16.97,72.17,7.74,29.27,96.23,16.97,72.17,9.62,128.95

60,14:45-15:00,38.33,115.01,33,87,73,42,43,97.43,47.5,237.5,172,83,41.67,85,85,38.33,11,107.95,33,33,2.89,48.12,28.87,9.62,0,0,4.44,43.74,70.17,52.93,14.58,8.04,16.31,1.92,26.89,19.25,2.89,5.99,9.76,5.35,26.89,2.89,272.09,1.73,9.62,62.23,16.31,72.17,7.74,29.77,96.23,16.31,72.17,9.62,128.95

