Time,Block,NR/2023/12252/D,NR/2023/11960/F,NR/2023/11958/F,NR/2023/11941/F,NR/2023/11955/F,NR/2023/10487/A,NR/2023/11476/A,NR/2023/11957/F,NR/2023/11643/A,NR/2023/12267/C,NR/2023/11956/F,NR/2023/11862/F,NR/2023/10236/A,NR/2023/10613/A,NR/2023/10944/A,NR/2023/11947/F,NR/2023/12289/C,NR/2023/11959/F,NR/2023/12261/C,NR/2023/11952/F,NR/2023/10229/A,NR/2023/11962/F,NR/2023/10434/A,NR/2023/11961/F,NR/2023/12266/C,NR/2023/11642/A,NR/2023/10344/A,NR/2023/11963/F,NR/2023/11330/A,NR/2023/11342/A,NR/2023/12258/D,NR/2023/12257/D,NR/2023/12253/D,Total
11,02:30-02:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,36.350000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,836.37

12,02:45-03:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,36.350000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,836.37

13,03:00-03:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,800.02

14,03:15-03:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,800.02

15,03:30-03:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,800.02

16,03:45-04:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.520000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,800.02

17,04:00-04:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,799.93

18,04:15-04:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,799.93

19,04:30-04:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,799.93

20,04:45-05:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,12.620000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,799.93

21,05:00-05:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,787.31

22,05:15-05:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,787.31

23,05:30-05:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,787.31

24,05:45-06:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,23.120000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.430000,14.450000,12.210000,0.410000,53.960000,115.620000,0,0,0,787.31

25,06:00-06:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0,710.13

26,06:15-06:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0.1,710.23

27,06:30-06:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,0,0,0.58,710.71

28,06:45-07:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,27.430000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,1.5,3.5,0.75,715.88

29,07:00-07:15,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,24.390000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,8.1,18.9,0.85,734.94

30,07:15-07:30,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,24.390000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,14.1,32.9,1.15,755.24

31,07:30-07:45,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,24.390000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,18,42,1.83,768.92

32,07:45:08:00,66.870000,0.640000,0.560000,62.630000,0.360000,41.430000,48.180000,0.710000,13.010000,0.000000,0.370000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.640000,24.390000,0.000000,42.740000,0.410000,24.090000,0.690000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,24,56,2.42,789.51

33,08:00-08:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,24.390000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,33,77,3.05,820.06

34,08:15-08:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,24.390000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,39,91,3.91,840.92

35,08:30-08:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,24.390000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,42.6,99.4,3.96,852.97

36,08:45:09:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,24.390000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,49.5,115.5,4.06,876.07

37,09:00:09:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,54.3,126.7,5.03,895.06

38,09:15-09:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,61.5,143.5,6.19,920.22

39,09:30-09:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,66,154,6.62,935.65

40,09:45-10:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,70.8,165.2,6.62,951.65

41,10:00-10:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,73.8,172.2,7.2,962.13

42,10:15-10:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,76.5,178.5,7.56,971.49

43,10:30-10:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,77.4,180.6,6.68,973.61

44,10:45-11:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,78,182,5.49,974.42

45,11:00-11:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,8.560000,14.450000,12.210000,0.410000,0.000000,115.620000,78,182,5.44,969.78

46,11:15-11:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,8.560000,14.450000,12.210000,0.410000,0.000000,115.620000,78.3,182.7,4.06,969.4

47,11:30-11:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,8.560000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,4.31,972.65

48,11:45-12:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,8.560000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,4.75,973.09

49,12:00-12:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.5,185.5,5.57,979.5

50,12:15-12:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.5,185.5,6.76,980.69

51,12:30-12:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.5,185.5,7.35,981.28

52,12:45-13:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.5,185.5,8,981.93

53,13:00-13:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,6.72,979.65

54,13:15-13:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,6.41,979.34

55,13:30-13:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,6.71,979.64

56,13:45-14:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,79.2,184.8,7.58,980.51

57,14:00-14:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,78.6,183.4,5.98,976.91

58,14:15-14:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,78,182,5.15,974.08

59,14:30-14:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,76.5,178.5,5.63,969.56

60,14:45-15:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,26.410000,0.000000,42.740000,0.410000,24.090000,0.680000,13.150000,14.450000,12.210000,0.410000,0.000000,115.620000,75,175,4.64,963.57

61,15:00-15:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,69,161,3.66,944.72

62,15:15-15:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,65.4,152.6,3.04,932.1

63,15:30-15:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,61.5,143.5,2.45,918.51

64,15:45-16:00,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.250000,14.450000,12.210000,0.410000,0.000000,115.620000,57,133,2.12,903.18

65,16:00-16:15,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,51,119,1.91,883.05

66,16:15-16:30,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,46.8,109.2,1.72,868.86

67,16:30-16:45,66.870000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,41.1,95.9,1.66,849.8

68,16:45-17:00,69.080000,0.660000,0.560000,62.630000,0.360000,41.430000,48.180000,0.700000,13.010000,0.000000,0.350000,2.890000,213.720000,0.000000,0.000000,6.740000,0.000000,0.660000,28.440000,0.000000,42.740000,0.410000,24.090000,0.680000,13.330000,14.450000,12.210000,0.410000,0.000000,115.620000,34.2,79.8,1.6,828.95

