Block,Time,L_NR_2012_02,LT-36,L_NR_2012_04,LT-59,L_NR_2019_19,L_NR_2023_04,LT_MEJA_Delhi,SH-07,LT-31,L_NR_2012_07,L_NR_2020_02,SH-06,L_NR_2019_11,L_NR_2012_01,LT-05,LT-35,L_NR_2021_15,L_NR_2020_06,L_NR_2022_08,L_NR_2021_13,L_NR_2020_05,L_NR_2019_07,L_NR_2021_14,L_NR_2021_17,L_NR_2019_05,L_NR_2018_61,L_NR_2022_09,L_NR_2021_12,L_NR_2022_10,L_NR_2019_06,L_NR_2020_07,L_NR_2021_16
92,22:45-23:00,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.230000,101.350000,115.760000,0.000000,0,34.76,24.49,0,104.27,0,0,0,0,10.59,64.54,0,64.54,0,34.76,0

93,23:00-23:15,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.150000,101.350000,115.760000,0.000000,0,35.28,25.27,0,105.84,0,0,0,0,10.1,65.21,0,65.21,0,35.28,0

94,23:15-23:30,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.150000,101.350000,115.760000,0.000000,0,27.82,25.86,0,83.46,0,0,0,0,9.56,66.54,0,66.54,0,27.81,0

95,23:30-23:45,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.150000,101.350000,115.760000,0.000000,0,28.77,26.08,0,86.31,0,0,0,0,9.19,68.54,0,68.54,0,28.77,0

96,23:45-24:00,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.150000,101.350000,115.760000,0.000000,0,30.1,27.21,0,90.31,0,0,0,0,8.84,70.41,0,70.41,0,30.11,0

