Time,Block,NR/2023/17525/A,NR/2023/18062/A/2171,NR/2023/18105/A/2170,NR/2023/18192/C,NR/2023/17270/A,NR/2023/18074/A/2145,WR/2023/20256/A/2264,WR/2023/19446/A,NER/2023/1784/C,WR/2023/20577/A/2271,NR/2023/18193/C,Total
73,18:00-18:15,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

74,18:15-18:30,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

75,18:30-18:45,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

76,18:45-19:00,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

77,19:00-19:15,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

78,19:15-19:30,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

79,19:30-19:45,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

80,19:45-20:00,0.000000,4.820000,0.960000,1.830000,100.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,263.14

81,20:00-20:15,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

82,20:15-20:30,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

83,20:30-20:45,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

84,20:45-21:00,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

85,21:00-21:15,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

86,21:15-21:30,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

87,21:30-21:45,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

88,21:45-22:00,0.000000,4.820000,0.960000,1.830000,0.000000,0.530000,25.000000,75.000000,0.000000,55.000000,0,163.14

89,22:00-22:15,51.110000,4.820000,0.960000,1.830000,0.000000,0.480000,0.000000,75.000000,0.000000,55.000000,0,189.2

90,22:15-22:30,51.110000,4.820000,0.960000,1.830000,0.000000,0.480000,0.000000,75.000000,0.000000,55.000000,0,189.2

91,22:30-22:45,51.110000,4.820000,0.960000,1.830000,0.000000,0.480000,0.000000,75.000000,0.000000,55.000000,0,189.2

92,22:45-23:00,51.110000,4.820000,0.960000,1.830000,0.000000,0.480000,0.000000,75.000000,0.000000,55.000000,0,189.2

93,23:00-23:15,51.110000,4.820000,0.960000,1.830000,0.000000,0.430000,0.000000,75.000000,0.000000,0.000000,0,134.15

94,23:15-23:30,51.110000,4.820000,0.960000,1.830000,0.000000,0.430000,0.000000,75.000000,0.000000,0.000000,0,134.15

95,23:30-23:45,51.110000,4.820000,0.960000,1.830000,0.000000,0.430000,0.000000,75.000000,0.000000,0.000000,0,134.15

96,23:45-24:00,51.110000,4.820000,0.960000,1.830000,0.000000,0.430000,0.000000,75.000000,0.000000,0.000000,0,134.15

