Block,Time Block,SIMHST1,SINGRAULI,SIMHST2,SINGRAULI_HYDRO,SALAL,SEWA2,SASAN,RIHAND3,RIHAND2,DHAULIGNGA,DADRT2,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NLCTS2EXP,PARBATI2,NNTPP,RAPPC,RAMPUR,RAPPB,RAPPD,NTPL,PARBATI3,RIHAND1,NLCIIST1,NLCEXP,NLCIIST2,NAPP,NJPC,KOTESHWR,KUDGI,MAPS,KOLDAM,AURY_CRF,DADRI_RF,DADRI_CRF,DADRI_GF,DADRI_LF,AURY_GF,ANTA_GF,AURY_LF,ANTA_LF,AURY_RF,ANTA_RF,TelanganaSTPP,URI2,VALLURNTECL,UNCHAHAR3,UNCHAHAR4,URI,ANTA_CRF,TEHRIPSP,UNCHAHAR1,TEHRI,UNCHAHAR2,TANAKPUR,TALA,TALST2,TANDA2,DULHASTI,KGSU1AND2,KISHANGANGA,KHSTPP-I,KKNPPU2,KHSTPP-II,KGSU3AND4,KKNP,JHAJJAR,FSTPP I & II,RSTPSU1TO6,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,1.25,50.45,0,0,11.88,73.4,26.86,9.5,23.71,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,13.39,0,0,0,0,0,0,0

23,05:30-05:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,1.25,50.45,0,0,11.88,73.4,23.85,9.5,23.42,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,13.39,0,0,0,0,0,0,0

24,05:45-06:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,17.88,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,1.25,29.78,0,0,11.88,73.4,23.85,9.5,23.14,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,13.39,0,0,0,0,0,0,0

25,06:00-06:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,19.75,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,1.25,29.78,0,0,11.88,73.4,23.85,9.5,22.85,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,16.15,0,0,0,0,0,0,0

26,06:15-06:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,1.25,29.78,0,0,11.88,73.4,23.85,9.5,22.85,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,16.15,0,0,0,0,0,0,0

27,06:30-06:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,14.67,0.59,29.78,0,0,11.88,73.4,23.85,9.5,22.85,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,11.91,0,0,0,0,0,0,0

28,06:45-07:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.18,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,14.67,0.59,50.45,0,0,11.88,73.4,23.85,9.5,22.85,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,11.91,0,0,0,0,0,0,0

29,07:00-07:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.87,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,14.67,1.35,50.45,0,0,11.88,73.4,23.85,9.5,23,0,2.51,36.91,0,4.47,37.81,0,93.98,0,0,233.17,16.15,0,0,0,0,0,0,0

30,07:15-07:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,19.62,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,14.67,1.46,50.45,0,0,11.88,73.4,23.85,9.5,23,0,2.51,36.91,0,4.47,37.81,0,81.45,0,0,233.17,16.15,0,0,0,0,0,0,0

31,07:30-07:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.18,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,0.59,29.78,0,0,11.88,73.4,23.85,9.5,23.28,0,2.51,36.91,0,4.47,40.25,0,93.98,0,0,233.17,11.91,0,0,0,0,0,0,0

32,07:45-08:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,20.17,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,14.67,0.59,29.78,0,0,11.88,73.4,23.85,9.5,23.42,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,11.91,0,0,0,0,0,0,0

33,08:00-08:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,22.16,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,73.4,28.9,9.5,23.56,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,9.9,0,0,0,0,0,0,0

34,08:15-08:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.7,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,73.4,28.9,9.5,23.71,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,9.9,0,0,0,0,0,0,0

35,08:30-08:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,22.16,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,73.4,28.9,9.5,25.74,0,2.51,36.91,0,4.47,43.87,0,93.98,0,0,233.17,9.9,0,0,0,0,0,0,0

36,08:45-09:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,19.51,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,73.4,28.9,9.5,25.74,0,0.93,36.91,0,4.47,34.23,0,73.33,0,0,233.17,9.9,0,0,0,0,0,0,0

37,09:00-09:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.05,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,29.78,0,0,11.88,73.4,28.9,9.5,25.74,0,0.93,36.91,0,2.24,34.23,0,73.33,0,0,233.17,9.9,0,0,0,0,0,0,0

38,09:15-09:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,18.87,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,15.5,0.59,29.78,0,0,11.88,73.4,28.9,9.5,28.36,0,0.93,36.91,0,2.24,29.84,0,58.97,0,0,233.17,9.9,0,0,0,0,0,0,0

39,09:30-09:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,19.61,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,15.5,0.59,50.45,0,0,11.88,73.4,28.9,9.5,28.49,0,0.93,36.91,0,2.24,29.84,0,60.28,0,0,233.17,9.9,0,0,0,0,0,0,0

40,09:45-10:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,50.45,0,0,11.88,73.4,28.9,9.5,28.49,0,0.93,36.91,0,2.24,29.84,0,60.28,0,0,233.17,9.9,0,0,0,0,0,0,0

41,10:00-10:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,55.05,28.9,9.5,28.49,0,3.76,36.91,0,2.24,38.48,0,80.91,0,0,233.17,9.9,0,0,0,0,0,0,0

42,10:15-10:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,17.9,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,36.7,28.9,9.5,28.49,0,3.76,36.91,0,2.24,38.48,0,80.91,0,0,233.17,9.9,0,0,0,0,0,0,0

43,10:30-10:45,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,18.16,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,18.35,28.9,9.5,23.26,0,3.76,36.91,0,2.24,43.87,0,93.98,0,0,233.17,10.27,0,0,0,0,0,0,0

44,10:45-11:00,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,17.5,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,0.59,23.4,0,0,11.88,0,28.9,9.5,23.26,0,3.76,36.91,0,2.24,43.87,0,93.98,0,0,233.17,10.31,0,0,0,0,0,0,0

45,11:00-11:15,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,18.3,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,1.46,23.4,0,0,11.88,0,28.9,9.5,23.48,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,233.17,14.76,0,0,0,0,0,0,0

46,11:15-11:30,0,108.68,0,0,77.81,8.94,403.48,126.06,120.7,40.91,4.96,18.85,32.7,18.13,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,15.5,1.46,23.4,0,0,11.88,0,28.9,9.5,23.48,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,233.17,16.1,0,0,0,0,0,0,0

47,11:30-11:45,0,108.68,0,0,53.73,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,17.95,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,23.4,0,0,14.5,0,30.83,9.5,23.48,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

48,11:45-12:00,0,108.68,0,0,53.73,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,17.35,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,23.4,0,0,14.5,0,30.83,9.5,23.48,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

49,12:00-12:15,0,108.68,0,0,61.59,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,50.45,0,0,14.5,0,30.83,9.5,23.48,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

50,12:15-12:30,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,50.45,0,0,14.5,0,30.83,9.5,23.48,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

51,12:30-12:45,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,21.25,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,25.52,0,0,14.5,0,30.83,11.48,21.78,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

52,12:45-13:00,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,8.15,18.85,32.7,18.73,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,25.52,0,0,14.5,0,30.83,11.48,21.78,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

