Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,SR/01102023/07102043/L_NR_2018_61,NR/01082024/31082024/jitpl,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/SKS-Raigarh,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01082024/15082024/APL-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2024/08/09/3684,GNA/NR/2024/08/09/6800,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36
8,01:45-02:00,16.66,16.66,39.33,39.33,0,0,0,24.0835,7.01,12.06,0,15.44,12.4,38.52,48.14,76.35,192.58,225.88,48.14,6.3,35.09,0,0,28.26,24.0835,0,50,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,52.96,272.26,0,0,0

9,02:00-02:15,16.66,17,39.67,39.67,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,38.52,48.14,76.35,192.58,225.88,48.14,6.11,35.09,0,0,28.26,26.9071,0,51,0,0,0,0,0,0,0,0,0,0,0,0,17,0,52.96,272.26,0,0,0

10,02:15-02:30,16.66,17.16,40.67,40.67,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,38.52,48.14,76.35,192.58,225.88,48.14,6.11,35.09,0,0,28.26,26.9071,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,17.17,0,52.96,272.26,0,0,0

11,02:30-02:45,16.66,17.5,41,41,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,38.52,48.14,76.35,192.58,225.88,48.14,6.11,35.09,0,0,28.26,26.9071,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,52.96,272.26,0,0,0

12,02:45-03:00,17,17.66,41,41,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,38.52,48.14,57.49,192.58,225.88,48.14,6.11,35.09,0,0,28.26,26.9071,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17.67,0,52.96,272.26,0,0,0

13,03:00-03:15,17.66,17.66,42,42,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,0,48.14,57.49,192.58,198.97,48.14,5.92,35.09,0,0,29.27,26.9071,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17.67,0,52.96,272.26,0,0,0

14,03:15-03:30,18,18.16,42.67,42.67,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,0,48.14,57.49,192.58,170.09,48.14,5.92,35.09,0,0,29.27,26.9071,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,18.17,0,52.96,272.26,0,0,0

15,03:30-03:45,18.66,18.5,42.67,42.67,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,0,48.14,57.49,192.58,170.09,48.14,5.92,35.09,0,0,29.27,26.9071,0,55.5,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,52.96,272.26,0,0,0

16,03:45-04:00,19.34,18.66,42.33,42.33,0,0,0,26.9071,7.01,12.06,0,18.66,12.4,0,48.14,57.49,192.58,170.09,48.14,5.92,35.09,0,0,29.27,26.9071,0,56,0,0,0,0,0,0,0,0,0,0,0,0,18.67,0,52.96,272.26,0,0,0

17,04:00-04:15,17.34,20.5,48.33,48.33,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.74,35.09,0,0,29.27,26.9071,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,52.96,231.1,0,0,0

18,04:15-04:30,17.34,20.34,48.67,48.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.74,35.09,0,0,29.27,26.9071,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20.33,0,52.96,231.1,0,0,0

19,04:30-04:45,17.66,20.5,48,48,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.74,35.09,0,0,30.77,26.9071,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,52.96,231.1,0,0,0

20,04:45-05:00,17.66,20.5,48.67,48.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.74,35.09,0,0,30.77,26.9071,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,52.96,192.58,0,0,0

21,05:00-05:15,18,18.16,41.67,41.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.56,35.09,0,0,30.77,26.9071,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,18.17,0,52.96,192.58,0,0,0

22,05:15-05:30,18.66,18.16,41.67,41.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.56,35.09,0,0,30.77,26.9071,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,18.17,0,52.96,192.58,0,0,0

23,05:30-05:45,16.34,18.34,41.67,41.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.56,35.09,0,0,30.77,26.9071,0,55,0,0,0,0,0,0,0,0,0,0,0,0,18.33,0,52.96,192.58,0,0,0

24,05:45-06:00,16.34,18.34,40.67,40.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,57.49,192.58,170.09,48.14,5.56,35.09,0,0,30.77,26.9071,0,55,0.46,0,0,0,0,0,0,0,0,0,0,0,18.33,0,52.96,231.1,0,0,0

25,06:00-06:15,16,17.84,41,41,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,76.35,192.58,225.88,48.14,5.37,35.09,0,0,29.77,26.9071,0,53.5,2.33,1,9.28,0,5.7,1,2.05,1,0.41,1,0.82,9.39,17.83,0,52.96,272.26,0,0,0

26,06:15-06:30,16.66,18.16,41.33,41.33,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,76.35,192.58,225.88,48.14,5.37,35.09,0,0,29.77,26.9071,1,54.5,4.82,4,14.59,0,7.6,2,4.63,1,0.92,2,2.92,14.78,18.17,0,52.96,272.26,0.35,0.35,0.36

27,06:30-06:45,17,18.34,42.33,42.33,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,76.35,192.58,225.88,48.14,5.37,35.09,0,0,28.26,26.9071,3,55,7.08,7,23.93,0,11.4,3,8.31,3,1.66,5,4.94,24.24,18.33,0,52.96,272.26,0.7,0.7,0.71

28,06:45-07:00,17.66,18.34,43.67,43.67,0,0,0,26.9071,7.01,12.06,0,18.2,12.4,0,48.14,76.35,192.58,225.88,48.14,5.37,35.09,0,0,28.26,26.9071,4,55,9.63,14,33,0,15.2,5,13.83,6,2.77,8,7.94,33,18.33,0,52.96,272.26,1.03,1.03,1.06

29,07:00-07:15,18,15,35.33,35.33,0,0,0,26.9071,7.01,12.05,0,17.74,12.4,0,48.14,76.35,192.58,225.88,48.14,5.37,35.09,0,0,28.26,26.9071,5,45,13.02,21,33,0,17.1,7,18.99,9,3.8,10,11,33,15,0,52.96,272.26,1.58,1.58,1.63

30,07:15-07:30,18.34,15.5,34.67,34.67,0,0,0,26.9071,7.01,12.85,0,17.74,12.4,0,48.14,57.49,192.58,225.88,48.14,5.37,35.09,0,0,28.26,26.9071,6,46.5,17.3,28,33,0,20.9,9.5,28.23,12,5.65,12,14,33,15.5,0,52.96,272.26,2.01,2.01,2.06

31,07:30-07:45,18,16.16,41,41,0,0,0,26.9071,7.01,13.26,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.37,35.09,0,0,28.26,26.9071,7,48.5,22.23,39,32.67,0,32.67,11,32.22,16,6.44,15,17,32.66,16.17,0,52.96,231.1,2.55,2.55,2.62

32,07:45-08:00,18,17,40.67,40.67,0,0,0,26.9071,7.01,12.32,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.37,35.09,0,0,28.26,26.9071,8,51,27.53,49,33,0,33,14,37.41,21,7.48,18,21,33,17,0,52.96,192.58,2.98,2.98,3.06

33,08:00-08:15,17.34,17.84,41,41,0,0,0,26.9071,7.01,12.48,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.23,35.09,0,0,29.27,26.9071,12,53.5,32.96,53,33,0,33,17,58.71,22,11.74,26,23,33,17.83,0,62.59,149.74,3.16,3.16,3.24

34,08:15-08:30,18,18.84,42,42,0,0,0,26.9071,7.01,11.63,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.23,35.09,0,0,29.27,26.9071,15,56.5,38.61,63,33,0,33,20,71.14,27,14.23,30,29,33,18.83,0,67.4,149.74,3.52,3.52,3.6

35,08:30-08:45,16.66,17.5,40,40,0,0,0,26.9071,7.01,6.88,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.23,35.09,0,0,30.28,26.9071,14,52.5,44.08,70,33,0,33,21.5,83.09,30,16.62,29,36,33,17.5,0,77.03,149.74,3.8,3.8,3.9

36,08:45-09:00,17,17.84,40.67,40.67,0,0,0,26.9071,7.01,7.66,0,17.74,12.4,0,48.14,57.49,192.58,170.09,48.14,5.23,35.09,0,0,30.78,26.9071,16,53.5,49.32,81,33,0,33,24.5,94.76,34,18.95,34,43,33,17.83,0,86.66,149.74,4,4,4.1

37,09:00-09:15,17.34,18.16,41.33,41.33,0,0,0,26.9071,7.01,8.43,0,17.74,12.4,0,0,57.49,0,170.09,0,5.23,35.09,0,0,29.77,26.9071,18,54.5,54.22,88,33,0,33,21.5,107.83,37,21.57,39,40,33,18.17,0,86.66,149.74,4.39,4.39,4.51

38,09:15-09:30,17.66,18.5,42.67,42.67,0,0,0,26.9071,7.01,9.09,0,17.74,12.4,0,0,57.49,0,170.09,0,5.23,35.09,0,0,29.77,26.9071,21,55.5,58.53,98,33,0,33,24.5,121.59,42,24.32,44,43,33,18.5,0,86.66,149.74,5.25,5.25,5.38

39,09:30-09:45,18,19.16,43,43,0,0,0,26.9071,7.01,8.64,3.76,17.74,12.4,0,0,57.49,0,170.09,0,5.23,35.09,0,0,28.26,26.9071,27,57.5,62.24,119,33,0,33,26,161.73,51,32.35,56,47,33,19.17,0,100.31,231.1,5.95,5.95,6.1

40,09:45-10:00,18.34,20,44.67,44.67,0,0,0,26.9071,7.01,9.29,3.76,17.74,12.4,0,0,57.49,0,170.09,0,5.23,35.09,0,0,28.26,26.9071,29,60,65.42,126,33,0,33,26,176.72,54,35.34,61,50,33,20,0,100.31,272.26,7.13,7.13,7.31

41,10:00-10:15,19.34,20.84,46.33,46.33,0,0,0,26.9071,7.01,9.16,0,15.44,12.4,0,0,57.49,0,145.32,0,5,35.09,0,0,28.26,26.9071,31,62.5,68.26,126,33,0,33,29,186.08,54,37.21,64,53,33,20.83,0,100.31,231.1,7.6,7.6,7.79

42,10:15-10:30,20.34,21.66,46.67,46.67,0,0,0,26.9071,7.01,8.63,0,15.44,12.4,0,0,57.49,0,145.32,0,5,35.09,0,0,28.26,26.9071,32,65,70.73,133,33,0,33,30,195.43,57,39.09,68,56,33,21.67,0,100.31,272.26,8.3,8.3,8.51

43,10:30-10:45,20.66,22.5,48.33,48.33,0,0,0,26.9071,7.01,8.1,0,15.44,12.4,0,0,57.49,0,201.11,0,5,35.09,0,0,27.25,26.9071,37,67.5,73.08,140,33,0,33,35,204.79,60,40.96,78,63,33,22.5,0,100.31,272.26,9.33,9.33,9.56

44,10:45-11:00,21.34,23.34,49.33,49.33,0,0,0,26.9071,7.01,7.56,0,15.44,12.4,0,0,57.49,0,201.11,0,5,35.09,0,0,26.24,26.9071,39,70,75.32,151,33,0,33,36,214.16,64,42.83,81,67,33,23.33,0,100.31,272.26,10.02,10.02,10.27

45,11:00-11:15,22,24.16,60,60,0,0,0,26.9071,7.01,7.03,0,15.44,12.4,0,0,57.49,0,188.68,0,5,35.09,0,0,26.24,26.9071,34,72.5,77.06,112,33,0,33,38,220.83,48,44.17,70,73,33,24.17,0,100.31,272.26,10.29,10.29,10.54

46,11:15-11:30,22.34,24.84,61.33,61.33,0,0,0,26.9071,7.01,6.5,0,15.44,12.4,0,0,57.49,0,188.68,0,5,35.09,0,0,26.24,26.9071,35,74.5,78.25,116,33,0,33,38,229.17,49,45.83,72,75,33,24.83,0,100.31,272.26,10.63,10.63,10.9

47,11:30-11:45,22.34,25,62,62,0,0,0,26.9071,7.01,5.93,0,15.44,12.4,0,0,57.49,0,190.61,0,5.56,35.09,0,0,26.24,26.9071,40,75,78.87,158,33,0,33,41,229.17,67,45.83,80,85,33,25,0,100.31,272.26,10.62,10.62,10.89

48,11:45-12:00,22.66,25.16,63.67,63.67,0,0,0,26.9071,7.01,5.82,0,15.44,12.4,0,0,57.49,0,185.79,0,5.56,35.09,0,0,27.25,26.9071,40,75.5,79.33,161,33,0,33,41,229.17,69,45.83,80,85,33,25.17,0,100.31,272.26,10.62,10.62,10.89

49,12:00-12:15,22.66,26,65,65,0,0,0,26.9071,7.01,6.06,0,12.68,12.4,0,0,57.49,0,166.53,0,5.56,33.01,0,0,27.25,26.9071,43,78,81.64,181,33,0,33,44,229.17,77,45.83,87,86,33,26,0,86.66,272.26,10.62,10.62,10.89

50,12:15-12:30,22.66,26.5,66.33,66.33,0,0,0,26.9071,7.01,6.06,0,12.68,12.4,0,0,76.35,0,226.84,0,5.56,33.01,0,0,27.25,26.9071,43,79.5,82.66,181,33,0,33,44,229.17,77,45.83,87,86,33,26.5,0,86.66,272.26,10.62,10.62,10.89

51,12:30-12:45,23.66,27,76.67,76.67,0,0,0,26.9071,7.01,4.5,0,12.68,12.4,0,0,76.35,0,226.84,0,5.56,33.01,0,0,27.25,26.9071,43,81,84.39,181,33,0,33,43,229.17,77,45.83,87,85,33,27,0,86.66,272.26,10.62,10.62,10.89

52,12:45-13:00,24,27.66,76.67,76.67,0,0,0,26.9071,7.01,4.5,0,12.68,12.4,0,0,76.35,0,226.84,0,5.56,33.01,0,0,27.25,26.9071,43,83,85.24,181,33,0,33,43,229.17,77,45.83,87,85,33,27.67,0,86.66,272.26,10.62,10.62,10.89

53,13:00-13:15,24.34,27.66,76.67,76.67,0,0,0,26.9071,8.01,4.5,0,12.68,12.4,0,0,57.49,0,226.84,0,5.92,33.01,0,0,28.26,26.9071,43,83,84.7,181,33,0,33,38,229.17,77,45.83,87,80,33,27.67,0,86.66,272.26,10.62,10.62,10.89

54,13:15-13:30,25,27.84,76.67,76.67,0,0,0,26.9071,9.61,4.5,0,12.68,12.4,0,0,76.35,0,226.84,0,5.92,33.01,0,0,28.26,26.9071,43,83.5,83.36,181,33,0,33,38,229.17,77,45.83,87,77,33,27.83,0,86.66,272.26,10.62,10.62,10.89

55,13:30-13:45,24.66,27.84,76.67,76.67,0,0,0,26.9071,11.01,4.5,0,12.68,12.4,0,0,76.35,0,226.84,0,5.92,33.01,0,0,28.26,26.9071,43,83.5,81.88,181,33,0,33,35,229.17,77,45.83,87,77,33,27.83,0,86.66,272.26,10.62,10.62,10.89

56,13:45-14:00,25,28,76.67,76.67,0,0,0,26.9071,12.01,4.5,0,12.68,12.4,0,0,76.35,0,226.84,0,5.92,33.01,0,0,26.24,26.9071,43,84,79.43,181,33,0,33,35,229.17,77,45.83,87,77,33,28,0,86.66,272.26,10.62,10.62,10.89

57,14:00-14:15,25.34,28.16,76.67,76.67,0,0,0,26.9071,12.41,4.43,0,12.68,12.4,0,0,76.35,0,226.84,0,6.3,33.01,0,0,26.24,26.9071,42,84.5,77.82,179,33,0,33,38,229.17,76,45.83,88,75,33,28.17,0,100.31,272.26,10.62,10.62,10.89

58,14:15-14:30,25.66,28.16,76.67,76.67,0,0,0,26.9071,13.6,4.43,0,12.68,12.4,0,0,76.35,0,226.84,0,6.3,33.01,0,0,27.25,26.9071,41,84.5,76.23,172,33,0,33,35,220.83,73,44.17,87,75,33,28.17,0,100.31,272.26,10.62,10.62,10.89

59,14:30-14:45,25.66,28.34,76.67,76.67,0,0,0,26.9071,15,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,6.3,33.01,0,0,28.76,26.9071,38,85,74.02,151,33,0,33,35,208.33,64,41.67,80,73,33,28.33,0,100.31,272.26,10.62,10.62,10.89

60,14:45-15:00,25.34,28.5,76.67,76.67,0,0,0,26.9071,16.2,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,6.3,33.01,0,0,28.76,26.9071,37,85.5,71.25,144,33,0,33,35,195.83,61,39.17,76,70,33,28.5,0,100.31,272.26,10.62,10.62,10.89

61,15:00-15:15,25,28.5,76.67,76.67,0,0,0,26.9071,11.01,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,5.74,33.01,0,33.7,28.76,26.9071,35,85.5,62.08,126,33,0,33,34,179.17,54,35.83,72,60,33,28.5,0,100.31,272.26,10.62,10.62,10.89

62,15:15-15:30,25,28.66,76.67,76.67,0,0,0,26.9071,11.61,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,5.74,33.01,0,33.7,28.76,26.9071,32,86,58.71,123,33,0,33,32,158.33,52,31.67,68,60,33,28.67,0,100.31,272.26,10.13,10.13,10.38

63,15:30-15:45,25,28.5,76.67,76.67,0,0,0,26.9071,24.01,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,5.74,33.01,0,33.7,28.76,26.9071,27,85.5,55.64,105,33,0,33,29,146.62,45,29.32,58,57,33,28.5,0,100.31,272.26,9.37,9.37,9.6

64,15:45-16:00,25,28.5,76.67,76.67,0,0,0,26.9071,23.81,4.43,0,12.68,12.4,0,0,76.35,0,261.43,0,5.74,33.01,0,33.7,29.26,26.9071,25,85.5,52.41,98,33,0,33,26,135.58,42,27.12,53,55,33,28.5,0,100.31,272.26,8.74,8.74,8.95

65,16:00-16:15,30,33.34,79.33,79.33,0,0,0,26.9071,23.61,4.43,3.76,18.2,12.4,0,0,76.35,0,261.43,0,5.92,33.01,0,33.7,29.77,26.9071,23,100,48.61,67,33,0,33,23,124.39,28,24.88,49,42,33,33.33,0,100.31,272.26,8.18,8.18,8.39

66,16:15-16:30,30,33.16,79.67,79.67,0,0,0,26.9071,24.01,5.4,3.76,18.2,12.4,0,0,76.35,0,261.43,0,5.92,33.01,0,33.7,29.77,26.9071,21,99.5,44.14,56,33,0,33,22,113.21,24,22.64,44,40,33,33.17,0,100.31,272.26,7.29,7.29,7.47

67,16:30-16:45,30,32.66,79,79,0,0,0,26.9071,24.01,4.43,3.5,18.2,12.4,0,0,76.35,0,261.43,0,5.92,33.01,0,33.7,29.77,26.9071,18,98,39.37,32,33,0,33,18,102.02,13,20.4,37,33,33,32.67,0,100.31,272.26,6.57,6.57,6.73

68,16:45-17:00,30,32.66,79,79,0,0,0,26.9071,24.01,4.43,3.5,18.2,12.4,0,0,76.35,0,261.43,0,5.92,33.01,0,33.7,29.77,26.9071,15,98,34.89,32,33,0,22.5,14,90.83,13,18.17,30,30,33,32.67,0,100.31,272.26,5.63,5.63,5.79

69,17:00-17:15,30.34,35.16,77.33,77.33,0,0,0,26.9071,24.01,4.43,3.5,18.2,12.4,0,48.14,76.35,192.58,261.43,48.14,6.2,33.01,0,33.7,29.26,26.9071,15,105.5,29.1,46,33,0,15.6,10,37.88,19,7.58,30,27,33,35.17,0,100.31,272.26,4.62,4.62,4.74

70,17:15-17:30,30,34.66,74.67,74.67,0,0,0,26.9071,24.01,4.43,3.5,18.2,12.4,0,48.14,76.35,192.58,261.43,48.14,6.2,33.01,0,33.7,29.26,26.9071,11,104,21.2,35,29.65,0,7.8,8.5,31.03,15,6.21,24,22,30.02,34.67,0,100.31,272.26,3.77,3.77,3.87

71,17:30-17:45,29.34,34.34,82,82,0,0,0,26.9071,25.21,4.43,3.5,18.2,12.4,0,48.14,76.35,192.58,261.43,48.14,6.2,33.01,0,33.7,29.26,26.9071,11,103,14.46,49,23.62,0,2.6,7.5,24.19,21,4.84,24,13,23.92,34.33,0,100.31,272.26,2.83,2.83,2.9

72,17:45-18:00,28.66,34.34,81.67,81.67,0,0,0,26.9071,27.01,4.43,3.5,18.2,12.4,0,48.14,76.35,192.58,261.43,48.14,6.2,33.01,0,33.7,29.26,26.9071,9,103,9.58,39,18.37,0,0,7,17.34,16,3.47,19,12,18.6,34.33,0,100.31,272.26,2.13,2.13,2.17

73,18:00-18:15,28.34,34.16,81,81,0,0,0,24.0835,20.01,4.43,0,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,6.48,33.01,0,33.7,29.77,24.0835,7,102.5,5.91,25,0,0,0,7,28.12,10,5.63,15,11,0,34.17,0,100.31,272.26,1.64,1.64,1.68

74,18:15-18:30,28,33.66,80.33,80.33,0,0,0,24.0835,20.41,4.43,0,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,6.48,33.01,0,33.7,29.77,24.0835,5,101,3.76,18,0,0,0,5,21.05,7,4.21,10,8,0,33.67,0,100.31,272.26,1.2,1.2,1.23

75,18:30-18:45,27,33.66,80,80,0,0,0,24.0835,21.01,4.43,0,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,6.94,33.01,0,33.7,29.77,24.0835,3,101,2.36,7,0,0,0,3,13.98,3,2.79,6,6,0,33.67,0,100.31,272.26,0.66,0.66,0.68

76,18:45-19:00,27,33,80,80,0,0,0,24.0835,21.61,4.43,0,18.2,12.4,0,48.14,86.85,192.58,261.43,48.14,6.94,33.01,0,33.7,29.77,24.0835,1,99,0.84,4,0,0,0,2,6.9,1,1.38,3,4,0,33,0,100.31,272.26,0.39,0.39,0.4

77,19:00-19:15,26.66,32.5,79.33,79.33,0,0,0,31.3377,22.41,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,29.27,0,0,97.5,0,1,0,0,0,1,3.88,0,0.78,0,2,0,32.5,0,100.31,272.26,0.09,0.09,0.09

78,19:15-19:30,26,31.34,78.67,78.67,0,0,0,31.3377,22.81,4.43,7.92,18.2,12.4,0,48.14,86.85,192.58,130.71,48.14,7.22,57.73,192.58,33.7,29.27,0,0,94,0,1,0,0,0,0,1.73,0,0.34,0,1,0,31.33,0,100.31,272.26,0.01,0.01,0.01

