Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2024/12/01/7739,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06
85,21:00-21:15,0,0,0,0,0,0,0,0,5,5,13,0,11.81,15,13,0,6.67,0,26.24,0,2.01,115.12,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,76.29,0,0,0,114.9,0

86,21:15-21:30,0,0,0,0,0,0,0,0,5,5,13,0,11.21,15,13,0,6.67,0,26.24,0,2.01,95.93,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,76.29,0,0,0,114.9,0

87,21:30-21:45,0,0,0,0,0,0,0,0,5,5,13,0,11.21,15,13,0,6.67,0,26.24,0,2.01,115.12,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,76.29,0,0,0,114.9,0

88,21:45-22:00,0,0,0,0,0,0,0,0,5,5,13,0,10.8,15,13,0,6.67,0,26.24,0,2.01,115.12,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,76.29,0,0,0,114.9,0

89,22:00-22:15,0,0,0,0,0,0,0,0,5,5,13,0,10.8,15,13,0,6.67,0,26.24,0,2.01,95.93,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

90,22:15-22:30,0,0,0,0,0,0,0,0,5,5,13,0,10,15,13,0,6.67,0,26.24,0,2.01,95.93,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

91,22:30-22:45,0,0,0,0,0,0,0,0,5,5,15.67,0,9.2,15,15.66,0,6.67,0,26.24,0,2.01,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

92,22:45-23:00,0,0,0,0,0,0,0,0,5,5,15,0,8.6,15,15,0,6.67,0,26.24,0,2.01,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

93,23:00-23:15,0,0,0,0,0,0,0,0,5,5,20,0,8.2,15,20,0,6.67,0,26.24,0,1.92,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

94,23:15-23:30,0,0,0,0,0,0,0,0,5,5,18.33,0,8,15,18.34,0,6.67,0,26.24,0,1.92,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

95,23:30-23:45,0,0,0,0,0,0,0,0,5,5,16.67,0,8,15,16.66,0,6.67,0,26.24,0,1.92,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

96,23:45-24:00,0,0,0,0,0,0,0,0,5,5,17,0,8,15,17,0,6.67,0,26.24,0,1.92,74.6,0,25.9,25.9,1.66,0,0,0.93,150,8.63,95.13,250,25.9,34.98,8.63,50,1.3,76.29,0,31.71,0,114.9,0

