Block,Time Block,BSIUL,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,KUDGI,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,DHAULIGNGA,DADRT2,DULHASTI,RIHAND2,RIHAND3,AURY_RF,DADRI_CRF,DADRI_GF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,DADRI_LF,DADRI_RF,KKNPPU2,KOLDAM,KOTESHWR,FSTPP I & II,KKNP,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,JHAJJAR,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,URI,VALLURNTECL,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,TANAKPUR,TALST2,NAPP,NLCEXP,NJPC,NLCIIST1,MAPS,RIHAND1,RAMPUR,PARBATI3,RAPPC,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST2,SEWA2,SIMHST1,SASAN,SINGRAULI_HYDRO,SINGRAULI,SALAL,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,6.32,10.53,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.1,0,0.86,20.04,26.75,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,3.4,58.67,0,0,0,0,0,0,149.37,0,98.15,76.94,1.42,0,0,0,0,0

7,01:30-01:45,6.32,11.64,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.1,0,0.86,20.04,48.68,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,3.4,58.67,0,0,0,0,0,0,149.37,0,90.6,76.94,1.42,0,0,0,0,0

8,01:45-02:00,6.32,11.31,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.1,0,0.86,20.04,48.68,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,3.4,58.67,0,0,0,0,0,0,149.37,0,90.6,76.94,1.42,0,0,0,0,0

9,02:00-02:15,6.32,10.7,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.1,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,49.56,1.42,0,0,0,0,0

10,02:15-02:30,6.32,10.54,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.1,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

11,02:30-02:45,6.32,10.64,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.11,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

12,02:45-03:00,6.32,12.61,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.11,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,12.6,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

13,03:00-03:15,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,507.07,35.63,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,11.42,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

14,03:15-03:30,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,332.46,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.54,41.72,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,11.42,0,44.76,0,123.84,0,0,45.87,2.66,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

15,03:30-03:45,6.32,14.04,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,420.16,41.11,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.42,0,0,0,0,0

16,03:45-04:00,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.54,41.11,0,0.86,20.04,21.4,0,2.71,68.69,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,37.17,1.28,0,0,0,0,0

17,04:00-04:15,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,464.82,41.16,0,0.86,20.04,26.75,0,2.71,68.69,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,49.56,2.85,0,0,0,0,0

18,04:15-04:30,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,340.26,41.11,0,0.86,20.04,26.75,0,2.71,68.69,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,49.56,2.85,0,0,0,0,0

19,04:30-04:45,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,41.11,0,0.86,20.04,26.75,0,2.71,68.69,0,19.93,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,2.71,0,0,0,0,0

20,04:45-05:00,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,423.21,35.63,0,0.86,20.04,26.75,0,2.71,68.69,0,19.93,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,2.71,0,0,0,0,0

21,05:00-05:15,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,379.6,35.63,0,0.86,20.04,19.26,0,2.71,68.69,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,2.72,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,2.41,0,0,0,0,0

22,05:15-05:30,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,379.6,35.62,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,4.09,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,2.14,0,0,0,0,0

23,05:30-05:45,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,379.6,35.62,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,8.17,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,2,0,0,0,0,0

24,05:45-06:00,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,19.79,0,0,0,95.82,43.54,0,379.6,35.62,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.85,0,0,0,0,0

25,06:00-06:15,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,37.45,19.79,0,0,0,95.82,43.54,0,379.6,35.62,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.71,0,0,0,0,0

26,06:15-06:30,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,37.45,19.79,0,0,0,95.82,43.54,0,379.6,35.62,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.71,0,0,0,0,0

27,06:30-06:45,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,37.45,19.79,0,0,0,95.82,43.54,0,379.81,18.38,0,0.86,20.04,16.58,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,35.41,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.71,0,0,0,0,0

28,06:45-07:00,6.32,14.54,20.71,27.47,40.85,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,37.45,19.79,0,0,0,95.82,43.54,0,435.04,19.02,0,0.86,20.04,16.58,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,35.41,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.71,0,0,0,0,0

29,07:00-07:15,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,16.88,0,0,0,82.6,37.52,0,467.15,19.02,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,35.41,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.85,0,0,0,0,0

30,07:15-07:30,6.32,14.54,20.71,27.47,27.23,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,16.88,0,0,0,94.39,43.17,0,401.25,19.02,0,0.86,20.04,19.26,0,2.71,74.53,0,17.16,11.42,0,44.76,0,148.62,0,0,45.87,3.19,4.09,58.67,0,0,0,0,0,0,149.37,0,90.6,61.95,1.85,0,0,0,0,0

31,07:30-07:45,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,32.1,0,2.71,71.75,0,15.01,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,155.73,0,96.65,61.95,1.85,0,0,0,0,0

32,07:45-08:00,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,331.04,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,32.1,0,2.71,71.75,0,15.01,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,160.2,0,104.2,61.95,1.85,0,0,0,0,0

33,08:00-08:15,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,295.66,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,32.1,0,2.71,53.82,0,20.31,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,166.63,0,105.7,49.56,1.85,0,0,0,0,0

34,08:15-08:30,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,293.61,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0,390.09,19.02,0,1.57,15.76,32.1,0,2.71,53.82,0,20.31,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,171.11,0,105.7,49.56,2,0,0,0,0,0

35,08:30-08:45,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,293.61,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,28.09,20.16,0,0,0,95.82,43.54,0,390.09,19.02,0,1.57,15.76,32.1,0,2.71,35.88,0,20.31,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,177.54,0,105.7,49.56,2.14,0,0,0,0,0

36,08:45-09:00,6.32,14.54,20.71,27.47,13.62,0,0,0,0,0,29.3,293.61,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,28.09,20.16,0,0,0,95.82,43.54,0,390.09,19.02,0,1.57,15.76,32.1,0,2.71,35.88,0,20.31,11.42,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,0,0,187.27,0,105.7,49.56,2.14,0,0,0,0,0

37,09:00-09:15,6.32,14.54,20.71,27.47,11.49,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,1.07,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,14.98,58.67,0,0,0,0,0,0,199.02,0,105.7,49.56,2.14,0,0,0,0,0

38,09:15-09:30,6.32,14.54,20.71,27.47,4.59,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,14.98,58.67,0,0,0,0,0,0,210.25,0,105.7,49.56,2.14,0,0,0,0,0

39,09:30-09:45,6.32,14.54,20.71,27.47,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,3.82,58.67,0,0,0,0,0,0,221.15,0,105.7,49.56,2.28,0,0,0,0,0

40,09:45-10:00,6.32,14.54,20.71,27.47,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,28.09,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,3.82,58.67,0,0,0,0,0,0,232.06,0,105.7,49.56,2.28,0,0,0,0,0

41,10:00-10:15,6.32,14.54,20.71,27.47,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,3.82,58.67,0,0,0,0,0,0,242.96,0,105.7,49.56,2.28,0,0,0,0,0

42,10:15-10:30,6.32,14.54,20.71,27.47,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,380.9,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,257.13,0,105.7,49.56,2.41,0,0,0,0,0

43,10:30-10:45,6.32,14.54,20.71,26.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,2.41,0,0,0,0,0

44,10:45-11:00,6.32,14.54,20.71,26.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,30.49,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,2.41,0,0,0,0,0

45,11:00-11:15,6.32,14.54,10.36,26.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,48.68,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,4.56,0,0,0,0,0

46,11:15-11:30,6.32,14.54,10.36,26.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,48.68,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,4.56,0,0,0,0,0

47,11:30-11:45,6.32,14.54,10.36,26.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,40.66,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

48,11:45-12:00,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,40.66,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,3.82,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

49,12:00-12:15,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,18.72,16.88,0,0,0,95.82,43.54,0,403.6,19.02,0,0.86,35.23,21.4,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

50,12:15-12:30,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,403.6,19.02,0,0.86,35.23,21.4,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

51,12:30-12:45,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,403.6,19.02,0,0.86,35.23,21.4,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

52,12:45-13:00,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.13,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,403.6,19.02,0,0.86,35.23,21.4,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,38.29,11.97,0,0,0,0,0

53,13:00-13:15,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,34.24,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,50.67,11.97,0,0,0,0,0

54,13:15-13:30,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,34.24,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,261.68,0,105.7,50.67,11.97,0,0,0,0,0

55,13:30-13:45,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,16.88,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,273.92,0,105.7,50.67,11.97,0,0,0,0,0

56,13:45-14:00,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,18.72,20.16,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,120.34,0,0,45.87,2.59,0,58.67,0,0,0,0,0,0,285.98,0,105.7,50.67,11.12,0,0,0,0,0

