Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,NR/01032024/15032024/HP-62,NR/01102023/19072037/LT-05,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01032024/22032024/HP-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/03032024/03032024/IEX_240302_06517_GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/22032024/HP-56,NR/01102023/30042040/GNA_LT_36
18,04:15-04:30,149.200000,6.360000,0,96.46,6.81,0,17.66,64,0,21.34,21.33,144.690000,58.33,58.33,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,107.070000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,26.040000,76.680000,0.000000

19,04:30-04:45,149.200000,6.360000,0,96.46,6.81,0,14.66,51,0,17,17,144.690000,55,55,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,107.070000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,26.040000,76.680000,0.000000

20,04:45-05:00,149.200000,6.360000,0,96.46,6.81,0,14,49.5,0,16.5,16.5,144.690000,52,52,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,107.070000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,26.040000,76.680000,0.000000

21,05:00-05:15,149.200000,6.360000,0,96.46,6.81,0,13.34,48,0,16,16,144.690000,49.67,49.67,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.000000,0.000000,25.690000,25.690000,107.070000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,25.080000,76.680000,0.000000

22,05:15-05:30,149.200000,6.360000,0,96.46,6.81,0,13.34,46.5,0,15.5,15.5,144.690000,48,48,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.000000,0.000000,25.690000,25.690000,107.070000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,25.080000,76.680000,0.000000

23,05:30-05:45,149.200000,6.360000,0,96.46,6.81,0,13,45,0,15,15,144.690000,44,44,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,137.680000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,25.080000,76.680000,0.000000

24,05:45-06:00,192.920000,6.360000,0,96.46,6.81,0,12.66,44,0,14.66,14.67,144.690000,43.33,43.33,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,166.620000,32.830000,54.980000,40.510000,0.000000,0.000000,0.000000,1.710000,25.080000,76.680000,0.000000

25,06:00-06:15,231.500000,6.170000,0,96.46,6.81,0,12.34,42.5,0,14.16,14.17,144.690000,42,42,0,0,48.23,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,171.550000,0.000000,54.980000,78.410000,0.000000,0.000000,0.000000,1.710000,25.080000,0.000000,0.000000

26,06:15-06:30,192.920000,6.170000,0,96.46,6.81,0,12,41.5,0,13.84,13.83,144.690000,39.67,39.67,0,0,48.23,96.46,0.1,0,0,0,0,0,0,0.02,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,166.620000,0.000000,54.980000,59.440000,0.000000,0.000000,0.000000,1.710000,24.120000,0.000000,0.000000

27,06:30-06:45,231.500000,6.170000,1.55,96.46,6.81,0,11.34,50.67,0.0487,16.9,16.89,144.690000,37.33,37.33,1.55,0,48.23,96.46,0.22,0,0,0,0,0,0,0.04,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,137.680000,0.000000,54.980000,59.440000,0.000000,0.000000,0.000000,1.710000,23.150000,0.000000,0.000000

28,06:45-07:00,271.290000,6.170000,4.55,96.46,6.81,0,10.66,50.19,1.68502,16.72,16.73,144.690000,35.33,35.33,4.55,2,48.23,96.46,0.7,0,0,0,0,0,0,0.14,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,166.620000,0.000000,54.980000,59.440000,0.000000,0.000000,0.000000,1.710000,23.150000,0.000000,0.000000

29,07:00-07:15,271.290000,6.170000,10.41,96.46,6.81,0,10.34,48.67,4.87,16.22,16.22,144.690000,34.33,34.33,10.4,7,48.23,96.46,2.15,0,0,1,0,0,1,0.43,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,166.620000,0.000000,54.980000,59.440000,0.000000,0.000000,0.000000,1.550000,22.190000,0.000000,0.000000

30,07:15-07:30,271.290000,6.170000,19.46,96.46,6.81,0,9.66,47.24,8.35692,15.73,15.75,144.690000,33.67,33.67,19.45,15,48.23,96.46,5.91,1,0,2,0,0,4,1.18,0,1,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,25.690000,25.690000,166.620000,0.000000,54.980000,59.440000,0.540000,0.000000,0.540000,1.550000,22.190000,0.000000,0.550000

31,07:30-07:45,271.290000,6.170000,22.2,96.46,6.81,0,9,45.75,12.3698,15.26,15.25,144.690000,33,33,22.2,22.2,48.23,96.46,11.83,4,0,3,0.33,2,11,2.36,0,4,0.000000,0.000000,47.270000,48.230000,0.950000,0.000000,25.690000,25.690000,171.550000,0.000000,54.980000,59.440000,1.100000,0.000000,1.100000,1.550000,21.220000,0.000000,1.130000

32,07:45:08:00,271.290000,6.170000,23.03,96.46,6.81,0,8.34,44.08,17.0937,14.7,14.69,144.690000,32,32,23.04,23.03,48.23,96.46,26.13,11,0,6,4.98,6,18,5.22,0,7,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,24.260000,25.690000,193.640000,0.000000,53.030000,77.930000,1.870000,0.000000,1.870000,1.550000,21.220000,0.000000,1.920000

33,08:00-08:15,271.290000,5.990000,25.03,96.46,6.81,0,8,40.44,22.4507,13.48,13.48,144.690000,32.1,32.1,25.04,25.03,48.23,96.46,41.68,21,0,10,10.21,11,42,8.34,0,18,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,53.030000,77.930000,3.110000,96.460000,3.110000,1.550000,21.220000,0.000000,3.190000

34,08:15-08:30,271.290000,5.990000,26.7,96.46,6.81,0,7.66,37.73,28.1973,12.57,12.58,144.690000,32.35,32.35,26.7,26.7,48.23,96.46,61.86,31,0,14.44,19.75,15,63,12.37,0,27,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,88.400000,77.930000,4.480000,96.460000,4.480000,1.550000,20.260000,0.000000,4.590000

35,08:30-08:45,271.290000,5.990000,27.53,96.46,6.81,0,7.34,35.08,34.06078,11.69,11.69,144.690000,32.37,32.37,27.54,27.53,48.23,96.46,86.89,39,0,19.31,29.09,20,84,17.38,0,36,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,77.170000,77.930000,5.750000,96.460000,5.750000,1.550000,20.260000,0.000000,5.890000

36,08:45:09:00,271.290000,5.990000,28.2,96.46,6.81,0,7.34,32.74,40.00218,10.93,10.91,144.690000,34.3,34.3,28.2,28.2,48.23,96.46,111.03,49,0,25.11,38.29,24,102,22.2,0,43,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,77.930000,7.150000,96.460000,7.150000,1.550000,20.260000,0.000000,7.330000

37,09:00:09:15,271.290000,5.800000,28.2,96.46,6.81,0,8.66,39.75,46.3137,13.25,13.25,144.690000,34.76,34.76,28.2,28.2,48.23,96.46,129.23,60,28.94,28.81,46.85,30,119,25.84,17.56,51,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,77.930000,8.280000,96.460000,8.280000,1.550000,20.260000,0.000000,8.490000

38,09:15-09:30,271.290000,5.800000,30.2,96.46,6.81,0,8.66,39.25,52.90768,13.09,13.08,144.690000,31.83,31.83,30.2,30.2,48.23,96.46,147.43,67,28.94,32.14,54.55,33,137,29.48,17.56,58,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,78.410000,9.730000,96.460000,9.730000,1.550000,20.260000,0.000000,9.980000

39,09:30-09:45,271.290000,5.800000,30.2,96.46,6.81,0,8.66,38.75,59.45296,12.91,12.92,144.690000,25,25,30.2,30.2,48.23,96.46,186.69,80,28.94,35.28,66.67,40,161,37.34,17.56,69,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,78.410000,10.960000,96.460000,10.960000,0.940000,20.260000,0.000000,11.230000

40,09:45-10:00,271.290000,5.800000,30.7,96.46,6.81,0,8.66,38.25,65.92032,12.75,12.75,144.690000,24,24,30.7,30.7,48.23,96.46,205.8,87,28.94,37.94,73.33,43,175,41.16,17.56,75,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,78.410000,12.240000,96.460000,12.240000,0.940000,20.260000,0.000000,12.550000

41,10:00-10:15,271.290000,5.800000,30.7,96.46,6.81,0,8.66,27.5,72.77728,9.16,9.17,144.690000,18.33,18.33,30.7,30.7,48.23,96.46,220.83,93,24.12,40.94,79,47,196,44.17,17.56,84,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,78.410000,13.280000,96.460000,13.280000,1.240000,20.260000,0.000000,13.610000

42,10:15-10:30,271.290000,5.800000,30.7,96.46,6.81,0,8.66,27.5,80.14072,9.16,9.17,144.690000,18.33,18.33,30.7,30.7,48.23,96.46,237.5,93,24.12,43.11,84,47,203,47.5,17.56,87,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,67.520000,78.410000,14.200000,96.460000,14.200000,1.240000,20.260000,0.000000,14.550000

43,10:30-10:45,271.290000,5.800000,30.7,96.46,6.81,0,8.34,27.5,85.25422,9.16,9.17,144.690000,18.33,18.33,30.7,30.7,48.23,96.46,237.5,95,24.12,45.08,93.33,48,210,47.5,17.56,90,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,53.050000,78.410000,15.100000,0.000000,15.100000,1.240000,20.260000,0.000000,15.470000

44,10:45-11:00,271.290000,5.800000,30.7,96.46,6.81,0,8,27.5,87.66974,9.16,9.17,144.690000,18.33,18.33,30.7,30.7,48.23,96.46,237.5,95,24.12,46.86,93.67,48,210,47.5,17.56,90,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,193.640000,0.000000,53.050000,78.410000,15.840000,0.000000,15.840000,1.240000,20.260000,0.000000,16.240000

45,11:00-11:15,271.290000,5.610000,30.87,96.46,6.81,17.36,9.34,30.5,89.98786,10.16,10.17,144.690000,18.67,18.67,30.86,30.87,48.23,96.46,237.5,95,0,48.27,94,48,210,47.5,0,90,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,25.690000,25.690000,193.640000,0.000000,53.050000,77.930000,17.240000,0.000000,17.240000,1.240000,20.260000,0.000000,17.670000

46,11:15-11:30,271.290000,5.610000,30.87,96.46,6.81,17.36,9.34,31,92.26702,10.34,10.33,144.690000,18.67,18.67,30.86,30.87,48.23,96.46,237.5,95,0,48,94.72,48,210,47.5,0,90,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,25.690000,25.690000,193.640000,0.000000,53.050000,77.930000,17.240000,0.000000,17.240000,1.240000,20.260000,0.000000,17.670000

47,11:30-11:45,271.290000,5.610000,31.2,96.46,6.81,17.36,11,31,94.35138,10.34,10.33,144.690000,19,19,31.2,31.2,48.23,96.46,237.5,95,0,48,94.76,48,210,47.5,0,90,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,208.240000,0.000000,53.050000,77.930000,17.240000,0.000000,17.240000,0.690000,20.260000,0.000000,17.670000

48,11:45-12:00,271.290000,5.610000,31.2,96.46,6.81,17.36,11,31,96.87404,10.34,10.33,144.690000,19.33,19.33,31.2,31.2,48.23,96.46,237.5,95,0,48,94.75,48,210,47.5,0,90,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,25.690000,25.690000,185.180000,0.000000,53.030000,77.930000,17.240000,0.000000,17.240000,0.690000,19.290000,0.000000,17.670000

49,12:00-12:15,271.290000,5.610000,31.2,96.46,6.81,17.36,11,31.5,100.72134,10.5,10.5,144.690000,17.67,17.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.73,48,210,47.5,0,90,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,30.870000,24.820000,185.180000,0.000000,53.030000,77.930000,17.240000,0.000000,17.240000,0.690000,22.190000,0.000000,17.670000

50,12:15-12:30,271.290000,5.610000,31.2,96.46,6.81,17.36,11,31.5,105.26018,10.5,10.5,144.690000,17.67,17.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.73,48,210,47.5,0,90,0.000000,0.000000,47.270000,48.230000,0.000000,0.000000,30.870000,24.820000,185.180000,0.000000,53.030000,77.930000,17.240000,0.000000,17.240000,0.690000,22.190000,0.000000,17.670000

51,12:30-12:45,271.290000,5.610000,31.2,96.46,6.81,17.36,8.66,26.71,109.77954,8.91,8.9,144.690000,18,18,31.2,31.2,48.23,96.46,237.5,95,0,48,94.74,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,30.870000,24.820000,185.180000,0.000000,53.030000,58.960000,17.240000,0.000000,17.240000,0.690000,22.190000,0.000000,17.670000

52,12:45-13:00,271.290000,5.610000,31.2,96.46,6.81,17.36,8.66,25.92,113.68528,8.65,8.64,144.690000,18,18,31.2,31.2,48.23,96.46,237.5,95,0,48,94.75,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,30.870000,24.820000,180.250000,0.000000,53.030000,58.960000,17.240000,0.000000,17.240000,0.690000,22.190000,0.000000,17.670000

53,13:00-13:15,231.500000,5.430000,31.2,96.46,6.81,17.36,7.66,25.41,116.61702,8.47,8.47,144.690000,15.67,15.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.74,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,151.310000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,22.190000,0.000000,17.670000

54,13:15-13:30,192.920000,5.430000,31.2,96.46,6.81,17.36,7.66,24.91,118.36048,8.31,8.3,144.690000,15.67,15.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.74,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,103.080000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,20.260000,0.000000,17.670000

55,13:30-13:45,192.920000,5.430000,31.2,96.46,6.81,17.36,7.66,22.5,117.25986,7.5,7.5,144.690000,15.67,15.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.74,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,20.260000,0.000000,17.670000

56,13:45-14:00,231.500000,5.430000,31.2,96.46,6.81,17.36,7.66,22.5,113.85086,7.5,7.5,144.690000,15.67,15.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.74,48,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,20.260000,0.000000,17.670000

57,14:00-14:15,231.500000,5.430000,31.2,96.46,6.81,17.36,7.66,22.5,109.75032,7.5,7.5,144.690000,14.67,14.67,31.2,31.2,48.23,96.46,237.5,95,0,48,94.72,47,210,47.5,0,90,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,19.290000,0.000000,17.670000

58,14:15-14:30,231.500000,5.430000,31.2,96.46,6.81,17.36,7.66,22.5,105.4355,7.5,7.5,144.690000,15,15,31.2,31.2,48.23,96.46,237.5,94,0,47.92,94.74,47,207,47.5,0,88,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,17.240000,0.000000,17.240000,0.690000,19.290000,0.000000,17.670000

59,14:30-14:45,231.500000,5.430000,31.2,96.46,7.01,17.36,7.66,22.5,101.5882,7.5,7.5,144.690000,15.33,15.33,31.2,31.2,48.23,96.46,237.5,93,0,46.55,94.01,47,203,47.5,0,87,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,16.240000,0.000000,16.240000,0.690000,19.290000,0.000000,16.660000

60,14:45-15:00,192.920000,5.430000,31.2,96.46,7.21,17.36,7.66,22.5,97.94544,7.5,7.5,144.690000,16.33,16.33,31.2,31.2,48.23,96.46,237.5,92,0,44.68,90.63,46,200,47.5,0,85,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,15.460000,0.000000,15.460000,0.690000,19.290000,0.000000,15.840000

