Time,Block,NR/2024/18978/A/14272,NR/2024/19366/C,NR/2024/19143/A/14238,NR/2024/19043/A/14255,NR/2024/19030/A/14261,NR/2024/18936/A/14247,NR/2024/18977/A/14271,NR/2024/18935/A/14245,NR/2024/18986/A/14225,NR/2024/19337/A/14701,NR/2024/18855/A/14342,NR/2024/19115/A/14240,NR/2024/18976/A/14270,NR/2024/19290/A/14891,NR/2024/19172/A/14892,NR/2024/18996/A/14824,NR/2024/19075/A/14246,NR/2024/19024/A/14511,NR/2024/19245/A/14513,NR/2024/19121/A/14340,NR/2024/18934/A/14243,NR/2024/18919/A/14766,NR/2024/19365/C,Total

3,00:30-00:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.11

4,00:45-01:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.11

5,01:00-01:15,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

6,01:15-01:30,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

7,01:30-01:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

8,01:45-02:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

9,02:00-02:15,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

10,02:15-02:30,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

11,02:30-02:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

12,02:45-03:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

13,03:00-03:15,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

14,03:15-03:30,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

15,03:30-03:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

16,03:45-04:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

17,04:00-04:15,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

18,04:15-04:30,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

19,04:30-04:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

20,04:45-05:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,0.000000,0.000000,9.670000,0,322.06

21,05:00-05:15,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,9.670000,0,320.06

22,05:15-05:30,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,9.670000,0,320.06

23,05:30-05:45,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,9.670000,0,320.06

24,05:45-06:00,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,9.670000,0,320.06

25,06:00-06:15,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.44

26,06:15-06:30,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.44

27,06:30-06:45,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.44

28,06:45-07:00,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.530000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.44

29,07:00-07:15,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.54

30,07:15-07:30,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.54

31,07:30-07:45,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.54

32,07:45:08:00,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.54

33,08:00-08:15,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

34,08:15-08:30,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

35,08:30-08:45,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

36,08:45:09:00,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

37,09:00:09:15,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

38,09:15-09:30,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

39,09:30-09:45,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

40,09:45-10:00,0.000000,52.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.970000,1.930000,0.000000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,0.000000,66.890000,0.000000,0.000000,0,310.88

41,10:00-10:15,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,0.000000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,66.890000,4.830000,0.000000,0,463.82

42,10:15-10:30,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,0.000000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,66.890000,4.830000,0.000000,0,463.82

43,10:30-10:45,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,0.000000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,66.890000,4.830000,0.000000,0,463.82

44,10:45-11:00,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,0.000000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,66.890000,4.830000,0.000000,0,463.82

45,11:00-11:15,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,0.000000,4.830000,0.000000,0,463.82

46,11:15-11:30,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,0.000000,4.830000,0.000000,0,463.82

47,11:30-11:45,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,0.000000,4.830000,0.000000,8.8,472.62

48,11:45-12:00,0.000000,45.050000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,0.000000,0.000000,4.830000,0.000000,8.8,472.62

49,12:00-12:15,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,9.13,567.67

50,12:15-12:30,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,6.87,565.41

51,12:30-12:45,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.71,567.25

52,12:45-13:00,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,7.14,565.68

53,13:00-13:15,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.06,566.6

54,13:15-13:30,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.43,566.97

55,13:30-13:45,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.2,566.74

56,13:45-14:00,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.06,566.6

57,14:00-14:15,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,8.49,567.03

58,14:15-14:30,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,4.62,563.16

59,14:30-14:45,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,1.81,560.35

60,14:45-15:00,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.970000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,1.45,559.99

61,15:00-15:15,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,1.9,560.2

62,15:15-15:30,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,2.94,561.24

63,15:30-15:45,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,6.35,564.65

64,15:45-16:00,14.500000,45.050000,0.000000,46.400000,19.330000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,39.630000,67.670000,116.000000,48.340000,19.330000,4.830000,1.930000,0.000000,4.830000,0.000000,3.77,562.07

65,16:00-16:15,0.000000,52.590000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,4.830000,0.000000,1.8,474.85

66,16:15-16:30,0.000000,52.590000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,4.830000,0.000000,2.62,475.67

67,16:30-16:45,0.000000,52.590000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,4.830000,0.000000,3.88,476.93

68,16:45-17:00,0.000000,52.590000,0.000000,46.400000,0.000000,6.770000,0.000000,5.800000,0.730000,1.930000,66.890000,48.340000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,4.830000,0.000000,3.06,476.11

69,17:00-17:15,0.000000,108.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,2.44,419.56

70,17:15-17:30,0.000000,108.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,1.96,419.08

71,17:30-17:45,0.000000,142.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,1.53,452.48

72,17:45-18:00,0.000000,142.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,48.340000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0.6,451.55

73,18:00-18:15,0.000000,167.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0.13,427.3

74,18:15-18:30,0.000000,167.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,427.17

75,18:30-18:45,0.000000,167.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,427.17

76,18:45-19:00,0.000000,167.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,427.17

77,19:00-19:15,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

78,19:15-19:30,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

79,19:30-19:45,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

80,19:45-20:00,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

81,20:00-20:15,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

82,20:15-20:30,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

83,20:30-20:45,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

84,20:45-21:00,0.000000,167.240000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,429.17

85,21:00-21:15,0.000000,150.130000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,412.06

86,21:15-21:30,0.000000,150.130000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,412.06

87,21:30-21:45,0.000000,150.130000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,412.06

88,21:45-22:00,0.000000,150.130000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,0.000000,0,412.06

89,22:00-22:15,0.000000,105.080000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,376.68

90,22:15-22:30,0.000000,105.080000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,376.68

91,22:30-22:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.19

92,22:45-23:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.680000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.19

93,23:00-23:15,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.14

94,23:15-23:30,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.14

95,23:30-23:45,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.14

96,23:45-24:00,0.000000,52.590000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630000,1.930000,66.890000,0.000000,0.000000,67.670000,116.000000,0.000000,0.000000,4.830000,1.930000,0.000000,0.000000,9.670000,0,324.14

