Block,Time,KOLDAM,NJPC,RIHAND2,URI2,DHAULIGNGA,JHAJJAR,NNTPP,SIMHST1,ANTA_LF,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA1,CHAMERA3,DADRT2,FSTPP I & II,KHSTPP-II,RAPPB,RIHAND1,RSTPSU1TO6,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,KKNP,NTPL,SEWA2,TelanganaSTPP,UNCHAHAR3,BSIUL,KKNPPU2,KUDGI,NAPP,NLCEXP,NLCIIST2,RIHAND3,SIMHST2,TALA,URI,AURY_LF,DADRI_CRF,BRBCL,CHAMERA2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KOTESHWR,NLCTS2EXP,PARBATI3,RAMPUR,SINGRAULI,SINGRAULI_HYDRO,TALST2,AURY_GF,SALAL,UNCHAHAR1,UNCHAHAR2,ANTA_RF,DADRI_LF,DULHASTI,KISHANGANGA,MAPS,NLCIIST1,RAPPC,RSTPSU7,SASAN,TANAKPUR,UNCHAHAR4,ANTA_GF,AURY_CRF
6,01:15-01:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,5.76,0,0,70.59

7,01:30-01:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,5.76,0,0,70.59

8,01:45-02:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,5.76,0,0,70.59

9,02:00-02:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,5.76,0,0,70.59

10,02:15-02:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,5.76,0,0,70.59

11,02:30-02:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

12,02:45-03:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

13,03:00-03:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

14,03:15-03:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

15,03:30-03:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

16,03:45-04:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

17,04:00-04:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,0,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

18,04:15-04:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,14.87,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

19,04:30-04:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,14.87,0,44.62,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

20,04:45-05:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,14.87,0,44.62,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

21,05:00-05:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,14.87,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

22,05:15-05:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,20.8,148.3,0,92,0,0,29.74,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

23,05:30-05:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,17.79,148.3,0,92,0,0,29.74,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

24,05:45-06:00,0,18.94,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,17.38,148.3,0,92,0,0,29.74,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

25,06:00-06:15,0,37.88,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,17.38,148.3,0,92,0,0,44.61,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

26,06:15-06:30,0,58.05,118.76,4.31,7.92,434.65,0,0,0,0,0,0,0,0,683.14,17.38,148.3,0,92,0,0,44.61,0,44.62,0,0,0,0,0,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,2,0,0,33.69,17.75,0,3.57,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

27,06:30-06:45,0,86.18,118.76,4.31,15.85,434.65,0,0,0,0,0,0,14.05,2.54,682.79,18.76,148.3,0,92,0,0,44.61,0,44.84,0,0,0,0,0,2.2,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,4,0,0,33.69,26.62,0,3.57,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

28,06:45-07:00,0,113.64,118.76,4.31,27.41,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,7.9,0,0,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,3.57,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

29,07:00-07:15,0,113.64,118.76,4.31,27.41,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,7.9,0,0,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,16.54,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

30,07:15-07:30,0,113.64,118.76,4.31,27.41,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,8.19,0,0,13.04,0,0,44,0,0,60.68,0,0,3.31,0,92.62,20,39.51,0,0,33.69,39.05,0,16.54,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

31,07:30-07:45,0,113.64,118.76,4.31,27.41,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,8.19,0,3.45,13.04,0,0,44,0,0,60.68,0,0,3.31,0,92.62,20,39.51,0,0,33.69,39.05,0,16.54,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

32,07:45-08:00,0,113.64,118.76,4.31,15.85,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,8.19,0,4.83,13.04,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,39.51,0,0,33.69,39.05,0,3.57,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

33,08:00-08:15,0,113.64,118.76,4.31,15.92,434.65,0,0,0,0,0,0,28.05,19.38,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,8.19,0,8.28,13.04,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0.56,0,0,9.29,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,5.76,0,0,70.59

34,08:15-08:30,0,113.64,118.76,4.31,7.92,434.65,0,0,0,0,0,0,28.05,1.27,682.79,18.76,148.3,0,92,0,0,59.47,0,44.84,0,0,0,0,10.36,2.2,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,3.34,0,0,33.69,26.62,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,5.76,0,0,70.59

35,08:30-08:45,0,86.27,118.76,4.31,0,434.65,0,0,0,0,0,0,14.05,0,682.79,18.76,148.3,0,92,0,0,59.47,0,44.52,0,0,0,0,13.81,0,0,0,44,0,0,60.68,0,0,3.31,0,92.62,20,0,0,0,33.69,26.62,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,5.76,0,0,70.59

36,08:45-09:00,0,62.51,118.76,4.31,0,434.65,0,0,0,0,0,0,14.05,0,682.79,18.76,148.3,0,92,0,0,59.47,0,44.52,0,0,0,0,14.5,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,5.76,0,0,70.59

37,09:00-09:15,0,41.67,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,682.79,18.76,148.3,0,92,0,0,59.47,0,43.99,0,0,0,0,17.95,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,5.76,0,0,70.59

38,09:15-09:30,0,18.94,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,682.79,18.76,148.3,0,92,0,0,59.47,0,43.99,0,0,0,0,21.41,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,5.76,0,0,70.59

39,09:30-09:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,59.47,0,43.99,0,0,0,0,24.86,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0.51,0,0,70.59

40,09:45-10:00,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,59.47,0,43.68,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,9.29,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0.51,0,0,70.59

41,10:00-10:15,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.61,0,43.47,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

42,10:15-10:30,0,0,118.76,18.83,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.61,0,43.47,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

43,10:30-10:45,0,0,118.76,18.83,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.74,0,43.26,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

44,10:45-11:00,0,0,118.76,18.83,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.74,0,43.26,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

45,11:00-11:15,0,0,118.76,18.83,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.74,0,43.05,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

46,11:15-11:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.74,0,43.05,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

47,11:30-11:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.74,0,42.63,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

48,11:45-12:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.87,0,42.63,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

49,12:00-12:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,2.33,0,42.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

50,12:15-12:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

51,12:30-12:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

52,12:45-13:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,1.15,0,0,70.59

53,13:00-13:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0.51,0,0,70.59

54,13:15-13:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0.51,0,0,70.59

55,13:30-13:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0.51,0,0,70.59

56,13:45-14:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,0,0,42.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0.51,0,0,70.59

57,14:00-14:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,42.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

58,14:15-14:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,42.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

59,14:30-14:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,91.8,0,0,29.61,0,42.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

60,14:45-15:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,91.8,0,0,29.61,0,42.1,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

61,15:00-15:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

62,15:15-15:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

63,15:30-15:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

64,15:45-16:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,0.66,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

65,16:00-16:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

