Block,Time,NR/25112023/25112023/HPX-TAMCTG-241123-05282,NR/01102023/15082037/GNA_NR_2012_01,NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,NR/25112023/25112023/IEX_231124_05744,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/25112023/25112023/HPX-TAMCTG-241123-05283,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-10,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15
62,15:15-15:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.710000,44.260000,5.620000,25.470000,22.170000,96.410000,5.480000,30.850000,2.080000,1.690000,5.480000,67.490000,144.62,0.000000,11.05,0.000000,48.200000,271.150000,260.890000,176.100000,21,67.845825,37.2,11.15,17.68,23.69,29.66,29.66,5.89,32.66,0,118.43,41,32.67,5.91,86.8,32.67,0,47.93,18

63,15:30-15:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.710000,68.360000,4.970000,25.470000,23.140000,96.410000,4.840000,30.850000,2.080000,1.690000,4.840000,67.490000,144.62,0.000000,10.98,0.000000,48.200000,271.150000,260.890000,176.100000,18,56.70841,30.6,9.37,30.06,21.21,28.48,28.48,10.02,32.66,0,106.04,35,32.67,10.02,71.4,32.67,0,36.59,11

64,15:45-16:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.710000,86.960000,4.030000,25.470000,23.140000,96.410000,3.930000,30.850000,2.080000,1.690000,3.930000,67.490000,144.62,0.000000,10.88,0.000000,48.200000,271.150000,260.890000,176.100000,15,44.569114,24.6,9.44,30.6,18.57,28.88,28.88,10.2,32.66,0,92.84,30,32.67,10.21,57.4,32.67,0,31.96,9.7

65,16:00-16:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.780000,86.960000,3.080000,25.470000,24.100000,96.410000,3.000000,30.850000,2.080000,1.760000,3.000000,86.770000,144.62,0.000000,10.7,0.000000,48.200000,271.150000,260.890000,176.100000,8,32.235278,19.2,7.34,30.99,11.71,29.33,29.33,10.33,33,0,58.54,17,29.38,10.33,44.8,25,0,26.79,8

66,16:15-16:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.780000,86.960000,2.180000,25.470000,24.100000,96.410000,2.120000,30.850000,2.080000,1.760000,2.120000,86.770000,144.62,0.000000,10.3,0.000000,48.200000,271.150000,260.890000,176.100000,6,21.331311,17.1,7.34,31.33,10.04,30.15,30.15,10.44,33,0,50.21,11,19.27,10.44,39.9,13,0,21.24,7.5

67,16:30-16:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.780000,86.960000,1.410000,23.300000,25.070000,96.410000,1.380000,30.850000,2.080000,1.760000,1.380000,117.620000,144.62,0.000000,9.9,0.000000,48.200000,271.150000,260.890000,176.100000,5,14.29869,12,7.34,32.33,8.37,31.77,31.77,10.78,20.87,0,41.88,10,11,10.76,28,3,0,15.85,7

68,16:45-17:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.780000,86.960000,0.790000,20.050000,25.070000,96.410000,0.770000,30.850000,2.080000,1.760000,0.770000,117.620000,144.62,0.000000,9.3,0.000000,48.200000,271.150000,260.890000,176.100000,5,7.596787,9,7.34,33.16,7.54,33.55,33.55,11.05,10.97,0,37.71,9,4.86,11.06,21,1,0,8.75,5

69,17:00-17:15,67.490000,100.980000,0.000000,48.200000,59.770000,1.780000,86.960000,0.530000,20.050000,25.070000,96.410000,0.520000,30.850000,2.080000,1.760000,0.520000,117.620000,144.62,48.200000,8.64,0.000000,48.200000,271.150000,260.890000,176.100000,3,3.151548,4.2,9.34,34.33,4.43,45.21,45.21,11.44,4.08,0,22.13,7,0.93,11.44,9.8,0,0,1.5,2

70,17:15-17:30,67.490000,100.980000,0.000000,48.200000,59.770000,1.780000,86.960000,0.200000,20.050000,25.070000,96.410000,0.200000,30.850000,2.080000,1.760000,0.200000,117.620000,144.62,48.200000,8.3,0.000000,48.200000,271.150000,260.890000,176.100000,3,0.671163,1.5,10,35.06,3.03,46,46,11.69,0.58,0,15.13,5,0.78,11.68,3.5,0,0,0.3,1

71,17:30-17:45,67.490000,100.980000,0.000000,48.200000,59.770000,1.780000,86.960000,0.020000,0.000000,25.070000,96.410000,0.020000,30.850000,2.080000,1.760000,0.020000,117.620000,144.62,48.200000,7.7,0.000000,48.200000,271.150000,260.890000,176.100000,1,0,0.3,10.66,36.33,1.63,46.77,46.77,12.11,0,0,8.14,1,0.62,12.1,0.7,0,0,0,0

72,17:45-18:00,67.490000,100.980000,0.000000,48.200000,59.770000,1.780000,86.960000,0.000000,0.000000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,48.200000,7.21,0.000000,48.200000,271.150000,260.890000,176.100000,0,0,0,11.34,37.33,0.23,47.89,47.89,12.44,0,0,1.14,0,0.47,12.44,0,0,0,0,0

73,18:00-18:15,67.490000,100.980000,0.000000,48.200000,59.770000,1.710000,86.960000,0.000000,25.190000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12,38.6,0.13,49,49,12.87,0,0,0.64,0,0,12.87,0,0,0,0,0

74,18:15-18:30,67.490000,100.980000,0.000000,48.200000,59.770000,1.710000,86.960000,0.000000,0.000000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12.66,40.33,0.06,49.87,49.87,13.44,0,0,0.28,0,0,13.44,0,0,0,0,0

75,18:30-18:45,67.490000,100.980000,0.000000,48.200000,59.770000,1.710000,86.960000,0.000000,0.000000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,11.6,41.72,0.01,51.22,51.22,13.91,0,0,0.08,0,0,13.9,0,0,0,0,0

76,18:45-19:00,67.490000,100.980000,0.000000,48.200000,59.770000,1.710000,86.960000,0.000000,10.410000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12.12,43.95,0,54.26,54.26,14.65,0,0,0,0,0,14.65,0,0,0,0,0

77,19:00-19:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,20.050000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12.75,45.56,0,56.14,56.14,15.19,0,0,0,0,0,15.18,0,0,0,0,0

78,19:15-19:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,20.050000,25.070000,96.410000,0.000000,30.850000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,13.07,47.13,0,53.31,53.31,15.71,0,0,0,0,0,15.72,0,0,0,0,0

79,19:30-19:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,13.11,62.67,0,56.98,56.98,20.89,0,0,0,0,0,20.9,0,0,0,0,0

80,19:45-20:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.080000,1.760000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,13.24,63.18,0,57.59,57.59,21.06,0,0,0,0,0,21.06,0,0,0,0,0

81,20:00-20:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,28.920000,25.070000,96.410000,0.000000,28.920000,2.040000,1.690000,0.000000,117.620000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12.97,61.42,0,57.09,57.09,20.48,0,0,0,0,0,20.47,0,0,0,0,0

82,20:15-20:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,108.940000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,12.75,60.14,0,55.7,55.7,20.05,0,0,0,0,0,20.04,0,0,0,0,0

83,20:30-20:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,9.42,51.5,0,54.13,54.13,17.17,0,0,0,0,0,17.16,0,0,0,0,0

84,20:45-21:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,86.960000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,9.34,50.5,0,53.54,53.54,16.83,0,0,0,0,0,16.84,0,0,0,0,0

85,21:00-21:15,0.000000,67.490000,0.000000,48.200000,0.000000,1.630000,68.000000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,243.830000,98.350000,0,0,0,9.2,50,0,53.34,53.34,16.67,0,0,0,0,0,16.66,0,0,0,0,0

86,21:15-21:30,0.000000,57.850000,0.000000,48.200000,0.000000,1.630000,68.000000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,9,49.07,0,50.88,50.88,16.36,0,0,0,0,0,16.35,0,0,0,0,0

87,21:30-21:45,0.000000,48.200000,0.000000,48.200000,0.000000,1.630000,68.000000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,8.86,58.92,0,55.52,55.52,19.64,0,0,0,0,0,19.63,0,0,0,0,0

88,21:45-22:00,0.000000,57.850000,0.000000,48.200000,0.000000,1.630000,55.550000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,8.66,56.19,0,54.13,54.13,18.73,0,0,0,0,0,18.73,0,0,0,0,0

89,22:00-22:15,0.000000,57.850000,76.640000,48.200000,0.000000,1.480000,68.000000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,11.55,54.1,0,53.02,53.02,18.03,0,0,0,0,0,18.04,0,0,0,0,0

90,22:15-22:30,0.000000,53.030000,76.640000,48.200000,0.000000,1.480000,68.000000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,13.07,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,10.66,51.74,0,50.08,50.08,17.25,0,0,0,0,0,17.25,0,0,0,0,0

91,22:30-22:45,0.000000,57.850000,76.640000,48.200000,0.000000,1.480000,55.550000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,13.33,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,10.5,48.7,0,49.79,49.79,16.23,0,0,0,0,0,16.24,0,0,0,0,0

92,22:45-23:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,55.550000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.690000,0.000000,71.730000,144.62,0.000000,13.66,0.000000,48.200000,271.150000,205.270000,98.350000,0,0,0,10,46.83,0,48.84,48.84,15.61,0,0,0,0,0,15.6,0,0,0,0,0

93,23:00-23:15,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,13.26,0.000000,48.200000,271.150000,194.970000,98.350000,0,0,0,16.96,45.71,0,47.98,47.98,15.24,0,0,0,0,0,15.24,0,0,0,0,0

94,23:15-23:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,13.13,0.000000,48.200000,271.150000,180.510000,98.350000,0,0,0,16.56,44.53,0,47.34,47.34,14.84,0,0,0,0,0,14.85,0,0,0,0,0

95,23:30-23:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,12.6,0.000000,48.200000,231.380000,139.790000,98.350000,0,0,0,16.09,43.74,0,47.78,47.78,14.58,0,0,0,0,0,14.57,0,0,0,0,0

96,23:45-24:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,25.070000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,12.6,0.000000,48.200000,192.820000,110.870000,98.350000,0,0,0,15.77,42.81,0,48.17,48.17,14.27,0,0,0,0,0,14.28,0,0,0,0,0

