Column1,Time,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,GNA/WR/2025/01/01/9606,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2025/03/01/6406,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/5143,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/4651,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07
11,02:30-02:45,0,0,10.33,0,0,0,21.67,21.66,8.67,0,7,0,0,0,0,0,8.67,0,25.99,0,0,0,3.95,0,23.04,1.38,6.72,228.96,42,0,1.44,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

12,02:45-03:00,0,0,10,0,0,0,18.67,18.66,7.5,0,7,0,0,0,0,0,7.5,0,22.5,0,0,0,3.95,0,23.04,1.38,6.72,228.96,42,0,1.44,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

13,03:00-03:15,0,0,8.34,0,0,0,17.33,17.34,10,0,7,0,0,0,0,0,10,0,30,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

14,03:15-03:30,0,0,8,0,0,0,16.67,16.66,9.67,0,7,0,0,0,0,0,9.67,0,28.99,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

15,03:30-03:45,0,0,7.34,0,0,0,23.33,23.34,12.5,0,7,0,0,0,0,0,12.5,0,37.5,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

16,03:45-04:00,0,0,7,0,0,0,22.67,22.66,12,0,7,0,0,0,0,0,12,0,36,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.62,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

17,04:00-04:15,0,0,7,0,0,0,21.67,21.66,11.67,0,7,0,0,0,0,0,11.67,0,34.99,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.55,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

18,04:15-04:30,0,0,7,0,0,0,20.67,20.66,11.33,0,7,0,0,0,0,0,11.33,0,34.01,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,1.55,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3,3

19,04:30-04:45,0,0,7,0,0,0,20,20,10.83,0,7,0,0,0,0,0,10.83,0,32.51,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,0.78,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3.5,3.5

20,04:45-05:00,0,0,7.34,0,0,0,19.33,19.34,10,0,7,0,0,0,0,0,10,0,30,0,0,0,3.86,0,23.04,1.31,6.72,228.96,42,0,1.39,0.78,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,149.26,23.04,99.99,5.76,3.5,3.5

21,05:00-05:15,0,0,8,0,0,0,18.33,18.34,9.67,0,7,0,0,0,0,0,9.67,0,28.99,0,0,0,3.86,0,23.04,1.31,6.72,259.72,42,0,1.39,1.47,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,191.96,23.04,99.99,5.76,7,7

22,05:15-05:30,0,0,8.66,0,0,0,16.67,16.66,9.17,0,7,0,0,0,0,0,9.17,0,27.49,0,0,0,3.86,0,23.04,1.31,6.72,259.72,42,0,1.39,1.47,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,230.35,23.04,99.99,5.76,7,7

23,05:30-05:45,0,0,9,0,0,0,14.67,14.66,10.83,0,7,0,0,0,0,0,10.83,0,32.51,0,0,0,3.86,0,23.04,1.31,6.72,259.72,42,0,1.39,1.47,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,271.38,23.04,99.99,5.76,10,7

24,05:45-06:00,0,0,9.34,0,0,0,14.67,14.66,10.5,0,7,0,0,0,0,0,10.5,0,31.5,0,0,0,3.86,0,23.04,1.31,6.72,259.72,42,0,1.39,1.47,63.42,0,0,30.28,23.04,0,190.26,65.86,17.28,271.38,23.04,99.99,5.76,10,7

25,06:00-06:15,0,0,9.66,0,0,0,14.67,14.66,10,0,7,0,0,8.31,0,0,10,8.37,30,0,0,0,3.76,0,23.04,1.31,6.72,259.72,42,0,1.35,1.47,0,0,0,30.28,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,14,9.51

26,06:15-06:30,0,0,10,0,0,0,14.67,14.66,9.67,0,7,0,0,15.81,0,0,9.67,15.91,28.99,0,0,0,3.76,0,23.04,1.31,6.72,259.72,42,0,1.35,1.47,0,0,0,30.28,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,11.1,6.22

27,06:30-06:45,0.58,0.11,9.34,0,0,0,14.33,14.34,9.33,0,7,0,1,23.3,0,0,9.33,23.46,28.01,0,0,0,3.76,0,23.04,1.31,6.72,259.72,42,0,1.35,1.47,0,0,0,29.27,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,7,32

28,06:45-07:00,0.45,4.51,8.66,0.03,0,1,14.33,14.34,9,0.14,7,0,4,30.8,1,1,9,30.9,27,0,0,0,3.76,0,23.04,1.31,6.72,259.72,42,0,1.35,1.47,0,0,0,28.26,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,13.25,32

29,07:00-07:15,0.77,10.4,8.34,1.11,2,7,13.67,13.66,8.67,5.52,7,1,10,32.05,3,4,8.67,32.05,25.99,1,0,0,3.76,0,25.91,1.23,6.72,259.72,0,0,1.35,1.39,0,0,0,0,25.91,0,0,65.86,17.28,271.38,25.91,99.99,5.76,32,32

30,07:15-07:30,3.58,18.14,7.66,2.93,6,10,13.33,13.34,8.33,14.64,7,3,15,32.57,5,7,8.33,32.57,25.01,3,0,0.25,3.76,0.25,25.91,1.23,6.72,259.72,0,0,1.35,1.39,0,0.25,0,0,25.91,0,0,65.86,17.28,271.38,25.91,99.99,5.76,32,32

31,07:30-07:45,7.73,26.81,7,5.59,9,10,13.33,13.34,8,27.94,7,6,24,31,5,14,8,31,24,5,0,1.1,3.76,1.1,31.67,1.23,6.72,259.72,0,0,1.35,1.39,0,1.1,0,0,31.67,0,0,65.86,17.28,271.38,31.67,99.99,5.76,32,32

32,07:45-08:00,13.43,36.44,6.66,9.05,15,17,13.33,13.34,7.5,45.22,7,10,28.66,28.67,8,25,7.5,28.67,22.5,7,0,2.31,3.76,2.31,31.67,1.23,6.72,259.72,0,0,1.35,1.39,0,2.31,0,0,31.67,0,0,65.86,17.28,271.38,31.67,99.99,5.76,32,32

33,08:00-08:15,20.81,46.36,6.66,13.09,23,30,13.33,13.34,7.5,65.44,7,22,31.24,31.23,15,53,7.5,31.23,22.5,14,0,3.75,3.76,3.75,34.55,1.23,6.72,226.11,0,0,1.35,1.39,0,3.75,0,0,34.55,0,0,65.86,17.28,271.38,34.55,99.99,5.76,32,26.39

34,08:15-08:30,28.95,56.31,6.66,17.53,33,37,13.33,13.34,7.5,87.63,7,30,31.56,31.57,18,70,7.5,31.57,22.5,19,0,5.23,3.76,5.23,34.55,1.23,6.72,194.49,0,0,1.35,1.39,0,5.23,0,0,34.55,0,0,65.86,17.28,271.38,34.55,99.99,5.76,32,26.39

35,08:30-08:45,37.9,65.72,6.66,21.93,41,45,13.33,13.34,7.5,109.63,7,39,32.66,32.67,23,91,7.5,32.67,22.5,25,0,6.71,3.76,6.71,34.55,1.23,6.72,194.49,0,0,1.35,1.39,0,6.71,0,0,34.55,0,0,65.86,17.28,271.38,34.55,99.99,5.76,32,25.93

36,08:45-09:00,46.46,80.42,6.66,26.43,49,55,13.33,13.34,7.5,132.15,7,46,32.66,32.67,28,109,7.5,32.67,22.5,27,0,8.21,3.76,8.21,34.55,1.23,6.72,194.49,0,0,1.35,1.39,0,8.21,0,0,34.55,0,0,65.86,17.28,271.38,34.55,99.99,5.76,32,25.93

37,09:00-09:15,54.57,95.29,6.66,30.57,60,62,13.33,13.34,7.5,152.85,7,52,32.66,32.67,31,123,7.5,32.67,22.5,31,0,9.7,3.76,9.7,23.04,1.23,6.72,194.49,0,0,1.35,1.39,0,9.7,0,0,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,32,25.93

38,09:15-09:30,62.76,105.04,6.66,34.41,67,70,13.33,13.34,7.5,172.06,7,58,32.66,32.67,35,137,7.5,32.67,22.5,34,0,10.96,3.76,10.96,23.04,1.23,6.72,194.49,0,0,1.35,1.39,0,10.96,0,0,23.04,0,0,65.86,17.28,271.38,23.04,99.99,5.76,32,25.93

39,09:30-09:45,69.92,113.7,6.66,39.51,75,77,13.33,13.34,7.5,197.57,7,63,32.66,32.67,38,147,7.5,32.67,22.5,36,0,12.17,3.76,12.17,23.04,1.31,6.72,194.49,0,0,1.35,1.39,0,12.17,0,0,23.04,0,0,65.86,17.28,230.35,23.04,99.99,5.76,27,27

40,09:45-10:00,76.37,121.45,6.66,43.1,82,81,13.33,13.34,7.5,215.52,7,69,32.66,32.67,41,161,7.5,32.67,22.5,39,0,13.19,3.76,13.19,23.04,1.31,6.72,194.49,0,0,1.35,1.39,0,13.19,0,0,23.04,0,0,65.86,17.28,191.96,23.04,99.99,5.76,27,27

41,10:00-10:15,82.33,128.52,6.66,46.13,85,87,13.33,13.34,7.5,230.62,7,73,32.66,32.67,43,172,7.5,32.67,22.5,41,0,14.3,3.76,14.3,23.04,1.31,6.72,139.17,0,0,1.39,1.39,0,14.3,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

42,10:15-10:30,88.23,119.77,6.66,48.31,89,92,13.33,13.34,7.5,241.56,7,78,32.66,32.67,46,182,7.5,32.67,22.5,43,0,15.12,3.76,15.12,23.04,1.31,6.72,139.17,0,0,1.39,1.39,0,15.12,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

43,10:30-10:45,93.44,124.3,6.66,48.33,92,95,13.33,13.34,7.5,241.67,7,81,32.66,32.67,48,189,7.5,32.67,22.5,45,0,15.85,3.76,15.85,23.04,1.31,6.72,139.17,0,0,1.39,1.39,0,15.85,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

44,10:45-11:00,95.85,129.04,6.66,49.17,95,97,13.33,13.34,7.5,245.83,7,82,32.66,32.67,48,193,7.5,32.67,22.5,47,0,16.52,3.76,16.52,23.04,1.31,6.72,139.17,0,0,1.39,1.39,0,16.52,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

45,11:00-11:15,97.59,133.3,4.34,49.17,98,98,13.33,13.34,7.5,245.83,7,90,32.66,32.67,49,210,7.5,32.67,22.5,49,0,17.13,3.76,17.13,23.04,1.23,6.72,139.17,0,0,1.39,1.39,0,17.13,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

46,11:15-11:30,98.31,136.96,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,32.66,32.67,50,210,7.5,32.67,22.5,49,0,17.66,3.76,17.66,23.04,1.23,6.72,139.17,0,0,1.39,1.39,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

47,11:30-11:45,95.51,140.16,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,32.66,32.67,50,210,7.5,32.67,22.5,49,0,17.66,3.76,17.66,23.04,1.23,6.72,139.17,0,0,1.39,1.39,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

48,11:45-12:00,95.44,142.76,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,32.66,32.67,50,210,7.5,32.67,22.5,50,0,17.66,3.76,17.66,23.04,1.23,6.72,139.17,0,0,1.39,1.39,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

49,12:00-12:15,95.67,150.92,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,32.66,32.67,50,210,7.5,32.67,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

50,12:15-12:30,95.62,150.99,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,32.06,32.07,50,210,7.5,32.07,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

51,12:30-12:45,95.61,149.23,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,31.9,31.9,50,210,7.5,31.9,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

52,12:45-13:00,95.54,146.84,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,31.56,31.57,50,210,7.5,31.57,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

53,13:00-13:15,95.62,143.62,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,31.56,31.57,50,210,7.5,31.57,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,149.26,23.04,52.79,5.76,27,27

54,13:15-13:30,95.61,139.29,4.34,49.17,98,100,13.33,13.34,7.5,245.83,7,90,31.56,31.57,50,210,7.5,31.57,22.5,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,149.26,23.04,52.79,5.76,27,27

55,13:30-13:45,95.65,131.79,4.34,49.17,98,100,13.33,13.34,6.67,245.83,7,90,31.56,31.57,50,210,6.67,31.57,19.99,50,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,149.26,23.04,52.79,5.76,27,27

56,13:45-14:00,95.4,130.72,4.34,49.17,98,100,13.33,13.34,6.67,245.83,7,90,31.56,31.57,50,210,6.67,31.57,19.99,49,0,17.66,3.68,17.66,23.04,1.31,6.72,139.17,0,0,1.44,1.55,0,17.66,0,0,23.04,0,0,70,17.28,191.96,23.04,52.79,5.76,27,27

57,14:00-14:15,95.3,128.94,4.34,49.17,98,100,13.33,13.34,6.67,245.83,7,90,31.56,31.57,50,210,6.67,31.57,19.99,48,0,17.66,3.68,17.66,23.04,1.38,6.72,139.17,0,0,1.49,1.55,0,17.66,0,0,23.04,0,0,70,17.28,211.16,23.04,52.79,5.76,27,27

58,14:15-14:30,94.51,126.4,4.34,48.36,96,100,13.33,13.34,6.67,241.81,7,90,31.56,31.57,50,210,6.67,31.57,19.99,47,0,17.22,3.68,17.22,23.04,1.38,6.72,139.17,0,0,1.49,1.55,0,17.22,0,0,23.04,0,0,70,17.28,230.35,23.04,52.79,5.76,27,27

59,14:30-14:45,93.96,120.47,4.34,48.4,93,93,13.33,13.34,6.67,242.01,7,87,31.56,31.57,47,203,6.67,31.57,19.99,46,0,16.53,3.68,16.53,23.04,1.38,6.72,139.17,0,0,1.49,1.55,0,16.53,0,0,23.04,0,0,70,17.28,230.35,23.04,52.79,5.76,27,27

60,14:45-15:00,92.52,114.04,4.34,48.59,92,90,13.33,13.34,6.67,242.96,7,81,31.56,31.57,45,189,6.67,31.57,19.99,44,0,15.94,3.68,15.94,23.04,1.38,6.72,139.17,0,0,1.49,1.55,0,15.94,0,0,23.04,0,0,70,17.28,249.55,23.04,52.79,5.76,27,27

61,15:00-15:15,88.01,109.53,4.34,48.28,90,83,13.33,13.34,6.67,241.38,7,76,32.06,32.07,42,179,6.67,32.07,19.99,42,0,15.28,3.68,15.28,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,15.28,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

62,15:15-15:30,81.68,101.59,4.34,46.59,86,80,13.33,13.34,6.67,232.92,7,73,32.06,32.07,40,172,6.67,32.07,19.99,40,0,14.46,3.68,14.46,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,14.46,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

63,15:30-15:45,78.07,93.99,4.34,43.54,79,77,13.33,13.34,6.67,217.72,7,69,32.06,32.07,38,161,6.67,32.07,19.99,37,0,13.55,3.68,13.55,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,13.55,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

64,15:45-16:00,73.03,85.97,4.34,40.22,75,70,13.33,13.34,6.67,201.11,7,64,32.06,32.07,35,151,6.67,32.07,19.99,34,0,12.5,3.68,12.5,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,12.5,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

65,16:00-16:15,67.27,76.98,4.34,36.24,68,63,13.33,13.34,6.67,181.18,7,57,32.06,32.07,32,133,6.67,32.07,19.99,32,0,11.42,3.68,11.42,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,11.42,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

66,16:15-16:30,61.92,67.18,4.34,32.24,61,53,13.33,13.34,6.67,161.22,7,51,32.06,32.07,27,119,6.67,32.07,19.99,28,0,10.17,3.68,10.17,23.04,1.45,6.72,139.17,0,0,1.49,1.55,0,10.17,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

67,16:30-16:45,54.73,54.79,4.34,28.73,53,47,13.33,13.34,6.67,143.63,7,45,32.66,32.67,23,105,6.67,32.67,19.99,25,0,8.88,3.68,8.88,23.04,1.45,6.72,194.49,0,0,1.49,1.55,0,8.88,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

68,16:45-17:00,45.94,45.22,4.34,24.67,45,40,13.33,13.34,6.67,123.32,7,37,32.66,32.67,20,88,6.67,32.67,19.99,21,0,7.53,3.68,7.53,23.04,1.45,6.72,226.11,0,0,1.49,1.55,0,7.53,0,0,23.04,0,0,70,17.28,271.38,23.04,99.99,5.76,27,27

69,17:00-17:15,37.53,35.67,4.34,20.72,37,29,13.33,13.34,6.67,103.6,7,30,32.66,32.67,14,70,6.67,32.67,19.99,16,0,5.39,3.68,5.39,36.47,1.53,6.72,226.11,0,0,1.54,1.55,0,4.88,0,0,36.47,100,0,65.86,17.28,271.38,36.47,99.99,5.76,27,27

70,17:15-17:30,29.26,26.37,4.34,16.86,29,22,13.33,13.34,6.67,84.27,7,22,18,29.62,11,53,6.67,29.8,19.99,12,0,4.06,3.68,4.06,36.47,1.53,6.72,226.11,0,0,1.54,1.55,0,3.67,0,0,36.47,100,0,65.86,17.28,271.38,36.47,99.99,5.76,27,27

71,17:30-17:45,23.02,16.84,4.34,14.38,22,13,13.33,13.34,7.5,71.92,7,15,8,17,7,35,7.5,17.11,22.5,8,0,2.83,3.68,2.83,36.47,1.53,6.72,259.72,0,0,1.54,1.55,0,2.55,0,0,31.75,100,0,65.86,17.28,271.38,31.75,99.99,5.76,27,27

72,17:45-18:00,17.67,9.05,4.34,10.14,13,10,13.33,13.34,7.5,50.68,7,7,1,4.37,5,18,7.5,4.4,22.5,4,0,1.66,3.68,1.66,36.47,1.53,6.72,259.72,0,0,1.54,1.55,0,1.51,0,0,31.75,100,0,65.86,17.28,271.38,31.75,99.99,5.76,27,27

73,18:00-18:15,13.5,3.24,4.34,6.63,8,3,16.67,16.66,7.5,33.15,7,3,0,0,1,7,7.5,0,22.5,3,50,0.82,3.76,0.82,36.47,1.31,6.72,259.72,0,0,1.54,1.55,0,0.74,0,30.78,26.19,100,0,65.86,17.28,271.38,26.19,99.99,5.76,32,23.05

74,18:15-18:30,3.77,0,4.34,4.11,5,1,16.67,16.66,7.5,20.55,7,1,0,0,1,4,7.5,0,22.5,1,50,0.25,3.76,0.25,36.47,1.31,6.72,259.72,0,0,1.54,1.55,0,0.23,0,31.29,26.19,100,0,94.09,17.28,271.38,26.19,99.99,5.76,32,32

75,18:30-18:45,1.88,0,4.34,2.06,2,0,16.67,16.66,7.5,10.32,7,0,0,0,0,1,7.5,0,22.5,0,50,0.04,3.76,0.04,36.47,1.31,6.72,259.72,0,0,1.54,1.55,0,0.04,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

76,18:45-19:00,0.37,0,4.34,0.27,0,0,16.67,16.66,7.5,1.37,7,0,0,0,0,0,7.5,0,22.5,0,50,0.04,3.76,0.04,36.47,1.31,6.72,259.72,0,0,1.54,1.55,0,0.03,50,31.29,26.19,100,0,114.79,17.28,271.38,26.19,99.99,5.76,32,32

