Column1,Time,GNA/NR/2025/05/01/4138,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/8954,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9154,GNA/ER/2025/05/15/7367,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/2474,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/2069,NR/01102023/31052040/LT-31,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12
26,06:15-06:30,0,0,26.5,7.23,27.25,272.29,26.5,0,4.35,11.58,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.23,14.44,0,192.6,10.43,28.94,200.66,100.33,10.59,96.3,0,7.06,5,1.44,26.67,5,11.01,2,33.01,8.33,0,2,0,0.75,15.44,1.94,11.01,2,13.87,26.67,3.73

27,06:30-06:45,0,0.71,26.5,7.23,27.25,272.29,26.5,0.54,4.35,11.58,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.23,14.44,0,192.6,10.43,28.94,200.66,100.33,10.59,96.3,0.71,11.77,5,4.78,25,7,10.08,3,30.22,8,0,3,0,2.13,24.95,4.85,10.08,3,27.85,25,10.65

28,06:45-07:00,0,1.32,26.5,7.23,27.25,272.29,26.5,1.01,4.35,11.58,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.23,14.44,0,192.6,10.43,28.94,200.66,100.33,10.59,96.3,1.32,17.5,5,7.97,23.33,9,9.05,4,27.14,7.67,1,5,0,3.63,32.98,7.76,9.05,6,32.97,23.33,18.14

29,07:00-07:15,0,2.1,26.5,1.73,27.25,272.29,26.5,1.62,4.35,10.3,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.14,14.44,0,192.6,2.41,28.94,200.66,100.33,10.59,96.3,2.1,24.07,5,11.99,21.67,13,8.59,7,25.74,3.33,6,7,0,5.75,33,12.61,8.59,9,33,21.67,28.76

30,07:15-07:30,0,3.01,26.5,1.73,27.25,272.29,26.5,2.32,4.35,9.09,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.14,14.44,0,192.6,2.41,28.94,200.66,100.33,10.59,96.3,3.01,28.04,5,17.19,19.33,19,8.02,9,24.06,3.33,12,9,0,8.26,33,15.52,8.02,13,33,19.33,41.27

31,07:30-07:45,0,4.1,26.5,1.73,27.25,272.29,26.5,3.17,4.35,8.52,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.14,14.44,0,192.6,2.41,28.94,152.51,100.33,10.59,96.3,4.1,34.74,5,23.38,19.78,30,7.59,15,22.79,3.33,18,12,0,11.05,33,21.34,7.59,20,33,19.78,55.22

32,07:45-08:00,0,5.26,26.5,1.73,27.25,231.12,26.5,4.07,4.35,8.52,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.68,10.14,14.44,0,192.6,2.41,28.94,134.82,100.33,10.59,96.3,5.26,41.54,5,30.25,19.12,37,7.33,18,21.96,3.33,24,16,0,14.39,33,29.11,7.33,26,33,19.12,71.95

33,08:00-08:15,0,6.28,26.5,1.73,28.26,192.6,26.5,4.85,4.35,8.52,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.53,9.96,14.44,0,192.6,2.41,28.94,134.82,71.44,10.59,0,6.28,48.49,5,37.64,19.15,44,8.66,22,25.97,3.33,34,23,0,18.3,33,33,8.66,37,33,19.15,91.5

34,08:15-08:30,0,7.43,26.5,1.73,28.26,149.76,26.5,5.74,4.35,8.06,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.53,9.96,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,7.43,55.44,5,45.09,18.66,50,8.77,25,26.29,3.33,39,26,0,22.03,33,33,8.77,43,33,18.66,110.17

35,08:30-08:45,0,8.54,26.5,1.73,28.76,149.76,26.5,6.6,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.53,9.96,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,8.54,62.21,5,52.52,18.21,57,8.75,28,26.26,6.48,45,29,0,25.62,33,33,8.75,52,33,18.21,128.09

36,08:45-09:00,0,9.56,26.5,1.73,29.27,149.76,26.5,7.38,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.92,4.53,9.96,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,9.56,76.66,5,60.1,17.43,63,8.71,31,26.1,6.63,52,32,0,29.07,33,33,8.71,56,33,17.43,145.37

37,09:00-09:15,0,10.66,26.61,1.73,28.76,149.76,26.61,8.23,4.35,7.92,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.86,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,10.66,83.87,5,67.46,16.08,69,8.72,34,26.16,6.89,60,34,0,32.6,33,33,8.72,63,33,16.08,162.97

38,09:15-09:30,0,11.6,26.61,1.73,28.76,149.76,26.61,8.97,4.35,7.92,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.86,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,11.6,90.33,5,73.73,15.99,72,8.9,36,26.69,7.2,64,37,0,35.82,33,33,8.9,70,33,15.99,179.09

39,09:30-09:45,0,12.38,26.61,1.73,28.76,149.76,26.61,9.56,4.35,7.92,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.68,9.86,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,12.38,96.4,5,79.76,21.03,77,9.26,39,27.8,11.67,69,39,0,38.64,33,33,9.26,74,33,21.03,193.18

40,09:45-10:00,0,13.29,26.61,1.73,28.76,149.76,26.61,10.28,4.35,7.92,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.68,9.86,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,13.29,102.11,5,85.45,20.74,83,9.66,42,28.95,11.33,75,41,0,41.3,33,33,9.66,80,33,20.74,206.51

41,10:00-10:15,0,14.04,26.61,1.73,29.27,149.76,26.61,10.85,4.19,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.76,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,14.04,106.81,5,90.57,21.35,89,14,45,42,11,81,43,0,43.95,33,33,14,87,33,21.35,219.76

42,10:15-10:30,0,14.78,26.61,1.73,29.27,149.76,26.61,11.42,4.19,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.76,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,14.78,116.89,5,95.32,22.24,93,13.83,47,41.51,10.67,82,44,0,46.46,33,33,13.83,90,33,22.24,232.27

43,10:30-10:45,0,15.74,26.61,1.73,29.27,149.76,26.61,12.17,4.19,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.76,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,15.74,116.89,5,99.57,30,93,15.42,47,46.23,10.67,84,45,0,48.33,33,33,15.42,93,33,30,241.67

44,10:45-11:00,0,16.33,26.61,1.73,29.27,149.76,26.61,12.62,4.19,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.76,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,16.33,124.68,5,100,30.33,93,15.38,47,46.12,11,87,46,0,48.33,33,33,15.38,95,33,30.33,241.67

45,11:00-11:15,0,17.1,26.61,1.73,29.27,192.6,26.61,13.22,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.58,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.1,124.68,5,100,30.67,95,15.47,47,46.4,16,88,46,0,48.33,33,33,15.47,99,33,30.67,241.67

46,11:15-11:30,0,17.32,26.61,1.73,29.27,231.12,26.61,13.38,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.58,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.32,124.68,5,100,32,96,15.63,48,46.88,16.33,90,46,0,48.33,33,33,15.63,99,33,32,241.67

47,11:30-11:45,0,17.35,26.61,1.73,29.27,231.12,26.61,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.58,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,124.68,5,100,33.67,98,15.87,49,47.59,17,90,46,0,48.33,33,33,15.87,99,33,33.67,241.67

48,11:45-12:00,0,17.35,26.61,1.73,29.27,231.12,26.61,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.53,9.58,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,5,100,35.67,99,16.19,49,48.57,17.33,90,46,0,48.33,33,33,16.19,99,33,35.67,241.67

49,12:00-12:15,0,17.35,26.7,1.73,29.27,231.12,26.7,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.5,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,5,100,39.33,99,18.66,49,55.99,17.67,90,46,0,48.33,33,33,18.66,99,33,39.33,241.67

50,12:15-12:30,0,17.35,26.7,1.73,29.77,231.12,26.7,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.5,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,5,100,40.67,99,19.06,49,57.18,18.33,90,46,0,48.33,33,33,19.06,99,33,40.67,241.67

51,12:30-12:45,0,17.35,26.7,1.73,30.28,231.12,26.7,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.5,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,5,100,41,99,19.17,49,57.48,16.83,90,46,0,48.33,33,33,19.17,98,33,41,241.67

52,12:45-13:00,0,17.35,26.7,1.73,30.28,192.6,26.7,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.6,9.5,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,5,100,39.67,99,19.05,49,57.16,17.16,90,46,0,48.33,33,33,19.05,98,33,39.67,241.67

53,13:00-13:15,0,17.35,26.7,1.73,30.28,149.76,26.7,13.42,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.76,9.4,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.35,134.43,7,100,38,99,16.17,49,48.49,17.5,90,46,0,48.33,33,33,16.17,98,33,38,241.67

54,13:15-13:30,0,17.33,26.7,1.73,30.28,149.76,26.7,13.39,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.76,9.4,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.33,121.86,7,100,38,99,16.33,49,49.01,17.89,90,46,0,48.33,33,33,16.33,98,33,38,241.67

55,13:30-13:45,0,17.14,26.7,1.73,30.28,192.6,26.7,13.25,4.35,8.2,40.45,0,0,0,70.23,0,192.6,144.45,0,28.89,13.48,0,3.74,4.76,9.4,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.14,122.78,7,100,38.33,97,16.5,48,49.5,16.62,90,45,0,48.33,33,33,16.5,95,33,38.33,241.67

56,13:45-14:00,0,17.14,26.7,1.73,30.28,231.12,26.7,13.25,4.35,8.2,40.45,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.74,4.76,9.4,14.44,0,192.6,2.41,28.94,134.82,52.96,10.59,0,17.14,119.53,7.4,100,38.67,95,16.67,48,49.99,17.11,90,45,0,48.33,33,33,16.67,94,33,38.67,241.67

57,14:00-14:15,0,16.99,26.7,1.73,29.28,272.29,26.7,13.13,4.51,8.06,50.95,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.91,9.31,14.44,0,192.6,2.41,28.94,169.18,86.67,10.59,0,16.99,115.74,9.6,100,40,90,18.5,45,55.5,19.17,82,44,0,48.33,33,33,18.5,92,33,40,241.67

58,14:15-14:30,0,16.29,26.7,1.73,29.28,272.29,26.7,12.59,4.51,8.06,50.95,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.91,9.31,14.44,0,192.6,2.41,28.94,169.18,100.33,10.59,0,16.29,111.14,11.41,100,41.67,89,20.33,44,61.01,19.49,81,44,0,48.33,33,33,20.33,91,33,41.67,241.67

59,14:30-14:45,0,15.94,26.7,3.95,29.28,272.29,26.7,12.31,3.5,7.74,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.91,9.31,14.44,0,192.6,5.78,28.94,200.66,100.33,10.59,0,15.94,105.85,14.01,98.32,43,85,14.83,43,44.51,16.67,76,42,0,48.33,33,33,14.83,84,33,43,241.67

60,14:45-15:00,0,15.41,26.7,3.95,29.28,272.29,26.7,11.91,3.88,7.74,63.15,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,3.92,4.91,9.31,14.44,0,192.6,5.78,28.94,200.66,100.33,10.59,0,15.41,99.99,16.41,94.44,43.67,83,14.83,41,44.51,17,73,41,0,46.79,33,33,14.83,81,33,43.67,233.92

61,15:00-15:15,0,14.77,26.7,3.95,28.76,272.29,26.7,11.41,4.28,7.74,86.86,0,0,0,66.07,0,192.6,144.45,0,28.89,13.48,0,4.2,5.22,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,14.77,94.48,14.81,90.14,37,77,14.83,38,44.51,14,69,40,0,44.71,33,33,14.83,78,33,37,223.52

62,15:15-15:30,0,13.95,26.7,3.95,29.28,272.29,26.7,10.78,4.28,7.74,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.2,5.22,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,13.95,89,13.81,85.53,37,72,14.83,36,44.51,14.33,64,39,0,42.29,33,33,14.83,77,33,37,211.43

63,15:30-15:45,0,13,26.7,3.95,29.28,272.29,26.7,10.05,4.28,6.08,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.2,5.22,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,13,82.92,12.21,80.18,41.67,62,14.83,31,44.51,14.67,57,36,0,39.58,33,33,14.83,73,33,41.67,197.87

