Block,Time,CHAMERA1,DADRT2,KKNP,KOLDAM,KOTESHWR,KUDGI,PARBATI2,RAPPD,RIHAND1,SASAN,TEHRI,UNCHAHAR3,VALLURNTECL,ANTA_LF,ANTA_RF,KHSTPP-II,NJPC,SALAL,URI2,AURY_CRF,CHAMERA3,DHAULIGNGA,KGSU3AND4,NLCTS2EXP,RAMPUR,RSTPSU7,TALA,UNCHAHAR2,DADRI_RF,JHAJJAR,MAPS,NLCEXP,NLCIIST2,NTPL,RAPPC,RIHAND3,RSTPSU1TO6,SEWA2,SIMHST1,TALST2,DADRI_LF,CHAMERA2,KISHANGANGA,NLCIIST1,NNTPP,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR1,ANTA_GF,AURY_GF,AURY_LF,PARBATI3,RAPPB,SIMHST2,SINGRAULI,TANAKPUR,TANDA2,ANTA_CRF,DULHASTI,KHSTPP-I,UNCHAHAR4,URI,DADRI_GF,BRBCL,BSIUL,FSTPP I & II,KGSU1AND2,KKNPPU2,NAPP,RIHAND2,AURY_RF,DADRI_CRF
58,14:15-14:30,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.4,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

59,14:30-14:45,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.4,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,2.44,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

60,14:45-15:00,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.4,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,2.44,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

61,15:00-15:15,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,31.88,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,393.51,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,2.44,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

62,15:15-15:30,4.58,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,31.88,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,393.51,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,2.44,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

63,15:30-15:45,14.05,548.92,0,0,10.43,0,7.52,22.02,97.23,416.25,0,27.68,0,0,31.88,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,406.91,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,4.61,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

64,15:45-16:00,28.1,548.92,0,2.4,10.43,0,15.02,22.02,97.23,416.25,0,27.68,0,0,31.88,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,406.91,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,19.64,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,6.52,20.8,0,0,25.9,124.58,80.77,0

65,16:00-16:15,28.1,548.92,0,2.4,10.43,0,22.54,22.02,97.23,416.25,11.63,27.68,0,0,31.88,148.3,78.4,0,38.1,0,29.93,0,0,0,3.11,0,0,45,98.41,433.71,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,23.02,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

66,16:15-16:30,42.15,548.92,0,2.4,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,31.88,148.3,78.4,0,38.1,0,29.93,0,0,0,3.11,0,0,45,98.41,433.71,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

67,16:30-16:45,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,31.88,148.3,78.4,0,38.1,0,29.93,10.95,0,0,3.11,0,0,45,98.41,433.71,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,39.28,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

68,16:45-17:00,42.15,548.92,0,7.19,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,31.88,148.3,78.4,0,38.1,0,29.93,10.95,0,0,3.11,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,39.28,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

69,17:00-17:15,42.15,548.92,0,7.19,10.43,0,37.57,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,82.99,0,38.1,0,29.93,10.95,0,0,3.29,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,42.96,0,0,150.34,3.07,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

70,17:15-17:30,42.15,548.92,0,7.19,10.43,0,41.33,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,110.67,0,38.1,0,29.93,10.95,0,0,4.4,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,42.96,0,0,150.34,3.07,5.7,0,59.5,45.83,2.35,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

71,17:30-17:45,42.15,548.92,0,7.19,10.43,0,41.33,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,110.67,0,38.1,0,29.93,10.95,0,0,4.4,0,0,44.49,98.41,475.24,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,42.96,0,0,150.34,3.07,5.7,0,59.5,45.83,2.35,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

72,17:45-18:00,42.15,534.37,0,9.59,10.43,0,45.08,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,110.67,0,38.1,0,29.93,10.95,0,0,4.4,0,0,44.49,98.41,475.24,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,42.96,0,0,150.34,3.07,5.7,0,59.5,45.83,2.35,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

73,18:00-18:15,42.15,548.92,0,9.59,10.43,0,45.08,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,110.67,0,38.1,0,29.93,10.95,0,0,4.4,0,0,44.5,98.41,321.51,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,50.64,0,0,150.34,3.07,5.7,0,59.5,45.83,2.41,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

74,18:15-18:30,42.15,548.92,0,9.59,10.43,0,48.84,22.02,97.23,416.25,34.91,27.68,0,0,31.88,148.3,110.67,0,38.1,0,29.93,21.88,0,0,4.4,0,0,44.5,98.41,321.51,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,50.64,0,0,150.34,3.07,5.7,0,59.5,45.83,3.05,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

75,18:30-18:45,42.15,548.92,0,9.59,20.85,0,48.84,22.02,97.23,339.75,34.91,27.68,0,0,31.88,148.3,138.33,0,38.1,0,29.93,43.78,0,0,5.42,0,0,44.5,98.41,269.61,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,53.7,0,0,150.34,3.07,5.7,0,59.5,45.83,3.05,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

76,18:45-19:00,43.45,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,31.88,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,3.07,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

77,19:00-19:15,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,3.07,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

78,19:15-19:30,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,3.07,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

79,19:30-19:45,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,3.07,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

80,19:45-20:00,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,3.07,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

81,20:00-20:15,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

82,20:15-20:30,43.05,548.92,0,9.59,34.76,0,52.6,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

83,20:30-20:45,42.15,548.92,0,9.59,31.28,0,37.57,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,38.1,0,29.93,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,50.64,0,0,150.34,1.41,5.7,0,59.5,45.83,3.05,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

84,20:45-21:00,42.15,548.92,0,9.59,31.28,0,37.57,22.02,97.23,339.75,34.91,27.68,0,0,32.4,148.3,138.33,0,38.1,0,29.93,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,50.64,0,0,150.34,1.41,5.7,0,59.5,45.83,3.05,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

85,21:00-21:15,42.15,548.92,0,9.59,31.28,0,37.57,22.02,97.23,339.75,34.91,27.68,0,0,32.81,148.3,138.33,0,38.1,0,29.93,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,50.64,0,0,150.34,1.41,5.7,0,59.5,45.83,3.05,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

86,21:15-21:30,43.05,548.92,0,9.59,34.76,0,44.33,22.02,97.23,339.75,34.91,27.68,0,0,32.81,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

87,21:30-21:45,43.05,548.92,0,9.59,34.76,0,44.33,22.02,97.23,361.12,34.91,27.68,0,0,32.81,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

88,21:45-22:00,43.05,548.92,0,9.59,34.76,0,44.33,22.02,97.23,361.12,34.91,27.68,0,0,32.81,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

89,22:00-22:15,43.05,548.92,0,9.59,34.76,0,44.33,22.02,97.23,318.38,34.91,27.68,0,0,32.81,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

90,22:15-22:30,43.05,548.92,0,9.59,34.76,0,44.33,22.02,97.23,325.12,34.91,27.68,0,0,32.81,148.3,138.33,0,40.16,0,36.22,43.78,0,0,5.42,0,0,44.5,98.41,325.17,0,0,0,0,68.56,130.79,0,20.09,0,0,0,50.39,8.68,0,0,0.95,0,21.64,0,0,0,59.84,0,0,150.34,1.41,5.7,0,60.23,45.83,3.05,48.57,0,15,20.21,20.8,0,0,25.9,124.58,80.77,0

91,22:30-22:45,42.15,548.92,0,9.59,20.85,0,30.06,22.02,97.23,333,34.91,27.68,0,0,32.81,148.3,138.33,0,38.1,0,35.03,43.78,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

92,22:45-23:00,42.15,548.92,0,9.59,10.43,0,22.54,22.02,97.23,343.12,34.91,27.68,0,0,32.81,148.3,138.33,0,38.1,0,35.03,21.88,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

93,23:00-23:15,42.15,548.92,0,9.59,10.43,0,22.54,22.02,97.23,343.12,34.91,27.68,0,0,33.2,148.3,138.33,0,38.1,0,35.03,21.88,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,23.02,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

94,23:15-23:30,42.15,548.92,0,9.59,10.43,0,22.54,22.02,97.23,343.12,34.91,27.68,0,0,33.2,148.3,138.33,0,38.1,0,35.03,21.88,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,23.02,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

95,23:30-23:45,42.15,548.92,0,9.59,10.43,0,22.54,22.02,97.23,343.12,34.91,27.68,0,0,49.86,148.3,138.33,0,38.1,0,35.03,10.95,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,23.02,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

96,23:45-24:00,42.15,548.92,0,9.59,10.43,0,22.54,22.02,97.23,343.12,34.91,27.68,0,0,49.86,148.3,138.33,0,38.1,0,35.03,10.95,0,0,5.42,0,0,44.5,98.41,351.97,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,23.02,0,0,150.34,1.79,5.7,0,59.5,45.83,3.05,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

