Column1,Time,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/3733,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8058,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19
71,17:30-17:45,114.58,0,0,20.12,0.44,269.47,14.37,1.37,99.8,1.22,86.41,1.56,0,0,36.4,36.4,4,14.08,7,0,0,8.83,18.34,8.83,18.33,2.32,6.67,2.78,26.51,130.05,47.9,0.44,0,0.41,47.9,47.9,0,19.16,43.11,28.74,0,26.82,17.21,2.82,8.44,11,2,1,2.61

72,17:45-18:00,114.58,0,0,20.12,0.11,269.47,14.37,1.37,99.8,1.22,86.41,1.56,0,0,36.4,36.4,1,6.26,3,0,0,9,18.34,9,18.33,0.62,6.67,1.49,27,130.05,47.9,0.11,0,0.11,47.9,47.9,0,19.16,43.11,28.74,0,26.82,16.61,1.25,3.75,4,1,0,0

73,18:00-18:15,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.14,86.41,1.52,30,50,36.4,36.4,0,1.57,2,0,0,9.17,18.34,9.17,18.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,16.41,0.31,1.25,0,0,0,0

74,18:15-18:30,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.14,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,18.34,9.17,18.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,16.81,0,0.32,0,0,0,0

75,18:30-18:45,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.14,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,18.34,9.17,18.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,21.01,0,0,0,0,0,0

76,18:45-19:00,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.14,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.67,18.34,9.67,18.33,0,6.67,0,28.99,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,21.81,0,0,0,0,0,0

77,19:00-19:15,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,18.34,9.17,18.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,22.41,0,0,0,0,0,0

78,19:15-19:30,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,18.34,9.17,18.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,23.21,0,0,0,0,0,0

79,19:30-19:45,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,18.66,9.17,18.67,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,23.61,0,0,0,0,0,0

80,19:45-20:00,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.52,30,50,36.4,36.4,0,0,0,0,0,9.17,19,9.17,19,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,23.81,0,0,0,0,0,0

81,20:00-20:15,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.48,30,50,36.4,36.4,0,0,0,0,0,9.17,22.66,9.17,22.67,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,24.21,0,0,0,0,0,0

82,20:15-20:30,114.58,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.48,30,50,36.4,36.4,0,0,0,0,0,9.17,23.66,9.17,23.67,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,24.61,0,0,0,0,0,0

83,20:30-20:45,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.48,30,50,36.4,36.4,0,0,0,0,0,9.17,33.34,9.17,33.33,0,6.67,0,27.49,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,25.01,0,0,0,0,0,0

84,20:45-21:00,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,1.03,86.41,1.48,30,50,36.4,36.4,0,0,0,0,0,9.5,35.34,9.5,35.33,0,6.67,0,28.5,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,25.21,0,0,0,0,0,0

85,21:00-21:15,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,0.99,86.41,1.48,30,50,34.49,34.49,0,0,0,0,0,13.33,49.66,13.33,49.67,0,8.33,0,40.01,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,26.61,0,0,0,0,0,0

86,21:15-21:30,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,0.99,86.41,1.48,30,50,34.49,34.49,0,0,0,0,0,13.67,50.66,13.67,50.67,0,8.67,0,40.99,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,28.01,0,0,0,0,0,0

87,21:30-21:45,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,0.99,86.41,1.48,30,50,34.49,34.49,0,0,0,0,0,16.66,51,16.67,51,0,9,0,50,130.05,47.9,0,50,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,17,0,0,0,0,0,0

88,21:45-22:00,65.74,0,0,20.12,0,269.47,14.37,1.37,99.8,0.99,86.41,1.48,30,50,34.49,34.49,0,0,0,0,0,17.5,51.34,17.5,51.33,0,9.33,0,52.5,130.05,47.9,0,50,0,47.9,47.9,0,19.16,34.49,28.74,0,26.82,17.4,0,0,0,0,0,0

89,22:00-22:15,69.87,0,0,20.12,0,269.47,8.62,1.55,99.8,0.99,59.23,1.48,30,50,33.53,33.53,0,0,0,0,0,18,53,18,53,0,9.67,0,54,81.87,47.9,0,0,0,47.9,47.9,0,19.16,33.53,28.74,0,26.82,17.6,0,0,0,0,0,0

90,22:15-22:30,69.87,0,0,20.12,0,269.47,8.62,1.55,99.8,0.99,59.23,1.48,30,50,33.53,33.53,0,0,0,0,0,18.34,54,18.33,54,0,10,0,55,81.87,47.9,0,0,0,47.9,47.9,0,19.16,33.53,28.74,0,26.82,18,0,0,0,0,0,0

91,22:30-22:45,69.87,0,0,20.12,0,249.08,8.62,1.55,99.8,0.99,59.23,1.48,30,50,33.53,33.53,0,0,0,0,0,18.66,54.34,18.67,54.33,0,10,0,56,81.87,47.9,0,0,0,47.9,47.9,0,19.16,33.53,28.74,0,26.82,13.01,0,0,0,0,0,0

92,22:45-23:00,69.87,0,0,20.12,0,229.92,8.62,1.55,99.8,0.99,59.23,1.48,30,50,33.53,33.53,0,0,0,0,0,19,53.66,19,53.67,0,10.33,0,57,81.87,47.9,0,0,0,47.9,47.9,0,19.16,33.53,28.74,0,26.82,13.21,0,0,0,0,0,0

93,23:00-23:15,69.87,0,0,20.12,0,211.72,8.62,1.55,99.8,0.99,59.23,1.48,30,50,26.82,26.82,0,0,0,0,0,18.33,38.66,18.33,38.67,0,10,0,55.01,64.19,47.9,0,0,0,47.9,47.9,0,19.16,26.82,28.74,0,26.82,13.61,0,0,0,0,0,0

94,23:15-23:30,69.87,0,0,20.12,0,211.72,8.62,1.55,99.8,0.99,59.23,1.48,30,50,26.82,26.82,0,0,0,0,0,18.33,38,18.33,38,0,10,0,55.01,64.19,47.9,0,0,0,47.9,47.9,0,19.16,26.82,28.74,0,26.82,13.81,0,0,0,0,0,0

95,23:30-23:45,69.87,0,0,20.12,0,211.72,8.62,1.55,99.8,0.99,59.23,1.48,30,50,26.82,26.82,0,0,0,0,0,18.33,37,18.33,37,0,10,0,55.01,64.19,47.9,0,0,0,47.9,47.9,0,19.16,26.82,28.74,0,26.82,24.01,0,0,0,0,0,0

96,23:45-24:00,69.87,0,0,20.12,0,211.72,8.62,1.55,99.8,0.99,59.23,1.48,30,50,26.82,26.82,0,0,0,0,0,18.33,36.66,18.33,36.67,0,10,0,55.01,64.19,47.9,0,0,0,47.9,47.9,0,19.16,26.82,28.74,0,26.82,23.61,0,0,0,0,0,0

