Time,Block,NR/2023/17851/C,WR/2023/17681/A,WR/2023/17681/A/II,WR/2023/19090/A,NR/2023/17404/F,NR/2023/14875/A,NR/2023/17344/F,NR/2023/17263/F,NR/2023/17402/F,NR/2023/17165/A,NR/2023/17496/F,NR/2023/17852/C,Total
16,03:45-04:00,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.790000,308.45

17,04:00-04:15,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.790000,308.45

18,04:15-04:30,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.790000,308.45

19,04:30-04:45,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.790000,308.45

20,04:45-05:00,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.790000,308.45

21,05:00-05:15,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.710000,308.37

22,05:15-05:30,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.710000,308.37

23,05:30-05:45,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.710000,308.37

24,05:45-06:00,0,100.000000,0.000000,0.000000,20.400000,42.710000,0.530000,99.420000,0.000000,33.830000,6.770000,4.710000,308.37

25,06:00-06:15,0,0.000000,100.000000,0.000000,20.400000,0.000000,0.580000,0.000000,201.890000,33.830000,6.770000,4.710000,368.18

26,06:15-06:30,0,0.000000,100.000000,0.000000,20.400000,0.000000,0.580000,0.000000,201.890000,33.830000,6.770000,4.710000,368.18

27,06:30-06:45,0,0.000000,100.000000,0.000000,20.400000,0.000000,0.580000,0.000000,201.890000,33.830000,6.770000,4.710000,368.18

28,06:45-07:00,0.12,0.000000,100.000000,0.000000,20.400000,0.000000,0.580000,0.000000,201.890000,33.830000,6.770000,4.710000,368.3

29,07:00-07:15,0.42,0.000000,100.000000,0.000000,20.400000,0.000000,0.680000,0.000000,201.890000,33.830000,6.770000,4.710000,368.7

30,07:15-07:30,0.66,0.000000,100.000000,0.000000,20.400000,0.000000,0.680000,0.000000,201.890000,33.830000,6.770000,4.710000,368.94

31,07:30-07:45,0.85,0.000000,100.000000,0.000000,20.400000,0.000000,0.680000,0.000000,201.890000,33.830000,6.770000,4.710000,369.13

32,07:45:08:00,1.72,0.000000,100.000000,0.000000,20.400000,0.000000,0.680000,0.000000,201.890000,33.830000,6.770000,4.710000,370

33,08:00-08:15,2.19,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,370.76

34,08:15-08:30,2.66,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,371.23

35,08:30-08:45,3.09,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,371.66

36,08:45:09:00,3.56,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,372.13

37,09:00:09:15,4.02,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,372.59

38,09:15-09:30,4.46,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,373.03

39,09:30-09:45,4.87,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,373.44

40,09:45-10:00,5.24,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,373.81

41,10:00-10:15,5.63,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,374.2

42,10:15-10:30,5.81,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,374.38

43,10:30-10:45,5.89,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,374.46

44,10:45-11:00,6.21,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,374.78

45,11:00-11:15,6.84,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,375.41

46,11:15-11:30,6.91,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,375.48

47,11:30-11:45,6.84,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,375.41

48,11:45-12:00,5.01,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,373.58

49,12:00-12:15,6.77,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,375.24

50,12:15-12:30,7.4,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,375.87

51,12:30-12:45,4.3,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,372.77

52,12:45-13:00,7.11,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,375.58

53,13:00-13:15,6.27,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,374.74

54,13:15-13:30,6.2,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,374.67

55,13:30-13:45,6.44,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,374.91

56,13:45-14:00,5.94,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,374.41

57,14:00-14:15,5.64,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,374.11

58,14:15-14:30,5.21,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,373.68

59,14:30-14:45,4.55,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,373.02

60,14:45-15:00,4.76,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.610000,373.23

61,15:00-15:15,4.45,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,373.02

62,15:15-15:30,2.83,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,371.4

63,15:30-15:45,2.08,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,370.65

64,15:45-16:00,2.72,0.000000,100.000000,0.000000,20.400000,0.000000,0.970000,0.000000,201.890000,33.830000,6.770000,4.710000,371.29

65,16:00-16:15,2.02,0.000000,100.000000,0.000000,20.400000,0.000000,0.870000,0.000000,201.890000,33.830000,6.770000,4.790000,370.57

66,16:15-16:30,1.71,0.000000,100.000000,0.000000,20.400000,0.000000,0.870000,0.000000,201.890000,33.830000,6.770000,4.790000,370.26

67,16:30-16:45,1.47,0.000000,100.000000,0.000000,20.400000,0.000000,0.870000,0.000000,201.890000,33.830000,6.770000,4.790000,370.02

68,16:45-17:00,1.14,0.000000,100.000000,0.000000,20.400000,0.000000,0.870000,0.000000,201.890000,33.830000,6.770000,4.790000,369.69

69,17:00-17:15,0.76,0.000000,100.000000,0.000000,20.400000,0.000000,0.770000,0.000000,201.890000,33.830000,6.770000,4.890000,369.31

70,17:15-17:30,0.45,0.000000,100.000000,0.000000,20.400000,0.000000,0.770000,0.000000,201.890000,33.830000,6.770000,4.890000,369

71,17:30-17:45,0.22,0.000000,100.000000,0.000000,20.400000,0.000000,0.770000,0.000000,201.890000,33.830000,6.770000,4.890000,368.77

72,17:45-18:00,0,0.000000,100.000000,0.000000,20.400000,0.000000,0.770000,0.000000,201.890000,33.830000,6.770000,4.890000,368.55

73,18:00-18:15,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

74,18:15-18:30,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

75,18:30-18:45,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

76,18:45-19:00,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

77,19:00-19:15,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

78,19:15-19:30,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

79,19:30-19:45,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

80,19:45-20:00,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

81,20:00-20:15,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

82,20:15-20:30,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

83,20:30-20:45,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

84,20:45-21:00,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,5.070000,266.79

85,21:00-21:15,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

86,21:15-21:30,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

87,21:30-21:45,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

88,21:45-22:00,0,100.000000,0.000000,100.000000,20.400000,0.000000,0.720000,0.000000,0.000000,33.830000,6.770000,4.990000,266.71

89,22:00-22:15,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.680000,99.420000,0.000000,33.830000,6.770000,4.890000,408.7

90,22:15-22:30,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.680000,99.420000,0.000000,33.830000,6.770000,4.890000,408.7

91,22:30-22:45,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.680000,99.420000,0.000000,33.830000,6.770000,4.890000,408.7

92,22:45-23:00,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.680000,99.420000,0.000000,33.830000,6.770000,4.890000,408.7

93,23:00-23:15,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.630000,99.420000,0.000000,33.830000,6.770000,4.790000,408.55

94,23:15-23:30,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.630000,99.420000,0.000000,33.830000,6.770000,4.790000,408.55

95,23:30-23:45,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.630000,99.420000,0.000000,33.830000,6.770000,4.790000,408.55

96,23:45-24:00,0,100.000000,0.000000,100.000000,20.400000,42.710000,0.630000,99.420000,0.000000,33.830000,6.770000,4.790000,408.55

