Block,Time,BRBCL,CHAMERA1,MAPS,NAPP,PARBATI3,RIHAND1,SALAL,SIMHST2,TANAKPUR,DULHASTI,KKNPPU2,RAMPUR,RAPPB,RSTPSU7,TANDA2,ANTA_GF,KKNP,NLCEXP,NLCIIST2,NTPL,TEHRI,TelanganaSTPP,ANTA_LF,AURY_LF,CHAMERA2,CHAMERA3,DADRT2,FSTPP I & II,KOLDAM,NLCIIST1,RAPPC,SASAN,TALA,ANTA_CRF,DADRI_LF,KHSTPP-I,NLCTS2EXP,SINGRAULI,UNCHAHAR1,UNCHAHAR2,URI2,AURY_RF,DADRI_RF,BSIUL,DHAULIGNGA,KGSU1AND2,KGSU3AND4,KISHANGANGA,SEWA2,TALST2,UNCHAHAR3,UNCHAHAR4,URI,DADRI_CRF,DADRI_GF,JHAJJAR,KHSTPP-II,KOTESHWR,NJPC,NNTPP,RIHAND2,ANTA_RF,AURY_GF,KUDGI,RIHAND3,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF
12,02:45-03:00,15,42.15,0,45.23,30.92,66.87,76.69,0,7.55,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,36.05,77.94,76.64,13.04,40.4,0,0,2.88,11.58,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,31.1,0,0,127.6,0,0,0.82,0,0

13,03:00-03:15,15,42.15,0,45.23,30.92,66.87,76.69,0,10.76,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,36.05,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,28.98,167.1,0,121.71,31.1,0,0,127.6,0,0,0.82,0,0

14,03:15-03:30,15,42.15,0,45.23,30.92,66.87,76.69,0,10.76,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,36.05,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

15,03:30-03:45,15,42.15,0,45.23,7.03,66.87,76.69,0,10.76,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,20.68,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

16,03:45-04:00,15,42.15,0,45.23,21.08,66.87,76.69,0,10.76,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,20.68,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

17,04:00-04:15,15,42.15,0,45.23,21.08,66.87,76.69,0,12.81,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

18,04:15-04:30,15,42.15,0,45.23,21.08,66.87,76.69,0,12.81,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

19,04:30-04:45,15,42.15,0,45.23,21.08,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

20,04:45-05:00,15,42.15,0,45.23,21.08,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.85,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

21,05:00-05:15,15,42.15,0,45.23,30.92,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.64,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

22,05:15-05:30,15,42.15,0,45.23,30.92,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.47,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

23,05:30-05:45,15,42.15,0,45.23,7.03,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.11,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

24,05:45-06:00,15,42.15,0,45.23,36.54,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.8,0,0,32.17,0,116.85,20.96,43.71,23.65,77.94,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

25,06:00-06:15,15,42.15,0,45.23,53.4,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.64,0,0,32.17,0,101.27,20.96,43.71,24.38,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.98,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

26,06:15-06:30,15,42.15,0,45.23,53.4,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.64,0,0,32.17,0,101.27,20.96,43.71,24.38,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

27,06:30-06:45,15,42.15,0,45.23,53.4,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.68,0,0,32.17,0,101.27,20.96,43.71,26.6,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

28,06:45-07:00,15,42.15,0,45.23,36.54,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.82,0,0,32.17,0,101.27,20.96,43.71,26.6,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,28.98,167.1,0,121.71,31.23,0,0,127.6,0,0,0.82,0,0

29,07:00-07:15,15,42.15,0,45.23,36.54,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.43,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,8.91,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,19.32,167.1,0,121.71,31.1,0,0,127.6,0,0,0.82,0,0

30,07:15-07:30,15,42.15,0,45.23,8.43,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.99,0,0,127.6,0,0,0.82,0,0

31,07:30-07:45,15,42.15,0,45.23,18.27,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.99,0,0,127.6,0,0,0.82,0,0

32,07:45-08:00,15,42.15,0,45.23,21.08,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.87,0,0,127.6,0,0,0.82,0,0

33,08:00-08:15,15,42.15,0,45.23,21.08,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.87,0,0,127.6,0,0,0.84,0,0

34,08:15-08:30,15,42.15,0,45.23,21.08,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,382.5,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.87,0,0,127.6,0,0,0.84,0,0

35,08:30-08:45,15,42.15,0,45.23,30.92,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,365.62,9.06,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.87,0,0,127.6,0,0,0.84,0,0

36,08:45-09:00,15,42.15,0,45.23,30.92,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,343.12,9.35,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.75,0,0,127.6,0,0,0.84,0,0

37,09:00-09:15,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,9.41,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.75,0,0,127.6,0,0,0.84,0,0

38,09:15-09:30,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,66.29,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,9.41,0,0,32.17,0,101.27,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.75,0,0,127.6,0,0,0.84,0,0

39,09:30-09:45,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,50.14,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,9.41,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

40,09:45-10:00,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,50.14,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,9.41,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.51,0,0,127.6,0,0,0.84,0,0

41,10:00-10:15,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,33.43,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,11.08,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.4,0,0,127.6,0,0,0.84,0,0

42,10:15-10:30,15,42.15,0,45.23,35.14,52.06,76.69,0,11.53,36.23,0,3.54,0,0,2.61,0,0,0,0,0,16.71,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,11.08,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.4,0,0,127.6,0,0,0.84,0,0

43,10:30-10:45,15,42.15,0,45.23,35.14,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.4,0,0,127.6,0,0,0.84,0,0

44,10:45-11:00,15,42.15,0,45.23,35.14,52.06,76.69,0,11.78,36.23,0,3.54,0,0,2.61,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.28,0,0,127.6,0,0,0.84,0,0

45,11:00-11:15,15,42.15,0,45.23,35.14,52.06,40.68,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.28,0,0,127.6,0,0,0.84,0,0

46,11:15-11:30,15,42.15,0,45.23,35.14,52.06,40.68,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.28,0,0,127.6,0,0,0.84,0,0

47,11:30-11:45,15,42.15,0,45.23,35.14,52.06,52.28,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.16,0,0,127.6,0,0,0.84,0,0

48,11:45-12:00,15,42.15,0,45.23,35.14,52.06,52.28,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.11,0,0,32.17,0,85.68,20.96,43.71,29.56,77.69,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

49,12:00-12:15,15,42.15,0,45.23,30.92,52.06,63.92,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,32.17,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

50,12:15-12:30,15,42.15,0,45.23,30.92,52.06,63.92,0,11.78,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,32.17,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,19.32,167.1,0,121.71,29.8,0,0,127.6,0,0,0.84,0,0

51,12:30-12:45,15,42.15,0,45.23,30.92,52.06,63.92,0,11.27,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,32.17,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

52,12:45-13:00,15,42.15,0,45.23,30.92,52.06,76.69,0,11.27,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,32.17,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

53,13:00-13:15,15,42.15,0,45.23,30.92,52.06,76.69,0,3.2,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.04,0,0,127.6,0,0,0.84,0,0

54,13:15-13:30,15,42.15,0,45.23,30.92,52.06,83.67,0,3.2,36.23,0,3.54,0,0,2.89,0,0,0,0,0,0,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,315,12.29,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,19.32,167.1,0,121.71,30.04,0,0,127.6,0,0,0.84,0,0

55,13:30-13:45,15,42.15,0,45.23,30.92,52.06,83.67,0,3.2,36.23,0,3.54,0,0,2.89,0,0,0,0,0,16.71,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.29,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,42.5,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

56,13:45-14:00,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,16.71,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.29,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.8,0,0,127.6,0,0,0.84,0,0

