Block,Time,JHAJJAR,KUDGI,NAPP,NJPC,RAPPD,RSTPSU7,SEWA2,TALA,AURY_GF,SIMHST1,TANAKPUR,URI,ANTA_CRF,CHAMERA3,KGSU3AND4,KKNP,PARBATI3,RSTPSU1TO6,SASAN,TALST2,URI2,ANTA_RF,DADRT2,DHAULIGNGA,FSTPP I & II,KKNPPU2,KOLDAM,RAMPUR,RIHAND2,UNCHAHAR2,VALLURNTECL,ANTA_GF,DADRI_LF,CHAMERA1,NLCIIST2,SALAL,SIMHST2,TEHRI,ANTA_LF,AURY_CRF,AURY_LF,DADRI_RF,BRBCL,BSIUL,KHSTPP-I,KISHANGANGA,NLCTS2EXP,RAPPC,TEHRIPSP,UNCHAHAR4,AURY_RF,DADRI_CRF,DADRI_GF,KGSU1AND2,MAPS,NNTPP,RIHAND3,SINGRAULI,TelanganaSTPP,UNCHAHAR1,CHAMERA2,DULHASTI,KHSTPP-II,KOTESHWR,NLCEXP,NLCIIST1,NTPL,PARBATI2,RAPPB,RIHAND1,SINGRAULI_HYDRO,TANDA2,UNCHAHAR3
8,01:45-02:00,447.13,0,24.76,181.16,25.64,0,5.59,2.35,0,0,2.44,51.34,0,35.09,0,0,76.85,0,413.44,0,38.16,51.27,550.85,43.85,15.6,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,85.41,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.48,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

9,02:00-02:15,447.13,0,24.76,181.16,25.64,0,5.22,2.35,0,0,2.44,51.34,0,35.09,0,0,76.85,0,413.44,0,38.16,51.93,550.85,43.85,16.26,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,85.41,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.48,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

10,02:15-02:30,447.13,0,24.76,181.16,25.64,0,0,2.35,0,0,2.44,51.34,0,35.09,0,0,76.85,0,413.44,0,38.16,51.93,550.85,43.85,16.26,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,85.41,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.48,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

11,02:30-02:45,447.13,0,24.76,181.16,25.64,0,0,2.65,0,0,2.44,51.34,0,35.09,0,0,76.85,0,413.44,0,38.16,51.93,550.85,43.85,16.96,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,85.41,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

12,02:45-03:00,447.13,0,24.76,181.16,25.64,0,0,2.65,0,0,2.44,51.34,0,35.09,0,0,76.85,0,413.44,0,38.16,51.93,550.85,43.85,16.96,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,85.41,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

13,03:00-03:15,447.23,0,24.76,181.16,25.64,0,0,2.65,0,0,9.99,51.34,0,35.09,0,0,76.85,0,407.25,0,38.16,52.32000000000001,550.85,43.85,17.38,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

14,03:15-03:30,447.23,0,24.76,181.16,25.64,0,0,2.65,0,0,9.99,51.34,0,35.09,0,0,76.85,0,407.25,0,38.16,52.32000000000001,550.85,43.85,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.68,20,13.04,45.83,8.71,0,68.22,49.91,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

15,03:30-03:45,447.23,0,24.76,181.16,25.64,0,0,2.65,0,0,9.99,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,43.85,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,49.91,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

16,03:45-04:00,447.23,0,24.76,181.16,25.64,0,0,2.65,0,0,9.99,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,43.85,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

17,04:00-04:15,447.23,0,24.76,181.16,25.64,0,0,2.65,0,0,2.44,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,32.89,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

18,04:15-04:30,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,2.44,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,32.89,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

19,04:30-04:45,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,32.89,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

20,04:45-05:00,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,550.85,32.89,18.2,0,10.65,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,64.81,1.16,3.48,27.99

21,05:00-05:15,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

22,05:15-05:30,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

23,05:30-05:45,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

24,05:45-06:00,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,1.41,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,9.41,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

25,06:00-06:15,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,3.45,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,9.41,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

26,06:15-06:30,447.23,0,24.76,181.16,25.64,0,0,1.32,0,0,3.45,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,2.39,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

27,06:30-06:45,447.23,0,24.76,181.16,25.64,0,0,1.03,0,0,3.45,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

28,06:45-07:00,447.23,0,24.76,181.16,25.64,0,0,1.03,0,0,3.45,51.34,0,35.09,0,0,69.16,0,407.25,0,38.16,52.32000000000001,690.85,32.89,18.2,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

29,07:00-07:15,447.23,0,24.76,181.16,25.64,0,0,1.03,0,0,5.13,51.34,0,35.09,0,0,69.16,0,410.62,0,38.16,51.93,690.85,32.89,15.6,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

30,07:15-07:30,447.23,0,24.76,181.16,25.64,0,0,1.03,0,0,5.13,51.34,0,35.09,0,0,69.16,0,410.62,0,38.16,51.93,690.85,32.89,15.6,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

31,07:30-07:45,447.23,0,24.76,181.16,25.64,0,0,0,0,0,5.13,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.93,690.85,32.89,15.6,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

32,07:45-08:00,447.23,0,24.76,181.16,25.64,0,0,0,0,0,5.13,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.93,690.85,32.89,15.6,0,10.65,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

33,08:00-08:15,447.23,0,24.76,181.16,25.64,0,0,0,0,0,3.45,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,9.69,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

34,08:15-08:30,447.23,0,24.76,181.16,25.64,0,0,0,0,0,3.45,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,9.69,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

35,08:30-08:45,447.23,0,24.76,181.16,25.64,0,0,0,0,0,3.45,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,9.69,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

36,08:45-09:00,447.23,0,24.76,181.16,25.64,0,0,0,0,0,3.45,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,7.26,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.22,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,7.54,0,0,0,52.78,0,99.81,1.16,3.48,27.99

37,09:00-09:15,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,7.26,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

38,09:15-09:30,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,15.6,0,4.36,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

39,09:30-09:45,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,4.36,7.04,126.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

40,09:45-10:00,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,69.16,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,4.36,7.04,126.8,45.62,0,0,0,28.1,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

41,10:00-10:15,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,50.72,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,2.02,7.04,126.8,45.62,0,0,0,28.1,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

42,10:15-10:30,447.23,0,24.76,181.16,25.64,0,0,0,0,0,4.48,51.34,0,35.09,0,0,50.72,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,0,7.04,126.8,45.62,0,0,0,28.1,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

43,10:30-10:45,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,51.34,0,35.09,0,0,53.79,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,0,7.04,126.8,45.62,0,0,0,14.05,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

44,10:45-11:00,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,51.34,0,35.09,0,0,53.79,0,416.25,0,38.16,51.269999999999996,690.85,32.89,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,13.04,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

45,11:00-11:15,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,50.62,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

46,11:15-11:30,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,50.62,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

47,11:30-11:45,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,50.62,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

48,11:45-12:00,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.1,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,50.62,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

49,12:00-12:15,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,5.76,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,49.97,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

50,12:15-12:30,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,5.76,52.99,0,35.09,0,0,53.79,0,416.25,0,38.16,49.97,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.48,27.99

51,12:30-12:45,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,12.04,52.99,0,35.09,0,0,57.79,0,416.25,0,38.16,49.97,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.93,27.99

52,12:45-13:00,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,12.04,52.99,0,35.09,0,0,57.79,0,416.25,0,38.16,49.97,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.93,27.99

53,13:00-13:15,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,12.04,52.99,0,35.09,0,0,59.18,0,416.25,0,38.16,49.97,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,3.93,27.99

