Time,Block,NR/2023/18171/C,NR/2023/17270/A,WR/2023/20256/A/1959,WR/2023/19446/A,WR/2023/20577/A/1953,NR/2023/18062/A/1901,NER/2023/1753/C,NR/2023/18172/C,NR/2023/17525/A,NR/2023/18105/A/1899,NR/2023/18074/A/1856,Total
47,11:30-11:45,1.03,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,184.48

48,11:45-12:00,1.25,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,184.7

49,12:00-12:15,1.49,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,184.94

50,12:15-12:30,2.15,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,185.6

51,12:30-12:45,4.75,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,188.2

52,12:45-13:00,5.59,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,189.04

53,13:00-13:15,3.78,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,187.23

54,13:15-13:30,3.1,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,186.55

55,13:30-13:45,5.49,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,188.94

56,13:45-14:00,3.28,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,186.73

57,14:00-14:15,2.97,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,186.42

58,14:15-14:30,3.1,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,186.55

59,14:30-14:45,2.85,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,186.3

60,14:45-15:00,1.89,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.770000,185.34

61,15:00-15:15,1.67,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.620000,184.97

62,15:15-15:30,1.57,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.620000,184.87

63,15:30-15:45,2.09,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.620000,185.39

64,15:45-16:00,1.82,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.620000,185.12

65,16:00-16:15,1.51,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,184.67

66,16:15-16:30,1.2,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,184.36

67,16:30-16:45,0.91,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,184.07

68,16:45-17:00,0.59,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,183.75

69,17:00-17:15,0.38,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,183.54

70,17:15-17:30,0.24,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,183.4

71,17:30-17:45,0.1,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,183.26

72,17:45-18:00,0,100.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.480000,183.16

73,18:00-18:15,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

74,18:15-18:30,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

75,18:30-18:45,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

76,18:45-19:00,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

77,19:00-19:15,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

78,19:15-19:30,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

79,19:30-19:45,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

80,19:45-20:00,0,100.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,263.21

81,20:00-20:15,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

82,20:15-20:30,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

83,20:30-20:45,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

84,20:45-21:00,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

85,21:00-21:15,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

86,21:15-21:30,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

87,21:30-21:45,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

88,21:45-22:00,0,0.000000,25.000000,75.000000,55.000000,4.800000,0.000000,1.920000,0.000000,0.960000,0.530000,163.21

89,22:00-22:15,0,0.000000,0.000000,75.000000,55.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.480000,197.81

90,22:15-22:30,0,0.000000,0.000000,75.000000,55.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.480000,197.81

91,22:30-22:45,0,0.000000,0.000000,75.000000,55.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.480000,197.81

92,22:45-23:00,0,0.000000,0.000000,75.000000,55.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.480000,197.81

93,23:00-23:15,0,0.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.430000,142.76

94,23:15-23:30,0,0.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.430000,142.76

95,23:30-23:45,0,0.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.430000,142.76

96,23:45-24:00,0,0.000000,0.000000,75.000000,0.000000,4.800000,0.000000,1.920000,59.650000,0.960000,0.430000,142.76

