Block,Time,CHAMERA3,KOTESHWR,NTPL,RAPPC,TALA,TEHRI,AURY_CRF,DADRI_RF,BRBCL,JHAJJAR,KGSU1AND2,KGSU3AND4,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,URI,DADRI_LF,DADRT2,KKNPPU2,RIHAND3,SIMHST2,TelanganaSTPP,ANTA_CRF,CHAMERA1,DHAULIGNGA,KHSTPP-II,KUDGI,NAPP,NLCEXP,PARBATI2,RIHAND1,RSTPSU1TO6,UNCHAHAR4,ANTA_GF,AURY_GF,AURY_RF,KHSTPP-I,KOLDAM,PARBATI3,RAMPUR,SASAN,SINGRAULI,UNCHAHAR2,VALLURNTECL,DADRI_CRF,CHAMERA2,FSTPP I & II,NJPC,NLCIIST2,RAPPD,RIHAND2,RSTPSU7,TANAKPUR,BSIUL,DULHASTI,KKNP,MAPS,NLCIIST1,SALAL,TALST2,TANDA2,UNCHAHAR1,URI2,ANTA_LF,ANTA_RF,AURY_LF,KISHANGANGA,NNTPP,RAPPB,SEWA2,DADRI_GF
6,01:15-01:30,11.69,10.44,0,68.9,7.79,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,28.1,0,148.3,0,25.29,0,11.31,64.81,0,2.48,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.12,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.27,0,8.76,0,0,6.31,0

7,01:30-01:45,11.69,10.44,0,68.9,7.79,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,28.1,0,148.3,0,25.29,0,11.31,64.81,0,2.48,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.12,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.27,0,8.76,0,0,6.31,0

8,01:45-02:00,11.69,10.44,0,68.9,7.79,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,28.1,0,148.3,0,25.29,0,11.31,64.81,0,2.48,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.12,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.27,0,8.76,0,0,5.59,0

9,02:00-02:15,11.69,10.44,0,68.9,8.96,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,62.53,0,0,0,26.77,0,148.3,0,25.29,0,11.31,64.81,0,2.48,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.11,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.93,0,8.76,0,0,5.22,0

10,02:15-02:30,11.69,10.44,0,68.9,8.96,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,62.53,0,0,0,26.7,0,148.3,0,25.29,0,11.31,64.81,0,2.48,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.11,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.93,0,8.76,0,0,0,0

11,02:30-02:45,11.69,10.44,0,68.9,8.96,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,26.7,0,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.11,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.87,21.83,38.16,0,51.93,0,8.76,0,0,0,0

12,02:45-03:00,11.69,10.44,0,68.9,8.96,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,26.7,0,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,45.83,7.26,16.9,3.14,418.77,155.58,45.1,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,6.61,21.83,38.16,0,51.93,0,8.76,0,0,0,0

13,03:00-03:15,11.69,10.44,0,68.9,10.14,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,26.7,10.97,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,44.01,7.26,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

14,03:15-03:30,11.69,10.44,0,68.9,10.14,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,62.53,0,0,0,14.05,10.97,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,44.01,4.84,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

15,03:30-03:45,11.69,10.44,0,68.9,10.14,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,287.92,0,77.97,0,0,0,14.05,10.97,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,44.01,4.84,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

16,03:45-04:00,11.69,10.44,0,68.9,10.14,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,14.05,10.97,148.3,0,25.29,0,11.31,64.81,0,2.39,0,0,80.92,44.01,0,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

17,04:00-04:15,11.69,10.44,0,68.9,12.79,28.23,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,14.05,10.97,148.3,0,25.29,0,11.31,64.81,0,3.98,0,0,80.92,44.01,0,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,51.13,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

18,04:15-04:30,11.69,10.44,0,68.9,12.79,27.83,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,3.98,0,0,80.92,44.01,0,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

19,04:30-04:45,11.69,10.44,0,68.9,12.41,27.74,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,3.98,0,0,80.92,44.01,0,16.9,3.14,418.77,155.58,45.62,0,0,16.3,18.2,78.53,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

20,04:45-05:00,11.69,10.44,0,68.9,12.21,27.74,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,2.01,0,0,80.92,44.01,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,96.8,0,1.41,6.52,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

21,05:00-05:15,11.69,10.44,0,68.9,12.11,27.74,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,3.98,0,0,80.92,44.01,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,96.8,0,1.41,13.04,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

22,05:15-05:30,11.69,10.44,0,68.9,11.76,27.74,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,2.01,0,0,80.92,44.01,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,96.8,0,1.41,13.04,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

23,05:30-05:45,11.69,10.44,0,68.9,11.7,18.01,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,2.01,0,0,80.92,44.01,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,96.8,0,1.41,13.04,58.79,0,0,0,84.83,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

24,05:45-06:00,11.69,10.44,0,68.9,11.41,9.09,0,76.68,20,670.85,0,0,0,0,1.13,27.43,52.44,0,633.35,0,92.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,64.81,0,2.01,0,0,80.92,44.01,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,96.8,0,1.41,13.04,58.79,0,0,0,53.45,0,4.14,21.49,38.16,0,52.32,0,8.76,0,0,0,0

25,06:00-06:15,11.69,10.44,0,68.9,11.43,9.09,0,76.68,20,670.85,0,0,0,0,1.13,27.43,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,99.81,0,2.01,0,0,80.92,45.83,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,13.04,58.79,0,0,0,53.45,0,4.14,21.49,38.16,0,52.32,0,8.76,0,0,0,0

26,06:15-06:30,11.69,10.44,0,68.9,11.27,9.09,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,99.81,0,2.01,0,0,80.92,45.83,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,13.04,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

27,06:30-06:45,11.69,10.44,0,68.9,12.44,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,99.81,0,2.01,0,0,80.92,45.83,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

28,06:45-07:00,11.69,10.44,0,68.9,12.47,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,11.31,99.81,0,3.98,0,0,80.92,45.83,0,16.9,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,52.32,0,8.76,0,0,0,0

29,07:00-07:15,11.69,10.44,0,68.9,13.64,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,129.56,0,0,0,0,10.97,148.3,0,25.29,0,11.31,97.51,0,3.98,0,0,80.92,45.83,0,16.9,3.33,418.77,150.88,45.62,0,0,16.3,18.2,83.12,0,25.84,124.3,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.93,0,8.76,0,0,0,0

30,07:15-07:30,11.69,10.44,0,68.9,13.88,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,129.56,0,0,0,0,10.97,148.3,0,25.29,0,11.31,97.51,0,3.98,0,0,80.92,45.83,0,16.9,3.33,418.77,150.88,45.62,0,0,16.3,18.2,83.12,0,25.84,124.3,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.93,0,8.76,0,0,0,0

31,07:30-07:45,11.69,10.44,0,68.9,14.41,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,129.56,0,0,0,0,10.97,148.3,0,25.29,0,6.03,97.51,0,3.98,0,0,80.92,45.83,0,16.9,3.33,418.77,150.88,45.62,0,0,16.3,18.2,83.12,0,25.84,124.3,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.93,0,8.76,0,0,0,0

32,07:45-08:00,11.69,10.44,0,68.9,14.56,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,129.56,0,0,0,0,10.97,148.3,0,25.29,0,6.03,97.51,0,3.98,0,0,80.92,45.83,0,16.9,3.33,418.77,150.88,45.62,0,0,16.3,18.2,83.12,0,25.84,124.3,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.93,0,8.76,0,0,0,0

33,08:00-08:15,11.69,10.44,0,68.9,14.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,129.56,0,0,0,0,10.97,148.3,0,25.29,0,6.03,97.5,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,150.86,45.62,0,0,16.3,18.2,83.12,0,25.84,124.27,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

34,08:15-08:30,11.69,10.44,0,68.9,14.7,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

35,08:30-08:45,11.69,10.44,0,68.9,15.29,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

36,08:45-09:00,11.69,10.44,0,68.9,15.38,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

37,09:00-09:15,11.69,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

38,09:15-09:30,11.69,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,3.33,418.77,155.58,45.62,0,0,16.3,18.2,83.12,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

39,09:30-09:45,11.69,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

40,09:45-10:00,11.69,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

41,10:00-10:15,0,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

42,10:15-10:30,0,10.44,0,68.9,15.52,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

43,10:30-10:45,0,10.44,0,68.9,15.82,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

44,10:45-11:00,0,10.44,0,68.9,15.82,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.44,0,690.85,0,132.37,0,0,0,0,10.97,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,51.27,0,8.76,0,0,0,0

45,11:00-11:15,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.99,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,50.62,0,8.76,0,0,0,0

46,11:15-11:30,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,52.99,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,50.62,0,8.76,0,0,0,0

47,11:30-11:45,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,50.62,0,8.76,0,0,0,0

48,11:45-12:00,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.13,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,50.62,0,8.76,0,0,0,0

49,12:00-12:15,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,49.95,0,8.71,0,0,0,0

50,12:15-12:30,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,58.79,0,0,0,53.45,0,7.07,21.83,38.16,0,49.95,0,8.71,0,0,0,0

51,12:30-12:45,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.95,0,8.71,0,0,0,0

52,12:45-13:00,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.95,0,8.71,0,0,0,0

53,13:00-13:15,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,16.3,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.95,0,8.71,0,0,0,0

54,13:15-13:30,0,10.44,0,68.9,16.11,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,0,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.3,0,8.71,0,0,0,0

55,13:30-13:45,0,10.44,0,68.9,13.62,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,0,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.3,0,8.71,0,0,0,0

