Block,Time Block,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,CHAMERA2,KUDGI,MAPS,FSTPP I & II,DADRT2,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA3,DHAULIGNGA,CHAMERA1,BRBCL,BSIUL,SALAL,SASAN,RAPPC,RIHAND2,RSTPSU1TO6,RIHAND3,RSTPSU7,RAPPB,RIHAND1,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NTPL,PARBATI3,NNTPP,RAMPUR,KGSU3AND4,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,SIMHST2,TALA,SEWA2,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
43,10:30-10:45,0,0,0,32.1,8.52,106.7,0,0,0,0,12.54,312.14,15.82,228,0,0,0,0,19.2,6.26,38.49,388.8,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,7.5,0,22.38,13.94,0,0,0,134.1,0,12.17,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,32.1,8.52,106.7,0,0,0,0,12.54,312.14,15.82,228,0,0,0,0,17.62,6.26,38.49,388.8,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,7.5,0,22.38,13.94,0,0,0,134.1,0,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,32.1,8.52,106.7,0,0,0,0,12.54,312.14,15.82,228,0,0,0,0,19.2,6.26,38.49,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,7.5,0,22.38,13.94,0,0,0,134.1,0,13.28,0,29.06,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,24.5,8.52,106.7,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,38.49,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,7.5,0,22.38,13.94,0,0,0,134.1,0,13.28,0,29.06,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,38.49,382.32,24.85,112.61,0,59.67,0,0,87.24,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,132.45,0,13.28,0,28.42,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,38.49,382.32,24.85,112.61,0,59.67,0,0,87.24,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,132.45,0,13.28,0,29.06,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,114.01,0,59.67,0,0,80.28,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,122.25,0,13.28,0,29.06,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,91.78,0,52.49,0,0,60.8,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,122.25,0,13.28,0,29.06,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,91.78,0,52.49,0,0,60.8,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.46,0,22.38,13.94,0,0,0,122.25,0,13.28,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,91.78,0,52.49,0,0,60.8,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.46,0,22.38,13.94,0,0,0,122.25,0,13.28,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,0,13.28,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,0,13.28,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,0,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,0,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,0,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,0,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,10.94,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,11.13,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,21.77,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,52.49,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,22.38,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

