Column1,Block,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/08/2627,GNA/NR/2024/10/08/5028,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/08/6977,GNA/NR/2024/10/08/8234,NR/2024/23356/A/40177,NR/2024/23389/A/40176,NR/2024/23597/C,GNA/NR/2024/10/01/6101,NR/2024/23397/A/40148,GNA/NR/2024/10/01/9582,NR/2024/23582/C,NR/2024/23382/A/40288,NR/2024/23583/C,NR/2024/23446/A/40286,NR/2024/23603/C,GNA/NR/2024/10/01/8106,NR/2024/23594/C,NR/2024/23600/C,NR/2024/23601/C,NR/2024/23414/A/40132,NR/2024/23384/A/40133,NR/2024/23383/A/40350,NR/2024/23591/C,GNA/NR/2024/10/01/3642,Total
6,01:15-01:30,6.63,48.5,0,20.17,9.35,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,785.9599999999999

7,01:30-01:45,6.63,48.5,0,20.17,20.17,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,796.78

8,01:45-02:00,6.63,48.5,0,20.17,20.17,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,796.78

9,02:00-02:15,6.63,48.5,0,20.17,20.17,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,796.74

10,02:15-02:30,6.63,48.5,0,20.17,20.17,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,796.74

11,02:30-02:45,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,756.4000000000001

12,02:45-03:00,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,756.4000000000001

13,03:00-03:15,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3500000000001

14,03:15-03:30,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3500000000001

15,03:30-03:45,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3500000000001

16,03:45-04:00,6.63,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3500000000001

17,04:00-04:15,6.58,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3000000000001

18,04:15-04:30,6.58,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3000000000001

19,04:30-04:45,6.58,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3000000000001

20,04:45-05:00,6.58,48.5,0,0,0,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.44,0,37.47,756.3000000000001

21,05:00-05:15,6.58,48.5,0,4.43,4.43,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,765.21

22,05:15-05:30,6.58,48.5,0,4.43,4.43,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,765.21

23,05:30-05:45,6.58,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,808.15

24,05:45-06:00,6.58,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0,0,0,12.49,0,0,0,0,6.79,0.49,0,37.47,808.15

25,06:00-06:15,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0.06,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,808.1499999999999

26,06:15-06:30,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0.07,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,808.16

27,06:30-06:45,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0.07,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,808.16

28,06:45-07:00,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0.36,0,0,12.49,0,0,0,0,6.79,0.53,0,37.47,808.4499999999999

29,07:00-07:15,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,0.85,0,0,12.49,0,0,0,0,6.79,0.58,0,37.47,808.99

30,07:15-07:30,6.48,48.5,0,25.9,25.9,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,1.38,0,0,12.49,0,0,0,0,6.79,0.58,0,37.47,809.52

31,07:30-07:45,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,1.81,0,0,12.49,0,0,0,0,6.79,0.58,0,37.47,812.01

32,07:45-08:00,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,2.53,0,0,12.49,0,0,0,0,6.79,0.58,0,37.47,812.73

33,08:00-08:15,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,3.16,0,0,12.49,0,0,0,0,6.79,0.97,0,37.47,813.75

34,08:15-08:30,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,3.84,0,0,12.49,0,0,0,0,6.79,0.97,0,37.47,814.4300000000001

35,08:30-08:45,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,4.36,0,0,12.49,0,0,0,0,6.79,0.97,0,37.47,814.95

36,08:45-09:00,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,0,0,0,37.47,2.91,12.49,189.17,24.99,5.01,0,0,12.49,0,0,0,0,6.79,0.97,0,37.47,815.6

37,09:00-09:15,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,5.45,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,869.2900000000001

38,09:15-09:30,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,5.24,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,869.08

39,09:30-09:45,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.95,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,868.7900000000001

40,09:45-10:00,6.48,48.5,0,26.93,26.93,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.22,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,868.0600000000001

41,10:00-10:15,6.48,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.94,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,865.1400000000001

42,10:15-10:30,6.48,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,5.32,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,865.5200000000001

43,10:30-10:45,6.48,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,6.35,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,866.5500000000001

44,10:45-11:00,6.48,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.72,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,867.9200000000001

45,11:00-11:15,6.39,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.11,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,864.22

46,11:15-11:30,6.39,48.5,0,25.11,25.11,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.34,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,864.45

47,11:30-11:45,6.39,48.5,0,21.21,21.21,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,8.24,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,860.55

48,11:45-12:00,6.39,48.5,0,21.21,21.21,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.53,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,859.8399999999999

49,12:00-12:15,6.39,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,8.17,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,862.56

50,12:15-12:30,6.39,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.14,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,861.53

51,12:30-12:45,6.39,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.94,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,862.33

52,12:45-13:00,6.39,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.37,24.99,0,12.49,0,0,0,6.79,0,0.87,0,37.47,861.76

53,13:00-13:15,6.3,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.73,24.99,0,12.49,0,0,0,6.79,0,0.78,0,37.47,861.9399999999999

54,13:15-13:30,6.3,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.9,24.99,0,12.49,0,0,0,6.79,0,0.78,0,37.47,862.1099999999999

55,13:30-13:45,6.3,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,6.4,24.99,0,12.49,0,0,0,6.79,0,0.78,0,37.47,860.6099999999999

56,13:45-14:00,6.3,48.5,0,22.25,22.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,4.83,24.99,0,12.49,0,0,0,6.79,0,0.78,0,37.47,859.04

57,14:00-14:15,6.3,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,6.82,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,821.17

58,14:15-14:30,6.3,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,6.69,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,821.04

59,14:30-14:45,6.3,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,7.35,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,821.6999999999999

60,14:45-15:00,6.3,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,8.07,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,822.42

61,15:00-15:15,6.39,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,3.3,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,817.7399999999999

62,15:15-15:30,6.39,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,0.32,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,814.76

63,15:30-15:45,6.39,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,0.35,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,814.79

64,15:45-16:00,6.39,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,0,0.41,24.99,0,12.49,0,0,0,6.79,0,0.92,0,37.47,814.8499999999999

65,16:00-16:15,6.48,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,42.68,0,37.47,2.91,12.49,189.17,24.99,0.46,0,0,12.49,0,0,0,0,6.79,0.78,0,37.47,814.85

66,16:15-16:30,6.48,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,40.94,0,37.47,2.91,12.49,189.17,24.99,0.51,0,0,12.49,0,0,0,0,6.79,0.78,0,37.47,813.16

67,16:30-16:45,6.48,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,32.79,0,37.47,2.91,12.49,189.17,24.99,0.63,0,0,12.49,0,0,0,0,6.79,0.78,0,37.47,805.13

68,16:45-17:00,6.48,48.5,0,2.25,2.25,37.47,242.52,97.01,10.67,24.93,0,37.47,2.91,12.49,189.17,24.99,0.68,0,0,12.49,0,0,0,0,6.79,0.78,0,37.47,797.3199999999999

69,17:00-17:15,6.58,48.5,0,2.21,2.21,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0.55,0,0,12.49,97.4,29.1,0,0,6.79,0.73,48.5,39.77,996.3599999999999

70,17:15-17:30,6.58,48.5,0,2.21,2.21,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0.44,0,0,12.49,97.4,29.1,0,0,6.79,0.73,48.5,39.77,996.25

71,17:30-17:45,6.58,48.5,0,17.21,17.21,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0.32,0,33.95,12.49,97.4,29.1,63.06,0,6.79,0.73,48.5,39.77,1123.1399999999999

72,17:45-18:00,6.58,48.5,0,17.21,17.21,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0.19,0,33.95,12.49,97.4,29.1,73.73,0,6.79,0.73,48.5,39.77,1133.6799999999998

73,18:00-18:15,6.63,48.5,0,1.33,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0.08,0,33.95,12.49,97.4,29.1,73.73,0,6.79,0.73,48.5,39.77,1131.53

74,18:15-18:30,6.63,48.5,0,1.33,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,97.4,29.1,73.73,0,6.79,0.73,48.5,39.77,1131.4499999999998

75,18:30-18:45,6.63,48.5,0,1.33,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,97.4,29.1,73.73,0,6.79,0.73,48.5,39.77,1131.4499999999998

76,18:45-19:00,6.63,48.5,0,1.33,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,97.4,29.1,73.73,0,6.79,0.73,48.5,39.77,1131.4499999999998

77,19:00-19:15,6.63,48.5,0,0,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1059.25

78,19:15-19:30,6.63,48.5,0,0,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1059.25

79,19:30-19:45,6.63,48.5,0,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1090.25

80,19:45-20:00,6.63,48.5,0,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1090.25

81,20:00-20:15,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1187.26

82,20:15-20:30,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1187.26

83,20:30-20:45,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1187.26

84,20:45-21:00,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,29.39,0,0,33.95,12.49,26.58,29.1,73.73,0,6.79,0.68,48.5,39.77,1187.26

85,21:00-21:15,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,63.06,0,6.79,0.73,48.5,39.77,1172.24

86,21:15-21:30,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,63.06,0,6.79,0.73,48.5,39.77,1172.24

87,21:30-21:45,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,63.06,0,6.79,0.73,48.5,39.77,1172.24

88,21:45-22:00,6.63,48.5,97.01,31,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,63.06,0,6.79,0.73,48.5,39.77,1172.24

89,22:00-22:15,6.63,48.5,97.01,0,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,63.06,0,6.79,0.68,48.5,39.77,1141.19

90,22:15-22:30,6.63,48.5,97.01,0,31,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.68,48.5,39.77,1134.4

91,22:30-22:45,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.68,48.5,39.77,1141.16

92,22:45-23:00,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.68,48.5,39.77,1141.16

93,23:00-23:15,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.58,48.5,39.77,1141.06

94,23:15-23:30,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.58,48.5,39.77,1141.06

95,23:30-23:45,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.58,48.5,39.77,1141.06

96,23:45-24:00,6.63,48.5,97.01,18.88,18.88,39.77,242.52,97.01,0,0,48.5,39.77,2.91,12.49,189.17,24.99,0,0,33.95,12.49,26.58,29.1,56.27,0,6.79,0.58,48.5,39.77,1141.06

