Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/9061,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/9042,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/4503,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,NR/01102023/31052040/LT-31
28,06:45-07:00,0,0,11,0,0,0.04,13.66,7.17,6.67,13.67,0.55,0.19,0,0,0,25.94,9.58,18,7.17,26.28,1.76,0.23,21.49,0.22,0,0,25.94,205.16,17.29,1.68,1.24,67.76,271.64,8.65,0,2.48,65.9,100.09,0,0,0,25.94,8.65,0.22

29,07:00-07:15,0,1,11,0,1,0.21,13.66,7.17,6.67,13.67,7.66,1.03,1,2,0,34.59,19.28,25,7.17,32.13,1.76,0.54,21.49,0.53,0,0,34.59,260.83,17.29,1.68,1.24,86.66,271.64,8.65,0,2.48,65.9,100.09,0,0,0,34.59,8.65,0.53

30,07:15-07:30,1,4,11,1,2,1.02,13.66,7.17,6.67,13.67,15.79,5.12,2,5,0,34.59,28,28,7.17,28,1.76,0.94,21.49,0.91,0,0,34.59,260.83,17.29,1.68,1.24,86.66,271.64,8.65,0,2.48,65.9,100.09,0,0,0,34.59,8.65,0.91

31,07:30-07:45,3,7,10,3,5,2.66,13.66,7.17,6.67,13.67,24.5,13.32,5,7,0,34.59,30.73,30.73,7.17,30.74,1.76,1.33,21.49,1.29,0,0,34.59,260.83,17.29,1.68,1.24,86.66,271.64,8.65,0,2.48,65.9,100.09,0,0,0,34.59,8.65,1.29

32,07:45-08:00,4,18,9.6,7,7,5.06,13.66,7.17,6.67,13.67,33.57,25.31,8,11,0,34.59,31.07,31.07,7.17,31.06,1.76,1.78,21.49,1.74,0,0,34.59,260.83,17.29,1.68,1.24,86.66,271.64,8.65,0,2.48,65.9,100.09,0,0,0,34.59,8.65,1.74

33,08:00-08:15,8,28,9.2,12,8,8.06,13.66,7.17,6.67,13.67,42.62,40.33,17,18,0,35.55,32.5,32.5,7.17,32.5,1.76,2.42,21.49,2.36,0,0,35.55,260.83,17.29,1.68,1.16,86.66,271.64,8.65,0,2.48,65.9,100.09,0,0,0,35.55,8.65,2.36

34,08:15-08:30,12,42,9,18,13,11.73,13.66,7.17,6.67,13.67,51.67,58.65,23,27,0,35.55,32.5,32.5,7.17,32.5,1.76,3.1,21.49,3.03,0,0,35.55,260.83,17.29,1.68,1.16,86.66,271.64,8.65,0,2.48,70.04,100.09,0,0,0,35.55,8.65,3.03

35,08:30-08:45,15,56,9.2,24,17,15.53,13.66,7.17,6.67,13.67,60.47,77.63,31,33,0,35.55,32.67,32.67,7.17,32.66,1.76,3.87,21.49,3.77,0,0,35.55,260.83,17.29,1.68,1.16,86.66,271.64,8.65,0,2.48,70.04,100.09,0,0,0,35.55,8.65,3.77

36,08:45-09:00,19,72,9.4,31,21,19.05,13.66,7.17,6.67,13.67,68.83,95.27,39,41,0,35.55,32.67,32.67,7.17,32.66,1.76,4.7,21.49,4.58,0,0,35.55,260.83,17.29,1.68,1.16,86.66,271.64,8.65,0,2.48,70.04,100.09,0,0,0,35.55,8.65,4.58

37,09:00-09:15,23,102,9,43,24,23.51,13.66,7.17,6.67,13.67,77.94,117.54,46,48,0,28.82,32.67,32.67,7.17,32.66,1.76,5.84,21.49,5.7,0,0,28.82,231.31,17.29,1.6,1.16,67.76,271.64,8.65,0,2.48,70.04,100.09,0,0,0,28.82,8.65,5.7

38,09:15-09:30,27,116,8.8,49,27,27.52,13.66,7.17,6.67,13.67,85.4,137.61,53,55,0,28.82,32.67,32.67,7.17,32.66,1.76,7.27,21.49,7.1,0,0,28.82,258.15,17.29,1.6,1.16,76.17,271.64,8.65,0,2.48,70.04,100.09,0,0,0,28.82,8.65,7.1

39,09:30-09:45,29,130,9,55,29,31.2,13.66,7.17,6.67,13.67,91.99,156,59,62,0,28.82,32.67,32.67,7.17,32.66,1.76,8.69,21.49,8.48,0,0,28.82,254.18,17.29,1.6,1.16,76.17,271.64,8.65,0,2.48,70.04,100.09,0,0,0,28.82,8.65,8.48

40,09:45-10:00,32,144,9.4,61,32,34.85,13.66,7.17,6.67,13.67,98.5,174.26,64,67,0,28.82,32.67,32.67,7.17,32.66,1.76,9.99,21.49,9.74,0,0,28.82,234.01,17.29,1.6,1.16,76.17,271.64,8.65,0,2.48,70.04,100.09,0,0,0,28.82,8.65,9.74

41,10:00-10:15,35,154,12.01,66,34,38.33,13.66,7.17,6.67,13.67,103.95,191.66,69,72,0,31.7,32.67,32.67,7.17,32.66,1.81,11,21.49,10.73,0,0,31.7,243.61,17.29,1.6,1.16,57.35,271.64,8.65,0,2.48,70.04,100.09,0,0,0,31.7,8.65,10.73

42,10:15-10:30,37,161,13.41,69,36,41.13,13.66,7.17,6.67,13.67,108.29,205.67,73,77,0,31.7,32.67,32.67,7.17,32.66,1.81,11.73,21.49,11.44,0,0,31.7,216.77,17.29,1.6,1.16,57.35,271.64,8.65,0,2.48,70.04,100.09,0,0,0,31.7,8.65,11.44

43,10:30-10:45,38,168,15.61,72,37,44,13.66,7.17,6.67,13.67,103.96,220.02,77,82,0,31.7,32.67,32.67,7.17,32.66,1.81,12.39,21.49,12.08,0,0,31.7,216.77,17.29,1.6,1.16,57.35,271.64,8.65,0,2.48,70.04,100.09,0,0,0,31.7,8.65,12.08

44,10:45-11:00,40,175,17.61,75,38,45.65,13.66,7.17,6.67,13.67,107.65,228.24,80,85,0,31.7,32.67,32.67,7.17,32.66,1.81,12.94,21.49,12.63,0,0,31.7,196.6,17.29,1.6,1.16,57.35,271.64,8.65,0,2.48,70.04,100.09,0,0,0,31.7,8.65,12.63

45,11:00-11:15,43,182,18.01,78,40,46,13.66,7.17,6.67,13.67,110.9,230,87,88,0,31.7,32.67,32.67,7.17,32.66,1.81,13.32,21.49,13,0,0,31.7,169.7,17.29,1.6,1.16,57.35,271.64,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13

46,11:15-11:30,45,186,19.41,79,40,46,13.66,7.17,6.67,13.67,113.84,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.81,13.73,21.49,13.4,0,0,31.7,169.7,17.29,1.6,1.16,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.4

47,11:30-11:45,45,189,20.41,81,41,46,13.66,7.17,6.67,13.67,116.19,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.81,14.06,21.49,13.71,0,0,31.7,170.66,17.29,1.6,1.16,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.71

48,11:45-12:00,45,189,23.01,81,42,46,13.66,7.17,6.67,13.67,118.36,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.81,14.31,21.49,13.95,0,0,31.7,170.66,17.29,1.6,1.16,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.95

49,12:00-12:15,45,189,24.01,81,42,46,13.66,7.17,6.67,13.67,118.56,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.84,14.42,21.49,14.07,0,0,31.7,173.54,17.29,1.76,1.24,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,14.07

50,12:15-12:30,45,189,25.01,81,42,46,13.66,7.17,6.67,13.67,118.89,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.84,14.38,21.49,14.04,0,0,31.7,173.54,17.29,1.76,1.24,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,14.04

51,12:30-12:45,45,189,27.01,81,42,46,13.66,7.17,6.67,13.67,118.58,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.84,14.43,21.49,14.08,0,0,31.7,173.54,17.29,1.76,1.24,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,14.08

52,12:45-13:00,45,189,27.01,81,42,46,13.66,7.17,6.67,13.67,117.72,230,90,89,0,31.7,32.67,32.67,7.17,32.66,1.84,14.33,21.49,13.99,0,0,31.7,173.54,17.29,1.76,1.24,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.99

53,13:00-13:15,43,186,28.01,79,41,46,13.66,7.17,6.67,13.67,115.74,230,87,89,0,31.7,32.67,32.67,7.17,32.66,1.84,14.06,21.49,13.71,0,0,31.7,129.69,17.29,1.83,1.32,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.71

54,13:15-13:30,43,182,28.01,78,40,46,13.66,7.17,6.67,13.67,112.62,230,85,88,0,31.7,32.67,32.67,7.17,32.66,1.84,13.75,21.49,13.42,0,0,31.7,124.89,17.29,1.83,1.32,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.42

55,13:30-13:45,41,179,27.81,76,39,46,13.66,7.17,6.67,13.67,111.72,230,83,88,0,31.7,32.67,32.67,7.17,32.66,1.84,13.5,21.49,13.17,0,0,31.7,129.69,17.29,1.83,1.32,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.17

56,13:45-14:00,40,175,27.01,75,38,44.37,13.66,7.17,6.67,13.67,106.24,221.84,80,88,0,31.7,32.67,32.67,7.17,32.66,1.84,13.36,21.49,13.03,0,0,31.7,129.69,17.29,1.83,1.32,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,13.03

57,14:00-14:15,39,168,24.01,72,37,41.94,13.66,7.17,6.67,13.67,100.8,209.72,79,85,0,31.7,32.67,32.67,7.17,32.66,1.84,12.9,21.49,12.59,0,0,31.7,126.81,17.29,1.91,1.39,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,12.59

58,14:15-14:30,37,158,23.01,67,35,40.41,13.66,7.17,6.67,13.67,94.73,202.03,75,81,0,31.7,32.67,32.67,7.17,32.66,1.84,12.2,21.49,11.9,0,0,31.7,124.89,17.29,1.91,1.39,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,11.9

59,14:30-14:45,35,147,23.01,63,33,38.87,13.66,7.17,6.67,13.67,88.16,194.32,69,78,0,31.7,32.67,32.67,7.17,32.66,1.84,11.52,21.49,11.23,0,0,31.7,129.69,17.29,1.14,1.39,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,11.23

60,14:45-15:00,31,137,22.61,58,31,36.77,13.66,7.17,6.67,13.67,81.33,183.87,63,71,0,31.7,32.67,32.67,7.17,32.66,1.84,10.72,21.49,10.46,0,0,31.7,134.5,17.29,1.14,1.39,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,10.46

61,15:00-15:15,28,123,23.61,52,28,34.38,13.66,7.17,6.67,13.67,73.99,171.91,56,65,0,31.7,32.67,32.67,7.17,32.66,1.84,9.93,21.49,9.69,0,0,31.7,134.5,17.29,1.37,1.55,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,9.69

62,15:15-15:30,25,109,23.41,46,26,31.08,13.66,7.17,6.67,13.67,66.46,155.38,49,58,0,31.7,32.67,32.67,7.17,32.66,1.84,8.85,21.49,8.64,0,0,31.7,173.81,17.29,1.37,1.55,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,8.64

63,15:30-15:45,21,93,26.01,40,24,27.43,13.66,7.17,6.67,13.67,58.14,137.12,43,52,0,31.7,32.67,32.67,7.17,32.66,1.84,7.85,21.49,7.66,25.23,0,31.7,205.16,17.29,1.37,1.55,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,7.66

64,15:45-16:00,18,77,24.41,33,22,23.45,13.66,7.17,6.67,13.67,49.87,117.25,37,45,0,31.7,32.67,32.67,7.17,32.66,1.84,6.84,21.49,6.68,25.23,0,31.7,205.16,17.29,1.37,1.55,57.35,249.78,8.65,0,2.38,70.04,100.09,0,0,0,31.7,8.65,6.68

65,16:00-16:15,15,63,22.61,27,17,20.08,13.66,6.5,6.67,13.67,40.29,100.42,30,37,0,36.51,33,32.67,6.5,32.66,1.84,5.81,19.5,5.66,25.23,0,36.51,250.34,17.29,1.53,1.55,75.72,271.64,8.65,0,2.38,65.9,100.09,0,0,0,36.51,8.65,5.66

66,16:15-16:30,11,49,21.21,21,11,16.27,13.66,6.5,6.67,13.67,30.05,81.32,23,30,0,36.51,21.8,27,6.5,33,1.84,4.73,19.5,4.61,25.23,0,36.51,260.83,17.29,1.53,1.55,86.66,271.64,8.65,0,2.38,65.9,100.09,0,0,0,36.51,8.65,4.61

67,16:30-16:45,7,35,19.21,15,8,12.77,13.66,6.5,6.67,13.67,20.05,63.83,15,22,0,36.51,12.69,18,6.5,28.75,1.84,3.62,19.5,3.53,25.23,0,36.51,245.54,17.29,1.53,1.55,86.66,271.64,8.65,0,2.38,65.9,100.09,0,0,0,36.51,8.65,3.53

68,16:45-17:00,4,21,17.21,9,5,9.01,13.66,6.5,6.67,13.67,13.1,45.03,9,15,0,36.51,5.69,10,6.5,18.23,1.84,2.54,19.5,2.48,25.23,0,36.51,260.83,17.29,1.53,1.55,86.66,271.64,8.65,0,2.38,65.9,100.09,0,0,0,36.51,8.65,2.48

69,17:00-17:15,3,11,15.61,4,2,5.32,13.66,6.5,6.67,13.67,5.7,26.57,6,10,0,36.51,1.42,5,6.5,8.01,1.84,1.8,19.5,1.77,25.24,0,36.51,260.83,17.29,1.91,1.55,86.66,271.64,8.65,0,2.38,114.86,92.88,0,0,0,36.51,8.65,1.77

70,17:15-17:30,1,7,13.61,3,1,2.6,13.66,6.5,6.67,13.67,0,12.97,2,7,32,36.51,1.59,1,6.5,3.49,1.84,1.23,19.5,1.2,26.25,0,36.51,260.83,17.29,1.91,1.55,86.66,271.64,8.65,0,2.38,114.86,92.88,0,0,0,36.51,8.65,1.2

71,17:30-17:45,0,4,9.8,1,0,0.5,13.66,6.5,6.67,13.67,0,4,1,3,32,36.51,0.95,0,6.5,2.28,1.84,0.76,19.5,0.74,26.25,0,36.51,260.83,17.29,1.91,1.55,86.66,271.64,8.65,0,2.38,114.86,92.88,0,0,0,36.51,8.65,0.74

72,17:45-18:00,0,1,9.4,0,0,0.1,13.66,6.5,6.67,13.67,0,0.45,0,2,32,36.51,0.6,0,6.5,0.86,1.84,0.42,19.5,0.41,26.25,0,36.51,260.83,17.29,1.91,1.55,86.66,271.64,8.65,0,2.38,114.86,92.88,0,0,0,36.51,8.65,0.41

73,18:00-18:15,0,0,9,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,32,36.51,0,0,6.5,0,1.81,0.24,19.5,0.24,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.38,114.86,92.88,150,0,0,36.51,8.65,0.24

74,18:15-18:30,0,0,8.6,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,32,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.38,114.86,92.88,150,0,0,36.51,8.65,0

75,18:30-18:45,0,0,7.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.38,114.86,92.88,150,0,0,36.51,8.65,0

76,18:45-19:00,0,0,7.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,25.24,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.38,114.86,92.88,150,0,0,36.51,8.65,0

77,19:00-19:15,0,0,7.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,25.24,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.48,65.9,92.88,150,0,0,36.51,8.65,0

78,19:15-19:30,0,0,7.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.48,65.9,92.88,150,0,0,36.51,8.65,0

79,19:30-19:45,0,0,7.4,0,0,0,13.66,6.5,6.67,13.67,0,0,0,0,0,36.51,0,0,6.5,0,1.81,0,19.5,0,26.25,0,36.51,260.83,17.29,2.45,1.55,86.66,271.64,8.65,50,2.48,65.9,92.88,150,0,0,36.51,8.65,0

