Column1,Time,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01082024/31082024/SKS-Raigarh,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/15082024/APL-Raigarh,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/30092023/26122029/SH-06,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/31082024/jitpl
26,06:15-06:30,32,2,32.16,4.17,32.17,0.75,14.48,3.74,96.5,76.67,4,7.4,13.76,2.92,1,76.67,0,2,1,0,7.01,0.39,0,70.17,0.39,26.8708,0,0.39,8.75,30.27,16.36,272.26,72.22,192.58,48.14,225.88,5.19,100.31,57.49,48.14,0,26.8708,0,8.43

27,06:30-06:45,32,3,32,6.37,32,1.5,23.76,7.51,96,76.67,7,11.2,22.57,4.94,3,76.67,0,5,3,0,7.01,0.78,0,70.17,0.76,26.8708,0,0.76,8.75,30.27,16.36,272.26,72.22,192.58,48.14,225.88,5.19,100.31,57.49,48.14,0,26.8708,0,8.43

28,06:45-07:00,32,5,31.84,8.65,31.83,2.36,30.6,11.83,95.5,76.67,14,14.9,30.61,7.94,6,76.67,0,8,4,0,7.01,1.16,0,70.17,1.13,26.8708,0,1.13,8.75,30.27,16.36,272.26,72.22,192.58,48.14,225.88,5.19,52.96,57.49,48.14,0,26.8708,0,8.43

29,07:00-07:15,32,7,31.66,11.27,31.67,3.41,30.75,17.07,95,77,21,16.8,30.75,10,9,77,0,10,5,0,7.01,1.7,0,70.17,1.67,26.8708,0,1.67,8.75,29.26,16.36,272.26,72.22,192.58,48.14,225.88,5,52.96,57.49,48.14,0,26.8708,0,8.43

30,07:15-07:30,32,8,31.16,14.62,31.17,4.32,29.75,21.61,93.5,77.33,28,20.5,29.75,13,12,77.33,0,12,6,0,7.01,2.17,0,70.17,2.12,26.8708,0,2.12,8.75,29.26,16.36,272.26,72.22,192.58,48.14,194.46,5,52.96,57.49,48.14,0,26.8708,0,8.43

31,07:30-07:45,36.66,11,35.84,24.42,35.83,6.09,29.16,30.44,107.5,80,39,29.17,29.17,17,16,80,0,15,7,0,7.01,2.76,0,70.17,2.69,26.8708,0,2.69,8.75,28.25,16.36,231.1,72.22,192.58,48.14,109.77,5,52.96,57.49,48.14,0,26.8708,0,8.43

32,07:45-08:00,36.66,12.5,35.5,30.15,35.5,7.41,30,37.05,106.5,81.67,49,30,30,20,21,81.67,0,18,8,0,7.01,3.21,0,70.17,3.14,26.8708,0,3.14,8.75,28.25,16.36,192.58,72.22,192.58,48.14,109.77,5,52.96,57.49,48.14,0,26.8708,0,8.43

33,08:00-08:15,36.66,17,35.16,35.55,35.17,9.73,30.66,48.63,105.5,81.67,53,30.67,30.67,24,22,81.67,0,26,12,0,7.01,3.39,0,70.17,3.31,26.8708,0,3.31,8.75,29.26,16.36,149.74,72.22,192.58,48.14,109.77,5,52.96,57.49,48.14,0,26.8708,4.36,8.43

34,08:15-08:30,36.66,20,34.84,40.37,34.83,12.78,32.34,63.88,104.5,81.67,67,32.33,32.33,31,28,81.67,0,32,15,0,7.01,3.78,0,70.17,3.7,26.8708,0,3.7,8.75,29.26,16.36,149.74,72.22,192.58,48.14,109.77,5,52.96,57.49,48.14,0,26.8708,3.76,8.43

35,08:30-08:45,33.34,26,35,45.07,35,16.36,32.66,81.78,105,81.67,82,32.67,32.67,38,35,81.67,0,39,18,0,7.01,4.09,0,70.17,3.99,26.8708,0,3.99,8.75,29.26,16.36,149.74,72.22,192.58,48.14,109.77,5,52.96,57.49,48.14,0,26.8708,3.76,8.43

36,08:45-09:00,33.34,29,35.34,50.01,35.33,18.6,32.66,93,106,81.67,89,32.67,32.67,45,38,81.67,0,44,21,0,7.01,7.92,0,70.17,7.73,26.8708,0,7.73,8.75,28.26,16.36,149.74,72.22,192.58,48.14,109.77,4.86,52.96,57.49,48.14,0,26.8708,3.76,8.43

37,09:00-09:15,33.34,30,35.84,55.47,35.83,20.84,33,104.23,107.5,81.67,109,33,33,53,46,81.67,0,52,25,0,7.01,8.81,0,70.17,8.59,26.8708,0,8.59,8.75,28.26,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

38,09:15-09:30,33.34,32,37.16,61.56,37.17,23.52,33,117.59,111.5,81.67,119,33,33,58,51,81.67,0,58,27,0,7.01,9.71,0,70.17,9.47,26.8708,0,9.47,8.75,28.26,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

39,09:30-09:45,33.34,37,37.66,67.97,37.67,32.35,33,161.73,113,81.67,132,33,33,63,56,81.67,0,64,31,0,7.01,10.58,0,70.17,10.32,26.8708,0,10.32,8.75,27.75,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

40,09:45-10:00,33.34,38,38.16,72.95,38.17,35.34,33,176.72,114.5,81.67,142,33,33,67,61,81.67,0,68,33,0,7.01,11.49,0,70.17,11.21,26.8708,0,11.21,8.75,27.75,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

41,10:00-10:15,35,39.5,38.34,74.75,38.33,37.21,33,186.08,115,81.67,152,33,33,72,65,81.67,0,73,35,0,7.01,11.96,0,70.17,11.66,26.8708,0,11.66,8.75,27.75,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

42,10:15-10:30,35,41.5,38.34,74.13,38.33,39.09,33,195.43,115,81.67,159,33,33,76,68,81.67,0,78,37,0,7.01,12.43,0,70.17,12.13,26.8708,0,12.13,8.75,27.75,16.36,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,3.76,8.43

43,10:30-10:45,35,42.5,38.16,73.03,38.17,39.09,33,195.43,114.5,81.67,167,33,33,79,71,81.67,0,83,39,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,27.75,19.39,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,0,8.43

44,10:45-11:00,35,42.5,38,72.23,38,40.96,33,204.79,114,81.67,174,33,33,83,74,81.67,0,86,41,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,27.75,19.39,149.74,72.22,0,0,109.77,4.86,52.96,57.49,0,0,26.8708,0,8.43

45,11:00-11:15,35,43.5,38.34,73.05,38.33,45.83,33,229.17,115,81.67,181,33,33,84,77,81.67,0,88,42,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,29.26,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,0,8.43

46,11:15-11:30,35,43.5,38.5,74.44,38.5,45.83,33,229.17,115.5,81.67,181,33,33,85,77,81.67,0,89,43,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,29.26,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,0,8.43

47,11:30-11:45,38.34,44.5,39.16,74.45,39.17,45.83,33,229.17,117.5,81.67,186,33,33,85,79,81.67,0,90,43,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,29.26,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.36,8.43

48,11:45-12:00,38.34,44.5,39.5,73.29,39.5,45.83,33,229.17,118.5,81.67,186,33,33,85,79,81.67,0,90,43,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,28.76,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.36,8.43

49,12:00-12:15,38.34,44.5,40,68.01,40,45.83,33,229.17,120,81.67,186,33,33,86,79,81.67,0,90,43,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,28.76,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

50,12:15-12:30,38.34,44.5,40,65.63,40,45.83,33,229.17,120,81.67,179,33,33,86,76,81.67,0,90,43,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,28.76,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

51,12:30-12:45,38.34,45.5,40,63.54,40,45.83,33,229.17,120,81.67,175,33,33,88,75,81.67,0,86,41,0,7.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,28.76,19.39,173.32,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

52,12:45-13:00,38.34,45.5,40,60.81,40,45.83,33,229.17,120,81.67,175,33,33,88,75,81.67,0,86,41,0,7.81,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,28.76,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

53,13:00-13:15,38.34,44.5,40,59.97,40,45.83,33,229.17,120,81.67,175,33,33,88,75,81.67,0,85,41,0,8.61,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

54,13:15-13:30,38.34,44.5,40,61.41,40,45.83,33,229.17,120,81.67,175,33,33,88,75,81.67,0,85,40,0,9.61,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

55,13:30-13:45,7.34,43.5,40,61.22,40,42.17,33,210.83,120,81.67,179,33,33,87,76,81.67,0,85,40,0,11.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,149.74,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

56,13:45-14:00,7.34,43.5,40,62.18,40,42.17,33,210.83,120,81.67,179,33,33,86,76,81.67,0,83,40,0,15,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,192.58,72.22,0,0,109.77,4.72,52.96,57.49,0,0,26.8708,4.05,8.43

57,14:00-14:15,7.34,43.5,40,61.58,40,42.17,33,210.83,120,81.67,175,33,33,85,75,81.67,0,85,40,0,18,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,231.1,72.22,0,0,109.77,4.91,52.96,57.49,0,0,26.8708,4.05,8.43

58,14:15-14:30,7.34,42.5,40,59.14,40,40.63,33,203.17,120,81.67,172,33,33,84,73,81.67,0,83,40,0,21.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,19.39,272.26,72.22,0,0,109.77,4.91,52.96,57.49,0,0,26.8708,4.05,8.43

59,14:30-14:45,20,42.5,40,56.1,40,38.33,33,191.67,120,81.67,165,33,33,82,70,81.67,0,80,38,0,23.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,9.93,221.47,72.22,0,0,109.77,4.91,52.96,57.49,0,0,26.8708,4.05,8.43

60,14:45-15:00,30,41.5,40,52.81,40,36.03,33,180.17,120,81.67,158,33,33,77,67,81.67,0,76,37,0,24.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,30.27,9.93,192.58,72.22,0,0,109.77,4.91,52.96,57.49,0,0,26.8708,4.05,8.43

61,15:00-15:15,33.34,40.5,40,48.17,40,32.97,33,164.83,120,81.67,151,33,33,73,64,81.67,0,72,35,0,24.01,15.22,0,70.17,14.84,26.8708,0,14.84,8.75,29.26,9.93,192.58,72.22,0,0,109.77,5.19,52.96,57.49,0,0,26.8708,4.05,8.43

62,15:15-15:30,38.34,37.5,40,45.72,40,29.13,33,145.67,120,81.67,144,33,33,69,61,81.67,0,68,32,0,24.01,14.51,0,70.17,14.16,26.8708,0,14.16,8.75,29.26,9.93,192.58,72.22,0,0,109.77,5.19,52.96,57.49,0,0,26.8708,4.05,8.43

63,15:30-15:45,18.34,35.5,39.5,42.89,39.5,26.98,33,134.88,118.5,81.67,126,33,33,63,54,81.67,0,61,29,0,24.01,13.42,0,70.17,13.1,26.8708,0,13.1,8.75,29.26,9.93,192.58,72.22,0,0,109.77,5.19,52.96,57.49,0,0,26.8708,4.05,8.43

64,15:45-16:00,18.66,32.5,39.16,39.71,39.17,24.95,33,124.73,117.5,81.67,119,33,33,58,51,81.67,0,56,27,0,24.01,12.53,0,70.17,12.22,26.8708,0,12.22,8.75,27.25,9.93,192.58,72.22,0,0,109.77,5.19,52.96,57.49,0,0,26.8708,4.05,8.43

65,16:00-16:15,31.66,29.5,38.84,35.45,38.83,22.89,33,114.44,116.5,81.67,102,33,33,53,43,81.67,0,47,23,0,15.21,11.72,0,70.17,11.43,26.8708,0,11.43,8.75,27.25,9.93,192.58,72.22,0,0,109.77,5.56,52.96,57.49,0,0,26.8708,4.05,8.43

66,16:15-16:30,32,27.5,38.34,30.26,38.33,20.83,33,104.15,115,81.67,95,33,33,47,40,81.67,0,43,20,0,17.41,10.45,0,70.17,10.19,26.8708,0,10.19,8.75,27.25,9.93,192.58,72.22,0,0,109.77,5.56,52.96,57.49,0,0,26.8708,4.05,8.43

67,16:30-16:45,38.34,25.5,38.16,25.05,38.17,16.3,33,81.5,114.5,81.67,77,33,33,42,33,81.67,0,34,16,0,25.61,9.41,0,70.17,9.18,26.8708,0,9.18,8.75,27.25,9.93,192.58,72.22,0,0,109.77,5.56,52.96,57.49,0,0,26.8708,4.05,8.43

68,16:45-17:00,38.34,20.5,37.66,20.26,37.67,14.78,33,73.89,113,81.67,67,22.1,33,33,28,81.67,0,28,14,0,25.01,8.08,0,70.17,7.88,26.8708,0,7.88,8.75,26.24,9.93,192.58,72.22,0,0,109.77,5.56,52.96,57.49,0,0,26.8708,4.05,8.43

69,17:00-17:15,38.34,17.5,37,16.46,37,13.33,33,66.68,111,81.67,39,15.3,33,31,16,81.67,0,15,7,0,24.01,6.62,0,70.17,6.45,26.8708,0,6.45,8.75,26.75,9.93,192.58,72.22,192.58,48.14,109.77,5.92,52.96,57.49,48.14,0,26.8708,4.05,8.43

70,17:15-17:30,38.34,14.5,36,13.39,36,11.9,29.42,59.51,108,81.67,39,7.6,27.95,25,16,81.67,0,15,7,0,22.01,5.41,0,70.17,5.28,26.8708,0,5.28,8.75,27.25,9.93,192.58,72.22,192.58,48.14,109.77,5.92,52.96,57.49,48.14,0,26.8708,4.05,8.43

71,17:30-17:45,38.34,11.5,37.5,10.31,37.5,14.08,23.44,70.4,112.5,81.67,39,2.5,22.27,21,16,81.67,0,9,5,0,20.01,4.05,0,70.17,3.96,26.8708,0,3.96,8.75,27.25,9.93,149.74,72.22,192.58,48.14,109.77,5.92,52.96,57.49,48.14,0,26.8708,4.04,8.43

72,17:45-18:00,38.34,7,37.16,7.36,37.17,11.48,18.23,57.38,111.5,81.67,25,0,17.32,15,10,81.67,0,9,4,0,17.01,3.03,0,70.17,2.97,26.8708,0,2.97,8.75,28.26,9.93,149.74,72.22,192.58,48.14,109.77,5.92,52.96,57.49,48.14,0,26.8708,4.04,8.43

73,18:00-18:15,38.34,7,37,4.91,37,8.87,0,44.36,111,81.67,18,0,0,12,7,81.67,0,7,3,0,14.01,2.35,0,70.17,2.28,26.8708,0,2.28,8.75,27.25,9.93,149.74,72.22,192.58,48.14,109.77,6.25,52.96,57.49,48.14,0,26.8708,4.04,8.43

74,18:15-18:30,38.34,5,36.84,3.12,36.83,7.08,0,35.4,110.5,81.67,7,0,0,8,3,81.67,0,3,2,0,12.01,1.73,0,70.17,1.69,26.8708,0,1.69,8.75,27.25,9.93,149.74,72.22,192.58,48.14,109.77,6.25,52.96,57.49,48.14,0,26.8708,4.04,8.43

75,18:30-18:45,38.34,3,36.66,1.84,36.67,5.29,0,26.45,110,81.67,4,0,0,6,1,81.67,0,1,1,0,10,0.85,0,70.17,0.82,26.8708,0,0.82,8.75,27.75,9.93,192.58,72.22,192.58,48.14,110.73,6.25,52.96,57.49,48.14,0,26.8708,4.04,8.43

76,18:45-19:00,38,2,36.5,0.58,36.5,3.5,0,17.49,109.5,81.67,1,0,0,4,0,81.67,0,0,0,0,8,0.51,0,70.17,0.49,26.8708,0,0.49,8.75,28.76,9.93,231.1,72.22,192.58,48.14,110.73,6.25,52.96,57.49,48.14,0,26.8708,4.04,8.43

77,19:00-19:15,30,1,33.34,0,33.33,1.71,0,8.54,100,81,1,0,0,2,0,81,0,0,0,0,7,0.11,0,70.17,0.11,26.8708,0,0.11,8.75,27.75,9.93,272.26,72.22,192.58,48.14,166.53,6.76,69.33,65.16,48.14,0,26.8708,7.92,8.43

78,19:15-19:30,29.34,0,32.5,0,32.5,0.96,0,4.81,97.5,78.67,0,0,0,1,0,78.67,0,0,0,0,7,0.02,0,70.17,0.02,26.8708,0,0.02,8.75,27.75,9.93,272.26,72.22,192.58,48.14,166.53,6.76,78.96,65.16,48.14,0,26.8708,7.92,8.43

79,19:30-19:45,29,0,31.66,0,31.67,0.43,0,2.13,95,77.33,0,0,0,0,0,77.33,0,0,0,0,7,0,0,70.17,0,26.8708,0,0,8.75,27.75,9.93,272.26,72.22,192.58,48.14,166.53,6.76,69.33,65.16,48.14,0,26.8708,7.92,8.43

