Block,Time,BSIUL,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,RIHAND1,RIHAND2,SIMHST1,URI2,CHAMERA2,CHAMERA3,KUDGI,MAPS,NJPC,NLCEXP,SEWA2,TelanganaSTPP,UNCHAHAR3,DADRI_LF,KHSTPP-I,KHSTPP-II,NLCIIST1,PARBATI3,RAPPB,DADRI_GF,DULHASTI,KGSU1AND2,KISHANGANGA,NLCIIST2,NTPL,SASAN,SIMHST2,TANAKPUR,AURY_LF,DADRI_RF,FSTPP I & II,PARBATI2,SALAL,TEHRI,UNCHAHAR2,VALLURNTECL,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_CRF,AURY_GF,DADRT2,JHAJJAR,KOTESHWR,RAPPC,RSTPSU7,TANDA2,DHAULIGNGA,KGSU3AND4,RAMPUR,RIHAND3,RSTPSU1TO6,SINGRAULI_HYDRO,AURY_RF,BRBCL,CHAMERA1,KOLDAM,NAPP,SINGRAULI,TALA,TALST2,UNCHAHAR1,UNCHAHAR4,URI,ANTA_RF,DADRI_CRF
15,03:30-03:45,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,70.88,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

16,03:45-04:00,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,13.36,13.22,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

17,04:00-04:15,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,13.36,13.22,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

18,04:15-04:30,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,13.36,13.22,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

19,04:30-04:45,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,13.36,26.44,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

20,04:45-05:00,13.04,0,0,0,0,95.98,123.13,0,39.63,0,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,13.36,26.44,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

21,05:00-05:15,13.04,0,0,0,0,95.98,123.13,0,38.05,0,0,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,7.05,0,74.38,14.6,3.75,13.36,26.44,44.87,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

22,05:15-05:30,13.04,0,0,0,0,95.98,123.13,0,38.05,0,0,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,7.05,0,74.38,14.6,3.75,13.36,26.44,44.87,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

23,05:30-05:45,13.04,0,0,0,0,95.98,123.13,0,38.05,0,0,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,7.05,0,74.38,14.6,3.75,13.36,26.44,44.87,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

24,05:45-06:00,13.04,0,0,0,0,95.98,123.13,0,38.05,0,0,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,7.05,0,74.38,14.6,3.75,13.36,26.44,44.87,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,34.78,54.37,0

25,06:00-06:15,13.04,0,0,0,0,95.98,123.13,0,38.05,0,11.65,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,39.62,0,8.45,0,0,418.77,0,6.27,0,74.38,14.6,3.75,70.88,26.44,25.42,0,0,0,0,0,0,344.43,643.21,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,39.75,54.37,0

26,06:15-06:30,13.04,0,0,0,0,95.98,123.13,0,38.05,0,11.65,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,39.62,0,8.45,0,0,418.77,0,6.27,0,74.38,14.6,3.75,70.88,26.44,25.42,0,0,0,0,0,0,344.43,643.21,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,39.75,54.37,0

27,06:30-06:45,13.04,0,0,0,0,95.98,123.13,0,38.05,0,23.32,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,39.62,0,8.45,0,0,418.77,0,6.27,0,74.38,14.6,3.75,26.73,26.44,28.39,0,0,0,0,0,0,344.43,593.21,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,39.75,54.37,0

28,06:45-07:00,13.04,0,0,0,0,92.78,123.13,0,38.05,0,23.32,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,26.73,26.44,28.39,0,0,0,0,0,0,344.43,593.21,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,39.75,54.37,0

29,07:00-07:15,13.04,0,0,0,0,95.98,123.13,0,38.05,0,23.32,0,0,55.26,0,0,0,27.67,0,45.83,148.3,0,0,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,26.73,26.44,31.95,0,0,0,0,0,0,344.43,543.21,10.41,69.94,0,5.65,0,0,2.18,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,33.12,54.11,0

30,07:15-07:30,13.04,0,0,0,0,95.98,123.13,0,38.05,16.25,23.32,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,4.29,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,3.75,26.73,26.44,34.32,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,1.88,33.12,54.11,0

31,07:30-07:45,19.56,0,0,0,0,95.98,123.13,0,38.05,16.25,11.65,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,25.32,34.42,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,33.12,54.11,0

32,07:45-08:00,19.56,0,0,0,0,95.98,123.13,0,38.05,16.25,0,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,12.66,37.39,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,33.12,54.11,0

33,08:00-08:15,19.56,0,0,0,0,95.98,123.13,0,38.05,16.25,0,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,12.66,39.77,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,33.12,54.11,0

34,08:15-08:30,19.56,0,0,0,0,95.98,123.13,0,38.05,16.25,0,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,39.62,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,0,39.77,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,39.75,54.11,0

35,08:30-08:45,13.04,0,0,0,0,95.98,123.13,0,38.05,16.25,0,0,0,44.74,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,0,42.74,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.76,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,39.75,54.11,0

36,08:45-09:00,6.52,0,0,0,0,95.98,123.13,0,38.05,16.25,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,129.05,0,0.71,85.35,20,0,0,52.39,109.74,0,0,21.63,3.18,39.75,54.11,0

37,09:00-09:15,6.52,0,0,0,0,97.18,124.53,0,38.05,16.25,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,19.92,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,39.75,54.11,0

38,09:15-09:30,6.52,0,0,0,0,97.18,124.53,0,38.05,16.25,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,54.11,0

39,09:30-09:45,6.52,0,0,0,0,97.18,124.53,0,38.05,16.25,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,38.35,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.97,0

40,09:45-10:00,6.52,0,0,0,0,97.18,124.53,0,38.05,16.25,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,7.49,38.35,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.97,0

41,10:00-10:15,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,51.13,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.44,0

42,10:15-10:30,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,27.63,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,51.13,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.44,0

43,10:30-10:45,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,51.13,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.44,0

44,10:45-11:00,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,51.13,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.44,0

45,11:00-11:15,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,13.36,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.05,0

46,11:15-11:30,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,13.36,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.05,0

47,11:30-11:45,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,13.36,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,53.05,0

48,11:45-12:00,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,13.36,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.23,52.66,0

49,12:00-12:15,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,52.66,0

50,12:15-12:30,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

51,12:30-12:45,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

52,12:45-13:00,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

53,13:00-13:15,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

54,13:15-13:30,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

55,13:30-13:45,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,2.05,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

56,13:45-14:00,6.52,0,0,0,0,97.18,124.53,0,38.05,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,2.05,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

57,14:00-14:15,6.52,0,0,0,0,97.18,124.53,0,36.1,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,2.05,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

58,14:15-14:30,6.52,0,0,0,0,97.18,124.53,0,36.1,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,2.05,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

59,14:30-14:45,13.04,0,0,0,0,96.98,124.53,0,36.1,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.61,0

60,14:45-15:00,13.04,0,0,0,0,96.98,124.53,0,36.1,0,0,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

