Column1,Time,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/5143,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/9482,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/4651,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,L_NR_2019_19
7,01:30-01:45,42,0,0,8.92,200,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,195.36,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,59.33,0,19,59.33,57,10.67,0,0,19,13.01,0

8,01:45-02:00,42,0,0,8.92,200,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,195.36,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,60.33,0,19,60.33,57,10.33,0,0,19,12.61,0

9,02:00-02:15,42,0,0,8.74,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,271.81,164.38,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,58.67,0,18.83,58.67,56.51,10,0,0,18.83,12.01,0

10,02:15-02:30,42,0,0,8.74,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,230.71,135.54,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,57.67,0,18.5,57.67,55.5,9.67,0,0,18.5,11.41,0

11,02:30-02:45,42,0,0,8.74,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,192.26,135.54,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,56.33,0,18.17,56.33,54.49,9.33,0,0,18.17,10.8,0

12,02:45-03:00,42,0,0,8.74,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,192.26,135.54,64.04,0,8.65,7.29,27.25,35.06,0,0,0,0,0,0,0,0,0,55.33,0,17.83,55.33,53.51,9,0,0,17.83,10.6,0

13,03:00-03:15,42,0,0,8.65,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,192.26,135.54,64.04,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,53.67,0,17.33,53.66,52.01,8.33,0,0,17.33,10.4,0

14,03:15-03:30,42,0,0,8.65,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,192.26,135.54,64.04,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,51,0,16.83,51,50.51,8,0,0,16.83,10.4,0

15,03:30-03:45,42,0,0,8.65,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,192.26,164.38,64.04,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,51.67,0,16.33,51.66,49.01,7.33,0,0,16.33,10.8,0

16,03:45-04:00,42,0,0,8.65,0,0,26.99,26.99,52.87,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,230.71,195.36,64.04,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,50.67,0,16,50.66,48,7,0,0,16,10.2,0

17,04:00-04:15,42,0,0,8.56,0,0,26.99,26.99,81.71,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,271.81,225.83,76.22,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,55,0,15.5,55,46.5,10,0,0,15.5,10.8,0

18,04:15-04:30,42,0,0,8.56,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,271.81,225.83,76.22,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,54.33,0,15.17,54.34,45.49,10,0,0,15.17,11.61,0

19,04:30-04:45,42,0,0,8.56,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,271.81,225.83,76.22,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,53,0,17,53,51,9.67,0,0,17,12.01,0

20,04:45-05:00,42,0,0,8.56,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0.92,271.81,225.83,76.22,0,8.65,7.29,27.75,35.06,0,0,0,0,0,0,0,0,0,51.33,0,16.67,51.34,49.99,9.33,0,0,16.67,12.01,0

21,05:00-05:15,42,0,0,8.37,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,225.83,76.22,0,8.65,7.29,27.75,32.98,0,0,0,0,0,0,0,0,0,48.33,0,16.17,48.34,48.49,9.33,0,0,16.17,12.21,0

22,05:15-05:30,42,0,0,8.37,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,260.13,86.71,0,8.65,7.29,27.75,32.98,0,0,0,0,0,0,0,0,0,45,0,15.67,45,46.99,9,0,0,15.67,12.21,0

23,05:30-05:45,42,0,0,8.37,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,260.13,86.71,0,8.65,7.29,27.75,32.98,0,0,0,0,0,0,0,0,0,50,0,15,50,45,10,0,0,15,11.81,0

24,05:45-06:00,42,0,0,8.37,0,0,26.99,26.99,100.15,0.62,23.07,23.07,190.26,0,63.42,0,23.07,17.3,0,271.81,260.13,86.71,0,8.65,7.29,27.75,32.98,0,0,0,0,0,0,0,0,0,49.33,0,14.5,49.34,43.5,9.67,0,0,14.5,12.01,0

25,06:00-06:15,42,0,0,8.19,0,0,26.99,26.99,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,26.24,41.45,0,0,0,0,0,0,0,0,0,48.33,0.05,17,48.34,51,9.67,0.8,0,17,12.61,0

26,06:15-06:30,42,0,0,8.19,0,0,23.22,23.22,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,26.24,57.67,0,0,0,0,0,0,0,0,0,46.67,0.85,17,46.66,51,9.33,3.13,0,17,12.61,0

27,06:30-06:45,42,0,0,8.19,0,0,19.71,19.71,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,25.23,57.67,0,0,0,0,0,0,0,0,0,45,3.23,16.67,45,49.99,9,7.16,1,16.67,16.61,0

28,06:45-07:00,42,0,0,8.19,0,0,19.71,19.71,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,24.22,57.67,0.07,0,0,0,0,0,0,0,0,43.33,8.01,16,43.34,48,8.67,13.53,4,16,16.81,0.22

29,07:00-07:15,0,0,0,8.01,0,0,32,32,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,24.22,57.67,0.54,10,0,2,0,5,1,0,0,41.67,16.57,15.33,41.66,46.01,8.33,24.12,10,15.33,17.01,5.83

30,07:15-07:30,0,0,0,8.01,0,0,32,32,100.15,0.62,23.07,36.53,0,0,0,0,36.53,17.3,0.92,271.81,260.13,86.71,0,8.65,7.29,24.22,57.67,0.56,10,0.48,3,0.1,5,4,1,1,36.67,26.25,14.83,36.66,44.51,8.33,26.25,15,14.83,17.21,13.05

31,07:30-07:45,0,0,0,8.01,0,0,32,32,100.15,0.62,23.07,36.53,0,0.12,0,0.15,36.53,17.3,0.92,271.81,260.13,86.71,0.15,8.65,7.29,24.22,57.67,0.81,10,4.37,5,0.88,5,7,3,3,33.33,24.5,14.33,33.34,43.01,8.33,24.5,24,14.33,19.61,21.35

32,07:45-08:00,0,0,0,8.01,0,0,32,32,100.15,0.62,23.07,36.53,0,0.48,0,0.61,36.53,17.3,0.92,271.81,260.13,86.71,0.61,8.65,7.29,24.22,57.67,0.92,13,10.62,7,2.12,7,18,7,5,28.33,24.83,13.83,28.34,41.51,8.33,24.84,24.83,13.83,19.81,30.95

33,08:00-08:15,0,0,0,7.82,0,0,25.87,32,100.15,0.62,23.07,36.53,0,1.06,0,1.38,36.53,17.3,0,271.81,260.13,86.71,1.38,8.65,7.29,25.23,57.67,7.69,12,19.86,17,3.97,6,25,10,8,27.67,25.5,13.33,27.66,40.01,8.33,25.5,25.5,13.33,29.01,41.15

34,08:15-08:30,0,0,0,7.82,0,0,25.87,32,100.15,0.62,23.07,36.53,0,1.89,0,2.44,36.53,17.3,0,271.81,260.13,86.71,2.44,8.65,7.29,25.23,57.67,15.88,15,52.93,23,10.58,8,32,13,11,27,27.07,12.5,27,37.5,8.33,27.06,27.07,12.5,29.01,51.46

35,08:30-08:45,0,0,0,7.82,0,0,25.87,32,100.15,0.62,23.07,36.53,0,2.95,0,3.82,36.53,17.3,0.92,271.81,260.13,86.71,3.82,8.65,7.29,25.23,57.67,24.45,22,75.59,31,15.12,11,46,19,16,30.67,28.57,13.33,30.66,40.01,10.33,28.56,28.57,13.33,29.01,61.32

36,08:45-09:00,0,0,0,7.82,0,0,25.87,32,100.15,0.62,23.07,36.53,0,4.58,0,5.94,36.53,17.3,0.92,271.81,260.13,86.71,5.94,8.65,7.29,25.23,57.67,33.38,30,97.79,41,19.56,15,60,25,21,28.33,28.57,12.5,28.34,37.5,10.33,28.56,28.57,12.5,28.61,71.1

37,09:00-09:15,0,0,0,7.73,0,0,25.87,32,100.15,0.86,23.07,23.07,0,5.81,0,7.52,23.07,17.3,1.23,271.81,260.13,86.71,7.52,8.65,7.29,25.23,57.67,42.17,37,119.08,47,23.82,18,77,33,25,26.67,28.57,13.5,26.66,40.5,10,28.56,28.57,13.5,28.61,80.72

38,09:15-09:30,0,0,0,7.73,0,0,25.87,32,100.15,0.86,23.07,23.07,0,6.92,0,8.96,23.07,17.3,1.23,271.81,260.13,86.71,8.96,8.65,7.29,26.24,57.67,50.96,43,139.28,55,27.85,22,91,39,28,25,29.57,13,25,39,9.67,29.56,29.57,13,28.41,89.65

39,09:30-09:45,0,0,0,7.73,0,0,25.87,32,100.15,0.86,23.07,23.07,0,7.89,0,10.21,23.07,17.3,1.23,271.81,260.13,86.71,10.21,8.65,7.29,26.24,32.98,59.36,47,165.26,55,33.05,23,98,42,29,23.33,29.57,12.5,23.34,37.5,9,29.56,29.57,12.5,21.41,97.82

40,09:45-10:00,0,0,0,7.73,0,0,25.87,32,100.15,0.86,23.07,23.07,0,8.82,0,11.42,23.07,17.3,1.23,271.81,260.13,86.71,11.42,8.65,7.29,26.24,32.98,67.55,52,183.41,60,36.68,26,109,46,32,21.67,29.57,11.5,21.66,34.5,8.67,29.56,29.57,11.5,21.61,105.7

41,10:00-10:15,0,0,0,7.55,0,0,26.99,26.99,100.15,0.86,23.07,23.07,0,9.92,0,12.84,23.07,17.3,1,271.81,225.83,76.22,12.84,8.65,7.29,25.23,32.98,74.56,59,201.78,66,40.36,29,130,55,34,20,29.57,10.67,20,31.99,8,29.56,29.57,10.67,22.41,112.31

42,10:15-10:30,0,0,0,7.55,0,0,26.99,26.99,100.15,0.86,23.07,23.07,0,10.67,0,13.81,23.07,17.3,1,271.81,195.36,64.04,13.81,8.65,7.29,25.23,32.98,80,67,216.68,71,43.34,33,144,61,37,18.33,29.57,10.33,18.34,31.01,7.33,29.56,29.57,10.33,23.41,119.72

43,10:30-10:45,0,0,0,7.55,0,0,26.99,26.99,72.1,0.86,23.07,23.07,0,11.49,0,14.87,23.07,17.3,1,271.81,195.36,64.04,14.87,8.65,7.29,25.23,32.98,86.79,70,230.13,78,46.03,35,147,63,40,17.67,29.57,10,17.66,30,7.33,29.56,29.57,10,15.01,123.02

44,10:45-11:00,0,0,0,7.55,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,12.09,0,15.64,23.07,17.3,1,271.81,195.36,64.04,15.64,8.65,7.29,25.23,32.98,92.17,73,235.83,83,47.17,37,154,66,42,17.33,29.57,9.67,17.34,28.99,7.33,29.56,29.57,9.67,15.41,129.17

45,11:00-11:15,0,0,0,6.9,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,12.73,0,16.47,23.07,17.3,1.08,271.81,195.36,64.04,16.47,8.65,7.29,24.22,35.06,96.67,80,235.83,86,47.17,40,168,72,43,23.33,29.57,9.17,23.34,27.49,9.33,29.56,29.57,9.17,17.01,133.97

46,11:15-11:30,0,0,0,6.9,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.08,271.81,195.36,64.04,17.14,8.65,7.29,24.22,35.06,96.67,85,235.83,86,47.17,43,182,78,44,23.33,29.57,9.17,23.34,27.49,9.33,29.56,29.57,9.17,18.01,136.05

47,11:30-11:45,0,0,0,6.9,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,271.81,164.38,64.04,17.14,8.65,7.29,23.22,35.06,96.67,83,235.83,87,47.17,42,179,76,44,38.67,29.57,16.67,38.66,49.99,13.33,29.56,29.57,16.67,12.01,138.03

48,11:45-12:00,0,0,0,6.9,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,271.81,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,83,235.83,87,47.17,42,179,76,45,38,29.57,16.67,38,49.99,13.67,29.56,29.57,16.67,12.41,139.67

49,12:00-12:15,0,0,0,6.72,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,230.71,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,90,233.33,91,46.67,45,189,81,46,32.33,29.57,13,32.34,39,13.67,29.56,29.57,13,13.41,140.66

50,12:15-12:30,0,0,0,6.72,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,192.26,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,90,233.33,91,46.67,45,189,81,46,32,29.57,12.83,32,38.51,14.33,29.56,29.57,12.83,13.81,140.75

51,12:30-12:45,0,0,0,6.72,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,149.49,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,93,233.33,91,46.67,47,200,85,46,29,29.57,12.83,29,38.51,15,29.56,29.57,12.83,14.01,141.02

52,12:45-13:00,0,0,0,6.72,0,0,26.99,26.99,52.87,0.86,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.53,149.49,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,93,233.33,91,46.67,47,200,85,46,28.67,29.57,13.17,28.66,39.49,15.67,29.56,29.57,13.17,15.01,140.93

53,13:00-13:15,0,0,0,6.54,0,0,26.99,26.99,52.87,0.89,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.68,149.49,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,93,233.33,89,46.67,47,203,87,46,25,29.57,11.33,25,34.01,13.33,29.56,29.57,11.33,14.61,140.49

54,13:15-13:30,0,0,0,6.54,0,0,26.99,26.99,52.87,0.89,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.68,149.49,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,93,233.33,89,46.67,47,203,87,46,25.33,29.57,11.5,25.34,34.5,13.67,29.56,29.57,11.5,14.41,128.86

55,13:30-13:45,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.68,149.49,135.54,46.14,17.14,8.65,7.29,23.22,35.06,96.67,93,233.33,89,46.67,47,203,87,45,25.67,29.57,11.67,25.66,34.99,14.33,29.56,29.57,11.67,17.81,117.87

56,13:45-14:00,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.68,149.49,135.54,46.14,17.14,8.65,7.29,22.21,35.06,96.67,93,233.33,89,46.67,47,203,87,44,26,29.57,12,26,36,14.67,29.56,29.57,12,17.61,112.53

57,14:00-14:15,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,13.25,0,17.14,23.07,17.3,1.91,149.49,135.54,46.14,17.14,8.65,7.29,22.21,35.06,100,93,233.33,89,46.67,47,207,88,42,26.67,29.57,12,26.66,36,15.33,29.56,29.57,12,22.41,106.65

58,14:15-14:30,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,12.85,0,16.64,23.07,17.3,1.91,149.49,135.54,46.14,16.64,8.65,7.29,22.21,35.06,100,93,233.33,89,46.67,47,203,87,41,28.33,29.57,12,28.34,36,15.67,29.56,29.57,12,21.61,125.97

59,14:30-14:45,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,12.36,0,16,23.07,17.3,1.91,149.49,135.54,46.14,16,8.65,7.29,0,35.06,99.45,92,233.33,87,46.67,46,207,88,39,26,29.57,12,26,36,16,29.56,29.57,12,20.41,122.45

60,14:45-15:00,0,0,0,6.54,0,0,26.99,26.99,52.87,1.55,23.07,23.07,0,11.86,0,15.36,23.07,17.3,1.91,149.49,135.54,46.14,15.36,8.65,7.29,0,35.06,96.01,89,232.92,85,46.59,44,196,84,38,26.67,29.57,11.83,26.66,35.51,16,29.56,29.57,11.83,20.01,117.55

61,15:00-15:15,0,0,0,6.54,0,0,26.99,26.99,52.87,1.62,23.07,23.07,0,11.22,0,14.53,23.07,17.3,1.91,192.26,135.54,46.14,14.53,8.65,7.29,0,35.06,90.95,84,220.17,82,44.04,42,186,79,36,27.33,29.57,11.83,27.34,35.51,15.67,29.56,29.57,11.83,19.21,112.13

62,15:15-15:30,0,0,0,6.54,0,0,26.99,26.99,52.87,1.62,23.07,23.07,0,10.53,0,13.63,23.07,17.3,1.91,230.71,135.54,46.14,13.63,8.65,7.29,0,35.06,85.41,81,208.1,78,41.62,41,172,73,34,27.33,29.57,11.67,27.34,34.99,15.33,29.56,29.57,11.67,18.81,105.77

63,15:30-15:45,0,0,0,6.54,0,0,26.99,26.99,52.87,1.62,23.07,23.07,0,9.73,0,12.6,23.07,17.3,1.91,271.81,135.54,46.14,12.6,8.65,7.29,0,35.06,75.46,77,188.91,68,37.78,38,158,67,32,27.67,29.57,11.5,27.66,34.5,12.67,29.56,29.57,11.5,20.41,98.29

64,15:45-16:00,0,0,0,6.54,0,0,26.99,26.99,81.71,1.62,23.07,23.07,0,8.85,0,11.45,23.07,17.3,1.91,271.81,135.54,46.14,11.45,8.65,7.29,0,35.06,70,69,173.7,63,34.74,35,144,61,29,27.67,29.57,11.5,27.66,34.5,12.67,29.56,29.57,11.5,19.81,89.95

65,16:00-16:15,0,0,0,6.54,0,0,26.99,26.99,100.15,1.78,23.07,23.07,0,7.86,0,10.17,23.07,17.3,1.91,271.81,135.54,46.14,10.17,8.65,7.29,0,35.06,63.55,61,156.97,60,31.4,31,130,55,26,29,29.57,10.83,29,32.51,11.67,29.56,29.57,10.83,19.21,81.01

66,16:15-16:30,0,0,0,6.54,0,0,26.99,26.99,100.15,1.78,23.07,23.07,0,6.82,0,8.82,23.07,17.3,1.91,271.81,200.31,68.81,8.82,8.65,7.29,0,35.06,56.84,53,139.36,56,27.87,27,116,49,23,30.67,29.57,10.83,30.66,32.51,11.67,29.56,29.57,10.83,18.81,70.69

67,16:30-16:45,0,0,1.12,6.54,0,0,26.99,26.99,100.15,1.78,23.07,36.53,0,5.65,0,7.32,36.53,17.3,1.91,271.81,200.31,68.81,7.32,8.65,7.29,0,35.06,49.66,47,108.87,49,21.77,23,102,43,21,26.67,29.57,10.83,26.66,32.51,11.67,29.56,29.57,10.83,23.01,60.28

68,16:45-17:00,0,0,1.12,6.54,0,0,26.99,26.99,100.15,1.78,23.07,36.53,0,4.44,0,5.74,36.53,17.3,1.91,271.81,200.31,68.81,5.74,8.65,7.29,0,35.06,42.53,39,90.92,43,18.18,19,88,37,16,27.67,29.57,10.83,27.66,32.51,11.67,29.56,29.57,10.83,22.61,49.87

69,17:00-17:15,0,0,1.12,6.54,0,100,26.99,26.99,100.15,1.78,23.07,36.53,0,3.08,0,3.98,36.53,17.3,1.91,271.81,200.31,86.71,3.98,8.65,7.29,0,35.06,35.46,30,73.14,37,14.63,15,70,30,11,26.67,29.57,10.83,26.66,32.51,11.67,29.56,29.57,10.83,25.81,26.45

70,17:15-17:30,0,0,1.12,6.54,0,100,26.99,26.99,100.15,1.78,23.07,36.53,0,2.14,0,2.77,36.53,17.3,1.91,271.81,200.31,86.71,2.77,8.65,7.29,0,32.98,28.18,21,54.66,28,10.93,11,56,24,7,27,23.96,11,27,33,11.67,26.4,18,11,24.81,17.97

71,17:30-17:45,0,0,1.12,6.54,0,100,26.99,26.99,100.15,1.78,23.07,36.53,0,1.37,0,1.78,36.53,17.3,1.91,271.81,229.15,86.71,1.78,8.65,7.29,27.25,32.98,17.1,15,35.28,18,7.05,7,42,18,3,25,13.72,11.17,25,33.49,11.67,14.25,8,11.17,27.81,11.09

72,17:45-18:00,0,0,1.12,6.54,0,100,26.99,26.99,100.15,1.78,23.07,36.53,0,0.77,0,0.99,36.53,17.3,1.91,271.81,260.13,86.71,0.99,8.65,7.29,27.25,32.98,11.18,10,19.65,12,3.93,5,21,9,2,25.33,6.54,11.33,25.34,34.01,11,5.57,1,11.33,27.01,6.25

73,18:00-18:15,0,100,1.12,6.34,0,100,32,25.87,100.15,2.17,23.07,36.53,0,0.34,0,0.44,36.53,17.3,1.15,271.81,260.13,86.71,0.44,8.65,7.29,28.26,32.98,6.56,5,0.93,5,0.18,3,7,3,1,23.33,0,10.33,23.34,31.01,11,0,0,10.33,25.41,2.79

74,18:15-18:30,0,100,1.12,6.34,0,100,32,25.87,100.15,2.17,23.07,36.53,0,0.09,0,0.11,36.53,17.3,1.15,271.81,260.13,86.71,0.11,8.65,7.29,28.26,57.67,1.97,1,0.93,2,0.18,0,2,1,1,24,0,10.33,24,31.01,11,0,0,10.33,23.81,0.4

