Column1,Time,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/16/2535,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/9821,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/8090,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16
9,02:00-02:15,26.01,38.33,8.34,11.66,38.33,35,0,0,11.67,0,0,28.26,145.38,0,24.23,0,0,0,70.64,0,51.67,21.81,0,57.86,32.95,149.9,12.49,4.94,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

10,02:15-02:30,25.81,37,8.34,11.66,37,35,0,0,11.67,0,0,28.26,145.38,0,24.23,0,0,0,70.64,0,54.48,21.81,0,57.86,32.95,133.83,12.49,4.94,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

11,02:30-02:45,25.61,36.67,8.34,11.66,36.67,35,0,0,11.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,83.55,21.81,0,57.86,32.95,116.83,12.49,4.94,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

12,02:45-03:00,25.41,36,8.34,11.66,36,35,0,0,11.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,100.97,21.81,0,57.86,32.95,110.49,12.49,4.94,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

13,03:00-03:15,25.01,43.33,10,11.66,43.33,35,0,0,11.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,92.07,21.81,0,57.86,0,110.49,12.4,4.66,150.72,0,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

14,03:15-03:30,24.61,43.33,10,11.66,43.33,35,0,0,11.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,92.07,21.81,0,57.86,0,110.49,12.4,4.66,150.72,0,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

15,03:30-03:45,24.21,53.33,13.34,11.66,53.33,35,0,0,11.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.4,4.66,150.72,4.39,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

16,03:45-04:00,24.01,53.33,13.34,10.84,53.33,32.5,0,0,10.83,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.4,4.66,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

17,04:00-04:15,23.81,53.33,13.34,15,53.33,45,0,0,15,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.31,4.66,150.72,0,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

18,04:15-04:30,23.61,52.33,13.34,14.66,52.33,44,0,0,14.67,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.31,4.66,150.72,0,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

19,04:30-04:45,18.01,50,13.34,14.16,50,42.5,0,0,14.17,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.31,4.66,150.72,4.39,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

20,04:45-05:00,17.61,49.33,13.34,13.84,49.33,41.5,0,0,13.83,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.31,4.66,150.72,4.39,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

21,05:00-05:15,17.01,45,10.34,11.16,45,33.5,0,0,11.17,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.21,4.66,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

22,05:15-05:30,16.41,44.33,10.34,11.16,44.33,33.5,0,0,11.17,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.21,4.66,150.72,3.53,0,16.04,0,96.92,8.81,0,0,0,0,0,0,0,0

23,05:30-05:45,16.01,40,6.66,11.16,40,33.5,0,0,11.17,0,0,27.76,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

24,05:45-06:00,15.81,40,6.66,11,40,33,0,0,11,0,0,28.26,145.38,0,24.23,0,0,0,70.64,0,82.38,21.81,0,57.86,0,110.49,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

25,06:00-06:15,15.61,40,6.66,10.5,40,31.5,0.68,13.42,10.5,3.6,13.53,27.25,0,0,24.23,0,0,0,70.64,2.42,100.97,21.81,0,57.86,0,171.2,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,0,0,1,1,0,0,0,1

26,06:15-06:30,15.41,40,7.34,10.34,40,31,4.73,23.61,10.33,9,23.81,25.74,0,0,24.23,0,0,0,70.64,2.42,100.97,21.81,0,57.86,0,171.2,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,1,1,4,1,0,0,0,2

27,06:30-06:45,15.21,40,8.34,9.84,40,29.5,11.11,30.42,9.83,11.7,30.42,25.74,0,0.43,24.23,0.44,0.43,0,70.64,2.42,92.07,21.81,0,57.86,0,171.2,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,3,3,7,3,1,0.18,0.89,5

28,06:45-07:00,15.01,40,10.34,9.66,40,29,17.76,28.95,9.67,15.3,28.95,25.74,0,0.76,24.23,0.78,0.76,0,70.64,2.42,92.07,21.81,0,57.86,0,171.2,12.21,4.66,150.72,3.53,0,17.52,0,96.92,8.81,4,7,14,6,3,0.71,3.57,8

29,07:00-07:15,12.01,40,10.34,9.66,40,29,25.19,28.65,9.67,18.9,28.65,25.74,0,1.29,24.23,1.33,1.29,0,70.64,2.42,92.07,21.81,0,57.86,0,171.2,12.12,4.66,150.72,3.53,0,17.52,0,96.92,8.81,5,10,21,9,5,1.6,8.03,10

30,07:15-07:30,11.81,40,10.34,9.5,40,28.5,34.52,26.07,9.5,26.07,26.06,25.74,0,2.02,24.23,2.07,2.02,0,70.64,2.42,92.07,21.81,0,57.86,0,171.2,12.12,4.66,150.72,3.53,0,17.52,0,96.92,8.81,7,13,32,13,8,2.85,14.28,15

31,07:30-07:45,11.61,40,10.66,9.5,40,28.5,45.03,27.97,9.5,27.97,27.96,25.74,0,2.91,24.23,2.99,2.91,0,70.64,2.42,92.07,21.81,0,57.86,0,171.2,12.12,4.66,150.72,3.53,0,17.52,0,96.92,8.81,9,17,42,18,11,5.35,26.74,18

32,07:45-08:00,11.41,40,11,9.34,40,28,56.04,28.63,9.33,28.63,28.64,26.25,0,3.6,24.23,3.69,3.6,0,70.64,2.42,82.38,21.81,0,57.86,0,171.2,12.12,4.66,150.72,3.53,0,17.52,0,96.92,8.81,12,20,53,22,16,8.68,43.41,25

33,08:00-08:15,11.2,40,11.66,9.66,40,29,66.74,29.47,9.67,29.47,29.46,25.24,0,4.6,24.23,4.72,4.6,0,70.64,2.42,82.38,21.81,0,57.86,0,171.2,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,17,25,67,28,20,12.28,61.39,35

34,08:15-08:30,11,40,11.66,10,40,30,76.61,30.8,10,30.8,30.8,25.24,0,5.68,24.23,5.83,5.68,0,70.64,2.42,82.38,21.81,0,57.86,0,171.2,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,20,32,81,34,23,15.9,79.51,43

35,08:30-08:45,11,40,11.66,11.16,40,33.5,85.73,31.23,11.17,31.23,31.24,25.74,0,6.71,24.23,6.89,6.71,0,70.64,2.42,82.38,21.81,0,57.86,0,171.2,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,24,38,95,40,26,19.46,97.3,50

36,08:45-09:00,11,40,11.66,12.66,40,38,94.36,31.23,12.67,31.23,31.24,24.73,0,7.77,24.23,7.96,7.77,0,70.64,2.42,82.38,21.81,0,57.86,0,171.2,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,27,45,109,46,29,21.91,109.58,58

37,09:00-09:15,11,41.67,8.34,10.84,41.67,32.5,102.34,31.73,10.83,31.73,31.74,26.25,0,8.69,24.23,8.91,8.69,0,70.64,2.42,82.38,21.81,0,57.86,0,129.87,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,31,53,126,54,33,24.59,122.96,64

38,09:15-09:30,10.8,43.33,8.34,10.84,43.33,32.5,109.47,31.73,10.83,31.73,31.74,24.22,0,9.62,24.23,9.86,9.62,0,70.64,2.42,82.38,21.81,0,57.86,0,110.49,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,34,57,140,60,35,27.27,136.34,70

39,09:30-09:45,10.6,46.67,8.34,10.84,46.67,32.5,115.79,31.73,10.83,31.73,31.74,24.22,0,10.53,24.23,10.8,10.53,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.94,4.66,150.72,3.53,0,17.52,0,96.92,8.81,37,66,153,65,39,31.52,157.61,77

40,09:45-10:00,10.4,50,8.34,11.34,50,34,121.3,32.07,11.33,32.07,32.06,24.22,0,11.71,24.23,12,11.71,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.94,4.66,193.84,3.53,0,17.52,0,96.92,8.81,39,73,163,70,40,34.34,171.7,83

41,10:00-10:15,10.2,30,8.34,10,30,30,126.03,32.07,10,32.07,32.06,24.22,0,12.35,24.23,12.65,12.35,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.84,4.66,193.84,3.53,0,17.52,0,96.92,8.81,41,79,172,73,41,36.2,181.03,87

42,10:15-10:30,10,31,8.34,10,31,30,130.14,32.07,10,32.07,32.06,23.72,0,13.5,24.23,13.84,13.5,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.84,4.66,232.61,3.53,0,17.52,0,96.92,8.81,43,83,179,76,43,40.07,200.38,91

43,10:30-10:45,10.2,32,8.66,10,32,30,133.79,32.07,10,32.07,32.06,24.22,0,14.01,24.23,14.36,14.01,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.84,4.66,232.61,3.53,0,17.52,0,96.92,8.81,44,88,186,79,44,42.04,210.2,93

44,10:45-11:00,10.4,33,8.66,10,33,30,136.76,32.33,10,32.33,32.34,23.21,0,14.96,24.23,15.34,14.96,0,70.64,2.42,67.84,21.81,0,57.86,0,110.49,11.84,4.66,232.61,3.53,0,17.52,0,96.92,8.81,45,89,189,81,45,44,220.02,95

45,11:00-11:15,10.4,33.67,9,11.84,33.67,35.5,138.74,32.33,11.83,32.33,32.34,23.21,0,15.23,24.23,15.61,15.23,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.59,274.04,3.53,0,17.52,0,96.92,8.81,45,90,193,82,45,44.6,223,95

46,11:15-11:30,10.4,36.33,9.34,12.66,36.33,38,139.75,32.33,12.67,32.33,32.34,23.21,0,15.48,24.23,15.87,15.48,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.59,274.04,3.53,0,17.52,0,96.92,8.81,45,91,193,82,46,44.91,224.57,95

47,11:30-11:45,10,54.33,17.34,13.5,54.33,40.5,139.83,32.33,13.5,32.33,32.34,23.21,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.59,274.04,3.53,0,17.52,0,96.92,8.81,45,91,193,82,47,45.4,227.01,95

48,11:45-12:00,10,54.33,17.34,14.34,54.33,43,139.23,32.33,14.33,32.33,32.34,23.21,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.59,274.04,3.53,0,17.52,0,96.92,8.81,45,91,193,82,47,45.83,229.17,95

49,12:00-12:15,10.4,54.67,23.34,20.84,54.67,62.5,136.77,32.33,20.83,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.87,274.04,3.53,0,17.52,0,96.92,8.81,45,91,193,82,47,45.83,229.17,95

50,12:15-12:30,11,56,24.34,21.16,56,63.5,131.74,32.33,21.17,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.87,274.04,3.53,0,17.52,0,96.92,8.81,45,91,193,82,47,45.83,229.17,95

51,12:30-12:45,12.01,57.67,25.34,21.84,57.67,65.5,126.1,32.33,21.83,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.87,232.61,3.53,0,17.52,0,96.92,8.81,47,91,196,84,47,46.75,233.73,93

52,12:45-13:00,12.41,58.33,26.34,22.16,58.33,66.5,121.15,32.33,22.17,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,11.84,5.87,193.84,3.53,0,17.52,0,96.92,8.81,47,91,196,84,47,47.01,235.03,93

53,13:00-13:15,16.61,51.67,27,20.16,51.67,60.5,120.02,32.33,20.17,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,12.03,5.87,150.72,3.79,0,17.52,0,96.92,8.81,47,91,193,82,48,46.49,232.47,93

54,13:15-13:30,18.01,51.67,27,20.66,51.67,62,121.53,32.33,20.67,32.33,32.34,20.69,0,15.66,24.23,16.05,15.66,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,12.03,5.87,150.72,3.79,0,17.52,0,96.92,8.81,47,91,193,82,48,46.19,230.95,93

55,13:30-13:45,20.01,51.67,28,21.16,51.67,63.5,123.18,32.5,21.17,32.5,32.5,20.69,0,15.64,24.23,16.03,15.64,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,12.03,5.87,193.84,3.79,0,17.52,0,96.92,8.81,47,91,193,82,47,46.09,230.48,93

56,13:45-14:00,21.01,51.67,28.66,21.66,51.67,65,117.13,32.5,21.67,32.5,32.5,20.69,0,15.34,24.23,15.72,15.34,0,70.64,2.42,53.31,21.81,0,57.86,0,110.49,12.03,5.87,232.61,3.79,0,17.52,0,96.92,8.81,47,91,193,82,46,46.22,231.09,93

57,14:00-14:15,22.41,55.67,27.66,22.66,55.67,68,109.55,32.5,22.67,32.5,32.5,21.2,0,15.15,24.23,15.52,15.15,0,70.64,2.42,53.31,21.81,0,57.86,0,166.65,11.56,6.06,274.04,3.53,0,17.52,0,96.92,8.81,46,90,186,79,44,45.58,227.89,91

58,14:15-14:30,25.01,55.67,27.66,22.66,55.67,68,100.87,32.5,22.67,32.5,32.5,21.2,0,14.62,24.23,14.98,14.62,0,70.64,2.42,53.31,21.81,0,76.85,0,166.65,11.56,6.06,274.04,3.53,0,17.52,0,96.92,8.81,43,90,179,76,43,44.2,221.02,85

59,14:30-14:45,28.01,60,27,22.66,60,68,93.19,32.5,22.67,32.5,32.5,21.2,0,14.24,24.23,14.59,14.24,0,70.64,2.42,53.31,21.81,0,76.85,0,205.42,11.56,6.06,274.04,3.53,0,17.52,0,96.92,8.81,42,87,172,73,43,42.28,211.39,83

60,14:45-15:00,32.21,60,26.66,22.66,60,68,86.81,32.5,22.67,32.5,32.5,21.2,0,13.56,24.23,13.9,13.56,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,11.56,6.06,274.04,3.53,0,17.52,0,96.92,8.81,40,84,165,70,42,40.35,201.78,80

61,15:00-15:15,36.01,61.67,26.34,23.34,61.67,70,79.4,32.5,23.33,32.5,32.5,21.2,0,12.63,24.23,12.94,12.63,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,11.75,6.34,274.04,3.53,0,17.52,0,96.92,8.81,38,81,165,70,41,37.65,188.26,75

62,15:15-15:30,37.62,61.67,26.34,23.34,61.67,70,74.79,32.5,23.33,32.5,32.5,21.2,0,11.7,24.23,11.99,11.7,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,11.75,6.34,274.04,3.53,0,17.52,0,96.92,8.81,35,74,165,70,38,34.95,174.75,70

63,15:30-15:45,40.62,61.67,26,23.34,61.67,70,69.01,32.5,23.33,32.5,32.5,21.2,0,10.98,24.23,11.26,10.98,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,11.75,6.34,274.04,3.53,0,17.52,0,96.92,8.81,32,70,154,66,36,34.39,171.97,65

64,15:45-16:00,41.02,61.67,25.66,23.34,61.67,70,62.2,32.5,23.33,32.5,32.5,21.2,0,10.04,24.23,10.29,10.04,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,11.75,6.34,274.04,3.53,0,17.52,0,96.92,8.81,29,65,140,60,33,32.09,160.46,58

65,16:00-16:15,37.02,68.33,25.34,23.34,68.33,70,54.57,32.5,23.33,32.5,32.5,22.2,0,8.91,24.23,9.13,8.91,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,12.12,6.62,274.04,3.53,0,17.52,0,96.92,8.81,26,59,130,55,30,28.23,141.17,52

66,16:15-16:30,38.02,67.67,24.34,23,67.67,69,46.2,32.5,23,32.5,32.5,22.2,0,8.01,24.23,8.21,8.01,0,70.64,2.42,53.31,21.81,0,76.85,0,227.35,12.12,6.62,274.04,3.53,0,17.52,0,96.92,8.81,22,55,116,49,27,25.44,127.18,44

67,16:30-16:45,39.02,67,23.66,25,67,75,37.52,32.5,25,32.5,32.5,22.2,0,7.06,24.23,7.24,7.06,0,70.64,2.42,82.38,21.81,0,76.85,0,227.35,12.12,6.62,274.04,3.53,0,17.52,0,96.92,8.81,18,47,88,37,21,22.08,110.38,37

68,16:45-17:00,40.02,64.67,22.66,23.84,64.67,71.5,28.89,33,23.83,22.5,33,22.2,0,6.02,24.23,6.16,6.02,0,70.64,2.42,100.97,21.81,0,76.85,0,227.35,12.12,6.62,274.04,3.53,0,17.52,0,96.92,8.81,15,40,74,31,17,18.46,92.29,30

69,17:00-17:15,41.02,62,21.66,23,62,69,20.76,33,23,15.3,33,22.2,0,4.99,24.23,5.12,4.99,0,70.64,2.42,100.97,21.81,0,79.76,0,242.86,12.58,6.8,274.04,3.53,0,17.52,0,96.92,8.81,12,32,63,27,15,15.83,79.14,23

70,17:15-17:30,41.02,59.33,21,22,59.33,66,13.74,33,22,8.1,33,23.72,0,4.08,24.23,4.18,4.08,0,70.64,2.42,100.97,21.81,0,79.76,0,263.14,12.58,6.8,274.04,3.53,0,17.52,0,96.92,8.81,9,25,49,21,11,12.73,63.66,18

71,17:30-17:45,41.02,54,20.34,21.5,54,64.5,8.46,33,21.5,2.7,33,23.72,0,3.11,24.23,3.19,3.11,0,70.64,2.42,100.97,21.81,0,79.76,0,263.14,12.58,6.8,274.04,3.53,0,17.52,0,96.92,8.81,7,18,39,16,8,8.4,42.01,13

72,17:45-18:00,41.02,53.67,19.66,20.84,53.67,62.5,5.19,23.62,20.83,0,23.84,23.72,0,2.24,24.23,2.29,2.24,0,70.64,2.42,100.97,21.81,0,87.42,0,263.14,12.58,6.8,274.04,3.53,0,17.52,0,96.92,8.81,5,15,21,9,7,4.88,24.4,11

73,18:00-18:15,42.82,53.33,19,20.16,53.33,60.5,2.76,0,20.17,0,0,24.72,0,1.71,24.23,1.76,1.71,0,66.47,2.42,100.97,21.81,0,87.42,0,263.14,12.86,6.99,274.04,0,0,17.52,0,96.92,8.81,3,12,11,4,5,3.12,15.62,7

74,18:15-18:30,42.82,52,18.66,19.5,52,58.5,0.54,0,19.5,0,0,24.72,0,1.22,24.23,1.25,1.22,0,66.47,2.42,100.97,21.81,0,87.42,0,263.14,12.86,6.99,274.04,0,0,17.52,0,96.92,8.81,2,8,4,1,2,1.76,8.78,3

75,18:30-18:45,42.82,49.33,17.66,18.66,49.33,56,0,0,18.67,0,0,25.73,0,0.62,24.23,0.63,0.62,0,66.47,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.99,274.04,0,0,17.52,0,96.92,8.81,1,6,1,1,0,0.78,3.91,1

76,18:45-19:00,42.82,47,17,18,47,54,0,0,18,0,0,26.24,0,0.23,24.23,0.23,0.23,0,66.47,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.99,274.04,0,0,17.52,0,96.92,8.81,0,4,1,0,0,0.09,0.44,0

77,19:00-19:15,42.82,44,16.34,17.16,44,51.5,0,0,17.17,0,0,26.74,0,0,24.23,0,0,0,83.54,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.99,274.04,0,0,17.52,0,96.92,8.81,0,2,1,0,0,0,0,0

78,19:15-19:30,42.82,41.33,16,16.5,41.33,49.5,0,0,16.5,0,0,26.74,0,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.99,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

79,19:30-19:45,42.82,40,15,15.84,40,47.5,0,0,15.83,0,0,26.24,0,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.34,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

80,19:45-20:00,42.82,38.67,15,15,38.67,45,0,0,15,0,0,26.24,0,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.34,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

81,20:00-20:15,42.82,37.33,14.66,15,37.33,45,0,0,15,0,0,26.24,0,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.15,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

82,20:15-20:30,42.82,36.33,14,15,36.33,45,0,0,15,0,0,26.24,0,0,24.23,0,0,0,115.84,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.15,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

83,20:30-20:45,42.82,35.33,13.34,15,35.33,45,0,0,15,0,0,26.74,0,0,24.23,0,0,0,102.55,2.42,100.97,21.81,0,87.42,0,263.14,12.31,6.15,274.04,0,0,17.52,0,96.92,8.81,0,0,0,0,0,0,0,0

