Block,Time Block,DADRT2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,RIHAND2,TALST2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TANDA2,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANAKPUR,TALA,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,RAPPC,RAPPB,RAMPUR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NTPL,MAPS,NLCTS2EXP,PARBATI3,NNTPP,NAPP,CHAMERA3,JHAJJAR,FSTPP I & II,DHAULIGNGA,DULHASTI,KHSTPP-I,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,360.79,0,14.87,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,5.52,0,20.65,13.93,0,0,22.36,0,31.77,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

7,01:30-01:45,360.79,0,14.26,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,5.52,0,20.65,13.93,0,0,22.36,0,33.89,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

8,01:45-02:00,360.79,0,12.77,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,5.52,0,20.65,13.93,0,0,22.36,0,33.89,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

9,02:00-02:15,360.79,0,12.17,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,5.52,0,20.65,16.38,0,0,26.24,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,17.38,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

10,02:15-02:30,360.79,0,11.49,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,5.52,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.96,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

11,02:30-02:45,360.79,0,12.6,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

12,02:45-03:00,360.79,0,13.87,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,16.73,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

13,03:00-03:15,360.79,0,14.44,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

14,03:15-03:30,360.79,0,14.34,0,6.25,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

15,03:30-03:45,360.79,0,15.7,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.39,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

16,03:45-04:00,360.79,0,17.72,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,231.43,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

17,04:00-04:15,379.94,0,18.82,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,231.43,15.05,0,0,38.23,0,0,0,0,0,0,126.66,8.51,0,0,0,0,0,0

18,04:15-04:30,427.94,0,18.17,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,231.43,17.46,0,0,43.58,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

19,04:30-04:45,427.94,0,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,11.66,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,231.43,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

20,04:45-05:00,427.94,0,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,17.3,0,0,27.6,0,31.77,11.66,12.94,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,287.06,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

21,05:00-05:15,475.9,0,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,20.81,0,0,33.21,0,31.77,23.26,15.66,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,344.61,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

22,05:15-05:30,527.91,0,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,20.81,0,0,33.21,0,31.77,34.81,15.66,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,397.34,17.46,0,0,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

23,05:30-05:45,579.89,0,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,31.77,34.81,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,44.87,0,0,0,0,0,0,22.54,0,416.92,17.46,8.77,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

24,05:45-06:00,579.89,2.55,19.18,0,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,31.77,34.81,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,44.87,0,0,0,0,0,0,22.54,0,416.92,17.46,8.77,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

25,06:00-06:15,513.69,12.63,19.18,13.42,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,38.13,34.81,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,67.31,0,0,0,0,0,0,22.54,9.29,416.92,17.46,8.77,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

26,06:15-06:30,540,25.27,19.18,26.91,12.51,113.91,0,384.16,88.25,0,0.72,0,0,0,0,25.64,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,38.13,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,89.74,0,0,0,0,3.66,0,22.54,18.56,416.92,17.46,17.51,31.62,43.67,0,0,0,0,0,0,142.25,17.03,0,0,0,0,0,0

27,06:30-06:45,575.18,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,38.13,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,15.87,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

28,06:45-07:00,575.09,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,38.13,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,15.87,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

29,07:00-07:15,626.77,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,31.77,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,15.87,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

30,07:15-07:30,654.93,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,31.77,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,15.87,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

31,07:30-07:45,654.93,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,31.77,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,15.87,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

32,07:45-08:00,597.99,37.9,19.18,40.43,18.76,113.91,0,384.16,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,30.96,25.32,0,0,40.66,0,31.77,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,89.74,0,0,0,0,3.42,0,22.54,27.87,416.92,17.46,26.29,47.41,43.67,0,0,0,0,0,0,142.25,37.46,0,0,0,0,0,0

33,08:00-08:15,570.37,37.9,19.18,23.64,12.51,113.91,0,391.44,88.25,0,0.72,0,0,0,0,12.81,15.16,128.05,59.62,0,0,20.65,25.32,0,0,40.66,0,32.83,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,67.31,0,0,0,0,0,0,22.54,9.29,410.96,17.46,17.51,31.62,43.67,0,0,0,0,0,0,142.25,17.03,0,0,0,0,0,0

34,08:15-08:30,481.13,25.27,19.18,13.42,12.51,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,128.05,59.62,0,0,20.65,25.32,0,0,40.66,0,32.83,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,44.87,0,0,0,0,0,0,22.54,0,359.01,17.46,8.77,31.62,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

35,08:30-08:45,455.41,25.27,19.18,11.9,12.51,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,128.05,59.62,5.52,0,20.65,25.32,0,0,40.66,0,33.89,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,302.3,17.46,0,31.62,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

36,08:45-09:00,395.33,12.63,19.18,11.77,12.51,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,128.05,59.62,5.52,0,20.65,17.3,0,0,27.6,0,33.89,34.81,13.06,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,230.47,17.46,0,31.62,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

37,09:00-09:15,421.07,12.63,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,5.52,0,20.65,17.3,0,0,27.6,0,38.13,34.81,13.06,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,230.47,17.46,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

38,09:15-09:30,438.24,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,5.52,0,20.65,17.3,0,0,27.6,0,38.13,34.81,13.06,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,230.47,17.46,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

39,09:30-09:45,360.8,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0,0,20.65,13.93,0,0,22.36,0,38.13,34.81,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,13.7,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

40,09:45-10:00,360.8,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0,0,20.65,13.93,0,0,22.36,0,38.13,34.81,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,12.53,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

41,10:00-10:15,360.8,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0,0,20.65,13.93,0,0,22.36,0,34.94,34.81,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,12.53,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

42,10:15-10:30,360.8,0,19.15,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0,0,20.65,13.93,0,0,22.36,0,34.94,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,12.53,0,15.81,43.67,0,0,0,0,0,0,142.25,8.51,0,0,0,0,0,0

43,10:30-10:45,360.8,0,17.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,12.53,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

44,10:45-11:00,360.8,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,11.66,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,229.31,12.53,0,15.81,37.41,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

45,11:00-11:15,360.79,0,19.02,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,32.83,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,9.6,0,15.81,28.78,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

46,11:15-11:30,360.79,0,17.31,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,32.83,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,9.6,0,15.81,28.56,0,0,0,0,0,0,113.39,8.51,0,0,0,0,0,0

47,11:30-11:45,360.79,0,18.26,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,32.83,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,9.6,0,15.81,24.48,0,0,0,0,0,0,99.97,8.51,0,0,0,0,0,0

48,11:45-12:00,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,32.83,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,9.6,0,15.81,24.48,0,0,0,0,0,0,82.94,8.51,0,0,0,0,0,0

49,12:00-12:15,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,15.81,24.48,0,0,0,0,0,0,82.02,8.51,0,0,0,0,0,0

50,12:15-12:30,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,15.81,28.46,0,0,0,0,0,0,86.46,8.51,0,0,0,0,0,0

51,12:30-12:45,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,15.81,28.46,0,0,0,0,0,0,86.46,8.51,0,0,0,0,0,0

52,12:45-13:00,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.17,0,15.81,28.46,0,0,0,0,0,0,86.46,8.51,0,0,0,0,0,0

53,13:00-13:15,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,15.81,28.63,0,0,0,0,0,0,87.56,8.51,0,0,0,0,0,0

54,13:15-13:30,360.79,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,20.65,13.93,0,0,22.36,0,34.94,0,13.38,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,15.81,28.63,0,0,0,0,0,0,87.56,8.51,0,0,0,0,0,0

55,13:30-13:45,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.64,0,0,0,0,0,0,87.56,8.51,0,0,0,0,0,0

56,13:45-14:00,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,0,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.64,0,0,0,0,0,0,87.56,8.51,0,0,0,0,0,0

57,14:00-14:15,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,11.66,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.64,0,0,0,0,0,0,83.06,8.51,0,0,0,0,0,0

58,14:15-14:30,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,128.05,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,11.66,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.5,0,0,0,0,0,0,82.02,8.51,0,0,0,0,0,0

59,14:30-14:45,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.11,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,11.66,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.5,0,0,0,0,0,0,82.02,8.51,0,0,0,0,0,0

60,14:45-15:00,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0.49,0,30.6,13.93,0,0,22.36,0,34.94,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,26.5,0,0,0,0,0,0,82.02,8.51,0,0,0,0,0,0

