Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/31032024/31032024/HP-58,NR/01102023/30042040/GNA_LT_35,NR/31032024/31032024/HP-65,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/25122043/GNA_MEJA_DELHI,NR/31032024/31032024/HP-61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/31032024/SJVN010324NR1588,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1589,L_NR_2019_19,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/25072045/L_NR_2021_15
7,01:30-01:45,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,13.430000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,87.220000,3.270000,13.430000,0.000000,0,45.5,0,13,0,0,0,0,37.67,0,15.17,0,0,0,0,6.01,0,0,37.67,0,48.35,0,0,193.400000,15.16,48.35,0

8,01:45-02:00,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,13.430000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,87.220000,3.270000,13.430000,0.000000,0,47,0,13.66,0,0,0,0,37,0,15.67,0,0,0,0,6.01,0,0,37,0,48.35,0,0,193.400000,15.66,48.35,0

9,02:00-02:15,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,20.980000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,20.980000,0.000000,0,51,0,13.34,0,0,0,0,35.67,0,17,0,0,0,0,6.01,0,0,35.67,0,48.35,0,0,193.400000,17,48.35,0

10,02:15-02:30,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,20.980000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,20.980000,0.000000,0,51,0,12.66,0,0,0,0,35.33,0,17,0,0,0,0,6.01,0,0,35.33,0,48.35,0,0,193.400000,17,48.35,0

11,02:30-02:45,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,20.980000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,20.980000,0.000000,0,50,0,12,0,0,0,0,35,0,16.67,0,0,0,0,6.01,0,0,35,0,48.35,0,0,193.400000,16.66,48.35,0

12,02:45-03:00,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.280000,100.200000,48.350000,0.000000,73.370000,68.200000,3.110000,25.570000,0.000000,0,50,0,12,0,0,0,0,35.33,0,16.67,0,0,0,0,6.01,0,0,35.33,0,48.35,0,0,193.400000,16.66,48.35,0

13,03:00-03:15,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,68.200000,3.110000,25.570000,0.000000,0,50,0,12,0,0,0,0,34.33,0,16.67,0,0,0,0,6.01,0,0,34.33,0,48.35,0,0,193.400000,16.66,48.35,0

14,03:15-03:30,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,25.570000,0.000000,0,50,0,11.66,0,0,0,0,32.33,0,16.67,0,0,0,0,6.01,0,0,32.33,0,48.35,0,0,193.400000,16.66,48.35,0

15,03:30-03:45,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,25.570000,0.000000,0,49,0,11,0,0,0,0,32,0,16.33,0,0,0,0,6.01,0,0,32,0,48.35,0,0,193.400000,16.34,48.35,0

16,03:45-04:00,2.770000,261.670000,0.000000,10.620000,29.980000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.110000,25.570000,0.000000,0,48,0,11,0,0,0,0,32.33,0,16,0,0,0,0,6.01,0,0,32.33,0,48.35,0,0,193.400000,16,48.35,0

17,04:00-04:15,2.690000,261.670000,0.000000,10.520000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,2.960000,25.570000,0.000000,0,44.5,0,11,0,0,0,0,36,0,14.83,0,0,0,0,6.01,0,0,36,0,48.35,0,0,193.400000,14.84,48.35,0

18,04:15-04:30,2.690000,261.670000,0.000000,10.520000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,2.960000,25.570000,0.000000,0,45.5,0,11,0,0,0,0,35.67,0,15.17,0,0,0,0,6.01,0,0,35.67,0,48.35,0,0,193.400000,15.16,48.35,0

19,04:30-04:45,2.690000,261.670000,0.000000,10.520000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,2.960000,25.570000,0.000000,0,46,0,11,0,0,0,0,35.33,0,15.33,0,0,0,0,6.01,0,0,35.33,0,48.35,0,0,193.400000,15.34,48.35,0

20,04:45-05:00,2.690000,261.670000,0.000000,10.520000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,2.960000,25.570000,0.000000,0,47,0,10.66,0,0,0,0,35,0,15.67,0,0,0,0,6.01,0,0,35,0,48.35,0,0,193.400000,15.66,48.35,0

21,05:00-05:15,2.690000,261.670000,0.000000,10.430000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.190000,25.570000,0.000000,0,42.5,0,10.34,0,0,0,0,34.67,0,14.17,0,0,0,0,6.01,0,0,34.67,0,48.35,0,0,193.400000,14.16,48.35,0

22,05:15-05:30,2.690000,261.670000,0.000000,10.430000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.190000,25.570000,0.000000,0,42,0,10.34,0,0,0,0,34.33,0,14,0,0,0,0,6.01,0,0,34.33,0,48.35,0,0,193.400000,14,48.35,0

23,05:30-05:45,2.690000,261.670000,0.000000,10.430000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.190000,25.570000,0.000000,0,39.5,0,10.34,0,0,0,0,26.67,0,13.17,0,0,0,0,6.01,0,0,26.67,0,48.35,0,0,193.400000,13.16,48.35,0

24,05:45-06:00,2.690000,261.670000,0.000000,10.430000,29.010000,173.650000,0.000000,29.990000,0.000000,25.570000,271.970000,2.140000,100.200000,48.350000,0.000000,73.370000,87.220000,3.190000,25.570000,0.000000,0,38.5,0,10,0,0,0,0,26.33,0,12.83,0,0,0,0,6.01,0,0,26.33,0,48.35,0,0,193.400000,12.84,48.35,0

25,06:00-06:15,2.610000,261.670000,0.000000,10.430000,29.010000,0.000000,0.000000,0.000000,0.000000,25.570000,271.970000,2.050000,100.200000,48.350000,0.000000,0.000000,87.220000,3.110000,25.570000,0.000000,0,37.5,0,10,0,0,0,0,25.67,0,12.5,0,0,0,0,6.01,0,0,25.67,0,48.35,0,0,96.700000,12.5,48.35,0

26,06:15-06:30,2.610000,261.670000,0.000000,10.430000,28.040000,0.000000,0.000000,0.000000,0.000000,25.570000,271.970000,2.050000,100.200000,48.350000,0.000000,0.000000,87.220000,3.110000,25.570000,0.000000,0,36.5,0.01,9,0,0,0,1.22,25,0,12.17,0,0,0,0,6.01,0,0,25,0,48.35,0,2.121576,96.700000,12.16,48.35,0

27,06:30-06:45,2.610000,261.670000,0.000000,10.430000,28.040000,0.000000,0.000000,0.000000,0.000000,25.570000,271.970000,2.050000,100.200000,48.350000,0.000000,0.000000,87.220000,3.660000,25.570000,0.000000,0,36,0.41,8.34,0,7,0,5.4,30.33,0,12,0.08,0,0,0,6.01,1,0,30.33,2.22,48.35,0,7.260072,96.700000,12,48.35,0.5

28,06:45-07:00,2.610000,261.670000,0.180000,10.430000,27.080000,0.000000,0.180000,0.000000,0.180000,25.570000,271.970000,2.050000,100.200000,48.350000,0.000000,0.000000,87.220000,3.660000,25.570000,0.000000,0,35.5,4.9,8,1,16,0,11.48,28.67,0,11.83,0.98,0,0.27,0,6.01,4,0,28.67,6.78,48.35,0,13.264716,96.700000,11.84,48.35,1

29,07:00-07:15,2.610000,261.670000,0.740000,10.340000,26.110000,0.000000,0.740000,0.000000,0.760000,25.570000,271.970000,2.050000,100.200000,48.350000,0.000000,0.000000,87.220000,3.660000,25.570000,0.000000,1,35,12.53,7.66,4,20.68,0,20.49,27.67,0,11.67,2.5,0,2.28,0,6.01,11,2,27.67,12.49,48.35,0,20.456664,96.700000,11.66,48.35,2

30,07:15-07:30,2.610000,261.670000,1.620000,10.340000,26.110000,0.000000,1.620000,0.000000,1.660000,25.570000,232.080000,2.050000,100.200000,48.350000,0.000000,0.000000,68.200000,3.660000,25.570000,0.000000,3,34,24.54,7.66,7,20.98,0,20.98,26.67,0,11.33,4.91,0,5.8,0,6.01,18,6,26.67,20.99,48.35,0,29.643672,96.700000,11.34,48.35,5

31,07:30-07:45,2.610000,261.670000,2.770000,10.340000,26.110000,0.000000,2.770000,0.000000,2.840000,25.570000,241.750000,2.050000,100.200000,48.350000,0.000000,0.000000,68.200000,3.500000,25.570000,0.000000,8,37.5,42.13,7.66,12,21.98,0,21.98,28.67,0,12.5,8.42,0,16.79,0,6.01,28,15,28.67,21.99,48.35,0,40.747884,96.700000,12.5,48.35,9.84

32,07:45:08:00,2.610000,261.670000,4.010000,10.340000,26.110000,0.000000,4.010000,0.000000,4.120000,25.570000,241.750000,2.050000,100.200000,48.350000,0.000000,0.000000,68.200000,3.500000,25.570000,0.000000,12,36.5,63.28,7.66,18,22.82,0,22.82,27.33,0,12.17,12.65,0,24.19,0,6.01,42,25,27.33,22.81,48.35,0,52.883688,96.700000,12.16,48.35,14.35

33,08:00-08:15,2.530000,261.670000,5.310000,10.250000,25.140000,0.000000,5.310000,0.000000,5.430000,25.570000,241.750000,2.050000,100.200000,48.350000,0.000000,0.000000,68.200000,2.730000,25.570000,0.000000,17,35.5,86,6.66,27,24.82,0,24.82,26.33,0,11.83,17.2,0,32.21,0,6.01,63,33,26.33,24.81,48.35,0,64.630212,96.700000,11.84,48.35,20.35

34,08:15-08:30,2.530000,261.670000,6.710000,10.250000,25.140000,0.000000,6.710000,0.000000,6.880000,25.570000,232.080000,2.050000,100.200000,48.350000,0.000000,0.000000,68.200000,2.730000,25.570000,0.000000,21,32.5,109.74,6.66,34,25.82,0,25.82,24,0,10.83,21.95,0,40.36,0,6.01,81,42,24,25.81,48.35,0,75.539784,96.700000,10.84,48.35,24.52

35,08:30-08:45,2.530000,261.670000,8.160000,10.250000,25.140000,0.000000,8.160000,0.000000,8.360000,25.570000,212.740000,2.050000,87.030000,48.350000,0.000000,0.000000,57.650000,2.800000,25.570000,0.000000,25,35,132.43,8,43,26.65,0,26.65,26.67,0,11.67,26.48,0,48.05,0,6.01,102,51,26.67,26.65,48.35,0,85.904364,96.700000,11.66,48.35,28.13

36,08:45:09:00,2.530000,261.670000,9.740000,10.250000,26.110000,0.000000,9.740000,0.000000,9.980000,25.570000,212.740000,2.050000,88.960000,48.350000,0.000000,0.000000,57.650000,2.800000,25.570000,0.000000,28,34,154.85,7.66,51,27.32,0,27.32,26,0,11.33,30.97,0,55.38,0,6.01,119,57,26,27.31,48.35,0,95.90886,96.700000,11.34,48.35,31.44

37,09:00:09:15,2.530000,261.670000,10.990000,10.150000,26.110000,0.000000,10.990000,0.000000,11.260000,25.570000,232.080000,2.050000,62.860000,48.350000,0.000000,0.000000,57.650000,2.880000,25.570000,0.000000,32,33,176.13,7.34,58,27.32,24.18,27.32,25,0,11,35.23,0,62.28,0,6.01,137,64,25,27.31,48.35,29.01,99.65568,96.700000,11,48.35,34.52

38,09:15-09:30,2.530000,261.670000,12.120000,10.150000,26.110000,0.000000,12.120000,0.000000,12.420000,25.570000,271.970000,2.050000,58.020000,48.350000,0.000000,0.000000,57.650000,2.880000,25.570000,0.000000,35,32,197.18,7,64,29.32,24.18,29.32,24,0,10.67,39.44,0,68.72,0,6.01,151,71,24,29.31,48.35,29.01,108.034932,96.700000,10.66,48.35,37.21

39,09:30-09:45,2.530000,261.670000,13.170000,10.150000,26.110000,0.000000,13.170000,0.000000,13.500000,25.570000,271.970000,2.050000,62.860000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,39,31,209.48,6.34,70,29.32,24.18,29.32,22.33,0,10.33,41.9,0,74.7,0,5.61,165,77,22.33,29.31,48.35,29.01,115.51884,96.700000,10.34,48.35,39.84

40,09:45-10:00,2.530000,261.670000,14.110000,10.150000,26.110000,0.000000,14.110000,0.000000,14.470000,25.570000,271.970000,2.050000,62.860000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,42,29.5,225.4,6,76,29.32,24.18,29.32,20.67,0,9.83,45.08,0,80.01,0,5.61,179,85,20.67,29.31,48.35,29.01,121.786248,96.700000,9.84,48.35,42.04

41,10:00-10:15,2.530000,253.280000,14.980000,10.070000,26.110000,0.000000,14.980000,0.000000,15.360000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,46,22.5,238.46,6,79,29.32,0,29.32,19,14.51,7.5,47.69,0,84.62,0,5.61,186,91,19,29.31,48.35,0,127.060992,96.700000,7.5,48.35,43.96

42,10:15-10:30,2.530000,261.670000,15.730000,10.070000,26.110000,0.000000,15.730000,0.000000,16.120000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,22.5,238.46,6,82,29.32,0,29.32,17.67,14.51,7.5,47.69,0,88.8,0,5.61,193,93,17.67,29.31,48.35,0,131.8686,96.700000,7.5,48.35,45.8

43,10:30-10:45,2.530000,261.670000,16.450000,10.070000,26.110000,0.000000,16.450000,0.000000,16.860000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,26.5,238.46,6,84,29.32,0,29.32,16.67,14.51,8.83,47.69,0,91.13,0,5.61,196,93,16.67,29.31,48.35,0,141.133464,96.700000,8.84,48.35,47.55

44,10:45-11:00,2.530000,261.670000,16.810000,10.070000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,56.090000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,25.5,238.46,6,87,29.32,0,29.32,16,14.51,8.5,47.69,0,91.96,0,5.61,203,95,16,29.31,48.35,0,144.977604,96.700000,8.5,48.35,48

45,11:00-11:15,2.530000,246.510000,16.810000,10.070000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,25,238.46,6,90,29.48,0,29.48,16,14.51,8.33,47.69,0,92.08,0,5.61,210,95,16,29.49,48.35,0,148.46166,96.700000,8.34,48.35,48.2

46,11:15-11:30,2.530000,261.670000,16.810000,10.070000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,24.5,238.46,6,90,29.48,0,29.48,15.67,14.51,8.17,47.69,0,92.04,0,5.61,210,95,15.67,29.49,48.35,0,151.0893,96.700000,8.16,48.35,48.2

47,11:30-11:45,2.530000,241.670000,16.810000,10.070000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,23.5,238.46,6,90,29.82,0,29.82,15.33,14.51,7.83,47.69,0,92.12,0,5.61,210,95,15.33,29.81,48.35,0,152.763204,96.700000,7.84,48.35,48.2

48,11:45-12:00,2.530000,244.570000,16.810000,10.070000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,23,238.46,6,90,29.82,0,29.82,15.33,14.51,7.67,47.69,0,92.3,0,5.61,210,95,15.33,29.81,48.35,0,153.42498,96.700000,7.66,48.35,48.2

49,12:00-12:15,2.840000,246.510000,16.810000,11.450000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,22.5,238.46,6,90,29.82,24.18,29.82,15.33,0,7.5,47.69,0,92.4,0,5.61,210,95,15.33,29.81,48.35,29.01,156.772788,96.700000,7.5,48.35,48.2

50,12:15-12:30,2.840000,241.670000,16.810000,11.450000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,2.880000,25.570000,0.000000,47,22.5,238.46,6,90,29.82,24.18,29.82,15.33,0,7.5,47.69,0,92.36,0,6.01,210,95,15.33,29.81,48.35,29.01,155.507628,96.700000,7.5,48.35,48.2

51,12:30-12:45,2.840000,241.670000,16.810000,11.450000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,3.500000,25.570000,0.000000,47,22.5,238.46,6,90,29.82,24.18,29.82,15.67,0,7.5,47.69,0,92.31,0,6.41,210,95,15.67,29.81,48.35,29.01,153.580692,96.700000,7.5,48.35,48.2

52,12:45-13:00,2.840000,246.510000,16.810000,11.450000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,1.950000,53.180000,48.350000,0.000000,0.000000,76.670000,3.500000,25.570000,0.000000,47,22.5,238.46,6,90,29.82,24.18,29.82,15.67,0,7.5,47.69,0,92.25,0,6.81,210,95,15.67,29.81,48.35,29.01,151.790004,96.700000,7.5,48.35,48.2

53,13:00-13:15,2.920000,200.390000,16.810000,11.350000,25.140000,0.000000,16.810000,0.000000,17.230000,25.570000,251.420000,2.050000,51.430000,48.350000,0.000000,0.000000,57.270000,3.500000,25.570000,0.000000,47,22.5,238.46,6,90,29.82,24.18,29.82,16,0,7.5,47.69,0,92.15,0,7.21,210,95,16,29.81,48.35,29.01,151.118496,96.700000,7.5,48.35,48.2

54,13:15-13:30,2.920000,181.050000,16.810000,11.350000,25.140000,0.000000,16.810000,0.000000,17.230000,25.570000,232.080000,2.050000,51.430000,48.350000,0.000000,0.000000,57.270000,3.500000,25.570000,0.000000,47,22.5,238.46,6.34,90,29.82,24.18,29.82,16,0,7.5,47.69,0,92.15,0,7.21,210,95,16,29.81,48.35,29.01,149.97012,96.700000,7.5,48.35,48.2

55,13:30-13:45,2.920000,181.050000,16.810000,11.350000,25.140000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,2.050000,51.430000,48.350000,0.000000,0.000000,57.270000,3.730000,25.570000,0.000000,47,22.5,237.25,6.66,90,29.82,24.18,29.82,16,0,7.5,47.45,0,92.05,0,7.21,210,95,16,29.81,48.35,29.01,139.333044,96.700000,7.5,48.35,48

56,13:45-14:00,2.920000,189.750000,16.810000,11.350000,25.140000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,2.050000,67.690000,48.350000,0.000000,0.000000,76.290000,3.500000,25.570000,0.000000,47,22.5,237.25,6.66,87,29.82,24.18,29.82,16.33,0,7.5,47.45,0,92.1,0,7.21,203,95,16.33,29.81,48.35,29.01,135.90738,96.700000,7.5,48.35,48

57,14:00-14:15,2.920000,236.840000,16.810000,11.170000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,2.190000,67.690000,48.350000,0.000000,0.000000,76.290000,3.420000,25.570000,0.000000,47,22.5,237.25,6.66,87,29.82,0,29.82,18.33,14.51,7.5,47.45,0,91.95,0,7.41,203,95,18.33,29.81,48.35,0,131.858868,96.700000,7.5,48.35,45.75

58,14:15-14:30,2.920000,251.340000,16.810000,11.170000,26.110000,0.000000,16.810000,0.000000,17.230000,25.570000,271.970000,2.190000,62.860000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,47,22.5,237.25,6.66,85,29.82,0,29.82,18.67,14.51,7.5,47.45,0,91.59,0,7.61,200,95,18.67,29.81,48.35,0,126.944208,96.700000,7.5,48.35,44.42

59,14:30-14:45,2.770000,261.670000,16.660000,11.170000,26.110000,0.000000,16.660000,0.000000,17.080000,25.570000,271.970000,2.190000,62.860000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,46,22.5,237.25,6.66,82,29.82,0,29.82,17.33,14.51,7.5,47.45,0,90.9,0,8.61,193,92,17.33,29.81,48.35,0,122.126868,96.700000,7.5,48.35,43.05

60,14:45-15:00,2.770000,261.670000,15.940000,11.170000,26.110000,0.000000,15.940000,0.000000,16.330000,25.570000,271.970000,2.190000,72.520000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,45,22.5,235.5,6.66,79,29.82,0,29.82,17.67,14.51,7.5,47.1,0,89.01,0,8.81,183,90,17.67,29.81,48.35,0,116.871588,96.700000,7.5,48.35,41.18

61,15:00-15:15,2.770000,261.670000,15.110000,10.890000,26.110000,0.000000,15.110000,0.000000,15.490000,25.570000,271.970000,2.320000,72.520000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,41,23,233.63,6.66,75,29.82,0,29.82,15.67,14.51,7.67,46.73,0,85.21,0,9.21,175,83,15.67,29.81,48.35,0,116.20008,96.700000,7.66,48.35,39.36

