Block,Time,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2019_06,L_NR_2018_61,LT-36,L_NR_2012_02,L_NR_2012_07,L_NR_2022_09,L_NR_2023_04,L_NR_2019_05,LT-35,LT-05,L_NR_2020_07,L_NR_2020_06,L_NR_2019_07,LT-31,L_NR_2020_05,L_NR_2022_10,L_NR_2022_08,L_NR_2021_12,SH-06,L_NR_2019_11,L_NR_2020_02,L_NR_2012_04,L_NR_2021_13,SH-07,L_NR_2021_14,L_NR_2019_19,LT_MEJA_Delhi,L_NR_2012_01,LT-59
14,03:15-03:30,0,0,0,0,7.2,0.000000,261.810000,87.240000,12.6,0.000000,0,0.000000,108.010000,7.43,7.43,0,0.000000,22.28,12.6,4.54,0,0.000000,5.840000,6.610000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

15,03:30-03:45,0,0,0,0,7.12,0.000000,261.810000,87.240000,12.6,0.000000,0,0.000000,108.010000,7.42,7.42,0,0.000000,22.25,12.6,4.5,0,0.000000,5.840000,6.610000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

16,03:45-04:00,0,0,0,0,7.03,0.000000,261.810000,87.240000,12.88,0.000000,0,0.000000,108.010000,7.43,7.42,0,0.000000,22.26,12.88,4.51,0,0.000000,5.840000,6.610000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

17,04:00-04:15,0,0,0,0,7.13,0.000000,261.810000,87.240000,47.56,0.000000,0,0.000000,108.010000,7.43,7.43,0,0.000000,22.29,47.56,4.53,0,0.000000,5.840000,6.420000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

18,04:15-04:30,0,0,0,0,7.01,0.000000,261.810000,87.240000,46.31,0.000000,0,0.000000,108.010000,23.09,23.07,0,0.000000,69.22,46.31,9.42,0,0.000000,5.840000,6.420000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

19,04:30-04:45,0,0,0,0,7.06,0.000000,261.810000,87.240000,45.01,0.000000,0,0.000000,108.010000,24.33,24.33,0,0.000000,72.99,45.01,9.93,0,0.000000,5.840000,6.420000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

20,04:45-05:00,0,0,0,0,7.14,0.000000,261.810000,87.240000,44.2,0.000000,0,0.000000,108.010000,25.78,25.77,0,0.000000,77.33,44.2,10.51,0,0.000000,5.840000,6.420000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.680000

21,05:00-05:15,0,0,0,0,7.03,0.000000,194.540000,50.960000,43.41,0.000000,0,0.000000,108.010000,25.04,25.04,0,0.000000,75.11,43.41,11.12,0,0.000000,5.780000,6.420000,272.110000,0,0.000000,0,0.000000,6.410000,77.400000,5.420000

22,05:15-05:30,0,0,0,0,7.19,0.000000,194.540000,50.960000,42.6,0.000000,0,0.000000,108.010000,24.64,24.63,0,0.000000,73.89,42.6,11.38,0,0.000000,5.780000,6.420000,272.110000,0,0.000000,0,0.000000,6.050000,101.350000,5.420000

23,05:30-05:45,0.24,0,0.12,0,7.14,0.000000,194.540000,50.960000,41.96,0.000000,0,0.000000,108.010000,24.32,24.31,0,0.000000,72.94,41.96,11.42,0,0.000000,5.780000,6.420000,272.110000,0,0.000000,0,1.240000,5.670000,101.350000,5.420000

24,05:45-06:00,1.26,0.35,0.63,0,7.2,0.000000,194.540000,50.960000,41.55,0.000000,0,0.000000,108.010000,24.1,24.11,0,0.000000,72.32,41.55,11.5,0.05,0.000000,5.780000,6.420000,272.110000,0.01,0.000000,0,5.420000,5.270000,101.350000,5.420000

25,06:00-06:15,3.79,0.82,1.9,16.47,7.12,0.100000,153.230000,31.930000,40.55,0.000000,14.25,0.100000,70.620000,23.61,23.61,4.24,0.100000,70.83,40.55,11.45,2.65,0.000000,5.780000,6.230000,272.110000,0.53,0.000000,0.03,9.450000,4.260000,77.400000,5.420000

26,06:15-06:30,7.11,2.09,3.55,27.51,7.03,0.390000,218.280000,31.930000,27.68,0.000000,23.41,0.380000,70.620000,16.18,16.17,10,0.380000,48.52,27.68,21.27,7.16,0.000000,5.780000,6.230000,272.110000,1.43,0.000000,0.03,13.940000,4.260000,53.210000,5.420000

27,06:30-06:45,10.88,3.55,5.44,29.21,7.13,0.470000,200.500000,31.930000,26.98,0.000000,29.21,0.460000,70.620000,15.83,15.82,18.53,0.460000,47.47,26.98,21.28,12.67,0.000000,5.780000,6.230000,272.110000,2.53,0.000000,1.22,19.690000,4.260000,53.210000,5.420000

28,06:45-07:00,15.33,5.2,7.67,25.65,7.01,0.980000,184.050000,31.930000,26.28,0.000000,25.65,0.950000,70.620000,15.48,15.47,25.65,0.950000,46.42,26.28,7.28,19.49,0.000000,5.780000,6.230000,232.200000,3.9,0.000000,3.58,26.610000,4.260000,53.210000,5.420000

29,07:00-07:15,20.77,7,10.38,25.65,7.06,1.690000,119.000000,31.990000,25.93,0.000000,25.65,1.650000,70.620000,15.29,15.3,25.65,1.650000,45.89,25.93,7.1,28.1,0.000000,5.780000,6.230000,193.500000,5.62,0.000000,7.02,34.250000,4.260000,53.210000,5.420000

30,07:15-07:30,26.64,8.9,13.32,25.65,7.14,2.590000,119.000000,31.990000,13.21,0.000000,25.65,2.520000,70.620000,15.37,15.36,25.65,2.520000,46.1,13.21,6.98,40.07,0.000000,5.780000,6.230000,232.200000,8.01,0.000000,11.69,42.460000,4.260000,53.210000,5.420000

31,07:30-07:45,30,11.03,15,25.65,7.03,3.760000,119.000000,31.990000,13.07,0.000000,25.65,3.670000,70.620000,8.52,8.51,25.65,3.670000,25.54,13.07,6.8,54.18,0.000000,5.780000,6.230000,232.200000,10.84,0.000000,17.48,49.610000,4.260000,53.210000,5.420000

32,07:45:08:00,35.34,13.2,17.66,25.65,7.19,4.920000,119.000000,31.990000,13.33,0.000000,25.65,4.790000,70.620000,8.47,8.48,25.65,4.790000,25.43,13.33,6.67,69.71,0.000000,5.780000,6.230000,232.200000,13.94,0.000000,24.06,56.270000,4.260000,53.210000,5.420000

33,08:00-08:15,39.34,17.41,19.66,31.5,7.06,6.020000,119.000000,31.990000,13.17,0.000000,31.5,5.870000,70.620000,8.65,8.65,31.5,5.870000,25.95,13.17,6.65,72.01,0.000000,5.780000,6.050000,193.500000,14.4,0.000000,31.35,61.940000,4.260000,53.210000,5.420000

34,08:15-08:30,43.34,21.34,21.66,31.5,7.14,7.140000,119.000000,31.990000,13.84,0.000000,31.5,6.960000,70.620000,8.74,8.72,31.5,6.960000,26.17,13.84,6.53,85.68,0.000000,5.780000,6.050000,149.650000,17.13,0.000000,39.3,67.520000,4.260000,53.210000,5.420000

35,08:30-08:45,46.67,24.1,23.33,31.5,7.03,8.100000,119.000000,31.990000,15.21,0.000000,31.5,7.900000,70.620000,8.77,8.77,31.5,7.900000,26.31,15.21,6.43,99.16,0.000000,5.780000,6.050000,149.650000,19.83,0.000000,45.12,73.230000,4.260000,53.210000,5.420000

36,08:45:09:00,52,26.81,26,31.5,7.19,4.730000,119.000000,31.990000,16.88,0.000000,31.5,4.620000,70.620000,8.84,8.85,31.5,4.620000,26.54,16.88,6.32,112.17,0.000000,5.780000,6.050000,149.650000,22.43,0.000000,52.1,78.470000,4.260000,53.210000,5.420000

37,09:00:09:15,14,29.34,7,31.5,7.14,5.130000,119.000000,31.930000,19.29,0.000000,31.5,5.000000,70.620000,8.96,8.96,31.5,5.000000,26.88,19.29,6.28,124.48,0.000000,5.780000,6.050000,149.650000,24.89,0.000000,57.74,84.910000,4.260000,53.210000,5.420000

38,09:15-09:30,25.33,31.6,12.67,31.5,7.2,5.520000,119.000000,31.930000,21.74,0.000000,31.5,5.390000,70.620000,9.01,9.01,31.5,5.390000,27.02,21.74,6.28,161.98,0.000000,5.780000,6.050000,193.500000,32.39,0.000000,33.22,92.690000,4.260000,53.210000,5.420000

39,09:30-09:45,36.67,42.37,18.33,31.5,7.12,5.920000,119.000000,31.930000,28.45,0.000000,31.5,5.770000,70.620000,12.56,12.56,31.5,5.770000,37.67,28.45,6.78,175.03,0.000000,5.780000,5.770000,193.500000,35.01,0.000000,35.12,101.050000,4.260000,53.210000,5.420000

40,09:45-10:00,45.34,45.13,22.66,31.5,7.03,6.310000,119.000000,31.930000,29.45,0.000000,31.5,6.160000,70.620000,13.06,13.06,31.5,6.160000,39.17,29.45,6.77,186.83,0.000000,5.780000,5.770000,232.200000,37.37,0.000000,37.55,109.420000,4.260000,53.210000,5.420000

41,10:00-10:15,48.67,47.08,24.33,31.5,7.06,6.710000,119.000000,31.930000,29.78,0.000000,31.5,6.540000,70.620000,13.37,13.37,31.5,6.540000,40.11,29.78,6.88,208.2,0.000000,5.780000,5.770000,272.110000,41.64,0.000000,78.12,115.120000,4.230000,53.210000,5.420000

42,10:15-10:30,51.34,48.09,25.66,31.5,7.14,11.760000,119.000000,31.930000,51.78,0.000000,31.5,11.470000,70.620000,26.79,26.77,31.5,11.470000,80.32,51.78,16.39,217.75,0.000000,5.780000,5.770000,272.110000,43.55,0.000000,82.3,117.160000,4.230000,53.210000,5.420000

43,10:30-10:45,57.34,48.65,28.66,31.5,7.03,12.190000,225.350000,31.930000,50.72,0.000000,31.5,11.890000,70.620000,26.3,26.3,31.5,11.890000,78.9,50.72,16.1,224.29,0.000000,5.780000,5.770000,272.110000,44.86,0.000000,85.15,118.460000,4.570000,53.210000,5.420000

44,10:45-11:00,64,48.93,32,31.5,7.19,12.560000,225.350000,31.930000,50.18,0.000000,31.5,12.260000,70.620000,25.92,25.91,31.5,12.260000,77.74,50.18,15.86,229.24,0.000000,5.780000,5.770000,272.110000,45.85,0.000000,86.54,119.610000,4.860000,53.210000,5.420000

45,11:00-11:15,66.67,50,33.33,31.5,7.06,12.900000,236.960000,50.960000,50.2,0.000000,31.5,12.580000,108.010000,25.97,25.95,31.5,12.580000,77.86,50.2,15.88,229.24,0.000000,5.780000,5.580000,272.110000,45.85,0.000000,87.54,120.830000,5.140000,53.210000,5.420000

46,11:15-11:30,88.67,50,44.33,31.5,7.14,13.160000,236.960000,50.960000,51.51,0.000000,31.5,12.840000,108.010000,26.67,26.67,31.5,12.840000,80,51.51,16.32,229.24,0.000000,5.780000,5.580000,272.110000,45.85,0.000000,88.06,122.310000,5.220000,53.210000,5.420000

47,11:30-11:45,88,50,44,31.5,7.03,13.340000,236.960000,50.960000,52.32,0.000000,31.5,13.020000,108.010000,27.36,27.35,31.5,13.020000,82.05,52.32,16.74,229.24,0.000000,5.780000,5.580000,272.110000,45.85,0.000000,88.12,123.770000,5.220000,53.210000,5.420000

48,11:45-12:00,88,50,44,31.5,7.19,14.850000,236.960000,50.960000,54.09,0.000000,31.5,14.490000,108.010000,27.73,27.72,31.5,14.490000,83.17,54.09,16.97,229.24,0.000000,5.780000,5.580000,272.110000,45.85,0.000000,88.11,124.840000,5.220000,53.210000,5.420000

49,12:00-12:15,87.34,50,43.66,31.5,7.14,14.880000,236.960000,51.020000,54.93,0.000000,31.5,14.520000,108.010000,28.21,28.2,31.5,14.520000,84.61,54.93,17.26,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,88.1,126.360000,5.220000,53.210000,5.420000

50,12:15-12:30,87.34,50,43.66,31.5,7.2,14.900000,236.960000,51.020000,55.79,0.000000,31.5,14.540000,108.010000,28.66,28.68,31.5,14.540000,86.03,55.79,17.55,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,88.12,123.680000,5.220000,53.210000,5.420000

51,12:30-12:45,88,47.14,44,31.5,7.12,14.880000,220.290000,51.020000,56.51,0.000000,31.5,14.520000,108.010000,30.03,30.05,31.5,14.520000,90.14,56.51,18.39,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,88.11,125.550000,5.220000,53.210000,5.420000

52,12:45-13:00,88.67,47.15,44.33,31.5,7.03,14.930000,191.270000,51.020000,57.2,0.000000,31.5,14.560000,108.010000,30.52,30.51,31.5,14.560000,91.54,57.2,18.67,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,88.08,128.140000,5.220000,53.210000,5.420000

53,13:00-13:15,89.34,46.91,44.66,31.5,7.06,14.850000,142.890000,31.990000,59.45,0.000000,31.5,14.500000,70.620000,31.12,31.11,31.5,14.500000,93.34,59.45,19.04,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,87.98,129.780000,5.220000,53.210000,5.420000

54,13:15-13:30,89.34,46.36,44.66,31.5,7.14,14.760000,130.610000,31.990000,61.64,0.000000,31.5,14.400000,70.620000,22.55,22.56,31.5,14.400000,67.68,61.64,20.25,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,87.94,131.310000,5.220000,53.210000,5.420000

55,13:30-13:45,90,45.75,45,31.5,7.14,14.580000,171.920000,31.990000,63.3,0.000000,31.5,14.230000,70.620000,23,22.99,31.5,14.230000,68.97,63.3,19.84,229.24,0.000000,5.700000,5.580000,272.110000,45.85,0.000000,87.98,126.750000,5.220000,53.210000,5.420000

56,13:45-14:00,91.34,44.92,45.66,31.5,7.18,14.220000,181.590000,51.020000,52.69,0.000000,31.5,13.870000,94.910000,23.37,23.38,31.5,13.870000,70.14,52.69,9.94,229.88,0.000000,5.700000,5.580000,272.110000,45.97,0.000000,87.75,120.950000,5.220000,53.210000,5.420000

57,14:00-14:15,90.67,43.93,45.33,31.5,12.05,13.990000,201.600000,63.450000,52.75,0.000000,31.5,13.650000,108.010000,24.46,24.44,31.5,13.650000,73.33,52.75,10.98,229.88,0.000000,5.700000,5.860000,272.110000,45.97,0.000000,86.88,114.560000,5.220000,82.240000,5.680000

58,14:15-14:30,92,42.77,46,31.5,12.88,13.730000,201.600000,63.450000,52.63,0.000000,31.5,13.390000,108.010000,25.68,25.68,31.5,13.390000,77.04,52.63,11.99,229.88,0.000000,5.700000,5.860000,272.110000,45.97,0.000000,86.35,108.120000,5.220000,101.350000,5.680000

59,14:30-14:45,91.34,41.47,45.66,31.5,13.46,13.100000,230.620000,63.450000,52.31,0.000000,31.5,12.780000,108.010000,25.45,25.45,31.5,12.780000,76.36,52.31,13,229.88,0.000000,5.700000,5.860000,272.110000,45.97,0.000000,85.3,102.420000,5.220000,101.350000,5.680000

60,14:45-15:00,86,40,43,31.5,14.06,12.640000,261.810000,63.450000,51.78,0.000000,31.5,12.330000,108.010000,25.13,25.12,31.5,12.330000,75.38,51.78,13.45,229.88,0.000000,5.700000,5.860000,272.110000,45.97,0.000000,83.57,97.510000,5.220000,101.350000,5.680000

61,15:00-15:15,81.34,38.4,40.66,31.5,15.08,12.080000,261.810000,87.270000,51.83,0.000000,31.5,11.780000,108.010000,26.73,26.73,31.5,11.780000,80.19,51.83,13.69,215.88,0.000000,6.310000,6.230000,272.110000,43.18,0.000000,79.61,88.670000,6.780000,101.350000,5.680000

62,15:15-15:30,76,36.58,38,31.5,15.66,11.360000,261.810000,87.270000,51.36,0.000000,31.5,11.080000,108.010000,26.77,26.77,31.5,11.080000,80.31,51.36,13.72,204.34,0.000000,6.310000,6.230000,272.110000,40.87,0.000000,75.05,82.370000,6.780000,101.350000,5.680000

63,15:30-15:45,70.67,34.63,35.33,31.5,9.91,10.780000,261.810000,87.270000,50.76,0.000000,31.5,10.510000,108.010000,26.54,26.56,31.5,10.510000,79.67,50.76,13.58,190.93,0.000000,6.310000,6.230000,272.110000,38.19,0.000000,70.81,75.650000,6.780000,101.350000,5.680000

64,15:45-16:00,66,33.78,33,31.5,10.24,10.000000,261.810000,87.270000,50.02,0.000000,31.5,9.760000,108.010000,26.29,26.28,31.5,9.760000,78.85,50.02,13.42,177.71,0.000000,6.310000,6.230000,272.110000,35.54,0.000000,65.31,68.700000,6.780000,101.350000,5.680000

65,16:00-16:15,64,32.17,32,31.5,10.6,9.050000,261.810000,87.270000,48.24,0.000000,31.5,8.830000,66.440000,25.91,25.91,31.5,8.830000,77.73,48.24,13.19,158.61,0.000000,6.540000,6.610000,272.110000,31.72,0.000000,59.79,61.530000,6.780000,101.350000,5.850000

66,16:15-16:30,52.67,29.88,26.33,31.5,10.99,8.390000,261.810000,87.270000,46.49,0.000000,31.5,8.190000,66.440000,25.58,25.58,31.5,8.190000,76.75,46.49,12.99,142.86,0.000000,6.540000,6.610000,272.110000,28.57,0.000000,54.24,53.740000,6.780000,101.350000,5.850000

67,16:30-16:45,48.67,26.27,24.33,31.5,10.82,7.300000,261.810000,87.270000,44.86,0.000000,31.5,7.120000,74.980000,25.23,25.22,31.5,7.120000,75.67,44.86,12.77,127.15,0.000000,6.540000,6.610000,272.110000,25.43,0.000000,48.12,44.030000,6.780000,101.350000,6.070000

68,16:45-17:00,41.34,22.74,20.66,31.5,10.68,6.290000,261.810000,87.270000,42.45,0.000000,31.5,6.140000,108.010000,25.02,25.03,31.5,6.140000,75.08,42.45,12.65,118.18,0.000000,6.540000,6.610000,272.110000,23.63,0.000000,41.54,35.400000,6.780000,101.350000,6.070000

69,17:00-17:15,34,22.25,17,33,7.06,5.300000,261.810000,87.270000,43.4,0.000000,33,5.170000,108.010000,21.49,21.5,24.64,5.170000,64.49,43.4,10.59,100.42,0.000000,6.540000,6.980000,272.110000,20.08,0.000000,34.64,28.040000,6.780000,101.350000,6.070000

70,17:15-17:30,26.67,18.57,13.33,33,7.14,4.290000,261.810000,87.270000,44.36,0.000000,33,4.180000,108.010000,21.07,21.07,13.97,4.180000,63.22,44.36,10.56,84.63,0.000000,6.540000,6.980000,272.110000,16.92,0.000000,28.06,22.050000,6.780000,101.350000,6.070000

71,17:30-17:45,22.67,14.75,11.33,29.19,7.03,3.320000,261.810000,87.270000,45,0.000000,21.31,3.240000,108.010000,20.76,20.78,8.14,3.240000,62.33,45,10.41,67.37,0.000000,6.540000,6.330000,272.110000,13.47,0.000000,21.38,16.920000,6.780000,101.350000,6.070000

72,17:45-18:00,18,11.01,9,17.89,7.19,2.440000,261.810000,87.270000,46.16,0.000000,12.2,2.390000,108.010000,20.66,20.66,2.51,2.390000,61.97,46.16,10.27,49.88,0.000000,6.540000,6.330000,272.110000,9.97,0.000000,15.05,12.280000,6.780000,101.350000,6.070000

73,18:00-18:15,13.33,7.95,6.67,0,7.14,1.650000,261.810000,87.270000,45.67,0.000000,0,1.610000,108.010000,20.4,20.39,0,1.610000,61.17,45.67,10.73,35.82,0.000000,6.700000,6.460000,272.110000,7.16,0.000000,9.65,8.140000,6.780000,101.350000,6.070000

74,18:15-18:30,8,5.48,4,0,7.2,1.150000,261.810000,87.270000,45.13,0.000000,0,1.130000,108.010000,16.7,16.69,0,1.130000,50.08,45.13,11.06,23.92,0.000000,6.700000,6.460000,272.110000,4.78,0.000000,5.58,4.780000,6.780000,101.350000,6.070000

75,18:30-18:45,5.33,2.86,2.67,0,7.12,0.000000,261.810000,87.270000,41.88,0.000000,0,0.000000,109.150000,16.85,16.84,0,0.000000,50.53,41.88,15.49,15.17,0.000000,6.310000,6.460000,272.110000,3.03,0.000000,2.78,2.430000,6.780000,101.350000,6.070000

76,18:45-19:00,3.33,1.15,1.67,0,7.03,0.000000,261.810000,87.270000,41.44,0.000000,0,0.000000,109.150000,16.93,16.91,0,0.000000,50.74,41.44,15.45,8.46,0.000000,6.310000,6.460000,272.110000,1.69,0.000000,0.85,0.910000,6.780000,101.350000,6.070000

77,19:00-19:15,1.33,0.12,0.67,0,7.13,0.000000,261.810000,87.270000,41.22,0.000000,0,0.000000,109.150000,17.18,17.16,0,0.000000,51.49,41.22,15.34,3.55,0.000000,6.150000,6.380000,272.110000,0.71,0.000000,0.03,0.030000,6.780000,101.350000,5.450000

78,19:15-19:30,0.18,0,0.09,0,7.01,0.000000,261.810000,87.270000,41.12,0.000000,0,0.000000,109.150000,17.4,17.41,0,0.000000,52.22,41.12,15.29,0.1,0.000000,6.150000,6.380000,272.110000,0.02,0.000000,0,0.000000,6.780000,101.350000,5.450000

79,19:30-19:45,0,0,0,0,7.06,0.000000,261.810000,87.270000,41.53,0.000000,0,0.000000,109.150000,24.25,24.24,0,0.000000,72.73,41.53,20.29,0,0.000000,6.150000,6.380000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

80,19:45-20:00,0,0,0,0,7.14,0.000000,261.810000,87.270000,54.42,0.000000,0,0.000000,109.150000,23.87,23.86,0,0.000000,71.58,54.42,20.06,0,0.000000,6.150000,6.380000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

81,20:00-20:15,0,0,0,0,7.03,0.000000,261.810000,87.270000,53.77,0.000000,0,0.000000,109.150000,22.98,22.98,0,0.000000,68.94,53.77,19.72,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

82,20:15-20:30,0,0,0,0,7.19,0.000000,261.810000,87.270000,52.77,0.000000,0,0.000000,109.150000,21.96,21.96,0,0.000000,65.89,52.77,18.94,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

83,20:30-20:45,0,0,0,0,7.06,0.000000,261.810000,87.270000,51.78,0.000000,0,0.000000,109.150000,21.74,21.73,0,0.000000,65.2,51.78,18.1,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

84,20:45-21:00,0,0,0,0,7.14,0.000000,261.810000,87.270000,50.42,0.000000,0,0.000000,109.150000,21.24,21.22,0,0.000000,63.67,50.42,9.97,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.780000,101.350000,5.450000

85,21:00-21:15,0,0,0,0,7.03,0.000000,261.810000,87.270000,48.77,0.000000,0,0.000000,109.150000,20.53,20.53,0,0.000000,61.58,48.77,10.24,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.650000,101.350000,5.450000

86,21:15-21:30,0,0,0,0,7.19,0.000000,261.810000,87.270000,46.51,0.000000,0,0.000000,109.150000,19.73,19.74,0,0.000000,59.21,46.51,10.52,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.650000,101.350000,5.450000

87,21:30-21:45,0,0,0,0,7.14,0.000000,261.810000,87.270000,45.75,0.000000,0,0.000000,109.150000,13.49,13.5,0,0.000000,40.49,45.75,10.85,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.650000,101.350000,5.450000

88,21:45-22:00,0,0,0,0,7.2,0.000000,261.810000,87.270000,45.09,0.000000,0,0.000000,109.150000,13.34,13.32,0,0.000000,39.97,45.09,11.05,0,0.000000,6.150000,6.280000,272.110000,0,0.000000,0,0.000000,6.650000,101.350000,5.450000

89,22:00-22:15,0,0,0,0,7.12,0.000000,261.810000,87.270000,44.46,0.000000,0,0.000000,109.150000,13.17,13.16,0,0.000000,39.49,44.46,11.04,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.450000

90,22:15-22:30,0,0,0,0,7.03,0.000000,261.810000,87.270000,43.19,0.000000,0,0.000000,109.150000,12.97,12.97,0,0.000000,38.92,43.19,7.12,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.450000

91,22:30-22:45,0,0,0,0,7.06,0.000000,261.810000,87.270000,26.74,0.000000,0,0.000000,109.150000,12.82,12.81,0,0.000000,38.44,26.74,7.17,0,0.000000,6.000000,6.140000,272.110000,0,0.000000,0,0.000000,6.740000,101.350000,5.450000

