Block,Time,KGSU3AND4,KISHANGANGA,MAPS,NLCIIST1,RIHAND3,TALA,UNCHAHAR1,UNCHAHAR3,BRBCL,CHAMERA2,KKNP,NLCEXP,ANTA_CRF,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,NLCTS2EXP,RIHAND2,RSTPSU7,SIMHST2,UNCHAHAR2,URI,VALLURNTECL,ANTA_RF,AURY_RF,DADRI_GF,DADRT2,KHSTPP-I,KUDGI,RAMPUR,RAPPC,SEWA2,TANDA2,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,NAPP,RAPPB,SALAL,SINGRAULI_HYDRO,TelanganaSTPP,AURY_CRF,DADRI_RF,CHAMERA1,DULHASTI,FSTPP I & II,KKNPPU2,NJPC,NLCIIST2,SINGRAULI,TALST2,UNCHAHAR4,AURY_GF,KHSTPP-II,NNTPP,PARBATI3,RIHAND1,RSTPSU1TO6,SIMHST1,URI2,ANTA_GF,ANTA_LF,AURY_LF,CHAMERA3,KOLDAM,NTPL,SASAN,TANAKPUR
25,06:00-06:15,0,1.44,0,0,127.6,8.8,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,36.54,90.54,0,0,20.68,0,0,0,32.08,5.35,0,410.62,11.78

26,06:15-06:30,0,1.44,0,0,127.6,8.76,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,36.54,90.54,0,0,20.68,0,0,0,32.08,5.35,0,410.62,11.78

27,06:30-06:45,0,1.44,0,0,127.6,8.8,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,36.54,90.54,0,0,36.05,0,0,0,32.08,5.35,0,410.62,11.78

28,06:45-07:00,0,1.44,0,0,127.6,8.84,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,36.54,90.54,0,0,36.05,0,0,0,32.08,5.35,0,410.62,11.78

29,07:00-07:15,0,1.44,0,0,127.6,8.96,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,36.54,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,5.13

30,07:15-07:30,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,44.22,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,35.44,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,5.13

31,07:30-07:45,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,29.83,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,22.08,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,3.51,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,5.13

32,07:45-08:00,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,29.83,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,22.08,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,13.04,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.15,0,167.1,0,120.74,0,1.62,0,98.87,0,3.51,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,5.13

33,08:00-08:15,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,29.83,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,17.56,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,11.53

34,08:15-08:30,0,1.44,0,0,127.6,9.15,20.96,27.05,20.01,29.83,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,53.79,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,17.56,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,12.43

35,08:30-08:45,0,1.44,0,0,127.6,12.05,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,12.43

36,08:45-09:00,0,1.44,0,0,127.6,12.05,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,13.25,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,20.68,0,0,0,21.37,5.35,0,410.62,12.43

37,09:00-09:15,0,1.44,0,0,127.6,12.05,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,28.1,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,12.43

38,09:15-09:30,0,1.44,0,0,127.6,12.05,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,12.43

39,09:30-09:45,0,1.44,0,0,127.6,12.47,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,17.72,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,12.43

40,09:45-10:00,0,1.44,0,0,127.6,12.47,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.96,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,5.35,0,410.62,12.43

41,10:00-10:15,0,1.44,0,0,127.6,12.47,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,9.66,45.23,0,79.01,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,4.85,0,410.62,12.43

42,10:15-10:30,0,0.4,0,0,127.6,12.61,20.96,27.05,20.01,33.56,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,16.87,90.54,0,0,26.6,0,0,0,21.37,4.85,0,410.62,11.53

43,10:30-10:45,0,0.4,0,0,127.6,12.41,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,3.94,90.54,0,0,29.56,0,0,0,21.37,4.85,0,410.62,12.43

44,10:45-11:00,0,0.4,0,0,127.6,12.25,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,3.94,90.54,0,0,29.56,0,0,0,21.37,4.85,0,410.62,12.43

45,11:00-11:15,0,0.4,0,0,127.6,12.25,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,3.94,90.54,0,0,29.56,0,0,0,21.37,4.85,0,410.62,12.43

46,11:15-11:30,0,0.4,0,0,127.6,12.25,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,3.94,90.54,0,0,29.56,0,0,0,21.37,3.64,0,410.62,12.43

47,11:30-11:45,0,0.4,0,0,127.6,12.21,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,3.64,0,410.62,11.27

48,11:45-12:00,0,0,0,0,127.6,12.21,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.72,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,3.64,0,410.62,11.27

49,12:00-12:15,0,0,0,0,127.6,12.05,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,22.08,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,9.66,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

50,12:15-12:30,0,0,0,0,127.6,12,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,22.08,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.01,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

51,12:30-12:45,0,0,0,0,127.6,12,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,3.31,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.38,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

52,12:45-13:00,0,0,0,0,127.6,12,20.96,27.05,20.01,29.48,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,3.31,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.38,0,0,0,97.42,0,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

53,13:00-13:15,0,0,0,0,127.6,12,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.38,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

54,13:15-13:30,0,0,0,0,127.6,12,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,1.1,0,0,45.23,0,79.38,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,20.68,0,0,0,21.37,2.43,0,410.62,11.27

55,13:30-13:45,0,0,0,0,127.6,12.23,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,0,45.23,0,79.38,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

56,13:45-14:00,0,0,0,0,127.6,12.23,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,6.52,0,0,45.23,0,79.38,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,120.74,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

57,14:00-14:15,0,0,0,0,127.6,12.23,20.96,27.05,20.01,22.38,0,0,0,0,0,40.4,413.81,0,121.71,0,0,43.71,8.83,0,46.37,77.33,0,686.07,44.31,0,3.54,60.23,0,2.89,0,13.04,0,9.66,45.23,0,79.38,0,0,0,97.42,14.05,36.23,20.8,0,167.1,0,128.54,0,1.62,0,98.87,0,15.46,90.54,0,0,22.16,0,0,0,21.37,2.43,0,410.62,11.27

