Column1,Time,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/16/1380,GNA/SR/2025/02/01/6460,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/16/1676,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/NR/2025/02/01/2594,GNA/NR/2025/02/01/5886,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,GNA/SR/2025/02/01/7432,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/9969,GNA/NR/2025/02/01/4863,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07
7,01:30-01:45,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,22.33,0,0,0,0,0,0,0,8.33,0,28.41,22.34,7.33,0,0,8.33,25.01,0,0,0,26.87,0,0,23.07,7.21,1.2,28.26,57.34,166,35.06,3.04,0.92,0.78,26.87

8,01:45-02:00,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,23.33,0,0,0,0,0,0,0,8.33,0,27.61,23.34,7.67,0,0,8.33,25.01,0,0,0,26.87,0,0,23.07,7.21,1.2,27.75,57.34,166,35.06,3.04,0.92,0.78,26.87

9,02:00-02:15,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,27.41,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.75,57.34,166,35.06,2.94,0.92,0.7,26.87

10,02:15-02:30,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,26.81,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.75,57.34,141.31,35.06,2.94,0.92,0.7,26.87

11,02:30-02:45,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,26.81,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.75,57.34,166,35.06,2.94,0.92,0.7,26.87

12,02:45-03:00,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,26.81,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.94,0.92,0.7,26.87

13,03:00-03:15,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,22.21,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.86,0.92,0.7,26.87

14,03:15-03:30,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,22.21,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.86,0.92,0.7,26.87

15,03:30-03:45,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,22.01,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.86,0.92,0.7,26.87

16,03:45-04:00,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,21.81,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.86,0.92,0.7,26.87

17,04:00-04:15,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,21.61,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.76,0.92,0.7,26.87

18,04:15-04:30,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,21.61,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,57.34,130.74,35.06,2.76,0.92,0.7,26.87

19,04:30-04:45,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,22.01,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,69.52,200.31,35.06,2.76,0.92,0.7,26.87

20,04:45-05:00,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,7.5,0,22.21,15,6.67,0,0,7.5,22.5,0,0,0,26.87,0,0,23.07,7.21,1.2,27.25,69.52,200.31,35.06,2.76,0.92,0.7,26.87

21,05:00-05:15,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,6.67,0,22.41,15,6.67,0,0,6.67,19.99,0,0,0,26.87,0,0,23.07,7.21,1.16,27.25,69.52,200.31,35.06,2.67,0.92,0.7,26.87

22,05:15-05:30,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,6.67,0,22.61,15,6.67,0,0,6.67,19.99,0,0,0,26.87,0,0,23.07,7.21,1.16,27.25,86.71,229.15,35.06,2.67,0.92,0.7,26.87

23,05:30-05:45,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,6.67,0,28.01,15,6.67,0,0,6.67,19.99,0,0,0,26.87,0,0,23.07,7.21,1.16,27.25,86.71,260.13,32.99,2.67,0.92,0.7,26.87

24,05:45-06:00,23.07,15.85,75,0,100.15,0,47.56,0,0,0,23.07,8.65,271.81,15,0,0,0,0,0,0,0,6.67,0,27.61,15,6.67,0,0,6.67,19.99,0,0,0,26.87,0,0,23.07,7.21,1.16,26.74,86.71,260.13,32.99,2.67,0.92,0.7,26.87

25,06:00-06:15,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,15,0,0,0,0,0,0,0,6.67,0,27.01,15,6.67,0,0,6.67,19.99,0.01,0.05,0.81,22.92,0,0,43.26,7.21,1.16,26.24,86.71,260.13,37.23,2.67,0.92,0.7,22.92

26,06:15-06:30,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,14.67,0,0,0,0,0,0,0,6.67,0,26.41,14.66,6.67,0,0,6.67,19.99,0.05,0.84,1.39,19.4,0,0,43.26,7.21,1.16,25.73,86.71,260.13,41.47,2.67,0.92,0.7,19.4

27,06:30-06:45,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,14,0,0,0,0,0,0,0,6.67,0,25.81,14,6.67,0,1,6.67,19.99,0.1,3.2,3.71,32,0,0,43.26,7.21,1.16,25.23,86.71,260.13,45.71,2.67,0.92,0.7,32

28,06:45-07:00,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,14,0,0,0,0,0,0,0,6.67,0,25.01,14,6.67,0.15,4,6.67,19.99,0.18,7.93,10.32,32,0,0,43.26,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

29,07:00-07:15,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,14,0,0,1,2,0,10,0,6.67,5,24.61,14,6.67,5.07,10,6.67,19.99,1.09,16.41,20.44,32,0,0,43.26,7.21,1.16,24.22,86.71,260.13,57.69,2.67,0.92,0.7,32

30,07:15-07:30,36.53,0,75,0,100.15,0,0,0,0,0,36.53,13.46,271.81,14,1.28,0.26,4,3,1,10,1,6.67,5,24.61,14,6.67,12.02,15,6.67,19.99,2.01,28.3,32.59,32,0,0,43.26,7.21,1.16,23.72,86.71,260.13,57.69,2.67,0.92,0.7,32

31,07:30-07:45,36.53,0,75,0.16,100.15,0.12,0,0,0,0,36.53,13.46,271.81,14,5.97,1.2,7,5,3,10,2,6.67,5,27.01,14,6.67,20.19,24,6.67,19.99,2.92,31,31,32,0,0.16,43.26,7.21,1.16,23.72,86.71,260.13,57.69,2.67,0.92,0.7,32

32,07:45-08:00,36.53,0,75,0.65,100.15,0.5,0,0,0,0,36.53,13.46,271.81,14,11.52,2.3,18,7,7,13,3,6.67,7,26.01,14,6.67,29.66,28.67,6.67,19.99,3.84,28.66,28.67,32,0,0.65,43.26,7.21,1.16,23.72,86.71,260.13,57.69,2.67,0.92,0.7,32

33,08:00-08:15,36.53,0,75,1.44,100.15,1.12,0,0,0,0,36.53,13.46,271.81,14,17.92,3.58,18,10,7,10,5,6.67,5,25.61,14,6.67,39.66,31.23,6.67,19.99,7.36,31.24,31.23,32,0,1.44,43.26,7.21,1.16,24.22,86.71,260.13,57.69,2.67,0.92,0.7,32

34,08:15-08:30,36.53,0,75,2.57,100.15,1.99,0,0,0,0,36.53,13.46,271.81,14,24.12,4.82,25,14,10,12,7,6.67,6,25.01,14,6.67,49.82,31.57,6.67,19.99,9.46,31.56,31.57,32,0,2.57,43.26,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

35,08:30-08:45,36.53,0,75,4.01,100.15,3.1,0,0,0,0,36.53,13.46,271.81,14,26.11,5.22,32,18,13,15,9,6.67,7,28.01,14,6.67,59.49,32.67,6.67,19.99,11.55,32.66,32.67,32,0,4.01,43.26,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

36,08:45-09:00,36.53,0,75,6.24,100.15,4.82,0,0,0,0,36.53,13.46,271.81,14,28.1,5.62,39,22,16,18,11,6.67,9,28.01,14,6.67,69,32.67,6.67,19.99,13.75,32.66,32.67,32,0,6.24,43.26,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

37,09:00-09:15,23.07,0,75,7.89,100.15,6.1,0,0,0,0,23.07,8.65,271.81,14,74.83,14.97,35,22,15,17,11,6.67,8,31.41,14,6.67,78.32,32.67,6.67,19.99,23.26,32.66,32.67,32,0,7.89,23.07,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

38,09:15-09:30,23.07,0,75,9.42,100.15,7.28,0,0,0,0,23.07,8.65,271.81,14,91.58,18.32,42,25,18,19,12,6.67,9,31.01,14,6.67,87.12,32.67,6.67,19.99,29.05,32.66,32.67,32,0,9.42,23.07,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.7,32

39,09:30-09:45,23.07,0,75,10.72,100.15,8.29,0,0,0,0,23.07,8.65,271.81,14,101.18,20.24,46,25,19,22,13,6.67,11,30.61,14,6.67,95.25,32.67,6.67,19.99,34.85,32.66,32.67,32,0,10.72,23.07,7.21,1.16,24.72,86.71,260.13,57.69,2.67,0.92,0.86,32

40,09:45-10:00,23.07,0,75,11.99,100.15,9.27,0,0,0,0,23.07,8.65,271.81,14,115.45,23.09,53,27,22,25,16,6.67,13,30.41,14,6.67,103.17,32.67,6.67,19.99,40.65,32.66,32.67,32,0,11.99,23.07,7.21,1.16,24.22,86.71,224.87,32.99,2.67,0.92,0.86,32

41,10:00-10:15,23.07,0,75,12.73,100.15,9.84,0,0,0,0,23.07,8.65,271.81,14,106.68,21.34,67,32,28,31,16,6.67,15,30.01,14,6.67,109.89,32.67,6.67,19.99,45.34,32.66,32.67,32,0,12.73,23.07,7.21,1.16,0,86.71,260.13,32.99,2.67,0.92,0.86,32

42,10:15-10:30,23.07,0,75,13.77,100.15,10.65,0,0,0,0,23.07,8.65,271.81,14,110.61,22.12,74,36,31,35,18,6.67,17,29.81,14,6.67,122.62,32.67,6.67,19.99,47.89,32.66,32.67,32,0,13.77,23.07,7.21,1.16,0,86.71,260.13,32.99,2.67,0.92,0.86,32

43,10:30-10:45,23.07,0,75,14.82,100.15,11.45,0,0,0,0,23.07,8.65,271.81,14,108.54,21.71,56,42,24,27,21,6.67,13,28.01,14,6.67,128.47,32.67,6.67,19.99,47.56,32.66,32.67,32,0,14.82,23.07,7.21,1.16,0,86.71,260.13,32.99,2.67,0.92,0.86,32

44,10:45-11:00,23.07,0,75,14.82,100.15,11.45,0,0,0,0,23.07,8.65,271.81,14,113.92,22.78,60,43,25,29,22,6.67,15,28.01,14,6.67,133.76,32.67,6.67,19.99,50.27,32.66,32.67,32,0,14.82,23.07,7.21,1.16,0,86.71,260.13,32.99,2.67,0.92,0.86,32

45,11:00-11:15,23.07,0,75,14.82,100.15,11.45,0,0,0,0,23.07,8.65,271.81,14,119.42,23.89,53,43,22,25,21,6.67,13,32.01,14,6.67,138.71,32.67,6.67,19.99,48.33,32.66,32.67,25.25,0,14.82,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

46,11:15-11:30,23.07,0,75,14.82,100.15,11.45,0,0,0,0,23.07,8.65,271.81,14,126,25.2,56,43,24,27,21,6.67,13,31.81,14,6.67,142.93,32.67,6.67,19.99,50.33,32.66,32.67,25.25,0,14.82,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

47,11:30-11:45,23.07,0,75,5.21,100.15,4.03,0,0,0,0,23.07,8.65,271.81,14,129.07,25.82,56,47,24,27,22,6.67,13,31.61,14,6.67,146.55,32.67,6.67,19.99,51,32.66,32.67,25.25,0,5.21,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

48,11:45-12:00,23.07,0,75,4.31,100.15,3.33,0,0,0,0,23.07,8.65,271.81,14,125.24,25.05,63,48,27,27,23,6.67,13,31.41,14,6.67,142.67,32.67,6.67,19.99,51,32.66,32.67,25.25,0,4.31,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

49,12:00-12:15,23.07,0,75,8.5,100.15,6.57,0,0,0,0,23.07,8.65,271.81,14,126.16,25.23,56,43,24,27,21,6.67,13,34.81,14,6.67,143.69,32.67,6.67,19.99,57.42,32.66,32.67,25.25,0,8.5,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

50,12:15-12:30,23.07,0,75,9.25,100.15,7.15,0,0,0,0,23.07,8.65,271.81,14,127.42,25.48,56,43,24,27,21,6.67,13,34.61,14,6.67,143.78,32.67,6.67,19.99,57.49,32.66,32.67,25.25,0,9.25,23.07,7.21,1.16,0,86.71,260.13,35.06,2.67,0.92,0.86,32

51,12:30-12:45,23.07,0,75,10.01,100.15,7.74,0,0,0,0,23.07,8.65,271.81,14,149.63,29.93,60,49,25,27,25,6.67,13,34.41,14,6.67,144.06,32.67,6.67,19.99,57.98,32.66,32.67,25.25,0,10.01,23.07,7.21,1.16,25.73,86.71,260.13,35.06,2.67,0.92,0.86,32

52,12:45-13:00,23.07,0,75,10.81,100.15,8.35,0,0,0,0,23.07,8.65,271.81,14.67,148.55,29.71,60,49,25,27,25,6.67,13,34.21,14.66,6.67,143.97,32.67,6.67,19.99,58.02,32.66,32.67,25.25,0,10.81,23.07,7.21,1.16,25.73,74.53,225.82,35.06,2.67,0.92,0.86,32

53,13:00-13:15,23.07,0,75,10.59,100.15,8.17,0,0,0,0,23.07,8.65,271.81,14.67,147.51,29.5,88,43,37,40,23,6.67,20,33.01,14.66,6.67,143.5,32.67,6.67,19.99,57.87,32.66,32.67,25.25,0,10.59,23.07,7.21,1.2,25.73,63.24,169.19,35.06,2.67,0.92,0.86,32

54,13:15-13:30,23.07,0,75,10.4,100.15,8.03,0,0,0,0,23.07,8.65,271.81,14.67,145.94,29.19,88,43,37,43,21,6.67,22,33.01,14.66,6.67,143.42,32.67,6.67,19.99,57.87,32.66,32.67,25.25,0,10.4,23.07,7.21,1.2,25.73,63.24,157.65,35.06,2.67,0.92,0.86,32

55,13:30-13:45,23.07,0,75,10.24,100.15,7.91,0,0,0,0,23.07,8.65,230.71,14.67,158.84,31.77,88,43,37,42,21,6.67,21,28.01,14.66,6.67,148.33,32.67,6.67,19.99,63.32,32.66,32.67,25.25,0,10.24,23.07,7.21,1.2,25.73,74.53,223.24,35.06,2.67,0.92,0.86,32

56,13:45-14:00,23.07,0,75,10.11,100.15,7.81,0,0,0,0,23.07,8.65,230.71,14.67,156.32,31.26,88,43,37,41,21,6.67,20,28.01,14.66,6.67,143.19,32.67,6.67,19.99,65.08,32.66,32.67,25.25,0,10.11,23.07,7.21,1.2,25.73,74.53,223.24,35.06,2.67,0.92,0.86,32

57,14:00-14:15,23.07,0,75,10.7,100.15,8.27,0,0,0,0,23.07,8.65,249.94,14.67,154.95,30.99,105,48,45,50,25,6.67,25,28.01,14.66,6.67,137.24,32.67,6.67,19.99,66.53,32.66,32.67,25.25,0,10.7,23.07,7.21,1.2,25.73,74.53,210.75,35.06,2.67,0.92,0.86,32

58,14:15-14:30,23.07,0,75,11.35,100.15,8.77,0,0,0,0,23.07,8.65,271.81,14.67,152.16,30.43,102,48,43,49,24,6.67,24,28.01,14.66,6.67,130.6,32.67,6.67,19.99,66.53,32.66,32.67,25.25,0,11.35,23.07,7.21,1.2,25.73,74.53,196.33,35.06,2.67,0.92,0.86,32

59,14:30-14:45,23.07,0,75,12.07,100.15,9.33,0,0,0,0,23.07,8.65,249.94,23,142.28,28.46,78,40,34,37,21,9.33,18,28.01,23,8.67,124.11,32.67,9.33,28.01,66.53,32.66,32.67,25.25,0,12.07,23.07,7.21,1.2,25.73,74.53,225.82,35.06,3.41,0.92,0.86,32

60,14:45-15:00,23.07,0,75,12.88,100.15,9.95,0,0,0,0,23.07,8.65,271.81,24.33,140.32,28.06,71,38,31,37,20,9.33,18,28.41,24.34,8.67,117.55,32.67,9.33,28.01,66.36,32.66,32.67,25.25,0,12.88,23.07,7.21,1.2,25.73,74.53,182.13,35.06,3.41,0.92,0.86,32

61,15:00-15:15,23.07,0,75,12.84,100.15,9.92,0,0,0,0,23.07,8.65,271.81,25.33,136.98,27.4,77,32,33,37,18,9.5,18,28.41,25.34,9,109.47,32.67,9.5,28.5,68,32.66,32.67,25.25,0,12.84,23.07,7.21,1.2,25.73,86.71,214.92,35.06,3.41,0.92,0.86,32

62,15:15-15:30,23.07,0,75,12.39,100.15,9.57,0,0,0,0,23.07,8.65,271.81,26.67,131.63,26.33,70,30,30,35,16,9.5,17,28.41,26.66,9,99.82,32.67,9.5,28.5,63.87,32.66,32.67,25.25,0,12.39,23.07,7.21,1.2,25.73,74.53,209.25,35.06,3.41,0.92,0.86,32

63,15:30-15:45,23.07,0,75,11.93,100.15,9.22,0,0,0,0,23.07,8.65,271.81,26.67,110.02,22.01,81,32,34,37,14,9.5,18,28.61,26.66,9,89.57,32.67,9.5,28.5,58.29,32.66,32.67,25.25,0,11.93,23.07,7.21,1.2,25.73,74.53,222.24,35.06,3.41,0.92,0.86,32

64,15:45-16:00,23.07,0,75,11.47,100.15,8.86,0,0,0,0,23.07,8.65,271.81,26.67,107.4,21.48,74,30,31,33,12,10.17,17,28.61,26.66,9.33,79.03,32.67,10.17,30.49,53.81,32.66,32.67,25.25,0,11.47,23.07,7.21,1.2,25.73,74.53,228.63,35.06,3.41,0.92,0.86,32

65,16:00-16:15,23.07,0,75,9.67,100.15,7.48,0,0,0,0,23.07,8.65,271.81,29.67,101.34,20.27,63,30,27,30,11,12.33,15,29.01,29.66,10,68.73,32.67,12.33,37.01,49.35,32.66,32.67,25.25,0,9.67,23.07,7.21,1.2,25.73,86.71,238.57,35.06,3.41,0.92,0.86,32

66,16:15-16:30,23.07,0,75,7.88,100.15,6.09,0,0,0,0,23.07,8.65,271.81,30.33,94.04,18.81,56,28,24,27,10,12.5,13,29.81,30.34,10,57.63,32.67,12.5,37.5,45.39,32.66,32.67,25.25,0,7.88,23.07,7.21,1.2,25.73,75.41,224.87,35.06,3.41,0.92,0.86,32

67,16:30-16:45,36.53,0,75,6.08,100.15,4.7,0,0,0,0,36.53,13.46,271.81,41,81.75,16.35,49,22,21,19,9,12.67,9,30.21,41,9.67,46.46,32.67,12.67,37.99,39.37,32.66,32.67,25.25,0,6.08,43.26,7.21,1.2,26.74,75.41,224.87,35.06,3.41,0.92,0.86,32

68,16:45-17:00,36.53,0,75,4.3,100.15,3.31,0,0,0,0,36.53,13.46,271.81,40.67,68.76,13.75,42,18,18,15,9,12.83,7,31.01,40.66,9.33,38.27,32.67,12.83,38.51,33.07,32.66,32.67,25.25,0,4.3,43.26,7.21,1.2,26.74,75.41,224.87,35.06,3.41,0.92,0.86,32

69,17:00-17:15,36.53,0,75,3.93,100.15,3.03,0,0,0,0,36.53,13.46,271.81,40,55.31,11.06,28,15,12,13,5,12.67,7,31.81,40,13,30.04,32.67,12.67,37.99,27.66,32.66,32.67,25.25,0,3.93,43.26,7.21,1.25,27.25,75.41,224.87,32.99,3.41,0.92,0.86,32

70,17:15-17:30,36.53,0,75,3.55,100.15,2.75,0,0,0,0,36.53,13.46,271.81,39.33,42.27,8.45,14,12,6,10,4,12.5,5,32.41,39.34,12.33,21.82,18,12.5,37.5,22.14,23.56,26.66,25.25,0,3.55,43.26,7.21,1.25,27.25,75.41,224.87,32.99,3.41,0.92,0.86,32

71,17:30-17:45,36.53,0,75,3.18,100.15,2.46,0,0,0,0,36.53,13.46,271.81,39.33,29.32,5.86,11,8,4,7,3,13,3,33.61,39.34,12,13.63,8,13,39,15.42,12.09,14.39,25.25,0,3.18,43.26,7.21,1.25,27.75,86.71,260.13,32.99,3.41,0.92,0.93,32

72,17:45-18:00,36.53,0,75,2.82,100.15,2.18,0,0,0,0,36.53,13.46,271.81,39.67,19.65,3.93,4,7,1,3,2,12.83,2,34.01,39.66,11.67,6.78,1,12.83,38.51,10.24,5.5,5.63,10.56,0,2.82,43.26,7.21,1.25,28.26,86.71,260.13,37.23,3.41,0.92,0.93,32

73,18:00-18:15,36.53,0,75,2.12,100.15,1.63,0,50,0,200,36.53,13.46,271.81,38.33,0.92,0.19,1,5,0,1,1,12.5,0,36.01,38.34,11,2.68,0,12.5,37.5,3.2,0,0,32,0,2.12,43.26,7.21,1.25,28.76,86.71,260.13,41.47,4.52,0.92,0.93,32

74,18:15-18:30,36.53,0,75,1.41,100.15,1.1,0,50,0,200,36.53,13.46,271.81,38.33,0.92,0.19,0,2,0,0,1,12.33,0,36.01,38.34,10.67,0.23,0,12.33,37.01,1.58,0,0,32,0,1.41,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0.92,0.93,32

75,18:30-18:45,36.53,0,75,0,100.15,0,0,50,0,200,36.53,13.46,271.81,38.33,0.92,0.19,0,0,0,0,0,12,0,36.01,38.34,10.33,0,0,12,36,0.57,0,0,32,50,0,43.26,7.21,1.25,28.76,86.71,260.13,57.69,4.52,0.92,0.93,32

