Block,Time,BSIUL,KGSU3AND4,KOLDAM,MAPS,RSTPSU7,SALAL,UNCHAHAR2,ANTA_LF,DADRT2,DHAULIGNGA,JHAJJAR,KHSTPP-II,KKNP,NTPL,RAPPC,RIHAND2,SINGRAULI,TALST2,TANDA2,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_RF,DULHASTI,NLCTS2EXP,RAPPB,RIHAND3,SIMHST1,URI,AURY_GF,CHAMERA1,CHAMERA2,KHSTPP-I,KKNPPU2,NAPP,PARBATI3,SEWA2,TEHRI,DADRI_CRF,CHAMERA3,KGSU1AND2,NJPC,NLCEXP,RIHAND1,SIMHST2,TANAKPUR,ANTA_RF,AURY_LF,DADRI_GF,FSTPP I & II,KOTESHWR,KUDGI,UNCHAHAR1,URI2,VALLURNTECL,DADRI_LF,KISHANGANGA,NLCIIST1,UNCHAHAR4,ANTA_GF,DADRI_RF,BRBCL,NLCIIST2,NNTPP,RAMPUR,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TALA,ANTA_CRF
64,15:45-16:00,0,0,0,0,0,13.36,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,10.53,23.19,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

65,16:00-16:15,0,0,0,0,0,13.36,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,34.77,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

66,16:15-16:30,0,0,0,0,0,13.36,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,13.99,0,45.53,0,20.61,0,10.53,34.77,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

67,16:30-16:45,0,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,28.09,0,45.53,0,20.61,0,15.81,34.77,0,0,0,20.84,0,92,0,0.25,26.88,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

68,16:45-17:00,6.52,0,0,0,0,26.73,42.39,0,683.14,7.92,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,28.09,4,45.53,0,20.61,0,15.81,34.77,0,0,0,42.33,0,92,0,0.25,26.88,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

69,17:00-17:15,6.52,0,0,0,0,26.73,42.39,0,683.14,7.92,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,42.15,13.17,45.53,0,20.61,0,15.81,45.86,0,0,0,66.29,0,92,0,0.25,27.09,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

70,17:15-17:30,6.52,0,0,0,0,26.73,42.39,0,683.14,16.38,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,32.96,0,0,124.33,0,39.75,0,42.15,26.34,45.53,0,20.61,0,15.81,45.86,0,9.68,0,89.97,0,92,0,0.25,26.88,0,0,11.7,17.75,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

71,17:30-17:45,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,39.75,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,113.64,0,92,0,0.25,27.09,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

72,17:45-18:00,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,39.75,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,113.64,0,92,0,0.25,27.19,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

73,18:00-18:15,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,116.95,0,92,0,0.25,27.3,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

74,18:15-18:30,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,27.41,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

75,18:30-18:45,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,27.41,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

76,18:45-19:00,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,29.06,0,116.95,0,92,0,0.25,27.62,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

77,19:00-19:15,6.52,0,0,0,0,26.73,42.39,0,683.14,15.85,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,32.96,0,0,124.33,0,36.43,0,28.09,39.51,45.53,0,20.61,3.82,15.81,45.86,0,1.27,0,93.56,0,92,0,0.25,27.72,0,0,11.7,17.75,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

78,19:15-19:30,6.52,0,0,0,0,26.73,42.39,0,683.14,7.92,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,32.96,0,0,124.33,0,36.43,0,28.09,26.34,45.53,0,20.61,16.54,15.81,34.77,0,0,0,70.17,0,92,0,0.25,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

79,19:30-19:45,6.52,0,0,0,0,26.73,42.39,0,683.14,7.92,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,28.09,4,45.53,0,20.61,16.54,15.81,34.77,0,0,0,46.78,0,92,0,1.15,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

80,19:45-20:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,25.28,0,45.53,0,20.61,16.54,15.81,34.77,0,0,0,19.7,0,92,0,1.15,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

81,20:00-20:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,13.99,0,45.53,0,20.61,16.54,15.81,34.77,0,0,0,0,0,92,0,1.54,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

82,20:15-20:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,12.64,0,45.53,0,20.61,16.54,15.81,34.77,0,0,0,0,0,92,0,1.54,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

83,20:30-20:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,12.64,0,45.53,0,20.61,16.54,15.81,34.77,0,0,0,0,0,92,0,1.54,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

84,20:45-21:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,12.64,0,45.53,0,20.61,3.57,15.81,23.19,0,0,0,0,0,92,0,1.54,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

85,21:00-21:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,23.19,0,0,0,0,0,92,0,1.54,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

86,21:15-21:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,23.19,0,0,0,0,0,92,0,1.54,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,413.44,0.77,0,0

87,21:30-21:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,23.19,0,0,0,0,0,92,0,1.54,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

88,21:45-22:00,6.52,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,23.19,0,0,0,0,0,92,0,1.54,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

89,22:00-22:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,23.19,0,0,0,0,0,92,0,0.51,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

90,22:15-22:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,23.19,0,0,0,0,0,92,0,0.51,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

91,22:30-22:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,11.4,0,0,0,0,0,92,0,0.51,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

92,22:45-23:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,11.4,0,0,0,0,0,92,0,0.51,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

93,23:00-23:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,11.4,0,0,0,0,0,92,0,0.51,28.24,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

94,23:15-23:30,6.52,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,11.4,0,0,0,0,0,92,0,0.51,28.24,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

95,23:30-23:45,6.52,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,11.4,0,0,0,0,0,92,0,0.51,28.35,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

96,23:45-24:00,6.52,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,11.4,0,0,0,0,0,92,0,0.51,28.35,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,345.38,0.77,0,0

