Block,Time,KHSTPP-II,KKNPPU2,SIMHST1,UNCHAHAR4,VALLURNTECL,DADRI_GF,DADRI_RF,BSIUL,CHAMERA3,DADRT2,DHAULIGNGA,FSTPP I & II,KKNP,RSTPSU1TO6,SASAN,TelanganaSTPP,UNCHAHAR1,URI,AURY_RF,KISHANGANGA,RAMPUR,RIHAND2,SINGRAULI,AURY_CRF,AURY_GF,DADRI_LF,KGSU1AND2,NJPC,NLCEXP,PARBATI3,RAPPB,RIHAND1,SEWA2,SIMHST2,SINGRAULI_HYDRO,TALST2,TANDA2,ANTA_CRF,AURY_LF,BRBCL,KGSU3AND4,KOLDAM,KUDGI,NAPP,NLCIIST1,URI2,CHAMERA2,DULHASTI,KHSTPP-I,KOTESHWR,MAPS,NLCTS2EXP,NTPL,SALAL,TANAKPUR,TEHRI,ANTA_LF,JHAJJAR,RAPPC,RIHAND3,RSTPSU7,TALA,ANTA_GF,ANTA_RF,CHAMERA1,NLCIIST2,NNTPP,UNCHAHAR2,UNCHAHAR3,DADRI_CRF
6,01:15-01:30,98.87,0,0,0,0,0,88.77,0,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,31.9,22.66,49.43,44.92,8.87,0,0,0,79.38,13,31.13,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

7,01:30-01:45,98.87,0,0,0,0,0,88.77,0,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,22.66,49.43,44.92,8.87,0,0,0,51.13,13,31.13,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

8,01:45-02:00,98.87,0,0,0,0,0,88.77,0,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,13,31.13,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

9,02:00-02:15,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,13,31.13,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

10,02:15-02:30,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,13,31.13,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

11,02:30-02:45,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,13,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

12,02:45-03:00,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,13,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

13,03:00-03:15,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

14,03:15-03:30,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

15,03:30-03:45,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,0,0,0,42.4,0,0

16,03:45-04:00,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.96,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,11.85,0,0,42.4,0,0

17,04:00-04:15,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.96,0,0,118.76,133.5,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,11.85,0,0,42.4,0,0

18,04:15-04:30,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.96,0,0,118.76,129,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,474.31,51.39,124.32,0,10.44,0,28.35,11.85,0,0,42.4,0,0

19,04:30-04:45,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.96,0,0,118.76,124.5,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,15.44,0,474.31,51.39,124.32,0,10.44,0,28.35,14.05,0,0,42.4,0,0

20,04:45-05:00,98.87,0,0,0,0,0,88.77,0,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.96,0,0,118.76,121.5,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,14.93,0,474.31,51.39,124.32,0,10.35,0,28.35,14.05,0,0,42.4,0,0

21,05:00-05:15,98.87,0,0,0,0,0,88.77,1.1,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.96,0,0,118.76,121.5,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,9.99,49.43,44.92,8.87,0,0,0,51.13,11.53,29.87,0,474.31,51.39,124.32,0,10.29,0,28.35,14.05,0,0,42.4,0,0

22,05:15-05:30,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.42,0,0,118.76,121.5,0,0,0,0,85.23,0,3.18,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,11.53,29.87,0,474.31,51.39,124.32,0,10.21,0,28.35,14.05,0,0,42.4,0,0

23,05:30-05:45,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,10.49,68.42,0,0,118.76,121.5,0,0,0,0,85.23,0,6.36,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,17.75,0,0,0,51.13,11.53,29.87,0,474.31,51.39,124.32,0,9.7,0,28.35,14.05,0,0,42.4,0,0

24,05:45-06:00,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,13.25,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,26.62,0,0,0,53.45,11.53,29.87,0,474.31,51.39,124.32,0,9.29,0,28.35,14.05,0,0,42.4,0,0

25,06:00-06:15,98.87,0,0,0,0,0,88.77,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,13.25,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,29.87,0,474.31,51.39,124.32,0,8.96,0,27.3,14.05,0,0,42.4,0,0

26,06:15-06:30,98.87,0,0,0,0,0,88.77,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,14.35,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,29.87,0,474.31,51.39,124.32,0,8.73,0,27.3,13.43,0,0,42.4,0,0

27,06:30-06:45,98.87,0,0,0,0,0,88.77,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,50.34,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,29.87,0,474.31,51.39,124.32,0,8.64,0,27.3,0,0,0,42.4,0,0

28,06:45-07:00,98.87,0,0,0,0,0,88.77,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,50.34,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,14.93,0,474.31,51.39,124.32,0,8.64,0,27.3,0,0,0,42.4,0,0

29,07:00-07:15,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,14.35,68.42,0,0,118.76,121.5,0,0,0,0,116.95,0,49.01,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,19.72,0,0,0,51.13,11.53,0,0,474.31,51.39,124.32,0,8.76,0,27.3,0,0,0,42.4,0,0

30,07:15-07:30,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,121.5,0,0,0,0,86.84,0,15.28,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,474.31,51.39,124.32,0,8.82,0,27.3,0,0,0,42.4,0,0

31,07:30-07:45,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,126,0,0,0,0,85.23,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,474.31,51.39,124.32,0,8.96,0,27.3,0,0,0,42.4,0,0

32,07:45-08:00,98.87,0,0,0,0,0,88.77,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,130.5,0,0,0,0,85.23,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,474.31,51.39,124.32,0,9.2,0,27.3,0,0,0,42.4,0,0

33,08:00-08:15,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,135,0,0,0,0,85.23,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.38,0,27.3,0,0,0,42.4,0,0

34,08:15-08:30,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,138,0,0,0,0,70.17,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.5,0,27.3,0,0,0,42.4,0,0

35,08:30-08:45,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,13.25,68.42,0,0,118.76,138,0,0,0,0,70.17,0,14,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.7,0,27.3,0,0,0,42.4,0,0

36,08:45-09:00,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,68.42,0,0,118.76,138,0,0,0,0,70.17,0,14,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.79,0,27.3,0,0,0,42.4,0,0

37,09:00-09:15,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,68.42,0,0,118.76,138,0,0,0,0,70.17,0,14,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.97,0,27.3,0,0,0,42.4,0,0

38,09:15-09:30,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,27.48,20.8,0,0,343.12,0,20.56,13.25,68.42,0,0,118.76,138,0,0,0,0,70.17,0,14,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,10.14,0,27.3,0,0,0,42.4,0,0

39,09:30-09:45,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.58,0,27.3,0,0,0,42.4,0,0

40,09:45-10:00,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.58,0,27.3,0,0,0,42.4,0,0

41,10:00-10:15,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.58,0,27.09,0,0,0,42.4,0,0

42,10:15-10:30,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,0,0,424.31,51.39,124.32,0,9.58,0,27.09,0,0,0,42.4,0,0

43,10:30-10:45,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

44,10:45-11:00,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

45,11:00-11:15,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

46,11:15-11:30,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

47,11:30-11:45,98.87,0,0,0,0,0,88.77,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

48,11:45-12:00,98.87,0,0,0,0,0,88.77,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,27.09,0,0,0,42.4,0,0

49,12:00-12:15,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,70.17,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

50,12:15-12:30,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.82,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

51,12:30-12:45,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

52,12:45-13:00,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

53,13:00-13:15,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

54,13:15-13:30,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,39.51,11.53,0,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

55,13:30-13:45,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,0,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

56,13:45-14:00,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,0,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

57,14:00-14:15,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,0,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

58,14:15-14:30,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.09,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,0,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

59,14:30-14:45,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,85.23,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,0,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

60,14:45-15:00,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.33,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,14.93,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

61,15:00-15:15,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,15.56,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

62,15:15-15:30,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,15.56,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

63,15:30-15:45,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,15.56,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

