Block,Time,AURY_GF,NAPP,RAMPUR,ANTA_GF,KOTESHWR,UNCHAHAR2,URI2,TANDA2,SEWA2,TANAKPUR,AURY_CRF,JHAJJAR,TEHRI,KOLDAM,DADRI_CRF,RIHAND2,UNCHAHAR1,SINGRAULI,DADRI_LF,DULHASTI,ANTA_LF,SINGRAULI_HYDRO,SALAL,BSIUL,ANTA_RF,DADRT2,DADRI_RF,RIHAND1,CHAMERA2,KISHANGANGA,ANTA_CRF,RAPPC,NJPC,DHAULIGNGA,RAPPB,AURY_LF,UNCHAHAR3,CHAMERA3,PARBATI3,URI,DADRI_GF,CHAMERA1,UNCHAHAR4,RIHAND3,AURY_RF,KAWAS-RLNG,KAWAS-zLIQ,RSTPSU1TO6,GANDHAR-RLNG,MOUDA_II,VALLURNTECL,KHARGONE-I,VSTPS IV,KGSU3AND4,KHSTPP-II,BRBCL,NTPL,MOUDA,GANDHAR-APM,SASAN,MAPS,FSTPP I & II,KAWAS-ComGas,TAPS-II,NLCEXP,SOLAPUR,GANDHAR-ComGas,GANDHAR-NAPM,LARA-I,KGSU1AND2,KSTPS I&II,NLCIIST2,KSTPS7,GADARWARA-I,VSTPS I,NLCTS2EXP,NLCIIST1,TALST2,SIPAT I,SIPAT II,NNTPP,TALA,KAPS,KUDGI,KAWAS-NAPM,KKNP,VSTPS V,KAWAS-APM,RSTPSU7,VSTPS II,VSTPS III,SIMHST2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,489.992813,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,418.894985,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,20.500640,32.310138,36.797731,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.61,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

84,20:45-21:00,0.000000,46.660082,2.867505,0.000000,26.868491,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,567.693319,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,447.829985,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,30.254983,0.000000,0.000000,20.500640,32.310138,36.797731,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.62,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

85,21:00-21:15,0.000000,46.660082,2.867505,0.000000,26.868491,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,628.699294,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,478.114128,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,20.169989,0.000000,0.000000,26.379075,32.310138,7.076486,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.022009,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.65,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

86,21:15-21:30,0.000000,46.660082,2.867505,0.000000,26.868491,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.166794,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,502.226628,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,10.084994,0.000000,0.000000,26.379075,32.310138,3.538243,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.67,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

87,21:30-21:45,0.000000,46.660082,2.867505,0.000000,26.868491,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,619.054294,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,444.356628,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,10.084994,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.68,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

88,21:45-22:00,0.000000,46.660082,2.867505,0.000000,26.868491,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,628.699294,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,444.356628,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.70,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

89,22:00-22:15,0.000000,46.660082,3.941390,0.000000,27.943231,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,487.790281,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,4.259232,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.447618,1.31,1.179074,2.056526,2.232517,0.51,0.90,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.73,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

90,22:15-22:30,0.000000,46.660082,3.941390,0.000000,27.943231,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,507.080281,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,4.259232,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.447618,1.32,1.179074,2.056526,2.232517,0.52,0.90,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.75,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

91,22:30-22:45,0.000000,46.660082,3.941390,0.000000,27.943231,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,5.160066,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,526.370281,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,12.777696,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.475769,1.32,1.226136,2.056526,2.232517,0.52,0.90,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.76,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

92,22:45-23:00,0.000000,46.660082,3.941390,0.000000,27.943231,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,5.160066,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,80.693928,18.963420,0.000000,555.305281,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.476757,1.30,1.233916,2.056526,2.232517,0.52,0.88,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.79,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

93,23:00-23:15,0.000000,46.660082,2.707564,0.000000,9.027813,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,4.343491,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,47.071458,12.642280,0.000000,560.096628,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,88.187427,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.476757,1.30,1.233916,2.056526,2.232517,0.54,0.88,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.72,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

94,23:15-23:30,0.000000,46.660082,2.056378,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,3.440045,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,34.743219,12.642280,0.000000,639.520984,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,66.814945,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.024396,1.94,2.476757,1.30,1.233916,2.056526,2.232517,0.54,0.88,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.73,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

95,23:30-23:45,0.000000,46.660082,1.279524,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,1.720022,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,34.743219,12.642280,0.000000,642.110281,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.076394,1.94,2.476757,1.30,1.233916,2.056526,2.232517,0.54,0.88,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.75,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

96,23:45-24:00,0.000000,46.660082,0.639762,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,643.395416,47.978374,1.494161,0.000000,118.083735,0.000000,131.781950,0.000000,54.905879,0.000000,1.077265,34.743219,12.642280,0.000000,642.110281,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,20.749983,0.000000,0.000000,0.000000,26.379075,32.310138,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.476757,1.30,1.233916,2.056526,2.232517,0.54,0.88,2.92,5.089903,1.791457,0.18,0.000000,1.099695,9.00,0.000000,0.79,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

