Block,Time,CHAMERA3,KGSU1AND2,KISHANGANGA,KOTESHWR,NTPL,RIHAND1,RSTPSU1TO6,RSTPSU7,TANAKPUR,UNCHAHAR3,URI,DADRI_GF,BSIUL,CHAMERA2,DULHASTI,NJPC,NNTPP,SEWA2,UNCHAHAR1,VALLURNTECL,AURY_GF,DADRI_LF,FSTPP I & II,KUDGI,NAPP,NLCIIST1,RAMPUR,TANDA2,TEHRI,UNCHAHAR2,ANTA_LF,DADRT2,KGSU3AND4,KOLDAM,MAPS,SIMHST1,NLCEXP,NLCTS2EXP,RAPPB,SALAL,SIMHST2,TALA,TALST2,UNCHAHAR4,ANTA_GF,AURY_CRF,DADRI_RF,DHAULIGNGA,NLCIIST2,RAPPC,RIHAND3,SASAN,ANTA_CRF,DADRI_CRF,BRBCL,CHAMERA1,PARBATI3,RIHAND2,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,URI2,AURY_LF,AURY_RF,JHAJJAR,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,ANTA_RF
31,07:30-07:45,19.38,0,0,39.83,0,92,0,0,1.15,26.39,26.49,0,13.04,26.34,32.95,140.35,0,15.81,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,36.55,0,53.43,124.32,339.75,45.47,41.1,20,14.05,16.55,118.75,125.96,0,0,4.31,0,0,654.3,37.63,148.3,0,0,0

32,07:45-08:00,19.38,0,0,39.83,0,92,0,0,1.15,26.39,26.49,0,13.04,26.34,32.95,140.35,0,10.53,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,36.55,0,53.43,124.32,339.75,45.67,41.1,20,14.05,3.56,118.75,125.96,0,0,4.31,0,0,654.3,38.84,148.3,0,0,0

33,08:00-08:15,9.67,0,0,19.72,0,92,0,0,3.2,26.39,1.66,0,2.2,13.17,32.95,94.7,0,5.27,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,9.29,0,0,0,0,0,70.8,5.48,36.55,0,53.43,124.32,339.75,45.67,41.1,20,14.05,0,118.75,125.96,0,0,4.31,0,0,654.3,40.06,148.3,0,0,0

34,08:15-08:30,9.67,0,0,8.88,0,92,0,0,3.2,26.39,1.66,0,0,13.17,32.95,75.76,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,70.8,5.48,18.23,0,53.43,124.32,339.75,45.47,41.1,20,13.99,0,118.75,125.96,0,0,4.31,0,0,654.3,41.27,148.3,0,0,0

35,08:30-08:45,9.67,0,0,8.88,0,92,0,0,3.2,26.39,1.66,0,0,13.17,32.95,75.76,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,70.8,5.48,17.04,0,53.43,124.32,339.75,45.25,41.1,20,13.99,0,118.75,125.96,0,0,4.31,0,0,654.3,41.27,148.3,0,0,0

36,08:45-09:00,9.67,0,0,8.88,0,92,0,0,3.2,26.39,2.32,0,0,2.14,32.95,63.36,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,70.8,5.48,8.06,0,53.43,124.32,339.75,45.05,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,654.3,42.49,148.3,0,0,0

37,09:00-09:15,9.67,0,0,8.88,0,92,0,0,3.59,26.39,1.66,0,0,0,32.95,41.67,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,41.83,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,624.8,43.71,148.3,0,0,0

38,09:15-09:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.66,0,0,0,32.95,22.72,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,9.29,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.83,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,624.8,44.92,148.3,0,0,0

39,09:30-09:45,0,0,0,8.88,0,92,0,0,3.59,26.39,1.66,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.63,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,574.8,45.22,148.3,0,0,0

40,09:45-10:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.66,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.41,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,574.8,45.22,148.3,0,0,0

41,10:00-10:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.31,41.1,20,0,0,118.75,120,0,0,4.31,0,0,574.8,45.22,148.3,0,0,0

42,10:15-10:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,62.24,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.31,41.1,20,0,0,118.75,120,0,0,4.31,0,0,574.8,45.22,148.3,0,0,0

43,10:30-10:45,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,44.1,41.1,20,0,0,118.75,120,0,0,8.07,0,0,574.8,45.22,148.3,0,0,0

44,10:45-11:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.89,41.1,20,0,0,118.75,120,0,0,8.07,0,0,654.3,45.22,148.3,0,0,0

45,11:00-11:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,46.68,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.68,41.1,20,0,0,118.75,120,0,0,8.07,0,0,654.3,45.22,148.3,0,0,0

46,11:15-11:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,32.95,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.68,41.1,20,0,0,118.75,120,0,0,8.07,0,0,654.3,45.22,148.3,0,0,0

47,11:30-11:45,0,0,0,8.88,0,92,0,0,3.59,26.39,26.49,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,31.12,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.47,41.1,20,0,0,118.75,120,0,0,8.07,0,0,654.3,45.22,148.3,0,0,0

48,11:45-12:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.66,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,15.56,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.47,41.1,20,0,0,118.75,120,0,0,8.07,0,0,654.3,45.22,148.3,0,0,0

49,12:00-12:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.36,41.1,20,0,0,118.75,120,0,0,4.31,0,0,654.3,45.22,148.3,0,0,0

50,12:15-12:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.16,41.1,20,0,0,118.75,120,0,0,4.31,0,0,654.3,45.22,148.3,0,0,0

51,12:30-12:45,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,43.16,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,654.3,45.22,148.3,0,0,0

52,12:45-13:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,654.3,45.22,148.3,0,0,0

53,13:00-13:15,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,550.35,45.22,148.3,0,0,0

54,13:15-13:30,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

55,13:30-13:45,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

56,13:45-14:00,0,0,0,8.88,0,92,0,0,3.59,26.39,1.11,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,20.14,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

57,14:00-14:15,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,24.62,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.94,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

58,14:15-14:30,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,24.62,0,683.14,0,0,0,0,0,0,0,2.33,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

59,14:30-14:45,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,27.42,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

60,14:45-15:00,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,27.42,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

61,15:00-15:15,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,30.21,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

62,15:15-15:30,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,30.21,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

63,15:30-15:45,0,0,0,8.88,0,92,0,0,3.59,26.39,0.55,0,0,0,16.48,0,0,0,20.56,0,0,23.57,17.38,0,43.46,0,0,0,0,33.01,0,683.14,0,0,0,0,0,0,0,1.4,0,0,0,0,0,70.8,5.48,0,0,53.43,124.32,339.75,42.74,41.1,20,0,0,118.75,125.96,0,0,4.31,0,0,436.2,45.22,148.3,0,0,0

