Column1,Time,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/9061,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/4503,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/3646,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08
36,08:45-09:00,0,0,271.33,37.42,2.17,8.23,8.44,2.29,69.96,26.91,8.23,28.79,28.79,8.72,0,2.08,52.78,195.41,57.29,3.48,8.72,26.91,26.25,17.45,0,23,125.4,34,26,47,81,47,71.56,11,25.08,6.66,13.33,33,33,20,33,13.33,6.67,6.66

37,09:00-09:15,0,0,271.33,37.42,2.17,9.3,9.53,2.29,69.96,26.91,9.3,28.79,28.79,8.72,0,2.08,52.78,186.78,57.29,3.48,8.72,26.91,27.25,17.45,0,26,143.56,40,28,55,95,54,71.18,10,28.71,6.66,13.33,33,33,20,33,13.33,6.67,6.66

38,09:15-09:30,0,0,271.33,37.42,2.17,10.37,10.63,2.29,69.96,26.91,10.37,28.79,28.79,8.72,0,2.08,52.78,191.57,57.29,3.48,8.72,26.91,28.26,17.45,0,29,161.32,46,31,61,109,61,78.91,9.2,32.26,6.66,13.33,33,33,20,33,13.33,6.67,6.66

39,09:30-09:45,0,0,271.33,37.42,2.17,11.3,11.58,2.29,69.96,26.91,11.3,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,31,177.21,51,33,66,119,66,86.36,8.8,35.44,6.66,13.33,33,33,20,33,13.33,6.67,6.66

40,09:45-10:00,0,0,271.33,37.42,2.17,12.25,12.56,2.29,69.96,26.91,12.25,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,34,192.18,55,35,72,130,71,93.65,8,38.44,6.66,13.33,33,33,20,33,13.33,6.67,6.66

41,10:00-10:15,0,0,271.33,37.42,2.17,12.88,13.2,2.29,69.96,26.91,12.88,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,36,206.13,58,37,77,137,74,100.02,7.6,41.23,6.66,13.33,33,33,20,33,13.33,6.67,6.66

42,10:15-10:30,0,0,271.33,37.42,2.17,13.82,14.16,2.29,69.96,26.91,13.82,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,38,217.28,61,39,82,144,79,105.17,7.2,43.45,6.66,13.33,33,33,20,33,13.33,6.67,6.66

43,10:30-10:45,0,0,271.33,37.42,2.17,14.45,14.8,2.29,69.96,26.91,14.45,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,40,227.75,64,41,87,151,83,102.28,7.2,45.55,6.66,13.33,33,33,20,33,13.33,6.67,6.66

44,10:45-11:00,0,0,271.33,37.42,2.17,14.82,15.19,2.29,69.96,26.91,14.82,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,41,236.58,67,42,89,158,87,105.91,7.2,47.31,6.66,13.33,33,33,20,33,13.33,6.67,6.66

45,11:00-11:15,0,0,271.33,37.42,2.22,15.28,15.66,2.29,69.96,26.91,15.28,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,43,243.33,70,43,90,165,90,109.11,7.2,48.67,6.66,13.33,33,33,20,33,13.33,6.67,6.66

46,11:15-11:30,0,0,271.33,37.42,2.22,15.28,15.66,2.29,69.96,26.91,15.28,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,44,243.33,73,43,90,172,91,112.02,7.2,48.67,6.66,13.33,33,33,20,33,13.33,6.67,6.66

47,11:30-11:45,0,0,271.33,37.42,2.22,15.28,15.66,2.29,69.96,26.91,15.28,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,44,243.33,75,44,91,175,91,114.32,10,48.67,6.66,13.33,33,33,20,33,13.33,6.67,6.66

48,11:45-12:00,0,0,271.33,37.42,2.22,15.28,15.66,2.29,69.96,26.91,15.28,28.79,28.79,8.72,0,2.08,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,44,245.83,76,44,91,179,91,116.48,9.8,49.17,6.66,13.33,33,33,20,33,13.33,6.67,6.66

49,12:00-12:15,0,0,271.33,37.42,2.22,15.28,15.66,2.37,69.96,26.91,15.28,28.79,28.79,8.72,0,2.01,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,44,245.83,79,45,91,186,91,113.99,8.8,49.17,6.66,12,33,33,20,33,12,6.67,6.66

50,12:15-12:30,0,0,271.33,37.42,2.22,15.28,15.66,2.37,69.96,26.91,15.28,28.79,28.79,8.72,0,2.01,52.78,204.92,57.29,3.48,8.72,26.91,28.26,17.45,0,44,245.83,82,45,91,191,91,114.35,8.4,49.17,6.66,12,33,33,20,33,12,6.67,6.66

51,12:30-12:45,0,0,271.33,37.42,2.22,15.28,15.66,2.37,69.96,26.91,15.28,28.79,28.79,8.72,0,2.01,52.78,204.92,57.29,3.48,8.72,26.91,27.76,17.45,0,44,245.83,82,45,91,191,91,113.78,11.21,49.17,6.66,12,33,33,20,33,12,6.67,6.66

52,12:45-13:00,0,0,230.3,37.42,2.22,15.28,15.66,2.37,69.96,26.91,15.28,28.79,28.79,8.72,0,2.01,52.78,204.92,57.29,3.48,8.72,26.91,27.76,17.45,0,44,245.83,82,45,91,191,91,112.66,11.21,49.17,6.66,12,33,33,20,33,12,6.67,6.66

53,13:00-13:15,0,0,191.92,37.42,2.03,15.11,15.49,2.51,69.96,26.91,15.11,28.79,28.79,8.72,0,2.01,52.78,170.46,57.29,3.48,8.72,26.91,27.76,17.45,0,42,245.83,82,44,91,191,88,110.47,15.01,49.17,6.66,12,33,33,20,33,12,6.67,6.66

54,13:15-13:30,0,0,191.92,37.42,2.03,14.47,14.83,2.51,69.96,26.91,14.47,28.79,28.79,8.72,0,2.01,52.78,170.46,57.29,3.48,8.72,26.91,27.76,17.45,0,42,243.33,79,43,90,186,87,107.19,14.81,48.67,6.66,12,33,33,20,33,12,6.67,6.66

55,13:30-13:45,0,0,191.92,37.42,2.03,14.25,14.6,2.51,69.96,26.91,14.25,28.79,28.79,8.72,0,2.01,52.78,170.46,57.29,3.48,8.72,26.91,27.76,17.45,0,41,243.33,78,42,90,182,86,103.08,16.81,48.67,6.66,12,33,33,20,33,12,6.67,6.66

56,13:45-14:00,0,0,191.92,37.42,2.03,13.92,14.28,2.51,69.96,26.91,13.92,28.79,28.79,8.72,0,2.01,52.78,170.46,57.29,3.48,8.72,26.91,27.76,17.45,0,40,237.5,75,41,90,175,85,98.56,16.61,47.5,6.66,12,33,33,20,33,12,6.67,6.66

57,14:00-14:15,0,0,230.3,37.42,2.03,13.53,13.88,2.74,69.96,26.91,13.53,28.79,28.79,8.72,0,2.16,52.78,170.46,57.29,3.48,8.72,26.91,28.26,17.45,0,39,231.42,72,38,88,168,81,93.69,17.61,46.28,6.66,12,33,33,20,33,12,6.67,6.66

58,14:15-14:30,0,0,271.33,37.42,2.03,12.99,13.31,2.74,69.96,26.91,12.99,28.79,28.79,8.72,0,2.16,52.78,170.46,75.63,3.48,8.72,26.91,28.26,17.45,0,37,219.6,66,37,83,154,76,88.5,17.01,43.92,6.66,12,33,33,20,33,12,6.67,6.66

59,14:30-14:45,0,0,271.33,37.42,2.03,12.38,12.68,2.74,69.96,26.91,12.38,28.79,28.79,8.72,0,2.16,52.78,204.92,75.63,3.48,8.72,26.91,28.26,17.45,0,34,209.08,60,35,78,140,72,82.6,17.01,41.82,6.66,12,33,33,20,33,12,6.67,6.66

60,14:45-15:00,0,0,271.33,37.42,2.03,11.57,11.86,2.74,69.96,26.91,11.57,28.79,28.79,8.72,0,2.16,52.78,204.92,57.29,3.48,8.72,26.91,28.77,17.45,0,32,197.44,54,34,73,126,66,76.42,16.81,39.49,6.66,12,33,33,20,33,12,6.67,6.66

61,15:00-15:15,0,0,271.33,37.42,2.03,10.66,10.92,2.9,69.96,26.91,10.66,28.79,28.79,8.72,0,2.31,52.78,204.92,57.29,3.48,8.72,26.91,27.75,17.45,0,29,184.39,48,32,67,112,60,69.6,10,36.88,6.66,12,33,33,20,33,12,6.67,6.66

62,15:15-15:30,0,0,271.33,37.42,2.03,9.59,9.83,2.9,69.96,26.91,9.59,28.79,28.79,8.72,0,2.31,52.78,204.92,57.29,3.48,8.72,26.91,27.75,17.45,0,26,170.45,42,28,60,98,54,62.84,9.8,34.09,6.66,12,33,33,20,33,12,6.67,6.66

63,15:30-15:45,0,0,271.33,37.42,2.03,8.6,8.81,2.9,69.96,26.91,8.6,28.79,28.79,8.72,0,2.31,52.78,260.53,75.63,3.48,8.72,26.91,28.26,17.45,0,23,155.57,36,25,55,84,47,55.43,9.6,31.11,6.66,12,33,33,20,33,12,6.67,6.66

64,15:45-16:00,0,0,271.33,37.42,2.03,7.69,7.88,2.9,69.96,26.91,7.69,28.79,28.79,8.72,0,2.31,52.78,260.53,75.63,3.48,8.72,26.91,29.27,17.45,0,19,138.73,30,23,48,70,41,47.85,9.2,27.75,6.66,12,33,33,20,33,12,6.67,6.66

65,16:00-16:15,0,0,271.33,37.42,2.03,6.87,7.04,3.13,69.96,26.91,6.87,28.79,28.79,8.72,0,2.62,52.78,260.53,75.63,3.39,8.72,26.91,29.27,23.03,0,16,118.89,25,19,42,60,33,39.04,9,23.78,6.66,12,33,33,20,33,12,6.67,6.66

66,16:15-16:30,0,0,271.33,37.42,2.03,6.04,6.19,3.13,69.96,26.91,6.04,28.79,28.79,8.72,0,2.62,52.78,260.53,75.63,3.39,8.72,26.91,29.27,23.03,0,12,99.67,21,15,33,49,25,29.63,9,19.93,6.66,12,33,33,20,25,12,6.67,6.66

67,16:30-16:45,0,0,271.33,37.42,2.03,5.2,5.33,3.44,65.83,26.87,5.2,28.79,28.79,8.72,0,2.62,78.69,260.53,86.56,3.39,8.72,26.87,29.27,23.03,0,9,79.47,16,11,27,39,18,20.87,9,15.89,6.66,12,27.99,25.3,20,14.71,12,6.67,6.66

68,16:45-17:00,0,0,271.33,37.42,2.03,4.39,4.51,3.44,65.83,26.87,4.39,28.79,28.79,8.72,0,2.62,99.97,260.53,86.56,3.39,8.72,26.87,29.27,23.03,0,6,59.63,12,8,19,28,14,15.32,8.8,11.93,6.66,12,20.15,15.4,20,7.16,12,6.67,6.66

69,17:00-17:15,0,0,271.33,37.42,2.03,3.65,3.73,3.82,65.83,25.56,3.65,34.55,34.55,8.72,0,2.94,99.97,221.67,86.56,3.39,8.72,32,29.77,20.15,0,5,39.93,7,7,13,18,11,9.61,7.2,7.98,6.66,12,10.35,7.48,20,1.85,12,6.67,6.66

70,17:15-17:30,0,0,271.33,37.42,2.03,2.92,3,3.82,65.83,25.56,2.92,34.55,34.55,8.72,0,2.94,99.97,221.67,86.56,3.39,8.72,32,29.77,20.15,0,3,21.43,3,5,9,7,7,0.77,7.2,4.29,6.66,12,3.49,3.52,20,0,12,6.67,6.66

71,17:30-17:45,0,0,271.33,37.42,2.03,2.21,2.26,3.82,96.3,0,2.21,34.55,34.55,8.72,0,2.94,99.97,221.67,74.66,3.39,8.72,32,30.28,20.15,0,2,8.68,0,2,7,1,4,0,7.2,1.73,6.66,20,0.99,1.99,20,0,20,6.67,6.66

72,17:45-18:00,0,0,271.33,37.42,2.03,1.47,1.51,3.82,96.3,0,1.47,34.55,34.55,8.72,0,2.94,99.97,221.67,74.66,3.39,8.72,32,30.28,20.15,0,0,1.76,0,0,3,0,1,0,7.2,0.35,6.66,19.33,0.83,0.84,20,0,19.34,6.67,6.66

73,18:00-18:15,50,150,271.33,37.42,1.99,0.84,0.86,3.67,96.3,0,0.84,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.48,8.72,32,30.28,20.15,0,0,0,0,0,2,0,0,0,7.2,0,6.66,18.67,0,0,20,0,18.66,6.67,6.66

74,18:15-18:30,50,150,271.33,37.42,1.99,0,0,3.67,96.3,0,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.48,8.72,32,30.28,20.15,0,0,0,0,0,0,0,0,0,7.2,0,6.66,18,0,0,20,0,18,6.67,6.66

75,18:30-18:45,50,150,271.33,37.42,1.99,0,0,3.67,96.3,0,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.48,8.72,32,30.28,20.15,0,0,0,0,0,0,0,0,0,7.2,0,6.66,17.33,0,0,20,0,17.34,6.67,6.66

76,18:45-19:00,50,150,271.33,37.42,1.99,0,0,3.67,96.3,0,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.48,8.72,32,30.28,20.15,0,0,0,0,0,0,0,0,0,7.2,0,6.66,16.67,0,0,20,0,16.66,6.67,6.66

77,19:00-19:15,50,150,271.33,37.42,1.99,0,0,3.67,96.3,21.56,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,32,30.28,20.15,0,0,0,0,0,0,0,0,0,7.2,0,9.67,21.33,0,0,28.99,0,21.34,9.67,6.66

78,19:15-19:30,50,150,271.33,37.42,1.99,0,0,3.67,96.3,21.56,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,32,29.77,20.15,0,0,0,0,0,0,0,0,0,7.2,0,9.33,21,0,0,28.01,0,21,9.33,6.66

79,19:30-19:45,50,150,271.33,37.42,1.99,0,0,3.67,65.83,21.56,0,34.55,34.55,8.72,0,3.24,99.97,221.67,74.66,3.57,8.72,32,29.27,20.15,0,0,0,0,0,0,0,0,0,7.2,0,9,20.67,0,0,27,0,20.66,9,6.73

