Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/1192,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/16/5917,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,GNARE/NR/2024/12/20/3668,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/23/7329,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/16/7255,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/2786,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16
9,02:00-02:15,26.24,49.15,79.03,81.92,0,26.93,0,61.99,0,0,55,0,20.67,20.67,19.67,55,0,26.93,0,130.4,0,0,12.67,0,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,86.93,70.28,0,43.8,0,0,0,0,0,0,29.01,0,0

10,02:15-02:30,26.24,49.15,79.03,81.92,0,26.93,0,62.51,0,0,55,0,20.83,20.83,19.67,55,0,26.93,0,130.4,0,0,12.67,0,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,86.93,70.28,0,43.8,0,0,0,0,0,0,28.61,0,0

11,02:30-02:45,26.24,49.15,79.03,81.92,0,26.93,0,70.01,0,0,54.67,0,23.33,23.33,19.33,54.66,0,26.93,0,130.4,0,0,12.67,0,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,76.42,70.28,0,43.8,0,0,0,0,0,0,28.41,0,0

12,02:45-03:00,26.24,49.15,79.03,81.92,0,26.93,0,70.01,0,0,54,0,23.33,23.33,19,54,0,26.93,0,130.4,0,0,12.67,0,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,76.42,70.28,0,43.8,0,0,0,0,0,0,28.01,0,0

13,03:00-03:15,26.24,0,100.41,81.92,0,26.93,0,70.5,0,0,54.67,0,23.5,23.5,18.67,54.66,0,26.93,0,130.4,0,0,12.67,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,73.39,70.28,0,43.8,0,0,0,0,0,0,26.61,0,0

14,03:15-03:30,26.24,0,100.41,81.92,0,26.93,0,71.51,0,0,54.33,0,23.83,23.83,18.33,54.34,0,26.93,0,120.05,0,0,12.67,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,26.41,0,0

15,03:30-03:45,26.24,0,100.41,81.92,0,26.93,0,63,0,0,53,0,21,21,18.67,53,0,26.93,0,130.4,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,78.18,70.28,0,43.8,0,0,0,0,0,0,23.61,0,0

16,03:45-04:00,26.24,0,100.41,81.92,0,26.93,0,63,0,0,52,0,21,21,19.33,52,0,26.93,0,102.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,252.55,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,24.21,0,0

17,04:00-04:15,26.24,0,100.41,81.92,0,26.93,0,63.49,0,0,50.33,0,21.17,21.17,19.67,50.34,0,26.93,0,102.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,24.01,0,0

18,04:15-04:30,26.24,0,100.41,81.92,0,26.93,0,63.49,0,0,47.67,0,21.17,21.17,19.67,47.66,0,26.93,0,102.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,23.61,0,0

19,04:30-04:45,26.24,0,100.41,81.92,0,26.93,0,49.99,0,0,43.33,0,16.67,16.67,15.67,43.34,0,26.93,0,102.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,23.81,0,0

20,04:45-05:00,26.24,0,100.41,81.92,0,26.93,0,49.99,0,0,43.33,0,16.67,16.67,15.67,43.34,0,26.93,0,102.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,67.01,70.28,0,43.8,0,0,0,0,0,0,23.81,0,0

21,05:00-05:15,26.24,0,100.41,81.92,0,26.93,0,51,0,0,43,0,17,17,15.67,43,0,26.93,0,72.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,49.07,70.28,0,43.8,0,0,0,0,0,0,25.01,0,0

22,05:15-05:30,26.24,0,100.41,81.92,0,26.93,0,52.5,0,0,41.67,0,17.5,17.5,16,41.66,0,26.93,0,72.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,49.07,70.28,0,43.8,0,0,0,0,0,0,25.21,0,0

23,05:30-05:45,27.25,0,100.41,81.92,0,26.93,0,55.01,0,0,41.67,0,18.33,18.33,16.33,41.66,0,26.93,0,72.61,0,0,9.6,0,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,49.07,70.28,0,43.8,0,0,0,0,0,0,25.21,0,0

24,05:45-06:00,26.75,0,100.41,81.92,0,26.93,0,57.49,0,0.04,41.33,0,19.17,19.17,16.67,41.34,0,26.93,0,72.61,0,0,9.6,0.19,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,49.07,70.28,0,43.8,0,0,0,0,0,0,25.01,0,0

25,06:00-06:15,26.75,0,100.41,81.92,0,26.93,0,57.49,0,0.5,41,6.98,19.17,19.17,16.67,41,2.81,26.93,0,100.42,0,0,9.6,1.04,0,3.19,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,68.99,70.28,0,43.8,0,0.32,0,0,1,1,24.61,1.6,1

26,06:15-06:30,26.75,0,100.41,81.92,0,26.93,0,58.99,0,1.4,40.67,11.44,19.67,19.67,16.67,40.66,5.1,26.93,0,100.42,0,0,9.6,1.9,0,3.19,-0,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,68.99,70.28,0,43.8,1,0.83,1,0,2,2,24.61,4.14,1

27,06:30-06:45,26.23,0,100.41,81.92,0,26.93,0.74,60,3,2.66,41,16.93,20,20,15,41,16.12,26.93,0.96,130.4,0.96,0,12.67,2.75,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,86.93,70.28,0,43.8,2,1.55,1,0,3,3,25.01,7.77,2

28,06:45-07:00,25.23,0,100.41,81.92,0,26.93,1.08,62.51,5,4.25,41.33,23.5,20.83,20.83,15.33,41.34,22.1,26.93,1.4,130.4,1.4,0,12.67,3.61,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,86.93,70.28,0,43.8,4,2.51,2,0,4,6,25.41,12.55,3

29,07:00-07:15,25.23,0,100.41,81.92,0,26.93,1.55,64.99,8,6.14,38.33,32.78,21.67,21.67,16,38.34,30.3,26.93,2,130.4,2,0,12.67,6.03,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,81.17,70.28,0,43.8,5,3.91,2,0,5,11,25.81,19.54,5

30,07:15-07:30,26.23,0,100.41,81.92,0,26.93,2.05,67.5,13,8.35,39.33,33,22.5,22.5,16,39.34,33,26.93,2.64,130.4,2.64,0,12.67,8.46,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,80.38,70.28,0,43.8,6,5.27,3,0,7,13,26.21,26.32,6

31,07:30-07:45,27.25,0,100.41,81.92,0,26.93,2.44,64.99,20,11.04,36.67,33,21.67,21.67,16.67,36.66,33,26.93,3.16,102.61,3.16,5.79,12.67,10.89,0,3.24,-0,15.28,19.28,20.79,255.51,135.17,0,4.01,163.85,67.01,70.28,0,43.8,8,6.62,4,0,8,13,26.41,33.12,7

32,07:45-08:00,27.25,0,100.41,81.92,0,26.93,2.69,67.5,26,13.99,38.33,33,22.5,22.5,18.33,38.34,33,26.93,3.48,102.61,3.48,5.79,12.67,13.32,0,3.24,-0,15.28,19.28,20.79,236.98,135.17,0,4.01,163.85,67.01,70.28,0,43.8,10,7.98,5,0,10,15,26.41,39.9,9

33,08:00-08:15,27.25,0,100.41,81.92,0,26.93,2.85,63.17,33,15.23,40,33,21.06,21.06,20,40,33,26.93,3.69,72.61,3.69,5.61,6.86,16.45,0,3.2,-0,15.28,19.28,20.79,225.37,135.17,0,4.01,163.85,37.2,70.28,0,43.8,15,9.44,8,0,12,17,26.61,47.19,17

34,08:15-08:30,27.25,0,100.41,81.92,0,26.93,2.93,65.43,33,15.23,41.67,33,21.81,21.81,21.67,41.66,33,26.93,3.79,72.61,3.79,5.61,6.86,19.58,0,3.2,-0,15.28,19.28,20.79,217.16,135.17,0,4.01,163.85,37.2,70.28,0,43.8,16,10.9,9,0,14,19,26.81,54.48,18

35,08:30-08:45,26.24,0,100.41,81.92,0,26.93,2.96,67.7,33,15.23,43.33,33,22.56,22.56,23.33,43.34,33,26.93,3.84,72.61,3.84,8.41,6.86,22.71,0,3.2,-0,15.28,19.28,20.79,204.51,135.17,0,4.01,163.85,37.2,70.28,0,43.8,18,11.31,9,0,15,23,27.21,56.55,19

36,08:45-09:00,26.24,0,100.41,81.92,0,26.93,3.36,69.93,33,19.05,45,33,23.32,23.32,25,45,33,26.93,4.35,72.61,4.35,8.41,6.86,25.84,0,3.2,-0,15.28,19.28,20.79,182.74,135.17,0,4.01,163.85,37.2,70.28,0,43.8,19,12.83,11,0,16,25,28.01,64.12,21

37,09:00-09:15,27.25,0,100.41,81.92,0,26.94,3.97,72.19,33,19.84,58.33,33,24.07,24.07,26.67,58.34,33,26.94,5.13,72.61,5.13,8.41,6.86,30.61,0,3.2,-91.92,15.28,19.28,20.79,198.66,135.17,0,4.01,163.85,37.2,70.28,0,43.8,21,14.97,12,0,16,22,28.61,74.86,23

38,09:15-09:30,27.25,0,100.41,81.92,0,26.94,4.8,76.71,33,20.53,58.67,33,25.57,25.57,27,58.66,33,26.94,6.21,100.42,6.21,8.41,6.86,35.38,0,3.2,-91.92,15.28,19.28,20.79,237.21,135.17,0,4.01,163.85,37.2,70.28,0,43.8,22,17.11,13,0,17,23,29.22,85.56,25

39,09:30-09:45,26.24,0,100.41,81.92,10.76,26.94,5.45,64.99,33,21.81,59,33,21.67,21.67,25,59,33,26.94,7.05,100.42,7.05,5.61,6.86,40.15,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,37.2,70.28,0,43.8,25,19.03,13,0,16,32,32.01,95.15,27

40,09:45-10:00,26.24,0,100.41,81.92,10.76,26.94,6.04,67.5,33,23.19,59.33,33,22.5,22.5,25.33,59.34,33,26.94,7.82,100.42,7.82,5.61,6.86,44.92,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,48.52,70.28,0,43.8,27,20.56,15,0,16,32,31.81,102.79,29

41,10:00-10:15,26.24,0,80,81.92,10.76,26.94,6.58,72.49,33,24.9,59.67,33,24.17,24.17,25.67,59.66,33,26.94,8.52,100.42,8.52,8.22,6.86,54.02,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,54.28,70.28,0,43.8,22,27.98,12,0,17,42,28.61,139.89,25

42,10:15-10:30,26.24,0,80,81.92,10.76,26.94,7.12,77.51,33,19.49,60,33,25.83,25.83,25.67,60,33,26.94,9.22,100.42,9.22,8.22,6.86,56.02,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,54.33,70.28,0,43.8,22,29.5,12,0,17,45,28.21,147.5,25

43,10:30-10:45,26.24,0,80,81.92,10.76,26.94,7.93,82.5,33,19.49,60.67,33,27.5,27.5,26,60.66,33,26.94,10.26,100.42,10.26,8.22,6.86,57.76,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,54.43,70.28,0,43.8,21,33.98,12,0,24,60,26.01,169.92,23

44,10:45-11:00,26.24,0,80,81.92,10.76,26.94,8.46,87.49,33,19.49,61.67,33,29.17,29.17,26.67,61.66,33,26.94,10.94,100.42,10.94,8.22,6.86,59.16,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.01,163.85,56.78,70.28,0,43.8,21,35.37,12,0,25,63,26.01,176.86,23

45,11:00-11:15,26.24,0,53.01,81.92,10.76,26.94,6.48,90.26,33,19.49,70,33,30.08,30.08,28.33,70,33,26.94,8.37,100.42,8.37,9.35,6.54,59.31,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,70.28,0,43.8,21,32.91,12,0,28,52,26.21,164.57,23

46,11:15-11:30,26.24,0,53.01,81.92,10.76,26.94,6.63,90.26,33,19.49,70.67,33,30.08,30.08,29.33,70.66,33,26.94,8.57,100.42,8.57,9.35,6.54,59.38,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,70.28,0,43.8,21,33.75,12,0,30,52,26.41,168.72,23

47,11:30-11:45,26.24,0,53.01,81.92,10.76,26.94,6.78,90.26,33,19.49,71.67,33,30.08,30.08,30,71.66,33,26.94,8.78,100.42,8.78,9.35,3.08,59.19,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,70.28,0,43.8,21,34.17,12,0,30,55,26.81,170.83,23

48,11:45-12:00,26.24,0,53.01,81.92,10.76,26.94,6.78,90.26,33,26.31,72.33,33,30.08,30.08,30.33,72.34,33,26.94,8.78,100.42,8.78,9.35,3.08,58.71,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,70.28,0,43.8,21,34.17,12,0,30,55,27.21,170.84,23

49,12:00-12:15,27.25,0,53.01,81.92,10.76,26.95,6.78,90.26,33,26.31,73.33,33,30.08,30.08,32,73.34,33,26.95,8.78,130.4,8.78,9.81,3.08,77.95,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,3.67,163.85,75.07,115.62,0,43.8,24,33.84,13,0,27,70,27.61,169.18,27

50,12:15-12:30,27.25,0,53.01,81.92,10.76,26.95,6.78,90.26,33,26.31,77,33,30.08,30.08,32,77,33,26.95,8.78,130.4,8.78,9.81,3.08,74.21,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,25,33.34,14,0,27,67,28.01,166.68,28

51,12:30-12:45,27.25,0,53.01,81.92,10.76,26.95,6.78,90.26,33,26.31,77.33,33,30.08,30.08,35.07,77.34,33,26.95,8.78,100.42,8.78,9.81,3.08,81.38,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,115.62,0,43.8,25,32.75,14,0,27,48,28.61,163.76,28

52,12:45-13:00,27.25,0,53.01,81.92,10.76,26.95,6.78,90.26,33,29.24,78.67,33,30.08,30.08,35.7,78.66,33,26.95,8.78,129.33,8.78,9.81,3.08,77.72,0,3.2,-91.92,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,115.62,0,43.8,25,32.32,14,0,27,48,29.21,161.62,28

53,13:00-13:15,28.26,0,53.01,81.92,10.76,26.95,4.89,90.26,33,29.24,79,33,30.08,30.08,38.33,79,33,26.95,6.32,130.4,6.32,9.81,3.08,86.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,21,33.73,12,0,27,47,24.01,168.63,23

54,13:15-13:30,28.26,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,38.33,80,33,26.95,6.32,130.4,6.32,9.81,3.08,85,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,21,33.63,12,0,27,45,25.01,168.14,23

55,13:30-13:45,28.26,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,38.33,80,33,26.95,6.32,130.4,6.32,9.81,3.08,85,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,24,33.19,13,0,25,52,26.01,165.95,27

56,13:45-14:00,28.26,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,38.33,80,33,26.95,6.32,130.4,6.32,9.81,3.08,85,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,24,32.5,13,0,25,52,27.01,162.5,27

57,14:00-14:15,29.27,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,36.67,80,33,26.95,6.32,130.4,6.32,9.81,3.08,78.33,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,115.62,0,43.8,24,38.33,13,0,27,50,28.01,191.67,27

58,14:15-14:30,29.27,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,36.67,80,33,26.95,6.32,130.4,6.32,9.81,3.08,76.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,57.12,115.62,0,43.8,24,37.5,13,0,27,50,29.01,187.5,27

59,14:30-14:45,29.27,0,53.01,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,36.67,80,33,26.95,6.32,130.4,6.32,10.75,3.08,80.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,24,32.5,13,0,23,50,29.81,162.5,27

60,14:45-15:00,29.27,0,80,81.92,10.76,26.95,4.89,90.26,33,34.11,80,33,30.08,30.08,36.67,80,33,26.95,6.32,130.4,6.32,10.75,3.08,73.33,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,24,31.67,13,0,22,48,30.41,158.33,27

61,15:00-15:15,29.27,0,100.41,81.92,10.76,26.95,4.89,105,33,49,80,33,35,35,36.67,80,33,26.95,6.32,130.4,6.32,10.75,6.98,55,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,20,24.17,11,0,25,52,30.01,120.83,22

62,15:15-15:30,29.27,0,100.41,81.92,10.76,26.95,4.74,105,33,47.77,80,33,35,35,36.67,80,33,26.95,6.14,130.4,6.14,10.75,6.98,51.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,19,23.33,11,0,23,50,30.01,116.67,21

63,15:30-15:45,29.27,0,100.41,81.92,10.76,26.95,4.18,105,33,48.4,80,33,35,35,36.33,80,33,26.95,5.41,130.4,5.41,10.75,6.54,56.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,16,21.67,9,0,20,46,36.01,108.33,19

64,15:45-16:00,29.27,0,100.41,81.92,10.76,26.95,3.94,105,33,48.52,80,33,35,35,36.33,80,33,26.95,5.09,130.4,5.09,10.75,6.54,50,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,16,20,9,0,18,43,36.42,100,17

65,16:00-16:15,29.27,0,100.41,81.92,10.76,26.95,3.73,105,24,46.97,80,33,35,35,35.67,80,33,26.95,4.82,130.4,4.82,10.75,6.23,40,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,16,17.5,8,0,16,40,37.22,87.5,17

66,16:15-16:30,29.27,0,100.41,81.92,10.76,26.95,3.43,103.99,16,39.18,80,33,34.67,34.67,35.67,80,33,26.95,4.44,130.4,4.44,10.75,6.23,36.67,0,3.2,-183.84,15.28,19.28,20.79,271.07,135.17,0,1.93,163.85,75.07,115.62,0,43.8,16,15.83,8,0,14,37,38.02,79.17,16

67,16:30-16:45,29.27,0,100.41,81.92,10.76,26.95,3.08,102.49,8,33.96,80,33,34.17,34.17,35,80,33,26.95,3.99,130.4,3.99,10.75,6.9,36.67,0,3.24,-91.92,15.28,19.28,20.79,271.07,135.17,0,4.69,163.85,75.07,115.62,0,43.8,15,17.5,8,0,11,22,39.02,87.5,15

68,16:45-17:00,29.27,0,100.41,81.92,10.76,26.95,2.76,100.01,5,28.83,80,33,33.33,33.33,35,80,33,26.95,3.57,130.4,3.57,10.75,6.9,33,0,3.24,-0,15.28,19.28,20.79,271.07,135.17,0,4.67,163.85,75.07,94.46,0,43.8,13,15.83,7,0,10,18,41.02,79.17,15

69,17:00-17:15,27.25,0,100.41,81.92,10.76,26.95,2.42,97.5,2,23.94,80,33,32.5,32.5,33.33,80,33,26.95,3.14,130.4,3.14,10.75,6.9,40.27,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.4,163.85,75.07,70.28,0,43.8,12,13.33,7,0,9,15,42.02,66.67,15

70,17:15-17:30,27.25,0,100.41,81.92,10.76,26.95,2.06,92.51,0,19.38,80,33,30.83,30.83,32.67,80,33,26.95,2.66,130.4,2.66,10.75,6.9,35.01,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.4,163.85,75.07,70.28,0,43.8,10,10.83,6,0,8,13,43.02,54.17,13

71,17:30-17:45,27.25,0,100.41,81.92,10.76,26.95,1.71,101.25,0,15.52,76.67,28.43,33.76,33.76,31.67,76.66,31.86,26.95,2.2,130.4,2.2,10.75,6.9,29.4,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.4,163.85,75.07,70.28,0,43.8,9,9.31,5,0,7,12,43.02,46.54,10

72,17:45-18:00,27.25,0,100.41,81.92,10.76,26.95,1.32,99.22,0,11.65,76.67,19.61,33.07,33.07,30,76.66,22.69,26.95,1.71,130.4,1.71,10.75,6.9,24.18,0,3.2,-0,15.28,19.28,20.79,271.07,135.17,0,4.4,163.85,75.07,70.28,0,43.8,7,7.77,4,0,5,10,43.02,38.87,8

