Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/7196,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/3451,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7119,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/2171,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13
19,04:30-04:45,30,21.67,0,8,0,0,10,21.67,15.21,10,0,70.59,75.54,26.87,41.16,28.26,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

20,04:45-05:00,30.5,22.33,0,7.66,0,0,10.16,22.33,15.61,10.17,0,70.59,75.54,26.87,41.16,28.26,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

21,05:00-05:15,31,23,0,7.66,0,0,10.34,23,20.81,10.33,0,70.59,75.54,26.87,41.16,28.26,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

22,05:15-05:30,31.5,23.33,0,7.34,0,0,10.5,23.33,21.21,10.5,0,70.59,75.54,26.87,41.16,28.26,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

23,05:30-05:45,32,23.67,0,11.66,0,0,10.66,23.67,21.61,10.67,0,70.59,75.54,26.87,41.16,28.26,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

24,05:45-06:00,32.5,24,0,11.66,0,0,10.84,24,22.01,10.83,0,70.59,75.54,26.87,41.16,29.27,13.68,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,111.38,12.47,82.32,20.58,0,0,0,0,0,0,0,0

25,06:00-06:15,33.5,29.33,13.44,15,14.51,4,11.16,29.33,22.41,11.17,0,70.59,75.54,26.87,41.16,29.27,13.22,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,170.46,12.47,82.32,20.58,1,0.03,1,0.82,1,0,0,0

26,06:15-06:30,34.5,30,23.63,16.66,25.51,10,11.5,30,22.81,11.5,0.33,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,0,0,18.4,82.32,1.94,47.46,26.87,0,0,150.61,0,0,4.66,170.46,12.47,82.32,20.58,2,1.93,4,2.92,1,1,0,0.39

27,06:30-06:45,35,30.67,32.56,17.34,33,13,11.66,30.67,17.21,11.67,1.07,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,0.51,0,18.4,82.32,1.94,47.46,26.87,0,0.5,150.61,0.5,0,4.66,170.46,12.47,82.32,20.58,5,6.18,7,4.94,3,3,1,1.23

28,06:45-07:00,36,31.33,33,18.34,33,17,12,31.33,17.61,12,2.14,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,0.72,0,18.4,82.32,1.94,47.46,26.87,0,0.7,150.61,0.7,0,4.66,170.46,12.47,82.32,20.58,8,9.56,14,7.94,6,4,3,1.91

29,07:00-07:15,36.5,31.67,33,19,33,21,12.16,31.67,18.61,12.17,3.43,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,1.42,0,18.4,82.32,1.94,47.46,26.87,0,1.39,150.61,1.39,0,4.66,170.46,12.47,82.32,20.58,10,19.62,21,10,9,5,5,3.92

30,07:15-07:30,37,32,33,20,33,29,12.34,32,19.61,12.33,4.87,70.59,75.54,26.87,41.16,29.27,13.22,41.16,0,24.8,2.28,0,18.4,82.32,1.94,47.46,26.87,0,2.23,150.61,2.23,0,4.66,170.46,12.47,82.32,20.58,12,28.05,32,13,13,6,8,5.61

31,07:30-07:45,45,37.33,32.67,10,32.66,32.67,15,37.33,20.61,15,6.35,70.59,75.54,26.87,41.16,29.27,13.22,41.16,0,24.8,3.32,0,18.4,82.32,1.94,47.46,26.87,0,3.24,150.61,3.24,0,4.66,111.38,12.47,82.32,20.58,17,42.91,43,17,19,8,11,8.58

32,07:45-08:00,44,36.67,33,9.66,33,33,14.66,36.67,21.61,14.67,7.77,70.59,75.54,26.87,41.16,29.27,13.22,41.16,0,24.8,4.1,0,18.4,82.32,1.94,47.46,26.87,0,4,150.61,4,0,4.66,111.38,12.47,82.32,20.58,24,59.33,54,20,23,11,15,11.86

33,08:00-08:15,43,36.33,33,9.34,33,33,14.34,36.33,22.61,14.33,9.17,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,4.96,0,18.4,82.32,1.94,47.46,26.87,0,4.84,150.61,4.84,0,4.66,111.38,12.47,82.32,20.58,30,77.29,68,23,29,15,20,15.46

34,08:15-08:30,42,36,33,9,33,33,14,36,23.61,14,10.54,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,6.47,0,18.4,82.32,1.94,47.46,26.87,0,6.31,150.61,6.31,0,4.66,111.38,12.47,82.32,20.58,38,96.86,82,31,35,18,23,19.37

35,08:30-08:45,41,35.67,33,8.34,33,33,13.66,35.67,25.61,13.67,12.02,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,7.43,0,18.4,82.32,1.94,47.46,26.87,0,7.25,150.61,7.25,0,4.66,111.38,12.47,82.32,20.58,45,115.83,95,37,40,21,26,23.17

36,08:45-09:00,40,35.33,33,7.66,33,33,13.34,35.33,28.61,13.33,13.47,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,8.38,0,18.4,82.32,1.94,47.46,26.87,0,8.18,150.61,8.18,0,4.66,111.38,12.47,82.32,20.58,52,133.86,112,44,48,25,29,26.77

37,09:00-09:15,37.5,35,33,7,33,33,12.5,35,30.61,12.5,14.91,70.59,75.54,26.87,41.16,28.26,13.22,41.16,0,24.8,9.23,0,18.4,82.32,1.94,47.46,26.87,0,9.01,150.61,9.01,0,4.66,111.38,12.47,82.32,20.58,59,143.25,120,52,52,28,32,28.65

38,09:15-09:30,36.5,34.33,33,7,33,33,12.16,34.33,32.61,12.17,16.16,70.59,75.54,26.87,41.16,26.24,13.22,41.16,0,24.8,10.08,0,18.4,82.32,1.94,47.46,26.87,0,9.83,150.61,9.83,0,4.66,111.38,12.47,82.32,20.58,65,157.58,131,57,56,31,34,31.51

39,09:30-09:45,22.5,34,33,7,33,33,7.5,34,37.02,7.5,17.94,70.59,75.54,26.87,41.16,26.24,13.22,41.16,0,24.8,10.92,0,18.4,82.32,1.94,47.46,26.87,0,10.66,150.61,10.66,0,4.66,111.38,12.47,82.32,20.58,69,165.01,147,65,63,33,38,33

40,09:45-10:00,22.5,33.67,33,7,33,33,7.5,33.67,39.02,7.5,19.77,70.59,75.54,26.87,41.16,26.24,13.22,41.16,0,24.8,11.77,0,18.4,82.32,1.94,47.46,26.87,0,11.48,150.61,11.48,0,4.66,111.38,12.47,82.32,20.58,74,179.48,158,73,67,35,39,35.89

41,10:00-10:15,22.5,21.67,33,7,33,33,7.5,21.67,41.02,7.5,21.72,70.59,57.82,26.87,41.16,26.24,13.22,0,0,24.8,12.41,0,18.4,0,1.94,47.46,26.87,0,12.11,150.61,12.11,0,4.66,111.38,12.47,82.32,20.58,80,194.74,166,77,71,38,41,38.95

42,10:15-10:30,22.5,21.67,33,7,33,33,7.5,21.67,42.02,7.5,23.79,70.59,57.82,26.87,41.16,25.23,13.22,0,0,24.8,13.57,0,18.4,0,1.94,47.46,26.87,0,13.24,150.61,13.24,0,4.66,111.38,12.47,82.32,20.58,85,205.6,175,80,75,41,43,41.12

43,10:30-10:45,22.5,21.67,33,11,33,33,7.5,21.67,42.02,7.5,21.71,70.59,57.82,26.87,41.16,25.23,13.22,0,0,24.8,14.09,0,18.4,0,1.94,47.46,26.87,0,13.74,150.61,13.74,0,4.66,111.38,12.47,82.32,20.58,88,200,182,84,78,42,44,40

44,10:45-11:00,22.5,21.67,33,10.66,33,33,7.5,21.67,42.02,7.5,21.88,70.59,57.82,26.87,41.16,26.74,13.22,0,0,24.8,14.51,0,18.4,0,1.94,47.46,26.87,0,14.15,150.61,14.15,0,4.66,111.38,12.47,82.32,20.58,90,203.33,189,85,81,43,45,40.67

45,11:00-11:15,35,29.33,33,15,33,33,11.66,29.33,36.02,11.67,21.99,70.59,57.82,26.87,41.16,26.74,13.22,0,0,24.8,14.84,0,18.4,0,1.94,47.46,26.87,0,14.48,150.61,14.48,0,4.66,111.38,12.47,82.32,20.58,91,208.33,189,88,81,44,45,41.67

46,11:15-11:30,35,29.33,33,15,33,33,11.66,29.33,36.42,11.67,22.1,70.59,57.82,26.87,41.16,26.74,13.22,0,0,24.8,15.04,0,18.4,0,1.94,47.46,26.87,0,14.68,150.61,14.68,0,4.66,111.38,12.47,82.32,20.58,92,212.5,189,89,81,44,45,42.5

47,11:30-11:45,35,28.33,33,15,33,33,11.66,28.33,37.61,11.67,24.1,70.59,57.82,26.87,41.16,26.74,13.22,0,0,24.8,15.4,0,18.4,0,1.94,47.46,26.87,0,15.03,150.61,15.03,0,4.66,111.38,12.47,82.32,20.58,93,216.67,193,90,82,45,46,43.33

48,11:45-12:00,34.5,27.67,33,14.34,33,33,11.5,27.67,39.01,11.5,26.23,70.59,57.82,26.87,41.16,26.74,13.22,0,0,24.8,15.57,0,18.4,0,1.94,47.46,26.87,0,15.18,150.61,15.18,0,4.66,111.38,12.47,82.32,20.58,93,216.67,193,90,82,45,46,43.33

49,12:00-12:15,32.5,27,33,13.66,33,33,10.84,27,34.02,10.83,24.86,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.59,0,18.4,0,1.94,47.46,26.87,0,15.2,150.61,15.2,0,4.79,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,46,45.33

50,12:15-12:30,31,26.67,33,13,33,33,10.34,26.67,34.42,10.33,26.5,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.59,0,18.4,0,1.94,47.46,26.87,0,15.2,150.61,15.2,0,4.79,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,46,45.33

51,12:30-12:45,29.5,26.33,33,12.34,33,33,9.84,26.33,35.02,9.83,25.49,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.59,0,18.4,0,1.94,47.46,26.87,0,15.2,150.61,15.2,0,4.79,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,46,45.33

52,12:45-13:00,27.5,25.67,33,11.66,33,33,9.16,25.67,36.62,9.17,24.33,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.59,0,18.4,0,1.94,47.46,26.87,0,15.2,150.61,15.2,0,4.79,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,46,45.33

53,13:00-13:15,27.5,25,33,11,33,33,9.16,25,38.01,9.17,23.67,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.59,0,18.4,0,1.94,47.46,26.87,0,15.2,150.61,15.2,0,4.94,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,45,45.33

54,13:15-13:30,27.5,25,33,10.34,33,33,9.16,25,40.01,9.17,23.6,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.5,0,18.4,0,1.94,47.46,26.87,0,15.12,150.61,15.12,0,4.94,111.38,12.47,82.32,20.58,93,226.67,193,90,82,45,45,45.33

55,13:30-13:45,27.5,25,33,10.34,33,33,9.16,25,36.01,9.17,24.54,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.44,0,18.4,0,1.94,47.46,26.87,0,15.07,150.61,15.07,0,4.94,111.38,12.47,82.32,20.58,92,226.67,189,90,81,44,44,45.33

56,13:45-14:00,27.5,25,33,10.34,33,33,9.16,25,35.41,9.17,24.72,70.59,57.82,26.87,41.16,27.24,13.22,0,0,24.8,15.23,0,18.4,0,1.94,47.46,26.87,0,14.86,150.61,14.86,0,4.94,111.38,12.47,82.32,20.58,91,226.67,186,90,79,44,44,45.33

57,14:00-14:15,25,20.67,33,8.66,33,33,8.34,20.67,35.01,8.33,24.8,70.59,57.82,26.87,41.16,27.24,13.32,0,0,24.8,14.83,0,18.4,0,1.94,47.46,26.87,0,14.47,150.61,14.47,0,5.22,111.38,12.47,82.32,20.58,87,226.67,182,89,78,41,43,45.33

58,14:15-14:30,25,21.67,33,8.66,33,33,8.34,21.67,35.41,8.33,24.82,70.59,57.82,26.87,41.16,27.24,13.32,0,0,24.8,14.35,0,18.4,0,1.94,47.46,26.87,0,14,150.61,14,0,5.22,111.38,12.47,82.32,20.58,85,225,178,88,76,40,42,45

59,14:30-14:45,25,22.33,33,8.66,33,33,8.34,22.33,35.61,8.33,25.92,70.59,57.82,26.87,41.16,27.24,13.32,0,0,24.8,13.75,0,18.4,0,1.94,47.46,26.87,0,13.42,150.61,13.42,0,5.22,111.38,12.47,82.32,20.58,81,220.83,174,83,75,38,41,44.17

60,14:45-15:00,25,23,33,8.66,33,33,8.34,23,36.01,8.33,26.82,70.59,57.82,26.87,41.16,27.24,13.32,0,0,24.8,13.16,0,18.4,0,1.94,47.46,26.87,0,12.84,150.61,12.84,0,5.22,140.43,12.47,82.32,20.58,76,212.5,172,82,73,37,40,42.5

61,15:00-15:15,25.5,23,33,8.66,33,33,8.5,23,37.02,8.5,9.48,70.59,57.82,26.87,41.16,26.24,13.32,0,0,24.8,12.35,0,18.4,0,1.94,47.46,26.87,0,12.05,150.61,12.05,0,5.59,170.46,12.47,82.32,20.58,73,205.13,154,73,66,35,38,41.03

62,15:15-15:30,26,23.33,33,8.66,33,33,8.66,23.33,39.02,8.67,9.44,70.59,57.82,26.87,41.16,26.24,13.32,0,0,24.8,11.52,0,18.4,0,1.94,47.46,26.87,0,11.23,150.61,11.23,0,5.59,170.46,12.47,82.32,20.58,70,190.52,147,68,63,33,35,38.1

63,15:30-15:45,26.5,23.67,33,9.66,33,33,8.84,23.67,41.02,8.83,8.66,70.59,57.82,26.87,41.16,26.24,13.32,0,0,24.8,10.65,0,18.4,0,1.94,47.46,26.87,0,10.38,150.61,10.38,0,5.59,170.46,12.47,82.32,20.58,61,175.91,123,60,52,29,32,35.18

64,15:45-16:00,27,24,33,9.66,33,33,9,24,42.02,9,7.84,70.59,57.82,26.87,41.16,26.24,13.32,0,0,24.8,9.81,0,18.4,0,1.94,47.46,26.87,0,9.57,150.61,9.57,0,5.59,170.46,12.47,82.32,20.58,54,161.31,113,57,49,26,29,32.26

65,16:00-16:15,27.5,26.33,33,10,33,33,9.16,26.33,42.02,9.17,6.96,70.59,57.82,26.87,41.16,26.24,13.68,0,0,24.8,8.92,0,18.4,0,1.94,47.46,26.87,0,8.7,150.61,8.7,0,5.96,170.46,12.47,82.32,20.58,45,142.79,109,52,46,22,25,28.56

66,16:15-16:30,28.5,27.67,33,10.34,33,33,9.5,27.67,42.02,9.5,6.04,70.59,57.82,26.87,41.16,26.24,13.68,0,0,24.8,7.89,0,18.4,0,1.94,47.46,26.87,0,7.7,150.61,7.7,0,5.96,170.46,12.47,82.32,20.58,39,124.28,98,47,42,19,23,24.86

67,16:30-16:45,30,28,33,10.34,33,33,10,28,42.02,10,5.76,70.59,57.82,26.87,41.16,26.24,13.68,0,0,24.8,6.96,0,18.4,0,1.94,47.46,26.87,0,6.79,150.61,6.79,0,5.96,170.46,12.47,82.32,20.58,32,105.76,88,43,37,16,22,21.15

68,16:45-17:00,31,28.33,33,10.66,33,25,10.34,28.33,42.02,10.33,4.92,70.59,57.82,26.87,41.16,26.24,13.68,0,0,24.8,5.92,0,18.4,0,1.94,47.46,26.87,0,5.78,150.61,5.78,0,5.96,170.46,12.47,82.32,20.58,25,87.25,77,38,33,12,17,17.45

69,17:00-17:15,32.5,28.33,33,10.66,33,17,10.84,28.33,42.02,10.83,4.05,70.59,57.82,26.87,41.16,27.24,13.68,41.16,0,24.8,2.81,0,18.4,82.32,1.94,47.46,26.87,0,2.73,150.61,2.73,0,6.33,170.46,12.47,82.32,20.58,20,60.94,67,32,28,10,16,12.19

70,17:15-17:30,33.5,28.33,33,11,33,9,11.16,28.33,42.02,11.17,3.14,70.59,57.82,26.87,41.16,27.24,13.68,41.16,0,24.8,2.79,0,18.4,82.32,1.94,47.46,26.87,0,2.71,150.61,2.71,0,6.33,170.46,12.47,82.32,20.58,17,48.93,56,27,24,8,14,9.78

71,17:30-17:45,35,35,33,10.66,33,3,11.66,35,44.02,11.67,2.06,70.59,66.04,26.87,41.16,27.24,13.68,41.16,0,24.8,2.59,0,18.4,82.32,1.94,47.46,26.87,0,2.52,191.69,2.52,0,6.33,226.58,12.47,82.32,20.58,15,36.95,42,19,18,7,11,7.39

72,17:45-18:00,36,35.67,23.66,10.66,25.52,0,12,35.67,44.02,12,1.12,70.59,66.04,26.87,41.16,27.24,13.68,41.16,0,24.8,2.21,0,18.4,82.32,1.94,47.46,26.87,0,2.16,232.76,2.16,0,6.33,226.58,12.47,82.32,20.58,12,26.01,28,15,12,5,7,5.2

73,18:00-18:15,40,36.33,0,14.34,0,0,13.34,36.33,44.02,13.33,0.3,70.59,60.05,26.87,41.16,28.25,13.68,41.16,0,24.8,1.69,0,18.4,82.32,1.94,47.46,26.87,0,1.64,273.84,1.64,0,6.8,226.58,12.47,82.32,20.58,9,19.88,18,12,7,5,7,3.97

74,18:15-18:30,41.5,37,0,15,0,0,13.84,37,44.02,13.83,0,70.59,60.05,26.87,41.16,28.25,13.68,41.16,0,24.8,1.2,0,18.4,82.32,1.94,47.46,26.87,0,1.17,273.84,1.17,0,6.8,226.58,12.47,82.32,20.58,3,13.72,11,8,4,2,5,2.74

75,18:30-18:45,43.5,37.33,0,16,0,0,14.5,37.33,44.02,14.5,0,66.42,60.05,26.87,41.16,28.25,13.68,41.16,0,24.8,0.61,0,18.4,82.32,1.94,96.86,26.87,0,0.59,273.84,0.59,0,6.8,226.58,12.47,82.32,20.58,1,7.58,7,6,3,1,3,1.52

76,18:45-19:00,46,37,0,16.34,0,0,15.34,37,44.02,15.33,0,66.42,60.05,26.87,41.16,28.25,13.68,41.16,0,24.8,0.22,0,18.4,82.32,1.94,96.86,26.87,0,0.22,273.84,0.22,0,6.8,261.36,12.47,82.32,20.58,0,1.44,4,4,1,0,2,0.29

77,19:00-19:15,48,37,0,16,0,0,16,37,44.02,16,0,66.42,60.05,32,41.16,28.25,13.68,41.16,0,24.8,0.06,0,18.4,82.32,1.94,96.86,21.56,0,0.06,273.84,0.06,0,6.7,261.36,12.47,82.32,20.58,0,0.81,1,2,0,0,1,0.16

