Column1,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5474,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
17,04:00-04:15,2.22,0,8.72,26.91,0,17.45,26.17,184.86,2.16,26.91,2.67,69.96,27.24,52.78,285.39,57.29,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

18,04:15-04:30,2.22,0,8.72,26.91,0,17.45,26.17,184.86,2.16,26.91,2.67,69.96,27.24,52.78,285.39,57.29,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

19,04:30-04:45,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

20,04:45-05:00,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

21,05:00-05:15,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

22,05:15-05:30,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

23,05:30-05:45,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,13.33,0,0,22,0,0,13.33,6.66,7.34,0,0,0,149.23

24,05:45-06:00,2.22,0,8.72,26.91,0,17.45,26.17,204.92,2.16,26.91,2.67,69.96,26.24,66.21,285.39,67.68,0,3.75,26.17,26.17,7.2,95.12,0,0,0,0,0,0,0,7,7.33,12.67,0,0,22,0,0,12.67,6.66,7.34,0,0,0,149.23

25,06:00-06:15,2.22,0,8.72,26.16,0,17.45,26.17,204.92,2.16,26.91,2.59,69.96,26.24,66.21,0,67.68,0,3.75,26.17,26.17,7.2,0,0,0,0,0,0,0,0,7,7.33,12,6,1,22,0,9.07,12,6.66,7.34,8.54,0,0,149.23

26,06:15-06:30,2.22,0,8.72,26.16,0,17.45,26.17,204.92,2.16,26.91,2.59,69.96,25.23,66.21,0,67.68,0,3.75,26.17,26.17,7.2,0,0,0,0,0,0,0,0,7,7.33,11.67,10,2,22,1,19.41,11.67,6.66,7.34,18.31,0,0,149.23

27,06:30-06:45,2.22,0.3,8.72,26.16,0.31,17.45,26.17,204.92,2.16,32,2.59,69.96,24.22,66.21,0,67.68,0.3,3.75,26.17,26.17,7.2,0,0,0,0,0,0.01,2.03,0,7,7.33,11.67,15,5,22,3,30.59,11.67,6.66,7.34,29.64,0,0,191.92

28,06:45-07:00,2.22,0.69,8.72,26.16,0.7,17.45,26.17,260.53,2.16,32,2.59,69.96,24.22,66.21,0,86.56,0.69,3.75,26.17,26.17,7.2,0,1,0.04,1,0,0.2,9.24,2,7,7.33,11.67,20,8,22,4,31.25,11.67,6.66,7.34,31.25,0,0,230.3

29,07:00-07:15,2.17,1.28,8.72,26.16,1.31,17.45,26.17,204.92,2.16,32,2.59,69.96,24.22,71.97,0,67.68,1.28,3.75,26.17,26.17,7.2,0,3,0.79,4,1,3.95,17.23,5,7,7.33,11.67,25,10,22,5,32.1,11.67,6.66,7.34,32.1,0,0,191.92

30,07:15-07:30,2.17,2.13,8.72,26.16,2.19,17.45,26.17,204.92,2.16,32,2.59,69.96,24.22,71.97,0,67.68,2.13,3.75,26.17,26.17,7.2,0,7,2.58,11,4,12.92,25.07,7,7,7.33,11.67,32.17,15,22,7,32.17,11.67,6.66,7.34,32.16,0,0,149.23

31,07:30-07:45,2.17,2.96,11.04,26.16,3.04,22.1,33.14,204.92,2.16,32,2.59,69.96,24.22,62.37,0,67.68,2.96,3.75,33.14,33.14,7.2,0,13,5.47,21,9,27.35,34.8,7,7,7.33,11.67,32.5,18,22,9,32.5,11.67,6.66,7.34,32.5,0,0,149.23

32,07:45-08:00,2.17,3.87,11.04,26.16,3.97,22.1,33.14,204.92,2.16,32,2.59,69.96,24.22,54.7,0,67.68,3.87,3.75,33.14,33.14,7.2,0,17,9.16,32,13,45.78,46.11,8,7,7.33,11.67,32.83,25,22,12,32.83,11.67,6.66,7.34,32.84,0,0,149.23

33,08:00-08:15,2.17,4.9,11.04,26.16,5.01,22.1,33.14,194.45,2.16,32,2.51,69.96,24.22,54.7,0,67.68,4.9,3.75,33.14,33.14,7.2,0,24,13.18,42,18,65.91,57.98,13,7,7.33,11.67,33,32,22,15,33,11.67,6.66,7.34,33,0,0,149.23

34,08:15-08:30,2.17,5.94,11.04,26.16,6.08,22.1,33.14,194.45,2.16,32,2.51,69.96,24.22,54.7,0,67.68,5.94,3.75,33.14,33.14,7.2,0,32,17.24,56,24,86.2,69.42,17,7,7.33,11.67,33,39,22,19,33,11.67,6.66,7.34,33,0,0,149.23

35,08:30-08:45,2.17,7.18,11.04,26.16,7.36,22.1,33.14,204.92,2.16,32,2.51,69.96,24.22,53.74,0,67.68,7.18,3.75,33.14,33.14,7.2,0,39,21.09,70,30,105.44,79.7,22,7,7.33,11.67,33,46,22,22,33,11.67,6.66,7.34,33,0,0,149.23

36,08:45-09:00,2.17,8.19,11.04,26.16,8.39,22.1,33.14,204.92,2.16,32,2.51,69.96,24.22,53.74,0,67.68,8.19,3.75,33.14,33.14,7.2,0,47,25.07,88,37,125.35,89.1,26,7,7.33,11.67,33,53,22,25,33,11.67,6.66,7.34,33,0,0,149.23

37,09:00-09:15,2.17,9.25,11.04,26.91,9.48,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,9.25,3.75,33.14,33.14,7.2,0,55,28.76,109,46,143.83,97.97,28,7,7.33,11.67,33,60,22,28,33,11.67,6.66,7.34,33,0,0,149.23

38,09:15-09:30,2.17,10.32,11.04,26.91,10.58,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,10.32,3.75,33.14,33.14,7.2,0,61,32.17,123,52,160.88,106.1,31,7,7.33,11.67,33,66,22,32,33,11.67,6.66,7.34,33,0,0,149.23

39,09:30-09:45,2.17,11.25,11.04,26.91,11.53,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,11.25,3.75,33.14,33.14,7.2,0,66,35.25,137,58,176.24,113.31,33,7,7.33,11.67,33,72,22,35,33,11.67,6.66,7.34,33,0,0,149.23

40,09:45-10:00,2.17,12.2,11.04,26.91,12.5,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,12.2,3.75,33.14,33.14,7.2,0,73,38.11,147,63,190.57,119.56,35,7,7.33,11.67,33,77,22,37,33,11.67,6.66,7.34,33,0,0,149.23

41,10:00-10:15,2.22,12.82,11.04,26.91,13.14,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,12.82,3.75,33.14,33.14,7.2,0,77,40.82,158,67,204.12,124.88,37,7,7.33,11.67,33,83,22,39,33,11.67,6.66,7.34,33,0,0,149.23

42,10:15-10:30,2.22,13.75,11.04,26.91,14.1,22.1,33.14,204.92,2.16,26.91,2.45,69.96,25.23,53.74,0,67.68,13.75,3.75,33.14,33.14,7.2,0,82,43.2,168,72,216.02,129.48,39,7,7.33,11.67,33,87,22,41,33,11.67,6.66,7.34,33,0,0,149.23

43,10:30-10:45,2.22,14.37,11.04,26.91,14.74,22.1,33.14,169.5,2.16,26.91,2.45,69.96,26.24,53.74,0,58.17,14.37,3.75,33.14,33.14,7.2,0,88,45.32,175,75,226.59,133.48,41,7,7.33,9.33,33,90,22,43,33,9.34,6.66,7.34,33,0,0,149.23

44,10:45-11:00,2.22,14.75,11.04,26.91,15.12,22.1,33.14,169.5,2.16,26.91,2.45,69.96,25.23,53.74,0,58.17,14.75,3.75,33.14,33.14,7.2,0,90,47.14,182,78,235.68,137.02,42,7,7.33,9.33,33,93,22,44,33,9.34,6.66,7.34,33,0,0,149.23

45,11:00-11:15,2.22,15.28,11.04,26.91,15.66,22.1,33.14,169.5,2.16,26.91,2.45,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,90,48.33,189,81,241.67,139.89,43,7,7.33,9.33,33,95,22,45,33,9.34,6.66,7.34,33,0,0,149.23

46,11:15-11:30,2.22,15.28,11.04,26.91,15.66,22.1,33.14,169.5,2.16,26.91,2.45,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,142.16,43,7,7.33,9.33,33,95,22,45,33,9.34,6.66,7.34,33,0,0,149.23

47,11:30-11:45,2.22,15.28,11.04,26.91,15.66,22.1,33.14,169.5,2.16,26.91,2.45,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,143.79,44,7,7.33,9.33,33,95,22,45,33,9.34,6.66,7.34,33,0,0,149.23

48,11:45-12:00,2.22,15.28,11.04,26.91,15.66,22.1,33.14,169.5,2.16,26.91,2.45,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,144.67,44,7,7.33,9.33,33,95,22,45,33,9.34,6.66,7.34,33,0,0,149.23

49,12:00-12:15,2.26,15.28,11.04,26.91,15.66,22.1,33.14,169.5,2.16,26.91,2.51,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,144.63,44,7,6.67,9.33,33,95,19.99,45,33,9.34,6.66,6.67,33,0,0,149.23

50,12:15-12:30,2.26,15.28,11.04,26.91,15.66,22.1,33.14,109.39,2.16,26.91,2.51,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,143.73,44,7,6.67,9.33,33,95,19.99,45,33,9.34,6.66,6.67,33,0,0,149.23

51,12:30-12:45,2.26,15.28,11.04,26.91,15.66,22.1,33.14,109.39,2.16,26.91,2.51,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,141.95,44,7,6.67,9.33,33,93,19.99,44,33,9.34,6,6.67,33,0,0,149.23

52,12:45-13:00,2.26,15.28,11.04,26.91,15.66,22.1,33.14,109.39,2.16,26.91,2.51,69.96,25.23,53.74,0,58.17,15.28,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,139.37,44,7,6.67,9.33,33,91,19.99,44,33,9.34,6,6.67,33,0,0,149.23

53,13:00-13:15,2.26,15.03,11.04,26.91,15.41,22.1,33.14,109.39,2.16,26.91,2.59,69.96,26.24,53.74,0,58.17,15.03,3.67,33.14,33.14,7.2,0,91,48.33,191,82,241.67,135.98,43,7,6.67,9.33,33,91,19.99,43,33,9.34,6,6.67,33,0,0,149.23

54,13:15-13:30,2.26,14.4,11.04,26.91,14.76,22.1,33.14,109.39,2.16,26.91,2.59,69.96,26.24,53.74,0,58.17,14.4,3.67,33.14,33.14,7.2,0,90,48.33,191,82,241.67,131.91,42,7,6.67,9.33,33,90,19.99,43,33,9.34,6,6.67,33,0,0,149.23

55,13:30-13:45,2.26,14.17,11.04,26.91,14.54,22.1,33.14,109.39,2.16,26.91,2.59,69.96,26.24,53.74,0,58.17,14.17,3.67,33.14,33.14,7.2,0,90,48.33,186,79,241.67,127.15,41,7,6.67,9.33,33,87,19.99,42,33,9.34,6,6.67,33,0,0,149.23

56,13:45-14:00,2.26,13.86,11.04,26.91,14.2,22.1,33.14,109.39,2.16,26.91,2.59,69.96,26.24,53.74,0,58.17,13.86,3.67,33.14,33.14,7.2,0,90,47.32,179,76,236.61,121.69,41,7,6.67,9.33,33,85,19.99,40,33,9.34,6,6.67,33,0,0,149.23

57,14:00-14:15,2.35,13.47,11.04,26.91,13.81,22.1,33.14,109.39,2.31,26.91,2.74,69.96,26.74,53.74,0,58.17,13.47,3.67,33.14,33.14,7.2,0,88,45.45,172,73,227.27,115.57,38,7,6.67,9.33,33,81,19.99,39,33,9.34,6,6.67,33,0,0,149.23

58,14:15-14:30,2.35,12.92,11.04,26.91,13.25,22.1,33.14,109.39,2.31,26.91,2.74,69.96,26.74,53.74,0,58.17,12.92,3.67,33.14,33.14,7.2,0,83,43.68,161,69,218.43,108.73,37,7,6.67,9.33,33,76,19.99,37,33,9.34,6,6.67,33,0,0,149.23

59,14:30-14:45,2.35,12.31,11.04,26.91,12.63,22.1,33.14,189.66,2.31,26.91,2.74,69.96,26.74,53.74,0,57.29,12.31,3.67,33.14,33.14,7.2,0,78,41.36,151,64,206.82,100.95,35,7,6.67,9.33,33,72,19.99,34,33,9.34,6,6.67,33,0,0,149.23

60,14:45-15:00,2.35,11.51,11.04,26.91,11.8,22.1,33.14,189.66,2.31,26.91,2.74,69.96,26.74,53.74,0,57.29,11.51,3.67,33.14,33.14,7.2,0,74,39.12,140,60,195.6,92.49,34,7,6.67,9.33,33,66,19.99,32,33,9.34,6,6.67,33,0,0,149.23

61,15:00-15:15,2.35,10.6,11.04,26.91,10.87,22.1,33.14,204.92,2.62,26.91,2.9,69.96,25.23,53.74,0,57.29,10.6,3.67,33.14,33.14,7.2,0,67,36.44,130,55,182.22,83.73,32,7,6.67,9.33,33,60,19.99,29,33,9.34,6,6.67,33,0,0,149.23

62,15:15-15:30,2.35,9.54,11.04,26.91,9.78,22.1,33.14,204.92,2.62,26.91,2.9,69.96,25.23,53.74,0,57.29,9.54,3.67,33.14,33.14,7.2,0,60,33.49,116,49,167.44,73.89,28,7,6.67,9.33,33,54,19.99,26,33,9.34,6,6.67,33,0,0,149.23

63,15:30-15:45,2.35,8.56,11.04,26.91,8.77,22.1,33.14,204.92,2.62,26.91,2.9,69.96,25.23,53.74,0,57.29,8.56,3.67,33.14,33.14,7.2,0,55,30.39,102,43,151.97,63.34,25,7,6.67,9.33,33,47,19.99,23,33,9.34,6,6.67,33,0,0,149.23

64,15:45-16:00,2.35,7.65,11.04,26.91,7.84,22.1,33.14,204.92,2.62,26.91,2.9,69.96,26.24,53.74,0,57.29,7.65,3.67,33.14,33.14,7.2,0,49,27.06,88,37,135.32,52.35,23,7,6.67,9.33,33,41,19.99,19,33,9.34,6,6.67,33,0,0,149.23

65,16:00-16:15,2.3,6.84,11.04,26.91,7,22.1,33.14,204.92,2.94,26.91,3.13,69.96,26.24,53.74,0,67.68,6.84,3.67,33.14,33.14,7.2,0,42,23.42,74,31,117.11,40.9,19,7,6.67,9.33,30,33,19.99,16,33,9.34,6,6.67,33,0,0,191.92

66,16:15-16:30,2.3,6.01,11.04,26.91,6.16,22.1,33.14,260.53,2.94,26.91,3.13,69.96,26.24,53.74,0,86.56,6.01,3.67,33.14,33.14,7.2,0,35,19.61,60,25,98.07,29.63,15,7,6.67,9.33,18,25,19.99,12,33,9.34,6,6.67,33,0,0,230.3

67,16:30-16:45,2.3,5.17,11.04,26.91,5.3,22.1,33.14,260.53,2.94,26.91,3.13,69.96,27.24,53.74,0,86.56,5.17,3.67,33.14,33.14,7.2,0,27,15.65,46,19,78.28,19.57,11,7.2,6.67,9.33,12,18,19.99,9,33,9.34,6,6.67,33,0,0,271.33

68,16:45-17:00,2.3,4.37,11.04,26.91,4.48,22.1,33.14,260.53,2.94,26.91,3.13,69.96,27.24,99.97,0,86.56,4.37,3.67,33.14,33.14,7.2,0,20,11.77,32,13,58.87,11.99,8,7.2,6.67,9.33,6,14,19.99,6,33,9.34,6,6.67,33,0,0,271.33

69,17:00-17:15,2.3,3.63,11.04,26.91,3.71,22.1,33.14,260.53,3.4,26.91,3.44,65.83,28.26,99.97,0,86.56,3.63,3.67,33.14,33.14,7.2,0,15,8.1,18,7,40.52,7.49,7,7.2,6.67,9.33,2,11,19.99,5,32.54,9.34,6,6.67,30.63,0,0,271.33

70,17:15-17:30,2.3,2.91,11.04,26.91,2.98,22.1,33.14,260.53,3.4,26.91,3.44,65.83,29.27,99.97,0,86.56,2.91,3.67,33.14,33.14,7.2,0,10,4.6,7,3,23.03,3.72,5,7.2,6.67,10,1,7,19.99,3,17.13,10,6,6.67,16.12,0,0,271.33

71,17:30-17:45,2.3,2.2,11.04,25.28,2.25,22.1,33.14,260.53,3.4,25.28,3.44,65.83,29.27,99.97,0,86.56,2.2,3.67,33.14,33.14,7.2,0,7,1.97,2,1,9.85,0.43,2,7.2,6.67,10.67,0,4,19.99,2,3.29,10.66,6,6.67,3.12,0,0,271.33

72,17:45-18:00,2.3,1.46,11.04,25.28,1.5,22.1,33.14,260.53,3.4,25.28,3.44,65.83,30.28,99.97,0,86.56,1.46,3.67,33.14,33.14,7.2,0,3,0.47,1,0,2.37,0,0,7.2,6.67,11.33,0,1,19.99,0,2.2,11.34,6,6.67,2.07,0,0,271.33

73,18:00-18:15,2.22,0.83,11.04,18.98,0.85,22.1,33.14,260.53,3.4,18.98,3.44,65.83,30.28,99.97,0,86.56,0.83,3.75,33.14,33.14,7.2,0,2,0,0,0,0,0,0,7.2,6.67,12,0,0,19.99,0,0,12,6,6.67,0,150,50,271.33

74,18:15-18:30,2.22,0,11.04,18.98,0,22.1,33.14,260.53,3.4,18.98,3.44,65.83,30.28,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,7.2,6.67,12.67,0,0,19.99,0,0,12.66,6,6.67,0,150,50,271.33

75,18:30-18:45,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.44,65.83,30.28,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,7.12,6.67,14.33,0,0,19.99,0,0,14.34,6,6.67,0,150,50,271.33

76,18:45-19:00,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.44,65.83,30.28,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6,6.67,0,150,50,271.33

77,19:00-19:15,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.36,65.83,30.28,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6,6.67,0,150,50,271.33

78,19:15-19:30,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.36,65.83,29.77,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,6.67,14.33,0,0,19.99,0,0,14.34,6,6.67,0,150,50,271.33

79,19:30-19:45,2.22,0,11.04,18.98,0,22.1,33.14,260.53,2.94,18.98,3.36,65.83,29.27,99.97,0,86.56,0,3.75,33.14,33.14,7.2,0,0,0,0,0,0,0,0,6.8,9.67,14.33,0,0,28.99,0,0,14.34,6,9.67,0,150,50,271.33

