Block,Time Block,NLCEXP,MAPS,NJPC,NAPP,NLCIIST1,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,DADRT2,FSTPP I & II,DHAULIGNGA,DULHASTI,RIHAND3,RSTPSU1TO6,RAPPC,RIHAND2,RIHAND1,SINGRAULI,SASAN,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SALAL,ANTA_CRF,BRBCL,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,RAPPB,VALLURNTECL,URI2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR2,TEHRI,UNCHAHAR1,URI,UNCHAHAR4,JHAJJAR,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_LF,ANTA_RF,AURY_GF,ANTA_LF,NLCIIST2,NLCTS2EXP,NNTPP,RAMPUR,NTPL,PARBATI3,TALST2,TALA,TANAKPUR,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
25,06:00-06:15,0,0,123.84,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,434.62,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,74.33,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,32.1,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,52.44,0,9.26,11.54,0,0,0,0,0,0

26,06:15-06:30,0,0,123.84,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,456.64,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,74.33,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,32.1,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,52.44,0,8.98,11.54,0,0,0,0,0,0

27,06:30-06:45,0,0,123.84,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,484.48,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,74.33,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,32.1,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,52.44,0,8.64,11.54,0,0,0,0,0,0

28,06:45-07:00,0,0,123.84,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,483.7,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,74.33,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,32.1,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,52.44,0,8.64,11.54,0,0,0,0,0,0

29,07:00-07:15,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,477.84,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,48.68,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,52.44,0,8.92,11.54,0,0,0,0,0,0

30,07:15-07:30,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,471.13,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,48.68,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,17.02,0,9.12,11.54,0,0,0,0,0,0

31,07:30-07:45,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,445.47,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,34.24,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,9.34,12.6,0,0,0,0,0,0

32,07:45-08:00,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,43.54,0,37.45,408.14,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,20.71,27.47,0,0,28.65,0,0,14.12,74.53,15.02,34.24,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,9.4,12.6,0,0,0,0,0,0

33,08:00-08:15,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,38.29,0,37.45,381.56,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,10.36,27.47,0,0,28.65,0,0,14.12,74.53,15.02,34.24,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,10.49,12.6,0,0,0,0,0,0

34,08:15-08:30,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,38.29,0,37.45,365.82,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,14.12,74.53,15.02,34.24,0,273.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,10.49,12.6,0,0,0,0,0,0

35,08:30-08:45,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,38.29,0,37.45,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,34.24,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,12.11,12.6,0,0,0,0,0,0

36,08:45-09:00,0,0,110.3,44.41,0,0,0,0,95.82,0,3.89,1.4,38.29,0,37.45,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,67.57,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,34.24,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,12.11,12.6,0,0,0,0,0,0

37,09:00-09:15,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,37.45,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,48.68,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.97,11.54,0,0,0,0,0,0

38,09:15-09:30,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,37.45,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,48.68,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.97,11.54,0,0,0,0,0,0

39,09:30-09:45,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.97,11.54,0,0,0,0,0,0

40,09:45-10:00,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,28.65,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,11.54,0,0,0,0,0,0

41,10:00-10:15,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,11.54,0,0,0,0,0,0

42,10:15-10:30,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,365.72,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,11.54,0,0,0,0,0,0

43,10:30-10:45,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,363.87,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,3.73,0,0,0,0,0,0

44,10:45-11:00,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,363.87,17.38,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,37.45,0,232.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,3.73,0,0,0,0,0,0

45,11:00-11:15,0,0,110.3,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,363.87,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,48.68,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,14.98,0,11.83,3.73,0,0,0,0,0,0

46,11:15-11:30,0,0,90.25,44.41,0,0,0,0,84.09,0,3.89,1.4,38.29,0,28.09,363.87,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,48.68,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,14.98,0,11.83,10.55,0,0,0,0,0,0

47,11:30-11:45,0,0,90.25,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.15,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,14.98,0,11.94,11.54,0,0,0,0,0,0

48,11:45-12:00,0,0,90.25,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,12.64,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,14.98,0,11.94,11.54,0,0,0,0,0,0

49,12:00-12:15,0,0,90.25,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,14.98,0,11.99,11.54,0,0,0,0,0,0

50,12:15-12:30,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

51,12:30-12:45,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,15.08,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

52,12:45-13:00,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,38.29,0,28.09,365.52,11.09,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,218.07,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,39.59,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

53,13:00-13:15,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,33.49,0,28.09,365.52,11.09,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,34.24,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,14.98,0,11.99,11.54,0,0,0,0,0,0

54,13:15-13:30,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,29.83,0,28.09,365.52,11.09,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,27.83,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,3.4,0,11.99,11.54,0,0,0,0,0,0

55,13:30-13:45,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,29.83,0,28.09,365.52,11.09,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,21.4,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,3.4,0,11.99,11.54,0,0,0,0,0,0

56,13:45-14:00,0,0,125.35,44.41,0,0,0,0,85.06,0,3.89,1.4,29.83,0,28.09,365.52,13.85,39.16,52.13,123.67,0,58.67,117.96,45.87,137.41,186.45,0,0,0,0,0,64.19,0,14.54,0,6.32,10.36,13.02,0,0,30.07,0,0,11.65,74.53,11.86,21.4,0,230.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,3.4,0,11.99,11.54,0,0,0,0,0,0

