Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/9333,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3733,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8058,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/20/9046,NR/01102023/31052040/LT-31,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/9606,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/20/4698,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/3945,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668
7,01:30-01:45,8.5,26,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.73,170.13,26.99,0,0,0.95,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.5,25.5,7.33,26,0

8,01:45-02:00,8.67,26,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.23,170.13,26.99,0,0,0.95,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,8.66,26,7.33,26,0

9,02:00-02:15,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,7.5,22.5,7.33,16,0

10,02:15-02:30,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,7.5,22.5,7.33,16,0

11,02:30-02:45,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,7.5,22.5,7.33,16,0

12,02:45-03:00,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.34,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,7.5,22.5,7.33,16,0

13,03:00-03:15,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,7.5,22.5,7.33,16,0

14,03:15-03:30,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0.77,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,7.5,22.5,7.33,16,0

15,03:30-03:45,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

16,03:45-04:00,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

17,04:00-04:15,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,164.85,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

18,04:15-04:30,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,192.32,26.99,59.46,0,0,0,0,1.3,25.23,170.13,26.99,0,0,0.95,0.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

19,04:30-04:45,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,230.78,26.99,59.46,0,0,0,0,1.3,25.23,200.84,26.99,0,0,0.95,0.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

20,04:45-05:00,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,0,1.3,25.23,200.84,26.99,0,0,0.95,0.69,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,7.33,16,0

21,05:00-05:15,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,0,1.3,24.72,200.84,26.99,0,0,0.95,0.69,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,9.33,16,0

22,05:15-05:30,7.5,16,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,0,1.3,24.72,200.84,26.99,0,0,0.95,0.69,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,22.5,9.33,16,0

23,05:30-05:45,12.33,16,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,0,0,0,1.3,24.72,229.69,26.99,0,0,0.95,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12.33,37.01,9.33,16,0

24,05:45-06:00,12.67,16,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,86.74,0,0,0,0,1.3,24.72,261.07,26.99,0,0,0.95,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12.67,37.99,9.33,16,0

25,06:00-06:15,12.67,24.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,86.74,0,0,0,0,1.3,24.72,261.07,26.99,0,0,0.95,0.62,0,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,7,0,12.67,37.99,9.33,24.33,0

26,06:15-06:30,12.83,24,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,86.74,0,0,0,0,1.3,24.72,261.07,26.99,0,0,0.95,0.62,0,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.41,7,0,12.83,38.51,9.33,24,0

27,06:30-06:45,12.83,23.34,23.08,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,23.38,86.74,0,0,0,0,1.3,24.22,261.07,32,0,0,0.95,0.62,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.77,7,0,12.83,38.51,9.33,23.33,0

28,06:45-07:00,12.83,23,23.08,48.08,19.23,8.65,1.29,0,113.12,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,19.31,86.74,0,0,0,0,1.3,24.22,261.07,32,0,0,0.95,0.62,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,3.02,2.5,7,1,12.83,38.51,9.67,23,0

29,07:00-07:15,13,22.66,36.54,48.08,19.23,8.65,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.06,9.62,0,1.3,23.72,261.07,32,5.77,7.69,0.95,0.62,0.06,36.54,0.06,0,50,0,0,1,0,2,1,0,0,1.14,11.42,9.52,7,3,13,39,9.67,22.67,0

30,07:15-07:30,13.17,22.34,36.54,48.08,19.23,8.65,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.25,9.62,0,1.3,23.21,261.07,32,5.77,7.69,0.95,0.62,0.25,36.54,0.25,0,50,0.01,0.03,2,1,3,4,1,1,6.66,24.27,20.36,7,7,13.17,39.49,9.33,22.33,0.26

31,07:30-07:45,13.33,22.34,36.54,48.08,19.23,8.65,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,0.61,9.62,0,1.3,23.21,261.07,32,5.77,7.69,0.95,0,0.63,36.54,0.61,0,50,0.56,2.77,3,2,5,7,2,3,14.28,32.02,32.02,7,11,13.33,40.01,9,22.33,0.52

32,07:45-08:00,13.17,21.66,36.54,48.08,19.23,8.65,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,1.15,9.62,0,1.3,23.21,261.07,32,5.77,7.69,0.95,0,1.17,36.54,1.15,0,50,2.32,11.59,10,3,8,18,5,7,21.91,29.75,29.75,7,18,13.17,39.49,9,21.67,2.34

33,08:00-08:15,12.67,20.34,36.54,48.08,19.23,14.42,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,2.12,9.62,0,1.34,23.21,261.07,32,5.77,7.69,0.95,0.62,2.17,43.27,2.12,0,50,5.72,28.61,10,5,13,11,5,4,31.35,31.35,31.35,7,25,12.67,37.99,8,20.33,6.52

34,08:15-08:30,12,20,36.54,48.08,19.23,14.42,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,3.58,9.62,0,1.34,23.21,261.07,32,5.77,7.69,0.95,0.62,3.68,43.27,3.58,0,50,10.65,53.25,11,9,19,18,5,7,42.89,29.56,29.57,7,29.57,12,36,7.33,20,14.22

35,08:30-08:45,11.17,20,36.54,48.08,19.23,14.42,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,5.22,9.62,0,1.34,23.21,261.07,32,5.77,7.69,0.95,0.62,5.36,43.27,5.22,0,50,15.59,77.92,13,16,23,25,7,10,55.54,30.06,30.07,11.61,30.07,11.17,33.49,7.33,20,22.59

36,08:45-09:00,10.33,20.34,36.54,48.08,19.23,14.42,1.29,30.77,113.12,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,6.9,9.62,0,1.34,22.2,261.07,32,5.77,7.69,0.95,0.62,7.07,43.27,6.9,0,50,20.5,102.5,17,21,37,32,8,13,68.06,30.46,30.47,11.21,30.47,10.33,31.01,7.33,20.33,31.94

37,09:00-09:15,9,15,36.54,48.08,19.23,14.42,1.29,30.77,65.98,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,8.37,9.62,0,1.34,21.7,261.07,32,5.77,7.69,0.95,0.62,8.57,43.27,8.37,0,0,25.12,125.57,20,25,45,42,10,18,79.74,30.46,30.47,11,30.47,9,27,7.33,15,43.51

38,09:15-09:30,7.67,15,36.54,48.08,19.23,14.42,1.29,30.77,65.98,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,32,86.74,90.39,9.84,9.62,0,1.34,21.7,261.07,32,5.77,7.69,0.95,0.62,10.08,43.27,9.84,0,0,29.51,147.55,25,28,52,53,13,22,90.44,30.46,30.47,10.6,30.47,7.67,22.99,7.33,15,53.57

39,09:30-09:45,6.67,15,36.54,48.08,19.23,14.42,1.29,30.77,65.98,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,23.38,86.74,90.39,11.05,9.62,0,1.34,21.7,261.07,32,5.77,7.69,0.95,0,11.33,43.27,11.05,0,0,33.64,168.17,23,31,57,42,11,18,100.31,30.46,30.47,10.2,30.47,6.67,19.99,7.33,15,62.45

40,09:45-10:00,6.67,15,36.54,48.08,19.23,14.42,1.29,30.77,65.98,20.19,100.18,28.85,96.16,48.08,31.73,36.54,26.92,271.89,23.38,86.74,90.39,12.21,9.62,0,1.34,21.7,261.07,32,5.77,7.69,0.95,0,12.52,43.27,12.21,0,0,37.46,187.29,25,34,63,53,13,22,109.42,30.46,30.47,9.8,30.47,6.67,19.99,7.33,15,70.25

41,10:00-10:15,6.67,15,36.54,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,26.42,86.74,0,13.22,0,0,1.38,21.7,261.07,32,0,0,0.95,0.77,13.55,43.27,13.22,0,0,41.02,205.1,25,36,65,49,12,21,117.67,30.46,30.47,9.4,30.47,6.67,19.99,7.33,15,77.92

42,10:15-10:30,6.67,14,36.54,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,36.54,26.92,271.89,26.42,86.74,0,14.28,0,0,1.38,21.7,261.07,32,0,0,0.95,0.77,14.63,43.27,14.28,0,0,44.23,221.14,27,39,70,56,13,24,124.9,30.46,30.47,9,30.47,6.67,19.99,7.33,14,84.35

43,10:30-10:45,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,86.74,0,15.02,0,0,1.38,21.19,261.07,32,0,0,0.95,0.77,15.4,36.54,15.02,0,0,47.12,235.58,30,40,75,63,15,27,130.98,30.46,30.47,8.6,30.47,6.67,19.99,6.33,14,90.21

44,10:45-11:00,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,86.74,0,15.71,0,0,1.38,21.19,261.07,32,0,0,0.95,0.77,16.1,36.54,15.71,0,0,47.5,237.5,37,42,80,77,18,33,136.21,30.46,30.47,8.6,30.47,6.67,19.99,6.33,14,95.39

45,11:00-11:15,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,74.55,0,16.29,0,0,1.38,20.18,261.07,32,0,0,0.99,0,16.7,36.54,16.29,0,0,45.83,229.17,40,43,81,84,20,36,140.74,30.46,30.47,8.6,30.47,6.67,19.99,6.33,14,100

46,11:15-11:30,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,74.55,0,17.93,0,0,1.38,20.18,261.07,32,0,0,0.99,0,16.7,36.54,17.93,0,0,46.17,230.83,50,44,84,102,25,43,144.69,30.46,30.47,8.6,30.47,6.67,19.99,6.33,14,100

47,11:30-11:45,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,74.55,0,17.93,0,0,1.38,20.18,261.07,26.99,0,0,0.99,0.77,16.7,36.54,17.93,0,0,46.5,232.5,67,45,89,140,33,60,148.34,30.46,30.47,8.4,30.47,6.67,19.99,6.33,14,100

48,11:45-12:00,6.67,14,34.62,48.08,19.23,14.42,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,34.62,26.92,271.89,26.42,74.55,0,17.93,0,0,1.38,20.18,230.35,26.99,0,0,0.99,0.77,16.7,36.54,17.93,0,0,46.67,233.33,80,46,91,161,40,69,151.38,30.46,30.47,8.2,30.47,6.67,19.99,6.33,14,100

49,12:00-12:15,6.67,14,30.77,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,64.54,0,17.93,0,0,1.43,20.18,194.86,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,90,46,91,193,45,82,153.44,30.46,30.47,9,30.47,6.67,19.99,6.33,14,100

50,12:15-12:30,6.67,14,30.77,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,64.54,0,17.93,0,0,1.43,20.18,194.86,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,93,47,92,200,47,85,154.54,30.46,30.47,9,30.47,6.67,19.99,6.33,14,100

51,12:30-12:45,6.67,14,30.77,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0,16.7,30.77,17.93,0,0,47.5,237.5,93,47,93,200,47,85,154.59,30.46,30.47,9.2,30.47,6.67,19.99,6.33,14,100

52,12:45-13:00,6.67,14,30.77,48.08,19.23,8.65,1.29,0,65.98,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0,16.7,30.77,17.93,0,0,47.5,237.5,97,47,93,200,48,85,153.78,30.46,30.47,9.4,30.47,6.67,19.99,6.33,14,100

53,13:00-13:15,6.67,14,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,97,46,93,200,48,85,151.98,30.46,30.47,9.6,30.47,6.67,19.99,6.33,14,100

54,13:15-13:30,6.67,14,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,97,46,93,200,48,85,149.4,30.46,30.47,9.8,30.47,6.67,19.99,6.33,14,100

55,13:30-13:45,6.67,14,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,97,46,93,200,48,85,145.91,30.46,30.47,9.6,30.47,6.67,19.99,6.33,14,100

56,13:45-14:00,6.67,14,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.43,20.18,170.13,26.99,0,0,0.99,0.77,16.7,30.77,17.93,0,0,47.5,237.5,97,45,92,200,48,85,141.82,30.46,30.47,9.4,30.47,6.67,19.99,6.33,14,100

57,14:00-14:15,6.67,13.34,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.93,0,0,1.48,20.18,170.13,26.99,0,0,0.99,0,16.7,30.77,17.93,0,0,47.5,237.5,97,45,91,193,48,82,137.18,30.46,30.47,13.01,30.47,6.67,19.99,6.33,13.33,100

58,14:15-14:30,6.67,13.34,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.84,0,0,1.48,20.18,170.13,26.99,0,0,0.99,0,16.62,30.77,17.84,0,0,47.5,237.5,97,42,88,189,48,81,131.83,30.46,30.47,13.01,30.47,6.67,19.99,6.33,13.33,100

59,14:30-14:45,6.67,13.34,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,17.4,0,0,1.48,20.18,170.13,26.99,0,0,0.99,0.77,16.21,30.77,17.4,0,0,47.5,237.5,92,41,86,186,46,79,125.62,30.46,30.47,13.01,30.47,6.67,19.99,6.33,13.33,100

60,14:45-15:00,6.67,13.34,30.77,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,30.77,26.92,271.89,26.99,59.46,0,16.7,0,0,1.48,21.19,170.13,26.99,0,0,0.99,0.77,15.57,30.77,16.7,0,0,47.5,237.5,87,39,83,182,43,78,118.56,30.46,30.47,13.21,30.47,6.67,19.99,6.33,13.33,100

61,15:00-15:15,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,15.78,0,0,1.48,21.7,170.13,26.99,0,0,1.07,0.77,14.71,23.08,15.78,0,0,47.06,235.29,80,36,81,165,40,70,110.61,30.96,30.97,10.8,30.97,6.67,19.99,6.33,13.33,98.57

62,15:15-15:30,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,14.69,0,0,1.48,22.2,170.13,26.99,0,0,1.07,0.77,13.69,23.08,14.69,0,0,44.65,223.23,75,35,77,158,37,67,101.72,30.96,30.97,10.8,30.97,6.67,19.99,6.33,13.33,93.65

63,15:30-15:45,6.67,13.34,23.08,48.08,19.23,8.65,1.29,0,70.13,20.19,100.18,28.85,0,48.08,31.73,23.08,26.92,271.89,26.99,59.46,0,13.61,0,0,1.48,23.21,170.13,26.99,0,0,1.07,0,12.67,23.08,13.61,0,0,41.43,207.16,65,30,65,140,32,60,92.04,32.84,32.85,10.8,27,6.67,19.99,6.33,13.33,86.54

