Time,Block,WR/2024/21351/A/3934,NR/2024/18504/C,WR/2024/21355/A/3939,NER/2024/1933/C,NER/2024/1922/A/3931,NR/2024/18388/A/3800,NR/2024/18445/A/3938,NR/2024/18436/A/3817,Total
17,04:00-04:15,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

18,04:15-04:30,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

19,04:30-04:45,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

20,04:45-05:00,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

21,05:00-05:15,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

22,05:15-05:30,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

23,05:30-05:45,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

24,05:45-06:00,0.000000,0,0.000000,20.000000,25.000000,0.380000,0.000000,7.700000,53.08

25,06:00-06:15,0.000000,0,0.000000,20.000000,25.000000,0.430000,158.480000,7.700000,211.61

26,06:15-06:30,0.000000,0,0.000000,20.000000,25.000000,0.430000,158.480000,7.700000,211.61

27,06:30-06:45,0.000000,0,0.000000,20.000000,25.000000,0.430000,158.480000,7.700000,211.61

28,06:45-07:00,0.000000,0,0.000000,20.000000,25.000000,0.430000,158.480000,7.700000,211.61

29,07:00-07:15,0.000000,0,0.000000,20.000000,25.000000,0.480000,158.480000,7.700000,211.66

30,07:15-07:30,0.000000,0.31,0.000000,20.000000,25.000000,0.480000,158.480000,7.700000,211.97

31,07:30-07:45,0.000000,0.51,0.000000,20.000000,25.000000,0.480000,158.480000,7.700000,212.17

32,07:45:08:00,0.000000,0.89,0.000000,20.000000,25.000000,0.480000,158.480000,7.700000,212.55

33,08:00-08:15,0.000000,1.31,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,213.36

34,08:15-08:30,0.000000,1.53,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,213.58

35,08:30-08:45,0.000000,1.67,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,213.72

36,08:45:09:00,0.000000,2.16,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,214.21

37,09:00:09:15,0.000000,3.19,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,215.24

38,09:15-09:30,0.000000,3.75,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,215.8

39,09:30-09:45,0.000000,4.23,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,216.28

40,09:45-10:00,0.000000,4.64,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,216.69

41,10:00-10:15,0.000000,5.16,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,217.21

42,10:15-10:30,0.000000,5.6,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,217.65

43,10:30-10:45,0.000000,5.95,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218

44,10:45-11:00,0.000000,6.24,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218.29

45,11:00-11:15,0.000000,6.61,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218.66

46,11:15-11:30,0.000000,6.88,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218.93

47,11:30-11:45,0.000000,7.06,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.11

48,11:45-12:00,0.000000,7.18,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.23

49,12:00-12:15,0.000000,7.18,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.23

50,12:15-12:30,0.000000,7.33,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.38

51,12:30-12:45,0.000000,7.32,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.37

52,12:45-13:00,0.000000,7.39,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.44

53,13:00-13:15,0.000000,7.32,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.37

54,13:15-13:30,0.000000,7.19,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.24

55,13:30-13:45,0.000000,7.04,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,219.09

56,13:45-14:00,0.000000,6.73,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218.78

57,14:00-14:15,0.000000,6.35,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,218.4

58,14:15-14:30,0.000000,5.77,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,217.82

59,14:30-14:45,0.000000,5.53,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,217.58

60,14:45-15:00,0.000000,5.29,0.000000,20.000000,25.000000,0.870000,158.480000,7.700000,217.34

61,15:00-15:15,0.000000,4.82,0.000000,20.000000,25.000000,0.670000,158.480000,7.700000,216.67

62,15:15-15:30,0.000000,4.5,0.000000,20.000000,25.000000,0.670000,158.480000,7.700000,216.35

63,15:30-15:45,0.000000,4.09,0.000000,20.000000,25.000000,0.670000,158.480000,7.700000,215.94

64,15:45-16:00,0.000000,3.73,0.000000,20.000000,25.000000,0.670000,158.480000,7.700000,215.58

65,16:00-16:15,0.000000,3.39,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,215.1

66,16:15-16:30,0.000000,2.87,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,214.58

67,16:30-16:45,0.000000,2.15,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,213.86

68,16:45-17:00,0.000000,1.57,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,213.28

69,17:00-17:15,0.000000,1.24,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,212.95

70,17:15-17:30,0.000000,0.84,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,212.55

71,17:30-17:45,0.000000,0.47,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,212.18

72,17:45-18:00,0.000000,0.28,0.000000,20.000000,25.000000,0.530000,158.480000,7.700000,211.99

73,18:00-18:15,55.000000,0.13,25.000000,20.000000,25.000000,0.530000,158.480000,7.700000,291.84

74,18:15-18:30,55.000000,0,25.000000,20.000000,25.000000,0.530000,158.480000,7.700000,291.71

75,18:30-18:45,55.000000,0,25.000000,20.000000,25.000000,0.530000,158.480000,7.700000,291.71

76,18:45-19:00,55.000000,0,25.000000,20.000000,25.000000,0.530000,158.480000,7.700000,291.71

77,19:00-19:15,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

78,19:15-19:30,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

79,19:30-19:45,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

80,19:45-20:00,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

81,20:00-20:15,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

82,20:15-20:30,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

83,20:30-20:45,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

84,20:45-21:00,55.000000,0,25.000000,20.000000,25.000000,0.630000,158.480000,7.700000,291.81

85,21:00-21:15,55.000000,0,25.000000,20.000000,25.000000,0.580000,158.480000,7.700000,291.76

86,21:15-21:30,55.000000,0,25.000000,20.000000,25.000000,0.580000,158.480000,7.700000,291.76

87,21:30-21:45,55.000000,0,25.000000,20.000000,25.000000,0.580000,158.480000,7.700000,291.76

88,21:45-22:00,55.000000,0,25.000000,20.000000,25.000000,0.580000,158.480000,7.700000,291.76

89,22:00-22:15,55.000000,0,0.000000,20.000000,25.000000,0.530000,0.000000,7.700000,108.23

90,22:15-22:30,55.000000,0,0.000000,20.000000,25.000000,0.530000,0.000000,7.700000,108.23

91,22:30-22:45,55.000000,0,0.000000,20.000000,25.000000,0.530000,0.000000,7.700000,108.23

92,22:45-23:00,55.000000,0,0.000000,20.000000,25.000000,0.530000,0.000000,7.700000,108.23

93,23:00-23:15,0.000000,0,0.000000,20.000000,25.000000,0.480000,0.000000,7.700000,53.18

94,23:15-23:30,0.000000,0,0.000000,20.000000,25.000000,0.480000,0.000000,7.700000,53.18

95,23:30-23:45,0.000000,0,0.000000,20.000000,25.000000,0.480000,0.000000,7.700000,53.18

96,23:45-24:00,0.000000,0,0.000000,20.000000,25.000000,0.480000,0.000000,7.700000,53.18

