Block,Time Block,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KUDGI,MAPS,NAPP,NJPC,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,TANAKPUR,TALA,TALST2,TEHRI,TANDA2,TelanganaSTPP,AURY_CRF,URI,AURY_GF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,ANTA_GF,UNCHAHAR2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,SIMHST2,RIHAND2,SASAN,SINGRAULI,RIHAND1,SIMHST1,RSTPSU1TO6,RAPPC,KOTESHWR,KOLDAM,RAPPB,PARBATI2,RAMPUR,PARBATI3,KKNP,KKNPPU2,KISHANGANGA,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,KGSU1AND2,KGSU3AND4,JHAJJAR,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,101.12,31.64,0,0,0,0,0

60,14:45-15:00,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,101.12,31.63,0,0,0,0,0

61,15:00-15:15,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,0,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,118.7,35.59,0,0,0,0,0

62,15:15-15:30,0,0,180.76,10.27,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,2.24,10.73,125.77,0.71,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,120.05,37.29,0,0,0,0,0

63,15:30-15:45,0,0,180.76,10.94,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,0,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,10.87,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.24,44.08,0,0,0,0,0

64,15:45-16:00,0,0,180.76,10.94,0,6.27,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,12.18,5.26,0,0,34.51,0,0,12.92,0,0,0.82,36.6,0,16.97,0,28.39,0,12.85,11.34,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,44.08,0,0,0,0,0

65,16:00-16:15,0,0,180.76,10.98,19.06,1.06,19.24,0,0,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,12.18,5.26,0,0,34.51,0,0,13.38,0,0,1.1,36.6,0,18.15,0,29.05,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,44.08,0,0,0,0,0

66,16:15-16:30,0,0,180.76,10.87,19.06,1.06,19.24,0,13.07,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,12.18,5.26,0,0,34.51,0,0,13.38,0,0,1.59,36.6,0,18.15,0,29.05,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,359.28,142.65,44.08,0,0,0,0,0

67,16:30-16:45,0,0,180.76,10.86,19.06,1.06,19.24,0,13.51,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,12.72,5.26,0,0,34.51,0,0,13.38,0,0,1.75,36.6,0,18.15,0,29.05,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,367.96,142.65,44.08,0,0,0,0,0

68,16:45-17:00,0,0,209.62,10.86,19.06,6.27,19.24,0,13.51,0,0,50.39,0,0,0,0,0,0,0,0.24,0,0,24.66,5.26,0,0,34.51,0,0,13.38,0,0,1.75,36.6,0,18.15,0,29.05,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,0,0,0,5.42,0,0,0,0,0,0,0,0,367.96,142.65,44.08,0,0,0,0,0

69,17:00-17:15,0,0,234.33,10.86,19.06,6.27,19.24,0,27.03,0,0,50.39,0,0,0,0,0,0,0,0.99,0,0,24.97,5.26,0,0,34.51,0,0,16.64,0,0,1.75,36.6,0,22.09,0,35.78,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,4.13,0,0,5.42,0,0,0,0,0,0,0,0,367.96,142.65,44.08,0,0,0,0,0

70,17:15-17:30,0,0,267.33,10.86,19.06,6.27,19.24,0,27.03,0,0,50.39,0,0,0,0,0,0,0,0.99,0,0,36.99,5.26,0,0,34.51,0,0,16.64,0,0,1.75,36.6,0,22.09,0,35.78,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,16.22,0,0,5.42,0,0,0,0,0,0,0,0,363.93,142.65,44.08,0,0,0,0,0

71,17:30-17:45,0,10.51,292.75,10.86,19.06,6.27,19.24,0,27.03,0,0,50.39,24.75,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,16.64,0,0,1.75,36.6,0,22.09,0,35.78,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,1.85,0,7.2,0.97,16.22,0,0,5.42,0,0,0,0,0,0,0,0,367.96,142.65,44.08,0,0,0,0,0

72,17:45-18:00,0,10.51,292.75,10.86,19.06,6.27,19.24,4.42,40.54,0,0,50.39,43.04,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,16.64,0,0,1.75,36.6,0,22.09,0,35.78,0,12.85,18.16,125.77,0.79,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,3.7,0,14.41,1.69,18.86,0,0,5.42,0,0,0,0,0,0,0,0,253.08,142.65,44.08,0,0,0,0,0

73,18:00-18:15,11.21,21.03,292.75,12.34,38.11,6.27,19.24,14.24,40.54,0,0,50.39,79.4,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.76,0,0,1.75,36.6,0,22.46,0,42.67,0,12.85,18.16,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,21.61,3.14,20.63,0,0,5.42,0,0,0,0,0,0,0,0,335.79,142.65,44.08,0,0,0,0,0

74,18:15-18:30,22.41,21.03,318.99,13.37,38.11,6.27,19.24,31.25,40.54,0,0,50.39,106.32,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,24.84,0,43.26,0,12.85,18.16,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,7.4,0,28.84,4.19,32.43,0,0,5.42,0,0,0,0,0,0,0,0,417.33,142.65,44.08,0,0,0,0,0

75,18:30-18:45,33.65,31.54,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,417.54,142.65,44.08,0,0,0,0,0

76,18:45-19:00,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,417.54,142.65,44.08,0,0,0,0,0

77,19:00-19:15,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,38.24,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,417.54,142.65,44.08,0,0,0,0,0

78,19:15-19:30,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,417.54,142.65,44.08,0,0,0,0,0

79,19:30-19:45,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.25,142.65,44.08,0,0,0,0,0

80,19:45-20:00,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.25,142.65,44.08,0,0,0,0,0

81,20:00-20:15,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,5.54,0,42.81,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

82,20:15-20:30,33.65,42.05,331.31,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,19.31,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,5.54,0,42.81,4.45,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

83,20:30-20:45,33.65,31.54,354.85,13.37,57.17,3.17,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,18.16,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,14.41,4.45,32.43,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

84,20:45-21:00,33.65,21.03,379.58,13.37,57.17,3.17,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,18.16,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,7.2,4.45,32.43,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

85,21:00-21:15,33.65,21.03,394.22,13.37,57.17,3.17,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,14.41,4.45,32.43,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

86,21:15-21:30,33.65,21.03,408.64,13.37,57.17,3.17,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,12.85,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,25.23,4.45,32.43,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

87,21:30-21:45,33.65,31.54,382.51,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,112.98,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,40.72,4.45,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

88,21:45-22:00,33.65,31.54,397.28,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,40.72,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

89,22:00-22:15,33.65,31.54,440.58,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,132.89,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,40.72,5.17,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

90,22:15-22:30,33.65,31.54,441.88,13.37,57.17,18.81,19.24,46.88,40.54,0,0,50.39,106.32,0,0,0,0,0,0,0.99,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,11.13,7.4,0,40.72,4.19,38.32,0,0,8.13,0,0,0,0,0,0,0,0,404.07,142.65,44.08,0,0,0,0,0

91,22:30-22:45,22.41,21.03,446.07,13.37,38.11,6.27,19.24,46.88,40.54,0,0,50.39,78.12,0,0,0,0,0,0,0,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,5.54,0,21.61,3.08,32.43,0,0,5.42,0,0,0,0,0,0,0,0,441.76,142.65,44.08,0,0,0,0,0

92,22:45-23:00,11.21,10.51,465.66,13.37,19.06,6.27,19.24,31.25,40.54,0,0,50.39,50.03,0,0,0,0,0,0,0,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,3.7,0,7.2,1.97,32.43,0,0,5.42,0,0,0,0,0,0,0,0,441.76,142.65,44.08,0,0,0,0,0

93,23:00-23:15,11.21,0,469.85,13.37,19.06,6.27,19.24,31.25,40.54,0,0,50.39,26.58,0,0,0,0,0,0,0,0,0,38.14,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,1.85,0,3.61,1.05,32.43,0,0,5.42,0,0,0,0,0,0,0,0,454.56,142.65,44.08,0,0,0,0,0

94,23:15-23:30,11.21,0,458.31,13.37,19.06,6.27,19.24,31.25,40.54,0,0,50.39,26.58,0,0,0,0,0,0,0,0,0,25.43,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,1.85,0,0,1.05,19.16,0,0,5.42,0,0,0,0,0,0,0,0,476.35,142.65,44.08,0,0,0,0,0

95,23:30-23:45,11.21,0,473.08,13.37,19.06,6.27,19.24,15.63,27.03,0,0,50.39,0,0,0,0,0,0,0,0,0,0,25.43,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,19.16,0,0,5.42,0,0,0,0,0,0,0,0,476.35,142.65,44.08,0,0,0,0,0

96,23:45-24:00,11.21,0,489.78,13.37,19.06,6.27,16.81,15.63,13.51,0,0,50.39,0,0,0,0,0,0,0,0,0,0,25.43,5.26,0,0,34.51,0,0,20.81,0,0,1.75,36.6,0,26.62,0,43.26,0,25.71,0,125.77,0.84,0,119.79,402.81,107.77,93.48,0,0,67.28,10.01,0,0,0,0,4.13,0,0,5.42,0,0,0,0,0,0,0,0,476.35,142.65,44.08,0,0,0,0,0

