Block,Time,KOTESHWR,NLCTS2EXP,ANTA_CRF,AURY_RF,CHAMERA3,KISHANGANGA,KUDGI,SALAL,SINGRAULI,TALA,UNCHAHAR4,DHAULIGNGA,KHSTPP-II,KKNP,KOLDAM,NLCEXP,NTPL,RAMPUR,RAPPC,RIHAND3,SIMHST1,UNCHAHAR2,ANTA_GF,DADRI_CRF,DADRI_LF,CHAMERA1,SASAN,TALST2,TANAKPUR,BRBCL,KGSU3AND4,KKNPPU2,NJPC,NLCIIST2,NNTPP,PARBATI3,SEWA2,SIMHST2,TelanganaSTPP,UNCHAHAR3,VALLURNTECL,ANTA_RF,AURY_CRF,BSIUL,DADRT2,FSTPP I & II,MAPS,NLCIIST1,RIHAND1,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_LF,AURY_LF,DULHASTI,JHAJJAR,KGSU1AND2,NAPP,RAPPB,RSTPSU1TO6,RSTPSU7,TANDA2,AURY_GF,DADRI_GF,CHAMERA2,KHSTPP-I,TEHRI,URI,URI2,DADRI_RF
6,01:15-01:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

7,01:30-01:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,69.38

8,01:45-02:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,69.38

9,02:00-02:15,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

10,02:15-02:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

11,02:30-02:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,44.83,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

12,02:45-03:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

13,03:00-03:15,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

14,03:15-03:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

15,03:30-03:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

16,03:45-04:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,18.2,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

17,04:00-04:15,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

18,04:15-04:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.05,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

19,04:30-04:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

20,04:45-05:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,2.05,20,0,0,0,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

21,05:00-05:15,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,0,20,0,0,0,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

22,05:15-05:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,0,20,0,0,20.65,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

23,05:30-05:45,8.88,0,0,53.98,0,0,0,9.29,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,5.76,20,0,0,20.83,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,0.88,4.31,69.38

24,05:45-06:00,8.88,0,0,53.98,0,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,5.76,20,0,0,46.79,0,0,0,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,0.88,4.31,69.38

25,06:00-06:15,8.88,0,0,53.98,0,0,0,41.83,125.96,0,0,9.14,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,0,23.57,0,241.88,0,5.76,20,0,0,70.17,0,0,3.82,0,0,0,26.39,0,45.25,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,0.88,4.31,69.38

26,06:15-06:30,8.88,0,0,53.98,9.67,0,0,41.83,125.96,0,0,18.27,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,5.76,20,0,0,77.65,0,0,16.55,0,0,0,26.39,0,45.47,0,1.1,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,2.67,33.69,31.12,0.88,4.31,67.18

27,06:30-06:45,8.88,0,0,53.98,9.67,0,0,41.83,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,12.01,241.88,0,5.76,20,0,0,93.56,0,0,16.55,0,0,0,26.39,0,45.47,0,6.52,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,8,33.69,46.68,0.88,4.31,67.18

28,06:45-07:00,9.86,0,0,53.98,19.38,0,0,41.83,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,12.25,241.88,0,0,20,0,0,93.56,0,0,16.55,0,0,0,26.39,0,45.47,0,13.04,683.14,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,0.88,4.31,67.18

29,07:00-07:15,9.86,0,0,53.98,19.38,0,0,41.83,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,0,20,0,0,113.64,0,0,16.55,7.9,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,26.49,4.31,67.18

30,07:15-07:30,9.86,0,0,53.98,19.38,0,0,9.29,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,0,20,0,0,113.64,0,0,16.55,15.81,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,26.49,4.31,67.18

31,07:30-07:45,9.86,0,0,53.98,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,0,20,0,0,113.64,0,0,16.55,15.81,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,3.31,4.31,67.18

32,07:45-08:00,9.86,0,0,53.98,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,0,20,0,0,113.64,0,0,3.56,15.81,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,1.11,4.31,67.18

33,08:00-08:15,9.86,0,0,53.98,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,5.76,20,0,0,113.64,0,0,0,15.81,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,1.11,4.31,67.18

34,08:15-08:30,9.86,0,0,53.98,19.38,0,0,1.4,125.96,0,0,27.41,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,28.1,241.88,0,5.76,20,0,0,113.64,0,0,0,9.33,0,0,26.39,0,45.47,0,13.04,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,26.34,33.69,62.24,1.66,4.31,67.18

35,08:30-08:45,8.88,0,0,53.98,9.67,0,0,1.4,125.96,0,0,9.14,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,12.01,241.88,0,1.15,20,0,0,93.56,0,0,0,0,0,0,26.39,0,45.25,0,2.2,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,13.17,33.69,62.24,2.21,4.31,67.18

36,08:45-09:00,8.88,0,0,53.98,9.67,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,70.17,0,0,0,0,0,0,26.39,0,45.05,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,13.17,33.69,46.68,26.49,10.76,67.18

37,09:00-09:15,8.88,0,0,53.98,9.67,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,46.79,0,0,0,0,0,0,26.39,0,44.83,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,0,33.69,46.68,26.49,10.76,67.18

38,09:15-09:30,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,19.51,0,0,0,0,0,0,26.39,0,44.83,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,32.95,654.3,0,44.53,0,0,0,0,0,0,0,33.69,31.12,26.49,18.83,67.18

39,09:30-09:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,18.94,0,0,0,0,0,0,26.39,0,44.63,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,31.12,4.41,18.83,67.18

40,09:45-10:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,44.41,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,14.62,4.41,18.83,67.18

41,10:00-10:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,44.31,0,0,682.79,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,4.41,18.83,67.18

42,10:15-10:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,44.31,0,0,682.78,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,4.41,4.31,67.18

43,10:30-10:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,44.1,0,0,682.78,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

44,10:45-11:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.89,0,0,682.78,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

45,11:00-11:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.68,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

46,11:15-11:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,42.39,0,2.19,23.57,0,241.88,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.68,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

47,11:30-11:45,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,258.75,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.47,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

48,11:45-12:00,8.88,0,0,53.98,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,270,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.47,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

49,12:00-12:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,281.25,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.36,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

50,12:15-12:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,292.5,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.16,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

51,12:30-12:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,303.75,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,43.16,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

52,12:45-13:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,315,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

53,13:00-13:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,326.25,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

54,13:15-13:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,337.5,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

55,13:30-13:45,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,348.75,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

56,13:45-14:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,360,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.74,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

57,14:00-14:15,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,371.25,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

58,14:15-14:30,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,382.5,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

59,14:30-14:45,8.88,0,0,71.46,0,0,0,9.29,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,393.75,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

60,14:45-15:00,8.88,0,0,71.46,0,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

61,15:00-15:15,8.88,0,0,71.46,0,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

62,15:15-15:30,8.88,0,0,71.46,0,0,0,41.83,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,0,1.11,4.31,67.18

63,15:30-15:45,8.88,0,0,71.46,0,0,0,4.65,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,0,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,4.41,4.31,67.18

64,15:45-16:00,8.88,0,0,71.46,0,0,0,1.4,125.96,0,0,0,148.3,0,0,0,0,0,53.93,124.32,0,20.7,0,2.19,23.57,0,405,0,1.15,20,0,0,0,0,0,0,0,0,0,26.39,0,42.94,0,0,683.14,15.99,0,0,92,118.75,0,20.56,0,0,16.48,654.3,0,44.53,0,0,0,0,0,0,0,33.69,15.56,4.41,4.31,67.18

