Column1,Time,SR/01102023/07102043/L_NR_2018_61,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/30092023/26122029/SH-06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2024/12/01/2197,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2024/12/01/6968,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/1899,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475
83,20:30-20:45,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.37,93.81,26.75,25.9,31.04

84,20:45-21:00,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,32.9,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.37,93.81,26.24,25.9,25.9

85,21:00-21:15,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,34.98,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

86,21:15-21:30,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,80.58,150,34.98,8.63,0,130.22,0,0,0,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

87,21:30-21:45,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,0,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

88,21:45-22:00,7,0,0,134.49,1.01,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,0,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

89,22:00-22:15,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

90,22:15-22:30,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

91,22:30-22:45,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

92,22:45-23:00,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.3,0,26.24,25.9,25.9

93,23:00-23:15,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.22,0,26.24,25.9,25.9

94,23:15-23:30,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.22,0,26.24,25.9,25.9

95,23:30-23:45,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.22,0,26.24,25.9,25.9

96,23:45-24:00,7,0,95.13,134.49,0.93,0,6.67,0,19.99,1.66,14,0,0,0,0,0,0,14,0,0,6.67,0,6.67,0,0,25.9,70.25,150,34.98,8.63,0,111.07,0,0,31.71,50,8.63,250,2.11,1.22,0,26.24,25.9,25.9

