Block,Time,CHAMERA2,KISHANGANGA,KOTESHWR,NLCEXP,NNTPP,SINGRAULI,TEHRI,DADRI_GF,BRBCL,CHAMERA1,DULHASTI,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,NAPP,PARBATI2,SIMHST2,TALST2,UNCHAHAR3,DADRT2,KGSU1AND2,KHSTPP-II,RAMPUR,TANAKPUR,TANDA2,URI,AURY_CRF,DHAULIGNGA,FSTPP I & II,NJPC,NLCIIST1,NLCTS2EXP,NTPL,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_LF,BSIUL,KUDGI,PARBATI3,RAPPB,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_RF,DADRI_LF,CHAMERA3,JHAJJAR,RAPPC,RSTPSU7,SASAN,SEWA2,TEHRIPSP,URI2,DADRI_RF,MAPS,RIHAND2,TALA,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,KHSTPP-I,NLCIIST2,RAPPD,SALAL,SIMHST1,UNCHAHAR2,AURY_GF,AURY_RF,DADRI_CRF
29,07:00-07:15,47.12,3.2,10.14,0,0,113.75,16.73,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.96,0,33.94,667.25,65.27,0,405,18.34,0,31.17,105.39,0,125.27,20.73,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

30,07:15-07:30,47.12,3.2,10.14,0,0,113.75,16.73,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.96,0,33.94,667.25,65.27,0,405,18.34,0,31.17,105.39,0,125.27,20.87,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

31,07:30-07:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.96,0,33.94,667.25,65.27,0,405,18.34,0,31.17,105.39,0,125.27,20.55,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

32,07:45-08:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.96,0,33.94,667.25,65.27,0,405,18.34,0,31.17,105.39,0,125.27,20.69,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

33,08:00-08:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,405,18.34,0,31.17,102.75,0,125.27,20.84,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

34,08:15-08:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,405,18.34,0,31.17,102.75,0,125.27,20.84,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

35,08:30-08:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,405,18.34,0,31.17,102.75,0,125.27,21.28,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

36,08:45-09:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,24.63,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,51.33,0,33.94,667.25,65.27,0,405,18.34,0,31.17,102.75,0,125.27,21.25,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.78,0

37,09:00-09:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,7.04,0,0,27.69,689.38,0,98.87,5.7,9.86,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,21.28,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

38,09:15-09:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,3.52,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,56.49,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,21.28,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

39,09:30-09:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,25.9,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

40,09:45-10:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,25.9,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

41,10:00-10:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,50.55,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,20.87,0,21.65,0,45.53,0,24.33,77.85,0,45,0,80.52,0

42,10:15-10:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,20.87,0,21.65,0,45.53,0,24.33,77.85,0,45,0,80.52,0

43,10:30-10:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,52.99,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,20.87,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

44,10:45-11:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,41.62,0,98.32,0,3.22,50.06,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,20.87,0,21.65,0,45.53,0,24.33,76.69,0,45,0,80.52,0

45,11:00-11:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,49.43,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.52,0,21.65,0,45.53,0,24.33,74.37,0,45,0,79.87,0

46,11:15-11:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,49.43,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.52,0,21.65,0,45.53,0,24.33,74.37,0,45,0,79.87,0

47,11:30-11:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,38.64,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,49.43,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.66,0,21.65,0,45.53,0,24.33,74.37,0,45,0,79.87,0

48,11:45-12:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,37.17,0,98.32,0,3.22,49.43,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.66,0,21.65,0,45.53,0,24.33,74.37,0,45,0,79.87,0

49,12:00-12:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,22.3,0,98.32,0,3.22,48.8,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.67,0,21.65,0,45.53,0,24.33,72.05,0,45,0,79.87,0

50,12:15-12:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,22.3,0,98.32,0,3.22,48.8,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.67,0,21.65,0,45.53,0,24.33,72.05,0,45,0,79.87,0

51,12:30-12:45,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.8,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.07,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

52,12:45-13:00,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.8,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.07,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

53,13:00-13:15,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.8,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.61,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

54,13:15-13:30,47.12,3.2,10.14,0,0,113.75,0,0,24.99,42.15,55.38,0,0,0,8.62,24.1,0,0,0,27.69,689.38,0,98.87,5.7,11.91,5.73,48.57,0,42.46,19.46,175.79,0,0,0,130.84,0,0,0,0,0,0,0,32.71,0,98.32,0,3.22,48.16,0,33.94,667.25,65.27,0,410.62,18.34,0,31.17,102.75,0,125.27,23.76,0,21.65,0,45.53,0,24.33,69.72,0,45,0,79.22,0

