Time,Block,WR/2023/20254/A/836,WR/2023/18560/A,NR/2023/16187/A,WR/2023/20256/A/839,NR/2023/17064/A,NR/2023/17948/C,NR/2023/17905/A/807,NR/2023/17943/C,WR/2023/18560/A/II,NR/2023/17901/A/789,NR/2023/17944/C,Total
23,05:30-05:45,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.440000,0,140.23

24,05:45-06:00,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.440000,0,140.23

25,06:00-06:15,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.440000,0,206.06

26,06:15-06:30,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.440000,0,206.06

27,06:30-06:45,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.440000,0,206.06

28,06:45-07:00,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.440000,0.25,206.31

29,07:00-07:15,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0.51,206.71

30,07:15-07:30,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0.83,207.03

31,07:30-07:45,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,1.21,207.41

32,07:45:08:00,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,1.62,207.82

33,08:00-08:15,0.000000,100.000000,0.000000,0.000000,50.000000,0,1.930000,3.690000,0.000000,0.970000,2.09,158.68

34,08:15-08:30,0.000000,100.000000,0.000000,0.000000,50.000000,0,1.930000,3.690000,0.000000,0.970000,2.13,158.72

35,08:30-08:45,0.000000,100.000000,0.000000,0.000000,50.000000,0,1.930000,3.690000,0.000000,0.970000,2.51,159.1

36,08:45:09:00,0.000000,100.000000,0.000000,0.000000,50.000000,0,1.930000,3.690000,0.000000,0.970000,2.71,159.3

37,09:00:09:15,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,3.09,183.85

38,09:15-09:30,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,3.48,184.24

39,09:30-09:45,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,3.87,184.63

40,09:45-10:00,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.06,184.82

41,10:00-10:15,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.16,184.92

42,10:15-10:30,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.35,185.11

43,10:30-10:45,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.64,185.4

44,10:45-11:00,0.000000,100.000000,0.000000,0.000000,50.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.83,185.59

45,11:00-11:15,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,4.93,235.69

46,11:15-11:30,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,5.22,235.98

47,11:30-11:45,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,5.61,236.37

48,11:45-12:00,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,5.99,236.75

49,12:00-12:15,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,6.72,237.48

50,12:15-12:30,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,6.09,236.85

51,12:30-12:45,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,5.8,236.56

52,12:45-13:00,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,5.51,236.27

53,13:00-13:15,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,5.03,235.7

54,13:15-13:30,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,4.64,235.31

55,13:30-13:45,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,4.06,234.73

56,13:45-14:00,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,3.87,234.54

57,14:00-14:15,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,3.67,234.34

58,14:15-14:30,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,3.19,233.86

59,14:30-14:45,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,2.9,233.57

60,14:45-15:00,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.600000,0.000000,0.970000,2.71,233.38

61,15:00-15:15,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,2.42,233.18

62,15:15-15:30,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,2.13,232.89

63,15:30-15:45,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,1.93,232.69

64,15:45-16:00,0.000000,100.000000,0.000000,0.000000,100.000000,24.17,1.930000,3.690000,0.000000,0.970000,1.74,232.5

65,16:00-16:15,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.630000,1.55,207.8

66,16:15-16:30,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.630000,1.45,207.7

67,16:30-16:45,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.630000,1.27,207.52

68,16:45-17:00,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.630000,0.9,207.15

69,17:00-17:15,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0.61,206.81

70,17:15-17:30,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0.35,206.55

71,17:30-17:45,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0.14,206.34

72,17:45-18:00,0.000000,100.000000,0.000000,0.000000,100.000000,0,1.930000,3.690000,0.000000,0.580000,0,206.2

73,18:00-18:15,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

74,18:15-18:30,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

75,18:30-18:45,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

76,18:45-19:00,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

77,19:00-19:15,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

78,19:15-19:30,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

79,19:30-19:45,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

80,19:45-20:00,55.000000,0.000000,0.000000,25.000000,100.000000,0,1.930000,3.780000,100.000000,0.630000,0,286.34

81,20:00-20:15,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

82,20:15-20:30,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

83,20:30-20:45,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

84,20:45-21:00,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

85,21:00-21:15,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

86,21:15-21:30,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

87,21:30-21:45,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

88,21:45-22:00,55.000000,0.000000,0.000000,25.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,186.2

89,22:00-22:15,55.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,195.37

90,22:15-22:30,55.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,195.37

91,22:30-22:45,55.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,195.37

92,22:45-23:00,55.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,195.37

93,23:00-23:15,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,140.37

94,23:15-23:30,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,140.37

95,23:30-23:45,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,140.37

96,23:45-24:00,0.000000,0.000000,34.170000,0.000000,0.000000,0,1.930000,3.690000,100.000000,0.580000,0,140.37

