Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/20072024/20072024/IEX_240719_01603,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/20072024/20072024/HPX-TAMCTG-190724-01752,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/19072037/LT-05,NR/20072024/20072024/IEX_240720_01626,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/16072024/31072024/NR/16072024/31072024/717758,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20072024/20072024/IEX_240719_01602,L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/R2,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07
6,01:15-01:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,50.610000,10.050000,5.770000,13.110000,8.66,21,21,0,14.33,14.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.930000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.420000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,43,30.730000

7,01:30-01:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,50.520000,10.050000,5.770000,13.110000,8,21,21,0,8.33,8.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.930000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.510000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

8,01:45-02:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,50.320000,10.050000,5.770000,13.110000,7.34,22.67,22.67,0,8.33,8.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.930000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.610000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

9,02:00-02:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,50.130000,9.820000,5.640000,13.110000,6.66,23,23,0,8.33,8.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.780000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.610000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

10,02:15-02:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,50.040000,9.820000,5.640000,13.110000,6.66,22.33,22.33,0,8.33,8.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.780000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.700000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

11,02:30-02:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,49.360000,8.810000,5.640000,13.110000,6.66,21.33,21.33,0,8.33,8.34,12.370000,56.180000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.780000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.700000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

12,02:45-03:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,48.600000,8.810000,5.640000,13.110000,6.66,20.33,20.33,0,8.33,8.34,12.370000,55.610000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.780000,100.050000,38.420000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.700000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

13,03:00-03:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,47.830000,8.500000,5.450000,12.650000,6.66,19,19,0,8.33,8.34,12.370000,55.030000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,38.800000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

14,03:15-03:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,47.440000,8.500000,5.450000,12.650000,6.66,20.67,20.67,0,8.33,8.34,12.370000,54.450000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,37.940000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

15,03:30-03:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.770000,8.500000,5.450000,12.650000,6.66,30,30,0,8.33,8.34,12.370000,53.880000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,37.070000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

16,03:45-04:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,46.100000,8.500000,5.450000,12.650000,6.66,29.33,29.33,0,8.33,8.34,12.370000,52.820000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.550000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,36.210000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

17,04:00-04:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.260000,12.650000,6.66,28.33,28.33,0,8.33,8.34,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.160000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,0.000000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

18,04:15-04:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.260000,12.650000,6.66,28,28,0,8.33,8.34,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.160000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,30.280000,0.000000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

19,04:30-04:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.260000,12.650000,6.66,28.67,28.67,0,8.33,8.34,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.160000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,31.290000,0.000000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

20,04:45-05:00,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.260000,12.650000,6.66,28,28,0,8.33,8.34,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,9.160000,100.050000,0.000000,114.810000,0.000000,15.540000,0.000000,48.020000,96.040000,31.290000,0.000000,0,260.750000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,25,30.730000

21,05:00-05:15,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.080000,12.200000,6.66,28.33,28.33,0,12.5,12.5,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,8.940000,100.050000,0.000000,65.870000,0.000000,15.540000,0.000000,48.020000,96.040000,31.290000,0.000000,0,229.400000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,37.5,14.360000

22,05:15-05:30,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.080000,12.200000,6.66,29.67,29.67,0,12.17,12.16,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,8.940000,100.050000,0.000000,65.870000,0.000000,15.540000,0.000000,48.020000,96.040000,31.290000,0.000000,0,200.590000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,36.5,14.360000

23,05:30-05:45,0,0,0,0,0,0,43.01,0,0,0,0,0,0,0.000000,8.190000,5.080000,12.200000,6.66,20.33,20.33,0,12.17,12.16,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,8.940000,100.050000,0.000000,65.870000,0.000000,15.540000,0.000000,48.020000,96.040000,30.270000,0.000000,0,200.590000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,36.5,14.360000

24,05:45-06:00,0,0,0.94,0,0.2,0,43.01,0,0,0.19,0,0,0,0.000000,8.190000,5.080000,12.200000,6.66,19.33,19.33,0,12.17,12.16,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,8.940000,100.050000,0.000000,114.810000,0.000000,9.830000,0.000000,48.020000,96.040000,30.270000,0.000000,1.033924,200.590000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,36.5,14.360000

25,06:00-06:15,9.66,0,4.4,1,1,0,43.01,1,0.82,0.88,0,1,0,0.000000,8.190000,4.940000,12.200000,6.66,17.67,17.67,6.25,12.5,12.5,12.370000,0.000000,0.000000,15.080000,30.730000,271.550000,0.000000,0.000000,8.790000,100.050000,0.000000,114.810000,0.000000,9.830000,0.000000,48.020000,96.040000,30.270000,0.000000,3.082264,200.590000,72.030000,24.010000,96.040000,0.000000,0.000000,0.000000,37.5,14.360000

26,06:15-06:30,15.17,1,8.33,2,2,0,43.01,4,2.92,1.66,1,1,0,0.000000,8.190000,4.940000,12.200000,6.66,17.33,17.33,9.09,12.17,12.16,12.370000,0.000000,0.190000,15.080000,30.730000,271.550000,0.190000,0.000000,8.790000,100.050000,0.000000,114.810000,0.000000,9.830000,0.000000,48.020000,96.040000,30.270000,0.000000,6.788784,200.590000,72.030000,24.010000,96.040000,0.190000,0.000000,0.000000,36.5,14.360000

27,06:30-06:45,24.92,5,12.72,5,5,0,43.01,7,4.94,2.54,3,3,0,0.000000,8.190000,4.940000,12.200000,6.66,16.67,16.67,13.1,11.83,11.84,12.370000,0.000000,0.580000,15.080000,30.730000,271.550000,0.570000,0.000000,8.790000,100.050000,0.000000,102.470000,0.000000,9.830000,0.000000,48.020000,96.040000,29.260000,0.000000,11.334148,200.590000,72.030000,24.010000,96.040000,0.570000,0.000000,0.000000,35.5,14.360000

28,06:45-07:00,33,12,17.58,8,6,0,43.01,14,7.94,3.51,4,6,0,0.000000,8.190000,4.940000,12.200000,6.66,16.67,16.67,22.03,11.33,11.34,12.370000,0.000000,0.920000,15.080000,30.730000,271.550000,0.900000,0.000000,8.790000,100.050000,0.000000,98.240000,0.000000,9.830000,0.000000,48.020000,96.040000,29.260000,0.000000,16.786634,200.590000,72.030000,24.010000,96.040000,0.900000,0.000000,0.000000,34,14.360000

29,07:00-07:15,33,20,27.41,11,7,0,43.01,21,11,5.48,5,9,0,0.000000,8.190000,4.800000,9.440000,6.66,16.67,16.67,33,8.33,8.34,12.370000,0.000000,1.340000,15.080000,30.730000,271.550000,1.310000,0.000000,8.560000,100.050000,0.000000,94.000000,0.000000,9.830000,0.000000,48.020000,96.040000,29.260000,0.000000,22.990178,200.590000,72.030000,24.010000,96.040000,1.310000,0.000000,0.000000,25,14.360000

30,07:15-07:30,33,30,38.27,16,10.5,0,43.01,28,14,7.65,8,12,0,0.000000,8.190000,4.800000,9.440000,6.66,16.67,16.67,33,8.33,8.34,12.370000,0.000000,1.830000,15.080000,30.730000,271.550000,1.800000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,9.830000,0.000000,48.020000,96.040000,29.260000,0.000000,29.730192,200.590000,72.030000,24.010000,96.040000,1.800000,0.000000,0.000000,25,14.360000

31,07:30-07:45,32.67,32.66,49.23,20,14.5,0,43.01,39,17,9.85,10,16,0,0.000000,8.190000,4.800000,9.440000,6.66,15,15,32.67,8.33,8.34,12.370000,0.000000,2.420000,15.080000,30.730000,271.550000,2.350000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,9.830000,0.000000,48.020000,96.040000,30.280000,0.000000,35.55333,200.590000,72.030000,24.010000,96.040000,2.350000,0.000000,0.000000,25,14.360000

32,07:45:08:00,32.67,32.66,61.11,27,17.5,0,43.01,49,21,12.22,13,21,0,0.000000,8.190000,4.800000,9.440000,6.66,15,15,32.67,8.33,8.34,12.370000,0.000000,3.310000,15.080000,30.730000,271.550000,3.240000,0.000000,8.560000,100.050000,0.000000,65.870000,0.000000,9.830000,0.000000,48.020000,96.040000,30.280000,0.000000,42.732274,200.590000,72.030000,24.010000,96.040000,3.240000,0.000000,0.000000,25,14.360000

33,08:00-08:15,33,33,76.83,30,20.5,0,43.01,56,23,15.36,15,24,0,0.000000,7.720000,4.670000,9.440000,6.66,15,15,33,8.33,8.34,12.370000,0.000000,4.250000,15.080000,30.730000,271.550000,4.140000,0.000000,8.020000,100.050000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,30.280000,0.000000,50.291624,200.590000,0.000000,0.000000,0.000000,4.140000,0.000000,0.000000,25,14.360000

34,08:15-08:30,33,33,91.35,36,23.5,0,43.01,70,30,18.27,17,30,0,0.000000,7.720000,4.670000,9.440000,6.66,15,15,33,8.33,8.34,12.370000,0.000000,5.190000,15.080000,30.730000,271.550000,5.060000,0.000000,8.020000,100.050000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,31.290000,0.000000,58.260642,200.590000,0.000000,0.000000,0.000000,5.060000,0.000000,0.000000,25,14.360000

35,08:30-08:45,33,33,106.28,38,26.5,0,43.01,84,37,21.25,18,36,0,0.000000,7.720000,4.670000,9.440000,6.66,15,15,33,8.33,8.34,12.370000,0.000000,6.140000,15.080000,30.730000,271.550000,5.990000,0.000000,8.020000,71.240000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,31.290000,0.000000,63.040102,200.590000,0.000000,0.000000,0.000000,5.990000,0.000000,0.000000,25,14.360000

36,08:45:09:00,33,33,119.93,44,29.5,0,43.01,98,43,23.99,21,42,0,0.000000,7.720000,4.670000,9.440000,6.66,15,15,33,8.33,8.34,12.370000,0.000000,7.040000,15.080000,30.730000,271.550000,6.870000,0.000000,8.020000,52.820000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,31.290000,0.000000,67.439156,200.590000,0.000000,0.000000,0.000000,6.870000,0.000000,0.000000,25,14.360000

37,09:00:09:15,33,33,130.57,55,31.5,0,43.01,105,49,26.11,27,45,0,0.000000,7.720000,4.520000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,7.850000,15.080000,30.730000,271.550000,7.660000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,31.290000,0.000000,68.560866,165.140000,0.000000,0.000000,0.000000,7.660000,0.000000,0.000000,22.5,14.590000

38,09:15-09:30,33,33,141.19,62,33.5,0,43.01,118,55,28.24,30,50,0,0.000000,7.720000,4.520000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,8.620000,15.080000,30.730000,271.550000,8.410000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,31.290000,0.000000,71.711408,165.140000,0.000000,0.000000,0.000000,8.410000,0.000000,0.000000,22.5,14.590000

39,09:30-09:45,33,33,151.82,68,37.5,0,43.01,130,60,30.36,32,55,0,0.000000,7.260000,4.520000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,9.320000,15.080000,30.730000,230.500000,9.090000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,29.270000,0.000000,81.065494,109.490000,0.000000,0.000000,0.000000,9.090000,0.000000,0.000000,22.5,14.590000

40,09:45-10:00,33,33,162.44,72,38.5,0,43.01,140,65,32.49,35,60,0,0.000000,7.260000,4.520000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,11.660000,15.080000,30.730000,192.080000,11.370000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,29.270000,0.000000,90.770724,109.490000,0.000000,0.000000,0.000000,11.370000,0.000000,0.000000,22.5,14.590000

41,10:00-10:15,33,33,185.16,78,39.5,0,43.01,147,71,37.03,37,63,0,0.000000,7.260000,4.390000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,12.690000,15.080000,22.770000,149.350000,12.390000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,29.270000,0.000000,99.656618,109.490000,0.000000,0.000000,0.000000,12.390000,0.000000,0.000000,22.5,22.770000

42,10:15-10:30,33,33,196.18,81,41.5,0,43.01,154,74,39.24,39,66,0,0.000000,7.260000,4.390000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,13.480000,15.080000,22.770000,149.350000,13.150000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,29.270000,0.000000,107.742684,109.490000,0.000000,0.000000,0.000000,13.150000,0.000000,0.000000,22.5,22.770000

43,10:30-10:45,33,33,207.28,85,42.5,0,43.01,158,77,41.45,41,67,0,0.000000,7.260000,4.390000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,14.330000,15.080000,22.770000,149.350000,13.990000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,27.760000,0.000000,91.989974,109.490000,0.000000,0.000000,0.000000,13.990000,0.000000,0.000000,22.5,22.770000

44,10:45-11:00,33,33,216.81,88,43.5,0,43.01,165,80,43.36,42,70,0,0.000000,7.260000,4.390000,9.440000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,14.750000,15.080000,22.770000,149.350000,14.380000,0.000000,7.790000,50.730000,0.000000,65.870000,0.000000,9.830000,0.000000,0.000000,0.000000,27.760000,0.000000,89.98065,109.490000,0.000000,0.000000,0.000000,14.380000,0.000000,0.000000,22.5,22.770000

45,11:00-11:15,33,33,229.17,91,44.5,0,43.01,172,85,45.83,44,73,0,0.000000,7.260000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.180000,15.080000,22.770000,149.350000,14.810000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.760000,0.000000,87.88354,109.490000,0.000000,0.000000,0.000000,14.810000,0.000000,0.000000,22.5,22.770000

46,11:15-11:30,33,33,229.17,91,44.5,0,43.01,175,85,45.83,44,75,0,0.000000,7.260000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,192.080000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.760000,0.000000,84.498902,109.490000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

47,11:30-11:45,33,33,229.17,91,44.5,0,43.01,179,86,45.83,44,76,0,0.000000,7.260000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,192.080000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.760000,0.000000,93.745694,109.490000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

48,11:45-12:00,33,33,229.17,91,44.5,0,43.01,182,86,45.83,44,78,0,0.000000,7.260000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.760000,0.000000,102.192658,109.490000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

49,12:00-12:15,33,33,229.17,91,44.5,0,43.01,182,87,45.83,44,78,0,0.000000,7.410000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.260000,0.000000,118.735442,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

50,12:15-12:30,33,33,229.17,91,44.5,0,43.01,182,87,45.83,44,78,0,0.000000,7.410000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.260000,0.000000,124.373254,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

51,12:30-12:45,33,33,229.17,91,45.5,0,43.01,175,88,45.83,44,75,0,0.000000,7.410000,4.240000,11.740000,6.66,15,15,33,7.5,7.5,12.370000,0.000000,15.240000,15.080000,22.770000,230.500000,14.870000,0.000000,7.640000,52.820000,0.000000,65.870000,0.000000,15.540000,0.000000,0.000000,0.000000,27.260000,0.000000,123.651458,144.940000,0.000000,0.000000,0.000000,14.870000,0.000000,0.000000,22.5,22.770000

