Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
6,01:15-01:30,36.506751,667.076636,12.64,30.855471,546.949281,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,142.657056,1.095843,2.501308,18.274474,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.82,0,20.73185,20.0018,40.669,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022515

7,01:30-01:45,36.506751,667.076636,0,30.855471,599.324725,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,18.274474,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.82,0,20.73185,20.0018,40.669,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022515

8,01:45-02:00,36.506751,667.076636,0,30.855471,651.700169,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,18.274474,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.82,0,20.73185,20.0018,40.669,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022515

9,02:00-02:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.11,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,40.669,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

10,02:15-02:30,37.565989,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.11,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.78,0.91,0,20.73185,20.0018,40.669,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

11,02:30-02:45,37.565989,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.11,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,43.097,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

12,02:45-03:00,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.96,0.96,0.11,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,43.097,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

13,03:00-03:15,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.9,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

14,03:15-03:30,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.9,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

15,03:30-03:45,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.9,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

16,03:45-04:00,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,2.562,0,95.888555,0,48.834339,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.9,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

17,04:00-04:15,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,1.9215,0,95.888555,0,24.265511,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

18,04:15-04:30,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,144.242135,1.095843,2.501308,9.137237,1.9215,0,95.888555,0,0,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.43,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.022884

19,04:30-04:45,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.94,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

20,04:45-05:00,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.94,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

21,05:00-05:15,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,0,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,0,0,36.022,0,3.734724,33.612518,6.22454,0,7.784327,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.94,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

22,05:15-05:30,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,21.51372,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,0.663309,0,36.022,0,3.734724,33.612518,6.22454,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.94,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

23,05:30-05:45,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,1.634584,0,48.804,0,3.734724,33.612518,6.22454,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.94,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

24,05:45-06:00,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,104.615175,1.095843,2.501308,9.137237,7.9422,0,95.888555,2.451875,0,83.664,0,3.734724,33.612518,6.22454,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,3.57,3.78,0.5,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.98,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.116134,0.565842,348.975,0,0,0,0,0.02032,0,0,0.001107,0.0227

25,06:00-06:15,36.506751,667.076636,13.983,15.349423,691.086504,10.456189,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,106.200253,1.095843,2.501308,9.137237,1.9215,0,95.888555,2.451875,0,83.664,0,0,42.94933,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.5,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.98,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.02032,0,0,0,0.023807,0

26,06:15-06:30,36.506751,667.076636,13.983,15.349423,691.086504,20.912378,37.821177,4.276573,11.155202,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,103.030096,1.095843,2.501308,9.137237,1.9215,0,95.888555,2.451875,0,83.664,0,0,42.94933,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.5,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.98,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.02032,0,0,0,0.023807,0

27,06:30-06:45,36.506751,667.076636,28.045,15.349423,691.086504,31.368567,37.821177,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,52.992,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,103.030096,1.095843,2.501308,9.137237,1.9215,0,95.888555,2.451875,0,83.664,0,0,42.94933,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.5,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.98,0,20.73185,20.0018,45.525,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020161,0,0,0,0.023622,0

28,06:45-07:00,36.506751,667.076636,28.045,30.855471,691.086504,31.368567,37.821177,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,52.992,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,103.030096,1.095843,2.501308,9.137237,1.9215,0,95.888555,2.451875,0,83.664,0,0,42.94933,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.5,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.98,0,20.73185,20.0018,45.525,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020161,0,0,0,0.023622,0

29,07:00-07:15,36.506751,667.076636,28.045,30.855471,691.086504,31.368567,37.821177,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,79.708333,0,64.950987,122.432091,128.45129,18.108732,99.859939,1.095843,2.501308,9.137237,1.9215,0,95.888555,2.451875,0,48.804,0,0,42.326875,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.49,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.95,0,20.73185,20.0018,45.525,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020161,0,0,0,0.023622,0

30,07:15-07:30,36.506751,667.076636,28.045,30.855471,691.086504,20.912378,37.821177,4.276573,22.310403,19.58,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,99.859939,1.095843,2.501308,9.137237,1.9215,0,95.888555,1.634584,0,36.022,0,0,42.326875,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.49,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.95,0,20.73185,20.0018,45.525,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020161,0,0,0,0.023622,0

31,07:30-07:45,36.506751,667.076636,28.045,30.855471,691.086504,10.456189,37.821177,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,26.569445,0,64.950987,122.432091,128.45129,18.108732,99.859939,1.095843,2.501308,9.137237,1.9215,0,95.888555,0.817292,0,36.022,0,0,42.326875,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,3.57,3.78,0.49,0.96,0.1,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.24,1.62,0.95,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.325404,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.01746,0.565842,348.975,0,0,0,0.020002,0,0,0,0.023622,0

