Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
66,16:15-16:30,37.565989,667.076636,13.983,30.949448,691.086504,0,56.92678,4.276573,22.332421,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,48.804,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022811,0

67,16:30-16:45,36.506751,667.076636,28.09872,30.949448,691.086504,10.456189,56.92678,4.276573,22.332421,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

68,16:45-17:00,36.506751,667.076636,28.09872,30.949448,691.086504,10.456189,56.92678,4.276573,22.332421,13.09,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,7.35,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

69,17:00-17:15,36.506751,667.076636,42.14808,30.949448,691.086504,10.456189,56.92678,4.276573,22.332421,6.38,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

70,17:15-17:30,36.506751,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,22.332421,6.38,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,0,0.2562,0,95.888555,1.634584,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

71,17:30-17:45,36.506751,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,22.332421,6.38,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,53.138888,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,0,1.5372,0,95.888555,1.634584,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

72,17:45-18:00,36.506751,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,22.332421,6.38,4.233846,22.966682,44.326064,27.350811,50.232,0,47.87486,64.54116,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,0,1.5372,0,95.888555,1.989928,36.625755,60.424,0,6.22454,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.07,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.016986,0,0,0,0.022884,0

73,18:00-18:15,36.506751,667.076636,35.55,46.424172,691.086504,10.456189,53.186029,4.276573,22.332421,6.38,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,64.54116,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,9.137237,1.5372,0,95.888555,1.989928,36.625755,60.424,0,6.846994,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.09,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.92,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

74,18:15-18:30,36.506751,667.076636,35.55,46.424172,691.086504,20.912378,53.186029,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,4.125078,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,18.274474,1.5372,0,95.888555,2.973048,36.625755,60.424,0,6.846994,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.1,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.92,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

75,18:30-18:45,36.950153,667.076636,42.14808,46.424172,691.086504,31.368567,56.92678,4.276573,33.499364,12.87,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,123.70389,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,27.411711,1.5372,0,95.888555,3.802184,36.625755,60.424,0,6.846994,33.612518,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.48,0.96,0.11,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.92,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

76,18:45-19:00,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,132.847221,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.074768,2.501308,28.971727,1.5372,0,95.888555,4.086459,36.625755,60.424,0,6.846994,34.234972,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.11,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

77,19:00-19:15,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,159.416665,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,28.971727,1.5372,3.668474,95.888555,4.832683,36.625755,60.424,0,6.846994,34.234972,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.12,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.022958,0

78,19:15-19:30,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,52.992,7.133322,47.87486,159.416665,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,28.971727,1.5372,7.336948,95.888555,4.832683,36.625755,60.424,0,6.846994,34.234972,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.12,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.378985,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.518163,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.022958,0

79,19:30-19:45,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,52.992,7.133322,47.87486,159.416665,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,28.971727,1.5372,38.152132,95.888555,4.832683,36.625755,47.642,0,6.846994,34.857427,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.14,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.695848,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.022958,0

80,19:45-20:00,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,159.416665,0,64.950987,122.432091,128.45129,18.108732,102.237557,1.095843,2.501308,28.971727,1.5372,38.152132,95.888555,4.832683,36.625755,47.642,0,6.846994,34.857427,0,0,6.486939,88.222364,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.14,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.91,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.870026,1.857394,3.518162,3.866425,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.022958,0

81,20:00-20:15,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,132.847221,0,64.950987,122.432091,128.45129,18.108732,107.785331,1.095843,2.501308,28.971727,1.5372,38.152132,95.888555,4.086459,36.625755,47.642,0,6.846994,34.857427,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.037003,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023069,0

82,20:15-20:30,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,106.277777,0,64.950987,122.432091,128.45129,18.108732,107.785331,1.095843,2.501308,28.971727,1.5372,38.152132,95.888555,3.269167,36.625755,47.642,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.26444,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023069,0

83,20:30-20:45,36.950153,667.076636,42.14808,46.424172,691.086504,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,106.277777,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,28.971727,3.0744,38.152132,95.888555,3.269167,36.625755,47.642,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.548736,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023069,0

84,20:45-21:00,36.950153,667.076636,42.14808,46.424172,691.086504,31.368567,56.92678,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,27.85743,3.0744,38.152132,95.888555,2.973048,36.625755,47.642,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.548736,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023069,0

85,21:00-21:15,36.950153,667.076636,42.14808,46.424172,691.086504,20.912378,56.92678,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,27.85743,3.0744,17.608676,95.888555,2.973048,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.690884,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023253,0

86,21:15-21:30,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,27.85743,3.0744,17.608676,95.888555,2.973048,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,6.909,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.833032,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023253,0

87,21:30-21:45,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,27.85743,3.0744,17.608676,95.888555,2.973048,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023253,0

88,21:45-22:00,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.276573,33.499364,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,96.81174,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,27.85743,3.0744,17.608676,95.888555,2.973048,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.81,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023253,0

89,22:00-22:15,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,110.150247,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,28.971727,3.0744,3.668474,95.888555,3.387616,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.86,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0,0.017939,0,0,0,0.023253,0

90,22:15-22:30,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,132.847221,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,28.971727,3.0744,1.46739,95.888555,4.086459,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.17,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.86,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0,0.017939,0,0,0,0.023253,0

91,22:30-22:45,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,132.847221,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,28.971727,1.5372,17.608676,95.888555,4.086459,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.86,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023438,0

92,22:45-23:00,36.950153,667.076636,42.14808,46.424172,691.086504,10.456189,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,47.87486,107.5686,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,28.971727,1.5372,17.608676,95.888555,3.304702,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.82,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023438,0

93,23:00-23:15,36.950153,667.076636,28.045,46.424172,691.086504,0,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,47.87486,86.05488,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,28.08029,1.5372,3.668474,95.888555,2.641393,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.82,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023438,0

94,23:15-23:30,36.950153,667.076636,28.045,46.424172,691.086504,0,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,3.566661,47.87486,81.214293,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,27.85743,1.5372,0,95.888555,2.499255,36.625755,47.642,0,6.846994,36.102334,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.82,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.97518,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023438,0

95,23:30-23:45,36.950153,667.076636,28.045,46.424172,691.086504,0,56.92678,4.276573,33.499364,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,47.87486,75.29802,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,27.85743,1.5372,0,95.888555,2.321583,36.625755,48.804,0,6.846994,36.724789,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.82,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.690884,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

96,23:45-24:00,36.950153,667.076636,28.045,46.424172,691.086504,0,56.92678,4.276573,33.499364,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0.972726,47.87486,64.54116,0,64.950987,122.432091,128.45129,18.108732,108.577871,0.990473,2.501308,27.85743,1.5372,0,95.888555,1.989928,36.625755,48.804,0,6.846994,36.724789,0,0,6.486939,92.114527,0,0,76.76895,0,0,3.03,3.57,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.24,1.78,0.82,8.673,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,4.690884,2.665275,3.487597,1.946241,1.9248,1.929632,4.087942,0.565842,348.975,0,0,0.00254,0.017939,0,0,0,0.023622,0

