Block,Time,AURY_GF,DADRI_RF,ANTA_RF,RAPPB,KOTESHWR,UNCHAHAR4,PARBATI3,ANTA_LF,RIHAND1,TANDA2,TEHRI,DADRI_GF,ANTA_GF,TANAKPUR,RIHAND3,NAPP,DULHASTI,DHAULIGNGA,SALAL,BSIUL,SEWA2,RAPPC,UNCHAHAR1,KOLDAM,AURY_CRF,DADRI_LF,KISHANGANGA,DADRI_CRF,AURY_RF,AURY_LF,RIHAND2,CHAMERA2,CHAMERA3,SINGRAULI_HYDRO,URI,ANTA_CRF,URI2,UNCHAHAR2,NJPC,JHAJJAR,CHAMERA1,UNCHAHAR3,SINGRAULI,RAMPUR,DADRT2,TALA,KHSTPP-II,RSTPSU1TO6,KAWAS-ComGas,KAWAS-APM,SIMHST2,KAWAS-NAPM,KSTPS I&II,NTPL,SIPAT II,TALST2,GADARWARA-I,GANDHAR-NAPM,KAWAS-zLIQ,RSTPSU7,VSTPS III,NNTPP,VSTPS II,LARA-I,KSTPS7,NLCIIST1,VSTPS IV,KUDGI,VSTPS V,KHSTPP-I,NLCEXP,KAWAS-RLNG,FSTPP I & II,KKNP,GANDHAR-ComGas,KAPS,NLCTS2EXP,SIPAT I,MOUDA_II,NLCIIST2,SASAN,GANDHAR-RLNG,MAPS,GANDHAR-APM,BRBCL,KGSU1AND2,KGSU3AND4,TAPS-II,KHARGONE-I,SOLAPUR,VALLURNTECL,MOUDA,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,18.079552,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,12.777696,0.000000,35.210761,42.752489,0.000000,396.744953,40.651823,22.429640,141.984045,0.000000,371.332500,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.94,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.41,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,12.513426,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,18.079552,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,42.752489,0.000000,347.555453,27.101215,22.429640,141.984045,0.000000,363.049324,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.43,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,11.610185,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,34.009060,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,18.079552,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,51.110784,0.000000,35.210761,42.752489,0.000000,347.555453,13.486604,22.429640,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.44,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,11.952074,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,14.664354,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,51.110784,0.000000,35.210761,42.752489,0.000000,347.555453,13.486604,18.856071,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.46,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,12.724804,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,11.057212,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,36.083902,42.752489,0.000000,347.555453,13.486604,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.47,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,13.553730,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,11.057212,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,36.083902,42.752489,0.000000,340.909380,13.486604,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.49,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,13.242447,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,11.057212,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,42.752489,0.000000,340.877290,13.486604,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.49,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.232517,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,80.693928,12.642280,17.465872,62.950813,11.257349,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,42.752489,0.000000,338.734908,13.486604,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.52,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,71.727936,12.642280,17.465872,62.950813,11.257349,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,21.518384,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,338.734908,13.486604,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,44.751913,1.69,0.000000,19.994085,1.53,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.282621,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,338.734908,27.101215,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.282621,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,338.734908,27.101215,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.282621,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,338.734908,27.101215,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.282621,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,338.734908,27.101215,13.124295,141.984045,0.000000,363.677709,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.211845,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,51.110784,0.000000,35.210761,28.317431,0.000000,338.734908,27.101215,13.124295,141.984045,0.000000,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,51.110784,0.000000,35.210761,28.317431,0.000000,377.944244,27.101215,13.187667,141.984045,0.000000,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,0.000000,430.710134,27.101215,13.187667,141.984045,0.000000,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,10.877054,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,20.749983,523.918908,27.101215,13.187667,141.984045,0.639762,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.752485,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,51.252458,589.979249,27.101215,14.838254,141.984045,1.576556,363.994560,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.87,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.28,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,2.034942,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,0.000000,60.520446,12.642280,17.465872,62.950813,11.752485,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.760103,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,76.878687,589.979249,27.101215,14.838254,141.984045,2.364833,363.994560,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.31,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.866575,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,10.084994,60.520446,12.642280,17.465872,62.950813,10.875539,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,76.878687,523.918908,40.651823,13.187667,141.984045,2.364833,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.32,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,8.812865,0.000000,0.000000,0.000000,88.463445,1.866575,0.000000,0.000000,0.000000,0.000000,123.890121,45.811718,36.478524,20.169989,60.520446,12.642280,17.465872,62.950813,10.875539,0.000000,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,14.804518,10.759192,1.077265,46.851552,0.000000,35.210761,28.317431,76.878687,456.403908,40.651823,13.187667,141.984045,2.364833,363.547645,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.447618,3.65,1.791457,0.00,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.90,2.570658,0.00,1.271619,29.919851,1.69,0.000000,14.106198,1.55,0.000000,1.099695,0.00,5.089903,3.363787,1.32,330.944062,0.000000,0.23,0.000000,14.467514,1.94,2.10,1.299725,3.393268,1.696634,0.00,1.856470,2.222181,0,0,0,0,0

